Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
0,156,765,928,840,329,813,425,75,127,990,907,485,892,393,215,115,1020,91,877,6,472,554,519,452,479,992,108,57,961,176,725,1022,356,25,973,897,120,113,757,381,54,200,111,308,951,604,31,519,480,465,458,565,9,172,118,342,252,186,651,917,693,71,812,947,675,902,728,346,749,111,782,862,871,396,878,544,147,271,922,539,554,823,938,107,436,909,862,180,398,749,373,311,1007,681,318,616,763,208,906,652
1,136,490,787,202,841,473,131,513,850,301,234,872,556,799,244,404,398,443,48,669,476,451,940,367,904,712,352,77,941,525,587,843,528,666,798,140,358,348,1029,58,673,554,390,661,199,742,48,720,297,783,862,843,234,990,373,266,106,856,456,179,356,900,124,665,131,439,350,441,17,853,501,572,764,600,962,72,778,662,995,915,366,113,399,480,534,295,353,1025,577,583,384,151,4,1017,319,130,794,422,686,548
2,765,727,172,753,2,22,430,281,504,503,965,769,809,779,363,116,723,979,703,236,939,675,468,71,596,615,455,1018,692,155,607,618,371,877,141,546,272,797,1000,412,347,110,507,130,255,733,85,670,772,243,752,756,997,183,614,609,958,304,421,1017,993,331,829,602,440,293,999,356,221,645,682,549,58,472,859,642,441,206,954,815,345,685,158,74,577,912,723,456,15,972,74,120,207,875,131,391,1029,787,225,658
3,946,161,117,511,791,547,145,318,260,595,928,358,888,549,998,541,61,55,360,208,498,634,551,250,491,340,64,469,522,776,433,727,420,488,927,900,62,609,585,911,37,61,317,663,895,252,819,624,415,407,860,106,771,569,797,901,980,895,505,692,839,481,710,39,236,649,571,22,943,913,156,878,393,70,187,747,304,832,748,659,584,71,405,402,125,973,981,732,632,129,630,1002,123,714,685,20,469,952,170,177
4,940,674,167,610,514,859,763,848,837,320,503,774,375,490,59,696,102,842,851,348,606,22,324,95,502,629,636,889,938,383,674,465,502,573,587,637,212,298,93,710,823,224,566,871,224,28,1012,411,381,375,601,933,601,200,248,162,628,831,887,436,362,546,626,347,877,812,794,87,630,738,642,634,818,599,657,976,471,821,153,300,535,775,216,805,918,714,920,978,377,144,459,751,356,659,605,1007,552,121,703,892
5,255,121,736,700,71,905,898,335,179,384,924,184,634,156,176,310,195,626,136,454,152,437,278,1027,356,1006,705,708,83,51,360,1025,40,668,388,688,542,973,97,907,541,572,66,87,849,826,1009,740,452,3,23,88,510,184,601,834,37,500,721,237,321,613,334,237,282,986,417,1019,85,264,869,933,456,277,307,411,810,16,866,240,919,720,217,570,56,307,361,748,580,960,418,899,145,1021,920,352,992,662,639,638
6,886,72,927,368,708,985,919,618,949,57,86,725,685,777,449,105,57,1016,986,966,453,988,752,229,960,117,456,576,893,33,466,594,490,746,227,621,708,411,414,18,968,819,609,330,136,610,54,73,635,818,737,278,252,744,669,308,161,662,696,845,323,916,529,31,407,936,534,233,667,578,494,528,360,763,16,658,123,648,742,236,211,848,695,452,501,661,864,42,163,847,473,84,343,789,975,353,393,178,881,453
7,143,99,235,48,65,7,500,227,105,207,151,296,953,830,55,40,658,165,133,944,192,251,406,70,812,436,360,206,1009,934,299,148,256,327,582,850,617,1029,356,835,295,143,364,466,19,894,119,998,581,522,900,404,88,959,453,936,917,421,632,560,394,362,288,950,243,926,877,654,156,242,116,485,709,835,58,403,34,255,74,202,502,691,941,679,638,51,808,282,607,715,49,96,192,256,564,343,924,192,141,908
8,474,399,607,772,603,821,941,713,419,663,779,575,1001,201,919,470,578,7,361,347,140,844,143,132,132,896,837,501,75,762,493,835,733,406,916,583,17,450,17,42,666,699,986,121,368,16,998,206,121,211,316,439,892,1004,324,757,791,885,406,207,146,433,338,742,321,610,132,399,384,837,210,57,439,559,277,442,510,1000,176,932,537,584,160,671,348,631,509,384,414,905,278,571,899,968,909,773,271,338,752,424
9,318,205,727,969,554,835,421,906,90,177,1013,117,27,859,641,709,391,219,451,563,87,363,623,109,885,214,472,857,942,737,527,343,527,619,105,332,898,131,115,122,461,333,84,860,248,722,452,867,681,934,53,619,727,951,490,622,544,797,975,421,918,288,139,595,931,645,286,484,645,275,178,1022,174,684,255,837,16,82,338,831,175,327,821,669,382,828,236,673,971,235,432,753,418,952,362,118,474,699,543,426
