Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
0,18.816571950912476,19.42177939414978,16.936806440353394,13.658624172210693,15.309690475463867,13.380772352218628,15.331453084945679,15.353243350982666,15.32420539855957,15.373910427093506,15.300402641296387,14.9937903881073,12.897977113723755,12.770217895507812,12.268858194351196,14.697463035583496,15.331578731536865
1,20.179245710372925,21.879480600357056,18.146244287490845,14.437888860702515,16.262394905090332,14.177789211273193,16.335141897201538,16.229674816131592,16.10189151763916,16.2582585811615,16.248338222503662,16.298208236694336,13.689507484436035,13.36293339729309,12.93349838256836,15.694590330123901,16.32300853729248
2,20.013686895370483,22.243046283721924,19.450534343719482,14.209806680679321,16.73347759246826,14.178166151046753,16.757946014404297,16.452576398849487,16.544509887695312,16.82288146018982,16.765043020248413,16.44798731803894,13.456189632415771,13.26478123664856,12.69524621963501,15.86460018157959,16.57198691368103
3,19.502355337142944,20.7648823261261,17.208916902542114,14.0070960521698,15.615042686462402,13.95035433769226,15.640720844268799,15.973086833953857,16.139638900756836,16.171598196029663,15.839488983154297,15.947448492050171,13.259068965911865,12.964208364486694,12.703178644180298,15.176824569702148,15.591566562652588
4,18.91873002052307,19.6801540851593,17.065547943115234,13.515993118286133,15.182960748672485,13.405284643173218,15.477732181549072,14.964072704315186,15.039081573486328,15.346311092376709,15.148201942443848,14.95170283317566,12.906702518463135,12.638184785842896,12.743865489959717,14.432561874389648,15.001081228256226
5,18.92905330657959,21.752706050872803,18.193955183029175,13.619890451431274,16.62827444076538,13.503785371780396,16.689414501190186,16.69509744644165,16.585782289505005,16.57700204849243,16.689258575439453,16.50028419494629,12.914318323135376,12.664855003356934,12.265986442565918,14.956092596054077,16.693827390670776
6,19.52579355239868,22.321366786956787,17.514657735824585,13.926295280456543,16.053359031677246,13.875411748886108,16.45284342765808,16.296464204788208,16.39588212966919,16.07876229286194,16.048583030700684,16.482029914855957,12.88829779624939,12.73119854927063,12.70766019821167,14.907493114471436,16.050915479660034
7,19.598793983459473,21.637484312057495,18.084362268447876,14.254298210144043,17.184993028640747,14.087111949920654,17.030897617340088,16.968021869659424,16.944963932037354,17.128103733062744,16.897268772125244,16.72817325592041,14.1925528049469,14.245654344558716,12.633156538009644,15.044138431549072,17.080086946487427
8,18.620648622512817,20.369786262512207,16.95263981819153,13.300447463989258,14.8283212184906,13.211254119873047,15.138713836669922,14.720593214035034,14.796167135238647,15.121352910995483,14.811840057373047,14.718228578567505,12.784234523773193,12.469396829605103,12.574924945831299,14.232115030288696,14.772040843963623
9,20.246541500091553,22.059113264083862,18.10405445098877,14.442054986953735,16.260721683502197,14.219228982925415,16.323784112930298,16.216579914093018,16.112677574157715,16.22667646408081,16.25747275352478,16.273734092712402,13.745039939880371,13.392283201217651,12.957991600036621,15.514227628707886,16.310792446136475
