Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=2.0)",WiGS (SAC),QBC,Uncertainty Sampling,EGAL,EMCM
0,11.156991243362427,11.536367177963257,11.915470361709595,12.118114471435547,12.311694860458374,12.340067625045776,12.35399603843689,12.331099510192871,12.271426439285278,222.74599075317383,17.49450922012329,11.603474855422974,12.448297500610352,11.247774839401245
1,13.477541208267212,13.823294401168823,14.230868101119995,14.402760744094849,14.01488471031189,12.707393646240234,12.444067001342773,12.382256746292114,11.437129735946655,524.2494304180145,16.951102018356323,10.948133707046509,11.347393035888672,9.891730308532715
2,9.849125385284424,13.704939603805542,14.130831480026245,14.27464509010315,14.410739183425903,13.776683568954468,12.480911254882812,12.254290580749512,12.23365068435669,492.53272247314453,14.432364463806152,9.645856380462646,10.05247974395752,11.23567008972168
3,9.317229270935059,9.570457935333252,10.08441686630249,10.002736330032349,12.264299392700195,14.35710597038269,14.32713770866394,14.299508094787598,14.224426984786987,311.5928955078125,14.414717674255371,9.499841928482056,9.971556425094604,9.497705698013306
4,10.720770120620728,11.387265920639038,11.809597969055176,11.965177536010742,12.143431425094604,12.21391487121582,12.228380680084229,12.200320482254028,12.138165950775146,177.79376459121704,16.64512848854065,11.064851522445679,11.92015790939331,11.50638723373413
5,10.870714664459229,11.213036060333252,11.579582214355469,11.776984930038452,11.990329265594482,12.000396251678467,12.002598762512207,11.990920066833496,11.88853669166565,225.00503826141357,16.91920256614685,11.271255731582642,12.072631120681763,11.129871606826782
6,11.072320699691772,11.424579381942749,11.788377285003662,12.012405157089233,12.215754508972168,12.234955787658691,12.23765254020691,12.201925277709961,12.000684976577759,224.4863269329071,17.203723669052124,11.496153831481934,12.275383234024048,11.288712739944458
7,10.98300838470459,11.319753885269165,11.681686401367188,11.907376050949097,12.086151599884033,12.119138240814209,12.105973243713379,12.072297811508179,11.92793607711792,223.95761632919312,17.067648887634277,11.382502794265747,12.183928728103638,11.241527795791626
8,13.012503623962402,13.874229669570923,14.286615133285522,14.461297512054443,14.359117984771729,13.19539213180542,12.51888394355774,12.07771611213684,11.841556310653687,530.7223699092865,17.171008348464966,11.290088176727295,11.922502279281616,10.661563873291016
9,11.187345743179321,11.496891975402832,11.872439861297607,12.102174520492554,12.238089561462402,12.255682945251465,12.273436546325684,12.464140892028809,12.152933359146118,216.38092851638794,17.085696697235107,11.286242485046387,11.904008865356445,11.264181852340698
10,13.492501020431519,13.877707958221436,14.295952558517456,14.46495771408081,14.208961963653564,13.12113618850708,12.367981433868408,12.078087329864502,11.536583662033081,529.8748240470886,17.16474962234497,11.26763653755188,11.889153242111206,10.553829431533813
11,13.155617952346802,13.712846755981445,14.120405197143555,14.271122455596924,14.05867338180542,12.54169750213623,12.351125717163086,12.298184633255005,11.731907844543457,516.9885346889496,16.657118797302246,10.852300882339478,11.198870658874512,10.530996084213257
12,9.236338138580322,9.627692461013794,9.868949890136719,9.946024656295776,9.875012397766113,9.913646697998047,9.904590368270874,9.906584739685059,9.88964033126831,39.83698320388794,14.42206883430481,9.536572694778442,10.013381004333496,9.459169149398804
13,11.070007801055908,11.401103258132935,11.771340608596802,11.985332489013672,12.167475461959839,12.187129259109497,12.197972536087036,12.167208909988403,12.119304895401001,224.47128319740295,17.204946517944336,11.458776950836182,12.118973731994629,11.041049480438232
14,11.007155656814575,11.364242553710938,11.71324634552002,11.936861038208008,12.131781101226807,12.148427486419678,12.154658079147339,12.123184204101562,12.046200037002563,216.04015231132507,17.101578950881958,11.362715244293213,12.19791030883789,11.348809242248535
15,13.26544737815857,13.8728187084198,14.287814617156982,14.472634077072144,14.32146143913269,13.161374807357788,12.42374038696289,12.073034763336182,11.73552656173706,530.4303088188171,17.16036319732666,11.26711654663086,11.89559006690979,10.615675449371338
16,14.076224565505981,14.45534372329712,14.897039890289307,15.095969676971436,14.482855558395386,13.623294115066528,12.626053094863892,12.539801359176636,11.22037148475647,526.6787965297699,17.881988048553467,11.767474174499512,12.359458208084106,10.66071343421936
17,13.384150981903076,13.93318223953247,14.345777750015259,14.530744552612305,14.348219633102417,13.20560359954834,12.47879695892334,12.139766931533813,11.703141212463379,529.6535758972168,17.240751028060913,11.3255295753479,11.95545482635498,10.668799877166748
18,11.474522590637207,11.859967231750488,12.23106336593628,12.473252296447754,12.64942455291748,12.660664558410645,12.68541932106018,12.649286985397339,12.307298183441162,214.56240224838257,17.846892595291138,11.965145111083984,12.664777278900146,11.743848323822021
19,9.949901580810547,13.857697486877441,14.139110326766968,14.300464868545532,14.407736778259277,13.859787225723267,12.97217059135437,12.077807664871216,11.97263503074646,507.5834333896637,14.275642395019531,10.662033796310425,11.958391666412354,11.30719542503357
20,11.013582229614258,11.371450185775757,11.72703242301941,11.951923370361328,12.147446870803833,12.168574094772339,12.165317058563232,12.134501695632935,12.04677677154541,217.55639457702637,17.090023040771484,11.413864612579346,12.203553438186646,11.367263555526733
21,12.094892740249634,13.916687250137329,14.341884136199951,14.563479900360107,14.542647361755371,13.384380102157593,12.758313179016113,12.119990348815918,12.039809703826904,523.3526973724365,17.309429168701172,11.465113401412964,11.924150705337524,11.345299243927002
22,11.697843074798584,12.0785071849823,12.485212802886963,12.73104977607727,12.905144929885864,12.911771774291992,12.9295175075531,12.888472318649292,12.313300371170044,219.84972977638245,18.226222038269043,12.22329044342041,12.86979079246521,11.814910173416138
23,11.091448068618774,11.452797889709473,11.805952787399292,12.025684356689453,12.22098159790039,12.230534076690674,12.2450590133667,12.218715906143188,12.08754587173462,217.14080691337585,17.22489619255066,11.501387357711792,12.277811527252197,11.433151721954346
24,9.354383707046509,9.644999027252197,10.07322072982788,10.06550931930542,12.272536516189575,14.156259775161743,14.156849145889282,14.134879112243652,14.071040153503418,320.60259532928467,14.177791357040405,9.798567056655884,9.860968828201294,9.417680978775024
25,13.483308553695679,13.83744192123413,14.228344202041626,14.398475885391235,13.935627698898315,12.726703405380249,12.59238076210022,12.548808813095093,11.56043291091919,526.1356337070465,17.11961841583252,11.062455177307129,11.364248514175415,9.86953091621399
26,12.994954347610474,13.848454713821411,14.271043539047241,14.44194746017456,14.33232593536377,13.157777309417725,12.497638940811157,12.041711330413818,11.836241245269775,531.809376001358,17.118102073669434,11.252108573913574,11.881425142288208,10.539592981338501
