Simulation,iGS,WiGS (Static w_x=0.25),Passive Learning,"WiGS (MAB-UCB1, c=5.0)",EMCM,WiGS (Static w_x=0.75),WiGS (SAC),Uncertainty Sampling,WiGS (Static w_x=0.5),"WiGS (Time-Decay, Exponential)",EGAL,QBC,GSy,GSx,"WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Linear)"
0,3.5264272689819336,3.4913687705993652,3.234622001647949,3.6315548419952393,3.4674949645996094,3.4853720664978027,5.4823784828186035,3.4701757431030273,3.6129655838012695,3.4197185039520264,3.4436802864074707,4.862034559249878,3.4948487281799316,3.3340346813201904,3.497391700744629,3.453381299972534,3.509521245956421
1,3.1544735431671143,3.144047498703003,2.9492270946502686,3.166377305984497,3.0120959281921387,3.1529905796051025,5.258090496063232,3.0964853763580322,3.144827127456665,3.1623339653015137,3.1310126781463623,4.6420111656188965,3.126434326171875,3.0369722843170166,3.165167808532715,3.163846969604492,3.1526918411254883
2,3.1699981689453125,3.161595106124878,2.9547533988952637,3.1642305850982666,3.0548582077026367,3.1595046520233154,4.677408218383789,3.109499216079712,3.1567509174346924,3.1633083820343018,3.1758508682250977,4.583514213562012,3.1482110023498535,3.058976173400879,3.1764209270477295,3.1645545959472656,3.1547350883483887
3,3.144937515258789,3.1496622562408447,2.9216268062591553,3.133885383605957,3.0269856452941895,3.137803554534912,4.901779651641846,3.0753557682037354,3.153052806854248,3.1364684104919434,3.1535189151763916,4.555892705917358,3.1120283603668213,3.024374485015869,3.1404778957366943,3.1393542289733887,3.1385669708251953
4,3.790919303894043,3.8119659423828125,3.49169659614563,3.196242570877075,3.6238644123077393,3.7480626106262207,4.87356424331665,3.6838631629943848,3.8130123615264893,3.6701529026031494,3.7521960735321045,4.670655727386475,3.771958589553833,3.6508212089538574,3.6831295490264893,3.4853899478912354,3.6618237495422363
5,3.5252318382263184,3.5197629928588867,3.314648151397705,3.6218628883361816,3.4646260738372803,3.4974172115325928,5.718303680419922,3.4857280254364014,3.655890941619873,3.50431227684021,3.4654181003570557,5.003106117248535,3.515275716781616,3.3734099864959717,3.5547797679901123,3.5580875873565674,3.53061842918396
6,3.137636184692383,3.1307108402252197,2.941488265991211,3.1439545154571533,2.9942409992218018,3.1533901691436768,4.80078125,3.081376552581787,3.1379475593566895,3.134044647216797,3.1094110012054443,4.572412967681885,3.10735821723938,3.025675058364868,3.1335575580596924,3.1435296535491943,3.1341803073883057
7,3.148224353790283,3.138298273086548,2.952324628829956,3.140477180480957,3.0018246173858643,3.1500136852264404,4.777608871459961,3.093763589859009,3.1405184268951416,3.1376237869262695,3.122030735015869,4.56081485748291,3.1177866458892822,3.0262198448181152,3.1407175064086914,3.1454854011535645,3.1333069801330566
8,3.18026065826416,3.158001184463501,3.0163137912750244,3.172837018966675,3.026061534881592,3.161421060562134,4.742189168930054,3.1025314331054688,3.1552088260650635,3.163627862930298,3.1639490127563477,4.599466800689697,3.1309468746185303,3.072286605834961,3.1639537811279297,3.1637485027313232,3.1637136936187744
9,3.178561210632324,3.168165445327759,2.9761743545532227,3.195314884185791,3.0519096851348877,3.177978992462158,4.836371898651123,3.1256229877471924,3.174363613128662,3.2050466537475586,3.161118507385254,4.625563383102417,3.143371820449829,3.0794198513031006,3.20327091217041,3.1836071014404297,3.226229667663574
