Iteration,Sim_0,Sim_1,Sim_2
0,[209.0],[209.0],[262.0]
1,[262.0],[262.0],[113.0]
2,[478.0],[49.0],[252.0]
3,[74.0],[478.0],[323.0]
4,[49.0],[471.0],[74.0]
5,[220.0],[74.0],[374.0]
6,[13.0],[382.0],[220.0]
7,[79.0],[125.0],[31.0]
8,[125.0],[95.0],[471.0]
9,[378.0],[378.0],[442.0]
10,[252.0],[20.0],[125.0]
11,[471.0],[442.0],[250.0]
12,[413.0],[473.0],[418.0]
13,[488.0],[284.0],[431.0]
14,[399.0],[141.0],[378.0]
15,[141.0],[285.0],[236.0]
16,[482.0],[413.0],[285.0]
17,[460.0],[79.0],[79.0]
18,[38.0],[236.0],[234.0]
19,[269.0],[397.0],[49.0]
20,[394.0],[430.0],[26.0]
21,[248.0],[431.0],[428.0]
22,[314.0],[67.0],[430.0]
23,[14.0],[177.0],[258.0]
24,[397.0],[135.0],[158.0]
25,[203.0],[376.0],[460.0]
26,[253.0],[55.0],[174.0]
27,[55.0],[252.0],[95.0]
28,[282.0],[164.0],[363.0]
29,[254.0],[110.0],[156.0]
30,[438.0],[137.0],[13.0]
31,[212.0],[243.0],[326.0]
32,[54.0],[388.0],[275.0]
33,[486.0],[433.0],[444.0]
34,[30.0],[411.0],[202.0]
35,[498.0],[40.0],[195.0]
36,[331.0],[248.0],[47.0]
37,[132.0],[43.0],[297.0]
38,[196.0],[38.0],[421.0]
39,[338.0],[460.0],[306.0]
40,[418.0],[323.0],[223.0]
41,[396.0],[420.0],[169.0]
42,[489.0],[13.0],[44.0]
43,[400.0],[315.0],[484.0]
44,[3.0],[434.0],[313.0]
45,[472.0],[272.0],[121.0]
46,[465.0],[490.0],[266.0]
47,[234.0],[117.0],[38.0]
48,[279.0],[98.0],[187.0]
49,[392.0],[412.0],[106.0]
50,[86.0],[472.0],[438.0]
51,[420.0],[324.0],[147.0]
52,[296.0],[51.0],[172.0]
53,[243.0],[273.0],[254.0]
54,[130.0],[189.0],[186.0]
55,[210.0],[82.0],[86.0]
56,[82.0],[204.0],[130.0]
57,[412.0],[482.0],[261.0]
58,[160.0],[71.0],[167.0]
59,[462.0],[44.0],[122.0]
60,[266.0],[416.0],[400.0]
61,[251.0],[253.0],[426.0]
62,[22.0],[488.0],[319.0]
63,[487.0],[437.0],[19.0]
64,[239.0],[266.0],[461.0]
65,[197.0],[457.0],[111.0]
66,[33.0],[147.0],[133.0]
67,[204.0],[479.0],[397.0]
68,[227.0],[211.0],[72.0]
69,[352.0],[308.0],[499.0]
70,[191.0],[11.0],[162.0]
71,[259.0],[422.0],[189.0]
72,[351.0],[169.0],[142.0]
73,[41.0],[73.0],[439.0]
74,[25.0],[256.0],[271.0]
75,[20.0],[267.0],[123.0]
76,[368.0],[8.0],[485.0]
77,[73.0],[470.0],[235.0]
78,[256.0],[404.0],[157.0]
79,[411.0],[344.0],[338.0]
80,[118.0],[279.0],[399.0]
81,[114.0],[281.0],[273.0]
82,[124.0],[23.0],[267.0]
83,[182.0],[246.0],[181.0]
84,[496.0],[178.0],[107.0]
85,[457.0],[218.0],[59.0]
86,[290.0],[152.0],[334.0]
87,[393.0],[47.0],[197.0]
88,[280.0],[202.0],[232.0]
89,[388.0],[247.0],[60.0]
90,[458.0],[448.0],[479.0]
91,[320.0],[333.0],[453.0]
92,[76.0],[92.0],[183.0]
93,[167.0],[242.0],[216.0]
94,[194.0],[360.0],[369.0]
95,[426.0],[287.0],[320.0]
96,[136.0],[123.0],[188.0]
97,[205.0],[458.0],[240.0]
98,[226.0],[495.0],[269.0]
99,[450.0],[203.0],[70.0]
100,[497.0],[166.0],[408.0]
101,[287.0],[230.0],[315.0]
102,[265.0],[275.0],[443.0]
103,[199.0],[14.0],[61.0]
104,[483.0],[104.0],[274.0]
105,[261.0],[415.0],[367.0]
106,[63.0],[222.0],[268.0]
107,[139.0],[162.0],[114.0]
108,[459.0],[384.0],[455.0]
109,[303.0],[69.0],[497.0]
110,[106.0],[257.0],[109.0]
111,[372.0],[156.0],[344.0]
112,[219.0],[207.0],[283.0]
113,[244.0],[206.0],[454.0]
114,[308.0],[9.0],[490.0]
115,[35.0],[409.0],[473.0]
116,[443.0],[427.0],[246.0]
117,[264.0],[160.0],[379.0]
118,[437.0],[133.0],[101.0]
119,[131.0],[371.0],[356.0]
120,[332.0],[148.0],[343.0]
121,[436.0],[0.0],[322.0]
122,[172.0],[293.0],[296.0]
123,[230.0],[122.0],[449.0]
124,[109.0],[201.0],[6.0]
125,[474.0],[52.0],[46.0]
126,[439.0],[210.0],[270.0]
127,[9.0],[259.0],[102.0]
128,[122.0],[393.0],[50.0]
129,[435.0],[306.0],[403.0]
130,[222.0],[429.0],[396.0]
131,[325.0],[270.0],[354.0]
132,[163.0],[155.0],[105.0]
133,[362.0],[239.0],[463.0]
134,[178.0],[347.0],[304.0]
135,[272.0],[334.0],[163.0]
136,[427.0],[286.0],[165.0]
137,[499.0],[373.0],[359.0]
138,[274.0],[476.0],[135.0]
139,[198.0],[493.0],[83.0]
140,[42.0],[394.0],[27.0]
141,[446.0],[341.0],[233.0]
142,[208.0],[212.0],[340.0]
143,[258.0],[303.0],[43.0]
