Iteration,Sim_0,Sim_1,Sim_2
0,[209.0],[209.0],[262.0]
1,[262.0],[110.0],[113.0]
2,[471.0],[262.0],[374.0]
3,[478.0],[74.0],[220.0]
4,[13.0],[323.0],[471.0]
5,[220.0],[397.0],[74.0]
6,[74.0],[471.0],[323.0]
7,[438.0],[478.0],[125.0]
8,[482.0],[285.0],[106.0]
9,[234.0],[382.0],[460.0]
10,[420.0],[442.0],[252.0]
11,[421.0],[378.0],[285.0]
12,[378.0],[431.0],[429.0]
13,[418.0],[67.0],[248.0]
14,[460.0],[252.0],[438.0]
15,[73.0],[410.0],[31.0]
16,[79.0],[420.0],[272.0]
17,[331.0],[253.0],[38.0]
18,[118.0],[79.0],[442.0]
19,[252.0],[273.0],[236.0]
20,[14.0],[467.0],[79.0]
21,[205.0],[16.0],[234.0]
22,[462.0],[51.0],[428.0]
23,[399.0],[365.0],[311.0]
24,[197.0],[40.0],[48.0]
25,[269.0],[472.0],[223.0]
26,[487.0],[212.0],[253.0]
27,[393.0],[270.0],[306.0]
28,[41.0],[479.0],[266.0]
29,[411.0],[47.0],[118.0]
30,[25.0],[62.0],[174.0]
31,[413.0],[412.0],[400.0]
32,[469.0],[347.0],[391.0]
33,[141.0],[204.0],[456.0]
34,[397.0],[123.0],[431.0]
35,[377.0],[245.0],[160.0]
36,[498.0],[236.0],[95.0]
37,[368.0],[460.0],[355.0]
38,[321.0],[474.0],[165.0]
39,[239.0],[137.0],[123.0]
40,[30.0],[243.0],[426.0]
41,[426.0],[55.0],[399.0]
42,[170.0],[487.0],[187.0]
43,[182.0],[434.0],[417.0]
44,[327.0],[19.0],[195.0]
45,[488.0],[148.0],[288.0]
46,[35.0],[499.0],[403.0]
47,[445.0],[177.0],[443.0]
48,[210.0],[495.0],[490.0]
49,[18.0],[49.0],[104.0]
50,[308.0],[94.0],[269.0]
51,[167.0],[135.0],[132.0]
52,[489.0],[308.0],[268.0]
53,[264.0],[122.0],[444.0]
54,[112.0],[394.0],[122.0]
55,[274.0],[162.0],[319.0]
56,[33.0],[77.0],[6.0]
57,[443.0],[476.0],[230.0]
