Iteration,Sim_0,Sim_1,Sim_2
0,[209.0],[262.0],[262.0]
1,[262.0],[209.0],[74.0]
2,[478.0],[74.0],[113.0]
3,[74.0],[478.0],[471.0]
4,[378.0],[382.0],[272.0]
5,[471.0],[110.0],[396.0]
6,[256.0],[471.0],[220.0]
7,[488.0],[236.0],[442.0]
8,[482.0],[420.0],[378.0]
9,[420.0],[488.0],[460.0]
10,[220.0],[38.0],[167.0]
11,[460.0],[125.0],[306.0]
12,[38.0],[272.0],[252.0]
13,[252.0],[248.0],[248.0]
14,[397.0],[323.0],[428.0]
15,[269.0],[122.0],[79.0]
16,[418.0],[51.0],[156.0]
17,[254.0],[442.0],[444.0]
18,[282.0],[473.0],[258.0]
19,[438.0],[79.0],[236.0]
20,[248.0],[126.0],[311.0]
21,[13.0],[285.0],[170.0]
22,[251.0],[460.0],[223.0]
23,[338.0],[40.0],[266.0]
24,[76.0],[245.0],[195.0]
25,[86.0],[204.0],[125.0]
26,[41.0],[253.0],[285.0]
27,[54.0],[16.0],[106.0]
28,[331.0],[93.0],[253.0]
29,[447.0],[13.0],[186.0]
30,[79.0],[431.0],[392.0]
31,[465.0],[412.0],[426.0]
32,[82.0],[284.0],[374.0]
33,[14.0],[62.0],[443.0]
34,[125.0],[437.0],[323.0]
35,[121.0],[256.0],[81.0]
36,[462.0],[388.0],[86.0]
37,[392.0],[98.0],[13.0]
38,[469.0],[252.0],[338.0]
39,[197.0],[470.0],[431.0]
40,[411.0],[94.0],[234.0]
41,[30.0],[490.0],[397.0]
42,[118.0],[243.0],[160.0]
43,[296.0],[176.0],[205.0]
44,[388.0],[444.0],[371.0]
45,[194.0],[29.0],[0.0]
46,[210.0],[308.0],[187.0]
47,[73.0],[357.0],[461.0]
48,[372.0],[273.0],[109.0]
49,[20.0],[392.0],[293.0]
50,[266.0],[378.0],[48.0]
51,[351.0],[424.0],[44.0]
52,[475.0],[147.0],[142.0]
53,[217.0],[230.0],[239.0]
54,[290.0],[397.0],[38.0]
55,[393.0],[270.0],[464.0]
56,[280.0],[123.0],[54.0]
57,[243.0],[293.0],[362.0]
58,[265.0],[422.0],[31.0]
59,[22.0],[47.0],[147.0]
60,[49.0],[52.0],[394.0]
61,[167.0],[214.0],[489.0]
62,[278.0],[482.0],[356.0]
63,[131.0],[239.0],[95.0]
64,[264.0],[168.0],[418.0]
65,[450.0],[347.0],[354.0]
66,[435.0],[184.0],[174.0]
67,[226.0],[49.0],[439.0]
68,[308.0],[317.0],[261.0]
69,[332.0],[114.0],[123.0]
70,[261.0],[203.0],[404.0]
71,[487.0],[497.0],[288.0]
72,[25.0],[19.0],[42.0]
73,[399.0],[499.0],[112.0]
74,[106.0],[391.0],[493.0]
75,[112.0],[287.0],[490.0]
76,[234.0],[64.0],[19.0]
77,[368.0],[202.0],[72.0]
78,[396.0],[69.0],[273.0]
79,[109.0],[189.0],[473.0]
80,[172.0],[472.0],[499.0]
81,[439.0],[479.0],[46.0]
82,[139.0],[411.0],[97.0]
83,[178.0],[155.0],[421.0]
84,[35.0],[313.0],[417.0]
85,[489.0],[247.0],[181.0]
86,[498.0],[485.0],[485.0]
87,[259.0],[257.0],[59.0]
88,[394.0],[23.0],[189.0]
89,[191.0],[44.0],[154.0]
90,[239.0],[92.0],[108.0]
91,[352.0],[30.0],[408.0]
92,[413.0],[267.0],[267.0]
93,[9.0],[177.0],[104.0]
94,[443.0],[434.0],[149.0]
95,[474.0],[71.0],[271.0]
96,[196.0],[20.0],[275.0]
97,[122.0],[166.0],[254.0]
98,[42.0],[34.0],[49.0]
