Iteration,Sim_0,Sim_1,Sim_2
0,[209.0],[262.0],[262.0]
1,[262.0],[209.0],[74.0]
2,[478.0],[74.0],[113.0]
3,[74.0],[478.0],[471.0]
4,[378.0],[471.0],[125.0]
5,[471.0],[431.0],[460.0]
6,[420.0],[285.0],[220.0]
7,[220.0],[382.0],[49.0]
8,[413.0],[125.0],[106.0]
9,[488.0],[13.0],[442.0]
10,[482.0],[420.0],[323.0]
11,[252.0],[323.0],[394.0]
12,[399.0],[473.0],[234.0]
13,[141.0],[433.0],[399.0]
14,[314.0],[284.0],[236.0]
15,[13.0],[40.0],[374.0]
16,[397.0],[317.0],[252.0]
17,[388.0],[252.0],[79.0]
18,[394.0],[67.0],[378.0]
19,[418.0],[256.0],[285.0]
20,[49.0],[334.0],[479.0]
21,[460.0],[204.0],[431.0]
22,[272.0],[437.0],[421.0]
23,[486.0],[482.0],[13.0]
24,[30.0],[499.0],[338.0]
25,[79.0],[122.0],[326.0]
26,[18.0],[203.0],[272.0]
27,[3.0],[98.0],[428.0]
28,[197.0],[273.0],[47.0]
29,[438.0],[47.0],[261.0]
30,[396.0],[397.0],[109.0]
31,[487.0],[55.0],[304.0]
32,[227.0],[123.0],[111.0]
33,[254.0],[378.0],[72.0]
34,[41.0],[253.0],[306.0]
35,[125.0],[86.0],[167.0]
36,[14.0],[412.0],[373.0]
37,[194.0],[388.0],[456.0]
38,[472.0],[347.0],[439.0]
39,[412.0],[479.0],[95.0]
40,[426.0],[19.0],[334.0]
41,[393.0],[472.0],[187.0]
42,[160.0],[189.0],[172.0]
43,[481.0],[434.0],[42.0]
44,[130.0],[485.0],[123.0]
45,[167.0],[267.0],[44.0]
46,[39.0],[211.0],[189.0]
47,[237.0],[82.0],[19.0]
48,[497.0],[23.0],[267.0]
49,[169.0],[442.0],[271.0]
50,[484.0],[16.0],[275.0]
51,[384.0],[71.0],[174.0]
52,[106.0],[488.0],[288.0]
53,[1.0],[365.0],[254.0]
54,[407.0],[162.0],[154.0]
55,[400.0],[272.0],[130.0]
56,[392.0],[44.0],[485.0]
57,[44.0],[95.0],[97.0]
58,[386.0],[14.0],[149.0]
59,[309.0],[394.0],[499.0]
60,[290.0],[201.0],[156.0]
61,[211.0],[268.0],[400.0]
62,[248.0],[404.0],[286.0]
63,[118.0],[135.0],[38.0]
64,[498.0],[416.0],[186.0]
65,[349.0],[20.0],[133.0]
66,[199.0],[73.0],[31.0]
67,[325.0],[202.0],[258.0]
68,[196.0],[246.0],[147.0]
69,[139.0],[255.0],[142.0]
70,[244.0],[11.0],[490.0]
71,[459.0],[344.0],[273.0]
72,[35.0],[8.0],[157.0]
73,[234.0],[218.0],[403.0]
74,[297.0],[291.0],[484.0]
75,[115.0],[85.0],[232.0]
76,[96.0],[38.0],[112.0]
77,[154.0],[460.0],[269.0]
78,[114.0],[147.0],[169.0]
79,[358.0],[129.0],[216.0]
80,[80.0],[456.0],[369.0]
81,[465.0],[448.0],[197.0]
82,[50.0],[42.0],[461.0]
83,[138.0],[480.0],[278.0]
84,[174.0],[88.0],[165.0]
85,[21.0],[148.0],[240.0]
86,[411.0],[242.0],[455.0]
87,[161.0],[371.0],[379.0]
88,[97.0],[391.0],[322.0]
89,[144.0],[474.0],[163.0]
90,[99.0],[335.0],[340.0]
91,[63.0],[92.0],[359.0]
92,[150.0],[257.0],[367.0]
93,[182.0],[155.0],[105.0]
94,[217.0],[286.0],[315.0]
95,[12.0],[133.0],[363.0]
96,[474.0],[230.0],[356.0]
97,[73.0],[275.0],[354.0]
98,[153.0],[415.0],[361.0]
