Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[356.0],[185.0],[297.0],[248.0],[136.0],[359.0],[66.0],[30.0],[10.0],[205.0],[80.0],[210.0],[18.0],[115.0],[247.0],[58.0],[180.0],[296.0],[241.0],[210.0],[5.0],[257.0],[205.0],[80.0],[294.0]
1,[42.0],[247.0],[260.0],[80.0],[66.0],[360.0],[171.0],[45.0],[247.0],[279.0],[241.0],[108.0],[312.0],[206.0],[210.0],[68.0],[223.0],[220.0],[240.0],[185.0],[332.0],[336.0],[320.0],[171.0],[197.0]
2,[289.0],[233.0],[136.0],[101.0],[94.0],[8.0],[23.0],[282.0],[65.0],[304.0],[192.0],[327.0],[292.0],[310.0],[332.0],[66.0],[128.0],[324.0],[255.0],[171.0],[32.0],[349.0],[359.0],[276.0],[304.0]
3,[1.0],[210.0],[18.0],[210.0],[332.0],[18.0],[224.0],[89.0],[18.0],[228.0],[185.0],[256.0],[335.0],[227.0],[66.0],[358.0],[121.0],[219.0],[211.0],[149.0],[184.0],[218.0],[321.0],[251.0],[171.0]
4,[74.0],[255.0],[143.0],[363.0],[315.0],[45.0],[257.0],[318.0],[310.0],[67.0],[121.0],[73.0],[103.0],[304.0],[3.0],[184.0],[94.0],[136.0],[254.0],[255.0],[66.0],[361.0],[56.0],[270.0],[249.0]
5,[248.0],[128.0],[261.0],[160.0],[27.0],[2.0],[60.0],[240.0],[171.0],[161.0],[180.0],[65.0],[330.0],[66.0],[128.0],[204.0],[336.0],[63.0],[210.0],[336.0],[79.0],[87.0],[304.0],[362.0],[172.0]
6,[37.0],[361.0],[30.0],[336.0],[26.0],[227.0],[252.0],[128.0],[359.0],[34.0],[167.0],[332.0],[299.0],[255.0],[2.0],[210.0],[87.0],[364.0],[171.0],[252.0],[298.0],[88.0],[7.0],[275.0],[310.0]
7,[335.0],[142.0],[10.0],[34.0],[362.0],[343.0],[185.0],[178.0],[346.0],[218.0],[224.0],[79.0],[359.0],[34.0],[79.0],[128.0],[29.0],[57.0],[149.0],[55.0],[299.0],[320.0],[86.0],[264.0],[47.0]
8,[359.0],[49.0],[19.0],[159.0],[80.0],[355.0],[170.0],[170.0],[261.0],[191.0],[213.0],[349.0],[23.0],[220.0],[275.0],[121.0],[48.0],[302.0],[142.0],[135.0],[359.0],[27.0],[24.0],[359.0],[359.0]
9,[23.0],[171.0],[322.0],[297.0],[359.0],[356.0],[286.0],[192.0],[88.0],[302.0],[37.0],[68.0],[25.0],[199.0],[234.0],[69.0],[30.0],[358.0],[177.0],[159.0],[38.0],[24.0],[310.0],[65.0],[109.0]
10,[25.0],[149.0],[1.0],[171.0],[346.0],[262.0],[194.0],[37.0],[192.0],[243.0],[199.0],[70.0],[255.0],[171.0],[323.0],[50.0],[167.0],[20.0],[10.0],[88.0],[241.0],[2.0],[41.0],[66.0],[323.0]
11,[18.0],[135.0],[12.0],[129.0],[24.0],[86.0],[58.0],[210.0],[343.0],[62.0],[240.0],[185.0],[289.0],[178.0],[354.0],[122.0],[69.0],[85.0],[18.0],[168.0],[317.0],[5.0],[62.0],[37.0],[69.0]
12,[17.0],[69.0],[42.0],[351.0],[72.0],[150.0],[210.0],[65.0],[3.0],[358.0],[233.0],[87.0],[320.0],[297.0],[5.0],[223.0],[56.0],[128.0],[17.0],[101.0],[107.0],[41.0],[39.0],[115.0],[66.0]
13,[234.0],[276.0],[292.0],[311.0],[73.0],[340.0],[86.0],[248.0],[2.0],[20.0],[171.0],[88.0],[164.0],[240.0],[73.0],[212.0],[74.0],[233.0],[66.0],[179.0],[23.0],[348.0],[30.0],[34.0],[306.0]
