Iteration,Sim_0,Sim_1,Sim_2
0,[359.0],[359.0],[359.0]
1,[47.0],[251.0],[67.0]
2,[254.0],[47.0],[66.0]
3,[185.0],[66.0],[275.0]
4,[292.0],[308.0],[251.0]
5,[290.0],[333.0],[17.0]
6,[241.0],[255.0],[185.0]
7,[298.0],[241.0],[205.0]
8,[321.0],[254.0],[94.0]
9,[340.0],[358.0],[79.0]
10,[332.0],[171.0],[1.0]
11,[304.0],[19.0],[109.0]
12,[122.0],[340.0],[241.0]
13,[355.0],[321.0],[150.0]
14,[21.0],[210.0],[261.0]
15,[308.0],[183.0],[47.0]
16,[333.0],[40.0],[340.0]
17,[79.0],[304.0],[298.0]
18,[18.0],[298.0],[30.0]
19,[202.0],[184.0],[287.0]
20,[318.0],[129.0],[292.0]
21,[136.0],[253.0],[353.0]
22,[253.0],[275.0],[171.0]
23,[325.0],[1.0],[18.0]
24,[248.0],[317.0],[333.0]
25,[288.0],[112.0],[184.0]
26,[166.0],[37.0],[321.0]
27,[48.0],[143.0],[343.0]
28,[0.0],[343.0],[24.0]
29,[207.0],[130.0],[304.0]
30,[109.0],[266.0],[48.0]
31,[6.0],[346.0],[234.0]
32,[310.0],[87.0],[262.0]
33,[175.0],[12.0],[324.0]
34,[255.0],[68.0],[255.0]
35,[27.0],[313.0],[179.0]
36,[59.0],[21.0],[363.0]
37,[135.0],[109.0],[73.0]
38,[124.0],[30.0],[279.0]
39,[74.0],[309.0],[289.0]
40,[287.0],[150.0],[9.0]
41,[211.0],[38.0],[69.0]
42,[351.0],[75.0],[152.0]
43,[360.0],[294.0],[268.0]
44,[78.0],[360.0],[38.0]
45,[36.0],[209.0],[156.0]
46,[294.0],[295.0],[313.0]
47,[9.0],[288.0],[291.0]
48,[346.0],[166.0],[266.0]
49,[324.0],[262.0],[31.0]
50,[268.0],[172.0],[16.0]
51,[234.0],[273.0],[322.0]
52,[361.0],[332.0],[10.0]
53,[1.0],[56.0],[143.0]
54,[293.0],[8.0],[249.0]
55,[10.0],[170.0],[4.0]
56,[322.0],[98.0],[360.0]
57,[208.0],[355.0],[290.0]
58,[186.0],[292.0],[129.0]
59,[2.0],[44.0],[61.0]
60,[63.0],[232.0],[46.0]
61,[164.0],[58.0],[362.0]
62,[31.0],[338.0],[167.0]
63,[34.0],[263.0],[277.0]
64,[364.0],[135.0],[307.0]
65,[338.0],[303.0],[352.0]
66,[38.0],[161.0],[295.0]
67,[41.0],[69.0],[148.0]
68,[174.0],[290.0],[233.0]
69,[266.0],[307.0],[315.0]
70,[263.0],[243.0],[80.0]
71,[46.0],[281.0],[130.0]
72,[121.0],[351.0],[28.0]
73,[137.0],[230.0],[282.0]
74,[8.0],[107.0],[161.0]
75,[343.0],[157.0],[96.0]
76,[16.0],[240.0],[8.0]
77,[148.0],[233.0],[258.0]
78,[233.0],[322.0],[188.0]
79,[196.0],[202.0],[312.0]
80,[315.0],[282.0],[149.0]
81,[117.0],[88.0],[75.0]
82,[195.0],[168.0],[209.0]
83,[192.0],[187.0],[354.0]
84,[92.0],[315.0],[50.0]
85,[32.0],[237.0],[117.0]
86,[42.0],[148.0],[195.0]
87,[240.0],[286.0],[42.0]
88,[305.0],[108.0],[176.0]
89,[282.0],[42.0],[87.0]
90,[73.0],[59.0],[116.0]
91,[123.0],[324.0],[247.0]
92,[277.0],[96.0],[131.0]
93,[101.0],[137.0],[58.0]
94,[86.0],[101.0],[351.0]
95,[302.0],[127.0],[269.0]
96,[33.0],[199.0],[192.0]
97,[209.0],[149.0],[242.0]
98,[45.0],[257.0],[178.0]
99,[88.0],[344.0],[349.0]
100,[219.0],[26.0],[88.0]
101,[23.0],[28.0],[265.0]
102,[5.0],[178.0],[62.0]
103,[176.0],[24.0],[183.0]
104,[265.0],[16.0],[108.0]
105,[320.0],[105.0],[278.0]
106,[199.0],[51.0],[281.0]
107,[269.0],[213.0],[172.0]
108,[149.0],[78.0],[267.0]
109,[356.0],[264.0],[325.0]
110,[311.0],[164.0],[105.0]
111,[51.0],[225.0],[288.0]
112,[50.0],[50.0],[202.0]
113,[349.0],[325.0],[32.0]
114,[178.0],[339.0],[257.0]
115,[105.0],[32.0],[285.0]
116,[170.0],[357.0],[339.0]
117,[281.0],[48.0],[19.0]
118,[172.0],[211.0],[44.0]
119,[43.0],[86.0],[22.0]
120,[222.0],[3.0],[3.0]
121,[153.0],[147.0],[284.0]
122,[40.0],[320.0],[118.0]
123,[96.0],[136.0],[39.0]
124,[115.0],[39.0],[2.0]
125,[218.0],[25.0],[86.0]
126,[85.0],[74.0],[11.0]
127,[296.0],[36.0],[344.0]
128,[247.0],[140.0],[81.0]
129,[300.0],[259.0],[198.0]
130,[19.0],[293.0],[25.0]
131,[11.0],[49.0],[121.0]
132,[339.0],[276.0],[12.0]
133,[276.0],[252.0],[248.0]
134,[22.0],[23.0],[200.0]
135,[264.0],[300.0],[323.0]
136,[58.0],[81.0],[174.0]
137,[306.0],[121.0],[231.0]
138,[272.0],[323.0],[72.0]
139,[39.0],[72.0],[217.0]
140,[250.0],[220.0],[338.0]
141,[212.0],[111.0],[297.0]
142,[143.0],[34.0],[306.0]
143,[72.0],[342.0],[147.0]
144,[347.0],[306.0],[35.0]
145,[274.0],[181.0],[244.0]
146,[104.0],[57.0],[112.0]
147,[188.0],[244.0],[77.0]
148,[156.0],[116.0],[215.0]
149,[309.0],[297.0],[334.0]
150,[230.0],[43.0],[49.0]
151,[200.0],[193.0],[23.0]
152,[167.0],[22.0],[0.0]
153,[76.0],[80.0],[153.0]
154,[81.0],[364.0],[216.0]
155,[98.0],[0.0],[230.0]
156,[327.0],[155.0],[204.0]
157,[165.0],[138.0],[103.0]
158,[197.0],[104.0],[111.0]
159,[49.0],[35.0],[95.0]
160,[103.0],[312.0],[151.0]
161,[191.0],[190.0],[245.0]
162,[299.0],[198.0],[225.0]
163,[362.0],[61.0],[127.0]
164,[4.0],[92.0],[53.0]
165,[53.0],[197.0],[341.0]
166,[57.0],[289.0],[246.0]
167,[258.0],[15.0],[301.0]
168,[158.0],[77.0],[57.0]
169,[204.0],[156.0],[162.0]
170,[133.0],[99.0],[134.0]
171,[228.0],[33.0],[104.0]
172,[106.0],[350.0],[137.0]
173,[113.0],[260.0],[236.0]
174,[342.0],[141.0],[157.0]
175,[289.0],[173.0],[98.0]
176,[125.0],[180.0],[93.0]
177,[140.0],[231.0],[27.0]
178,[87.0],[29.0],[256.0]
179,[280.0],[82.0],[361.0]
180,[62.0],[54.0],[350.0]
181,[95.0],[238.0],[223.0]
182,[286.0],[256.0],[99.0]
183,[93.0],[158.0],[155.0]
184,[60.0],[151.0],[29.0]
185,[223.0],[118.0],[82.0]
186,[352.0],[85.0],[364.0]
187,[141.0],[113.0],[238.0]
188,[132.0],[52.0],[158.0]
189,[341.0],[134.0],[345.0]
190,[163.0],[94.0],[330.0]
191,[83.0],[115.0],[145.0]
192,[54.0],[119.0],[107.0]
193,[52.0],[236.0],[208.0]
194,[145.0],[316.0],[329.0]
195,[314.0],[334.0],[335.0]
196,[168.0],[246.0],[357.0]
197,[353.0],[100.0],[314.0]
198,[335.0],[163.0],[331.0]
199,[221.0],[83.0],[227.0]
200,[330.0],[335.0],[252.0]
201,[229.0],[318.0],[119.0]
202,[271.0],[63.0],[194.0]
203,[252.0],[348.0],[348.0]
204,[102.0],[214.0],[189.0]
205,[231.0],[291.0],[160.0]
206,[215.0],[159.0],[243.0]
207,[155.0],[194.0],[271.0]
208,[173.0],[227.0],[63.0]
209,[134.0],[126.0],[318.0]
210,[244.0],[278.0],[126.0]
211,[180.0],[277.0],[128.0]
