Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[192.0],[279.0],[27.0],[35.0],[307.0],[96.0],[247.0],[35.0],[273.0],[31.0],[35.0],[78.0],[312.0],[35.0],[307.0],[247.0],[363.0],[35.0],[192.0],[324.0],[148.0],[240.0],[148.0],[310.0],[111.0]
1,[150.0],[348.0],[192.0],[312.0],[8.0],[142.0],[59.0],[292.0],[150.0],[240.0],[192.0],[2.0],[324.0],[292.0],[150.0],[269.0],[59.0],[80.0],[257.0],[59.0],[323.0],[27.0],[247.0],[257.0],[310.0]
2,[80.0],[177.0],[80.0],[349.0],[150.0],[247.0],[198.0],[241.0],[32.0],[62.0],[80.0],[59.0],[29.0],[192.0],[306.0],[209.0],[27.0],[241.0],[142.0],[310.0],[234.0],[324.0],[192.0],[77.0],[211.0]
3,[348.0],[103.0],[35.0],[150.0],[192.0],[241.0],[228.0],[192.0],[241.0],[122.0],[9.0],[357.0],[179.0],[135.0],[80.0],[80.0],[261.0],[150.0],[10.0],[279.0],[261.0],[122.0],[353.0],[192.0],[24.0]
4,[353.0],[324.0],[322.0],[241.0],[11.0],[111.0],[279.0],[188.0],[276.0],[148.0],[77.0],[310.0],[59.0],[77.0],[87.0],[87.0],[111.0],[318.0],[34.0],[35.0],[309.0],[10.0],[80.0],[363.0],[59.0]
5,[206.0],[241.0],[171.0],[3.0],[177.0],[269.0],[318.0],[42.0],[262.0],[261.0],[292.0],[77.0],[2.0],[241.0],[148.0],[324.0],[241.0],[177.0],[27.0],[87.0],[257.0],[241.0],[279.0],[177.0],[27.0]
6,[220.0],[50.0],[227.0],[310.0],[80.0],[348.0],[152.0],[77.0],[255.0],[192.0],[220.0],[343.0],[35.0],[188.0],[240.0],[241.0],[352.0],[227.0],[59.0],[257.0],[357.0],[172.0],[227.0],[59.0],[171.0]
7,[51.0],[192.0],[77.0],[262.0],[34.0],[324.0],[2.0],[220.0],[349.0],[210.0],[353.0],[171.0],[10.0],[125.0],[324.0],[119.0],[292.0],[269.0],[206.0],[192.0],[192.0],[307.0],[10.0],[322.0],[10.0]
8,[258.0],[257.0],[111.0],[8.0],[238.0],[178.0],[188.0],[353.0],[206.0],[292.0],[3.0],[148.0],[198.0],[50.0],[16.0],[27.0],[188.0],[111.0],[51.0],[14.0],[177.0],[192.0],[149.0],[206.0],[87.0]
9,[324.0],[290.0],[241.0],[59.0],[122.0],[202.0],[192.0],[111.0],[192.0],[262.0],[322.0],[1.0],[33.0],[111.0],[241.0],[44.0],[77.0],[297.0],[307.0],[170.0],[174.0],[87.0],[363.0],[150.0],[162.0]
10,[297.0],[76.0],[210.0],[178.0],[241.0],[240.0],[285.0],[191.0],[2.0],[336.0],[177.0],[198.0],[277.0],[213.0],[269.0],[188.0],[87.0],[240.0],[234.0],[318.0],[285.0],[322.0],[236.0],[8.0],[363.0]
11,[327.0],[240.0],[297.0],[192.0],[290.0],[59.0],[177.0],[324.0],[59.0],[111.0],[206.0],[192.0],[192.0],[289.0],[174.0],[78.0],[13.0],[210.0],[76.0],[20.0],[195.0],[279.0],[34.0],[269.0],[241.0]
12,[209.0],[287.0],[318.0],[285.0],[357.0],[52.0],[111.0],[269.0],[318.0],[327.0],[241.0],[257.0],[241.0],[76.0],[59.0],[192.0],[289.0],[206.0],[285.0],[111.0],[292.0],[150.0],[324.0],[279.0],[192.0]
13,[241.0],[59.0],[18.0],[111.0],[240.0],[35.0],[324.0],[33.0],[188.0],[49.0],[324.0],[10.0],[14.0],[59.0],[36.0],[135.0],[192.0],[202.0],[297.0],[285.0],[35.0],[206.0],[202.0],[230.0],[22.0]
14,[111.0],[78.0],[150.0],[324.0],[148.0],[312.0],[102.0],[59.0],[285.0],[324.0],[257.0],[262.0],[34.0],[261.0],[27.0],[111.0],[257.0],[22.0],[266.0],[6.0],[59.0],[285.0],[348.0],[148.0],[255.0]
15,[188.0],[206.0],[324.0],[188.0],[258.0],[238.0],[191.0],[76.0],[204.0],[150.0],[111.0],[324.0],[285.0],[87.0],[243.0],[49.0],[324.0],[132.0],[117.0],[9.0],[1.0],[96.0],[9.0],[318.0],[257.0]
16,[10.0],[111.0],[288.0],[269.0],[206.0],[343.0],[27.0],[54.0],[269.0],[204.0],[150.0],[87.0],[330.0],[324.0],[49.0],[17.0],[309.0],[16.0],[324.0],[93.0],[324.0],[41.0],[59.0],[210.0],[2.0]
17,[59.0],[96.0],[315.0],[206.0],[324.0],[1.0],[295.0],[255.0],[27.0],[269.0],[59.0],[35.0],[148.0],[165.0],[346.0],[363.0],[318.0],[324.0],[347.0],[185.0],[111.0],[147.0],[2.0],[78.0],[148.0]
18,[257.0],[176.0],[59.0],[343.0],[322.0],[191.0],[87.0],[78.0],[35.0],[80.0],[11.0],[76.0],[87.0],[247.0],[318.0],[59.0],[78.0],[279.0],[87.0],[198.0],[262.0],[59.0],[87.0],[202.0],[78.0]
19,[87.0],[6.0],[41.0],[272.0],[36.0],[22.0],[41.0],[261.0],[102.0],[112.0],[78.0],[255.0],[322.0],[318.0],[35.0],[343.0],[6.0],[323.0],[80.0],[49.0],[209.0],[255.0],[78.0],[220.0],[261.0]
20,[76.0],[10.0],[78.0],[362.0],[59.0],[309.0],[10.0],[240.0],[324.0],[322.0],[148.0],[261.0],[177.0],[310.0],[279.0],[100.0],[207.0],[59.0],[318.0],[206.0],[150.0],[261.0],[285.0],[88.0],[150.0]
21,[112.0],[363.0],[87.0],[292.0],[209.0],[80.0],[206.0],[24.0],[88.0],[10.0],[207.0],[210.0],[279.0],[6.0],[10.0],[10.0],[10.0],[148.0],[177.0],[78.0],[38.0],[318.0],[297.0],[343.0],[198.0]
22,[177.0],[269.0],[148.0],[49.0],[9.0],[72.0],[78.0],[343.0],[175.0],[309.0],[240.0],[150.0],[202.0],[33.0],[99.0],[172.0],[41.0],[349.0],[46.0],[211.0],[128.0],[35.0],[209.0],[10.0],[356.0]
23,[49.0],[49.0],[349.0],[114.0],[285.0],[100.0],[261.0],[10.0],[177.0],[78.0],[262.0],[33.0],[262.0],[10.0],[255.0],[33.0],[101.0],[224.0],[35.0],[10.0],[259.0],[19.0],[6.0],[147.0],[160.0]
24,[240.0],[261.0],[255.0],[78.0],[346.0],[186.0],[219.0],[177.0],[49.0],[206.0],[30.0],[248.0],[150.0],[323.0],[236.0],[297.0],[2.0],[262.0],[261.0],[33.0],[206.0],[177.0],[322.0],[27.0],[112.0]
25,[78.0],[236.0],[257.0],[207.0],[318.0],[10.0],[264.0],[124.0],[10.0],[30.0],[202.0],[318.0],[261.0],[147.0],[247.0],[24.0],[124.0],[322.0],[210.0],[2.0],[202.0],[8.0],[246.0],[114.0],[269.0]
26,[33.0],[150.0],[309.0],[75.0],[202.0],[206.0],[262.0],[347.0],[210.0],[147.0],[10.0],[8.0],[49.0],[124.0],[33.0],[318.0],[247.0],[300.0],[128.0],[147.0],[10.0],[257.0],[243.0],[24.0],[207.0]
27,[261.0],[33.0],[33.0],[10.0],[2.0],[318.0],[33.0],[243.0],[146.0],[312.0],[57.0],[269.0],[318.0],[41.0],[0.0],[312.0],[8.0],[27.0],[262.0],[124.0],[32.0],[54.0],[76.0],[137.0],[248.0]
28,[54.0],[210.0],[343.0],[1.0],[246.0],[147.0],[243.0],[150.0],[148.0],[288.0],[279.0],[89.0],[257.0],[269.0],[312.0],[255.0],[242.0],[10.0],[54.0],[230.0],[75.0],[197.0],[312.0],[13.0],[279.0]
29,[312.0],[318.0],[10.0],[255.0],[35.0],[41.0],[148.0],[242.0],[279.0],[279.0],[136.0],[236.0],[307.0],[242.0],[257.0],[101.0],[1.0],[186.0],[236.0],[150.0],[147.0],[33.0],[295.0],[265.0],[175.0]
30,[262.0],[312.0],[147.0],[148.0],[30.0],[200.0],[312.0],[105.0],[322.0],[24.0],[270.0],[13.0],[344.0],[255.0],[3.0],[236.0],[202.0],[30.0],[33.0],[34.0],[236.0],[295.0],[111.0],[247.0],[312.0]
31,[148.0],[152.0],[247.0],[202.0],[10.0],[30.0],[236.0],[236.0],[312.0],[243.0],[49.0],[206.0],[211.0],[236.0],[287.0],[281.0],[236.0],[343.0],[312.0],[236.0],[51.0],[312.0],[240.0],[158.0],[20.0]
32,[236.0],[13.0],[172.0],[15.0],[33.0],[18.0],[269.0],[289.0],[236.0],[247.0],[349.0],[156.0],[171.0],[13.0],[139.0],[185.0],[33.0],[312.0],[18.0],[137.0],[312.0],[111.0],[257.0],[33.0],[206.0]
33,[30.0],[147.0],[177.0],[86.0],[54.0],[362.0],[203.0],[247.0],[295.0],[289.0],[108.0],[36.0],[176.0],[89.0],[362.0],[30.0],[105.0],[18.0],[111.0],[343.0],[49.0],[3.0],[33.0],[234.0],[33.0]
34,[247.0],[136.0],[269.0],[300.0],[312.0],[33.0],[185.0],[49.0],[24.0],[18.0],[271.0],[247.0],[76.0],[150.0],[30.0],[150.0],[334.0],[287.0],[226.0],[247.0],[161.0],[343.0],[30.0],[70.0],[247.0]
35,[13.0],[92.0],[3.0],[236.0],[111.0],[257.0],[150.0],[234.0],[198.0],[343.0],[234.0],[99.0],[247.0],[18.0],[206.0],[3.0],[147.0],[24.0],[317.0],[234.0],[24.0],[362.0],[15.0],[129.0],[136.0]
36,[234.0],[18.0],[206.0],[32.0],[269.0],[255.0],[255.0],[3.0],[247.0],[161.0],[255.0],[136.0],[234.0],[234.0],[234.0],[234.0],[30.0],[247.0],[30.0],[136.0],[247.0],[247.0],[255.0],[255.0],[234.0]
37,[175.0],[234.0],[30.0],[247.0],[49.0],[234.0],[361.0],[175.0],[289.0],[234.0],[294.0],[293.0],[294.0],[34.0],[175.0],[1.0],[234.0],[147.0],[247.0],[32.0],[15.0],[30.0],[343.0],[326.0],[260.0]
38,[18.0],[255.0],[321.0],[234.0],[362.0],[150.0],[241.0],[288.0],[260.0],[202.0],[247.0],[283.0],[226.0],[148.0],[310.0],[148.0],[150.0],[234.0],[243.0],[27.0],[163.0],[289.0],[150.0],[186.0],[156.0]
39,[255.0],[285.0],[234.0],[279.0],[343.0],[15.0],[115.0],[148.0],[234.0],[293.0],[362.0],[362.0],[255.0],[24.0],[93.0],[277.0],[80.0],[313.0],[313.0],[81.0],[319.0],[234.0],[234.0],[34.0],[262.0]
40,[3.0],[247.0],[356.0],[87.0],[136.0],[313.0],[171.0],[34.0],[68.0],[32.0],[312.0],[241.0],[115.0],[309.0],[285.0],[32.0],[206.0],[164.0],[241.0],[148.0],[214.0],[243.0],[177.0],[270.0],[152.0]
41,[130.0],[362.0],[156.0],[27.0],[289.0],[145.0],[313.0],[362.0],[129.0],[74.0],[269.0],[34.0],[32.0],[312.0],[270.0],[349.0],[24.0],[255.0],[3.0],[292.0],[255.0],[15.0],[32.0],[312.0],[32.0]
42,[269.0],[309.0],[79.0],[171.0],[15.0],[32.0],[147.0],[312.0],[171.0],[313.0],[313.0],[266.0],[27.0],[210.0],[177.0],[362.0],[266.0],[33.0],[214.0],[313.0],[279.0],[313.0],[362.0],[116.0],[164.0]
43,[313.0],[62.0],[169.0],[129.0],[232.0],[270.0],[34.0],[149.0],[139.0],[34.0],[51.0],[312.0],[119.0],[266.0],[115.0],[18.0],[148.0],[81.0],[255.0],[18.0],[241.0],[202.0],[169.0],[211.0],[362.0]
44,[149.0],[361.0],[312.0],[183.0],[234.0],[119.0],[168.0],[313.0],[323.0],[33.0],[147.0],[313.0],[269.0],[361.0],[267.0],[313.0],[34.0],[32.0],[32.0],[161.0],[318.0],[210.0],[18.0],[161.0],[301.0]
45,[343.0],[270.0],[26.0],[313.0],[255.0],[20.0],[13.0],[195.0],[152.0],[115.0],[33.0],[214.0],[143.0],[177.0],[176.0],[36.0],[362.0],[165.0],[269.0],[214.0],[198.0],[32.0],[292.0],[51.0],[278.0]
46,[147.0],[349.0],[202.0],[51.0],[247.0],[149.0],[143.0],[147.0],[34.0],[51.0],[34.0],[147.0],[18.0],[143.0],[120.0],[147.0],[349.0],[149.0],[361.0],[80.0],[313.0],[169.0],[115.0],[283.0],[169.0]
47,[349.0],[3.0],[76.0],[147.0],[32.0],[210.0],[80.0],[198.0],[283.0],[283.0],[152.0],[349.0],[349.0],[349.0],[313.0],[177.0],[171.0],[115.0],[183.0],[364.0],[140.0],[349.0],[313.0],[289.0],[41.0]
48,[114.0],[53.0],[313.0],[34.0],[349.0],[34.0],[248.0],[349.0],[200.0],[255.0],[185.0],[302.0],[80.0],[152.0],[349.0],[288.0],[312.0],[119.0],[349.0],[1.0],[183.0],[149.0],[262.0],[80.0],[313.0]
49,[25.0],[185.0],[115.0],[289.0],[287.0],[3.0],[360.0],[176.0],[343.0],[200.0],[186.0],[322.0],[70.0],[206.0],[185.0],[175.0],[313.0],[34.0],[135.0],[70.0],[34.0],[223.0],[147.0],[152.0],[34.0]
50,[120.0],[70.0],[314.0],[322.0],[262.0],[26.0],[70.0],[283.0],[80.0],[72.0],[310.0],[24.0],[185.0],[53.0],[79.0],[34.0],[43.0],[51.0],[161.0],[255.0],[152.0],[115.0],[206.0],[72.0],[147.0]
51,[70.0],[289.0],[34.0],[88.0],[300.0],[185.0],[161.0],[185.0],[185.0],[185.0],[114.0],[80.0],[137.0],[183.0],[357.0],[283.0],[283.0],[283.0],[72.0],[143.0],[322.0],[130.0],[349.0],[26.0],[283.0]
52,[362.0],[24.0],[188.0],[80.0],[147.0],[24.0],[362.0],[357.0],[360.0],[349.0],[226.0],[142.0],[45.0],[139.0],[172.0],[206.0],[183.0],[185.0],[188.0],[269.0],[80.0],[26.0],[120.0],[185.0],[315.0]
53,[185.0],[310.0],[325.0],[152.0],[105.0],[273.0],[175.0],[115.0],[161.0],[165.0],[50.0],[185.0],[338.0],[136.0],[83.0],[243.0],[185.0],[273.0],[70.0],[12.0],[50.0],[152.0],[19.0],[362.0],[181.0]
54,[360.0],[120.0],[287.0],[185.0],[313.0],[294.0],[183.0],[364.0],[12.0],[362.0],[74.0],[71.0],[72.0],[3.0],[259.0],[322.0],[164.0],[357.0],[357.0],[186.0],[248.0],[283.0],[188.0],[188.0],[13.0]
55,[226.0],[91.0],[185.0],[357.0],[334.0],[188.0],[125.0],[232.0],[31.0],[164.0],[352.0],[243.0],[188.0],[91.0],[147.0],[136.0],[76.0],[87.0],[185.0],[362.0],[185.0],[188.0],[325.0],[87.0],[343.0]
56,[123.0],[342.0],[85.0],[336.0],[185.0],[266.0],[31.0],[20.0],[357.0],[152.0],[166.0],[175.0],[6.0],[273.0],[262.0],[224.0],[269.0],[213.0],[50.0],[123.0],[70.0],[164.0],[185.0],[349.0],[80.0]
