Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[326.0],[200.0],[333.0],[77.0],[292.0],[243.0],[299.0],[55.0],[203.0],[242.0],[300.0],[334.0],[243.0],[59.0],[13.0],[111.0],[335.0],[131.0],[200.0],[327.0],[23.0],[300.0],[84.0],[24.0],[387.0]
1,[309.0],[297.0],[363.0],[155.0],[306.0],[364.0],[84.0],[71.0],[154.0],[273.0],[387.0],[381.0],[71.0],[299.0],[100.0],[49.0],[396.0],[364.0],[154.0],[328.0],[243.0],[364.0],[59.0],[211.0],[366.0]
2,[353.0],[154.0],[270.0],[299.0],[203.0],[298.0],[328.0],[111.0],[144.0],[367.0],[364.0],[387.0],[111.0],[117.0],[281.0],[206.0],[319.0],[146.0],[352.0],[155.0],[49.0],[161.0],[279.0],[306.0],[259.0]
3,[143.0],[155.0],[357.0],[102.0],[113.0],[111.0],[203.0],[175.0],[299.0],[320.0],[389.0],[360.0],[146.0],[19.0],[389.0],[203.0],[325.0],[243.0],[59.0],[360.0],[154.0],[286.0],[394.0],[299.0],[281.0]
4,[297.0],[327.0],[365.0],[56.0],[71.0],[329.0],[297.0],[334.0],[167.0],[334.0],[388.0],[366.0],[51.0],[334.0],[155.0],[18.0],[328.0],[154.0],[394.0],[297.0],[297.0],[252.0],[326.0],[275.0],[389.0]
5,[334.0],[299.0],[318.0],[52.0],[206.0],[146.0],[0.0],[54.0],[292.0],[21.0],[365.0],[392.0],[53.0],[14.0],[45.0],[175.0],[102.0],[195.0],[19.0],[55.0],[29.0],[12.0],[328.0],[307.0],[200.0]
6,[360.0],[367.0],[296.0],[326.0],[23.0],[206.0],[13.0],[52.0],[200.0],[316.0],[366.0],[13.0],[84.0],[394.0],[193.0],[245.0],[59.0],[108.0],[299.0],[334.0],[206.0],[163.0],[299.0],[333.0],[386.0]
7,[59.0],[59.0],[362.0],[117.0],[333.0],[203.0],[51.0],[84.0],[155.0],[357.0],[327.0],[100.0],[328.0],[325.0],[366.0],[54.0],[394.0],[231.0],[391.0],[117.0],[334.0],[124.0],[19.0],[166.0],[45.0]
8,[102.0],[55.0],[314.0],[394.0],[264.0],[71.0],[109.0],[329.0],[328.0],[328.0],[328.0],[370.0],[324.0],[195.0],[392.0],[328.0],[299.0],[264.0],[387.0],[378.0],[268.0],[13.0],[325.0],[389.0],[364.0]
9,[317.0],[326.0],[273.0],[59.0],[361.0],[29.0],[263.0],[301.0],[360.0],[365.0],[281.0],[281.0],[326.0],[244.0],[360.0],[301.0],[19.0],[300.0],[366.0],[332.0],[328.0],[297.0],[244.0],[123.0],[365.0]
10,[380.0],[394.0],[294.0],[196.0],[381.0],[304.0],[211.0],[328.0],[297.0],[362.0],[13.0],[297.0],[59.0],[102.0],[264.0],[142.0],[333.0],[334.0],[359.0],[48.0],[240.0],[333.0],[195.0],[53.0],[393.0]
11,[299.0],[102.0],[306.0],[195.0],[268.0],[301.0],[123.0],[206.0],[333.0],[340.0],[165.0],[389.0],[394.0],[273.0],[365.0],[129.0],[244.0],[51.0],[389.0],[146.0],[360.0],[361.0],[117.0],[277.0],[193.0]
12,[117.0],[325.0],[248.0],[328.0],[347.0],[328.0],[300.0],[203.0],[334.0],[318.0],[392.0],[45.0],[244.0],[328.0],[386.0],[293.0],[195.0],[292.0],[386.0],[322.0],[83.0],[264.0],[102.0],[207.0],[14.0]
13,[395.0],[244.0],[144.0],[334.0],[326.0],[293.0],[154.0],[332.0],[241.0],[217.0],[100.0],[202.0],[196.0],[146.0],[297.0],[342.0],[304.0],[200.0],[13.0],[344.0],[362.0],[306.0],[364.0],[210.0],[100.0]
14,[19.0],[19.0],[268.0],[297.0],[244.0],[117.0],[155.0],[310.0],[387.0],[24.0],[370.0],[365.0],[195.0],[150.0],[364.0],[216.0],[264.0],[326.0],[100.0],[294.0],[296.0],[275.0],[246.0],[241.0],[71.0]
15,[352.0],[195.0],[182.0],[278.0],[102.0],[332.0],[360.0],[380.0],[366.0],[219.0],[297.0],[193.0],[364.0],[300.0],[200.0],[332.0],[117.0],[299.0],[370.0],[331.0],[277.0],[362.0],[289.0],[361.0],[111.0]
16,[328.0],[328.0],[55.0],[198.0],[111.0],[355.0],[56.0],[350.0],[389.0],[296.0],[360.0],[364.0],[352.0],[343.0],[287.0],[380.0],[243.0],[328.0],[102.0],[181.0],[200.0],[243.0],[380.0],[297.0],[196.0]
17,[335.0],[117.0],[334.0],[111.0],[195.0],[50.0],[310.0],[387.0],[259.0],[380.0],[339.0],[165.0],[102.0],[246.0],[108.0],[369.0],[389.0],[244.0],[325.0],[325.0],[207.0],[155.0],[13.0],[287.0],[131.0]
18,[320.0],[293.0],[211.0],[18.0],[328.0],[245.0],[145.0],[389.0],[364.0],[50.0],[193.0],[301.0],[331.0],[332.0],[131.0],[334.0],[326.0],[394.0],[195.0],[244.0],[333.0],[193.0],[375.0],[200.0],[49.0]
19,[273.0],[317.0],[209.0],[325.0],[117.0],[395.0],[337.0],[166.0],[13.0],[390.0],[129.0],[300.0],[333.0],[318.0],[84.0],[53.0],[352.0],[59.0],[328.0],[102.0],[306.0],[298.0],[352.0],[169.0],[272.0]
20,[246.0],[246.0],[380.0],[19.0],[334.0],[31.0],[206.0],[264.0],[254.0],[297.0],[78.0],[206.0],[264.0],[54.0],[367.0],[235.0],[334.0],[352.0],[334.0],[59.0],[275.0],[200.0],[300.0],[17.0],[370.0]
21,[394.0],[364.0],[111.0],[375.0],[246.0],[288.0],[244.0],[281.0],[365.0],[373.0],[155.0],[321.0],[299.0],[29.0],[235.0],[248.0],[277.0],[181.0],[281.0],[326.0],[155.0],[169.0],[395.0],[113.0],[360.0]
22,[333.0],[172.0],[29.0],[333.0],[299.0],[308.0],[59.0],[395.0],[100.0],[270.0],[200.0],[264.0],[334.0],[184.0],[211.0],[308.0],[275.0],[102.0],[364.0],[195.0],[299.0],[290.0],[334.0],[84.0],[298.0]
23,[341.0],[382.0],[167.0],[264.0],[19.0],[334.0],[102.0],[392.0],[264.0],[308.0],[292.0],[154.0],[246.0],[196.0],[275.0],[257.0],[297.0],[278.0],[365.0],[394.0],[361.0],[276.0],[196.0],[155.0],[262.0]
24,[287.0],[196.0],[146.0],[292.0],[52.0],[175.0],[326.0],[200.0],[281.0],[268.0],[45.0],[326.0],[288.0],[329.0],[207.0],[283.0],[343.0],[211.0],[244.0],[299.0],[359.0],[387.0],[268.0],[154.0],[58.0]
25,[295.0],[245.0],[315.0],[172.0],[394.0],[54.0],[19.0],[235.0],[386.0],[306.0],[320.0],[59.0],[19.0],[304.0],[154.0],[305.0],[362.0],[196.0],[246.0],[352.0],[386.0],[389.0],[298.0],[78.0],[380.0]
26,[275.0],[240.0],[390.0],[362.0],[275.0],[267.0],[172.0],[360.0],[233.0],[182.0],[357.0],[117.0],[278.0],[364.0],[33.0],[320.0],[340.0],[306.0],[300.0],[348.0],[209.0],[373.0],[304.0],[109.0],[268.0]
27,[357.0],[266.0],[361.0],[358.0],[360.0],[13.0],[195.0],[155.0],[275.0],[369.0],[296.0],[244.0],[263.0],[349.0],[61.0],[390.0],[269.0],[304.0],[117.0],[246.0],[235.0],[100.0],[278.0],[206.0],[117.0]
28,[306.0],[352.0],[150.0],[246.0],[317.0],[113.0],[334.0],[45.0],[45.0],[388.0],[386.0],[102.0],[350.0],[243.0],[183.0],[362.0],[360.0],[277.0],[393.0],[196.0],[276.0],[393.0],[343.0],[59.0],[84.0]
29,[286.0],[380.0],[246.0],[360.0],[352.0],[383.0],[278.0],[364.0],[362.0],[327.0],[154.0],[195.0],[248.0],[333.0],[46.0],[273.0],[209.0],[275.0],[292.0],[312.0],[33.0],[366.0],[248.0],[271.0],[392.0]
30,[388.0],[209.0],[369.0],[306.0],[325.0],[33.0],[394.0],[333.0],[300.0],[360.0],[289.0],[19.0],[275.0],[289.0],[59.0],[357.0],[182.0],[254.0],[332.0],[193.0],[380.0],[165.0],[111.0],[45.0],[206.0]
31,[392.0],[387.0],[387.0],[238.0],[196.0],[380.0],[352.0],[292.0],[206.0],[397.0],[318.0],[394.0],[306.0],[362.0],[333.0],[388.0],[365.0],[272.0],[196.0],[364.0],[238.0],[365.0],[29.0],[360.0],[174.0]
32,[270.0],[281.0],[254.0],[275.0],[380.0],[320.0],[246.0],[306.0],[298.0],[315.0],[316.0],[299.0],[286.0],[324.0],[306.0],[281.0],[255.0],[279.0],[342.0],[289.0],[316.0],[392.0],[71.0],[364.0],[297.0]
33,[343.0],[365.0],[281.0],[235.0],[154.0],[150.0],[117.0],[266.0],[397.0],[314.0],[149.0],[246.0],[303.0],[352.0],[300.0],[344.0],[13.0],[297.0],[84.0],[379.0],[269.0],[281.0],[28.0],[286.0],[362.0]
34,[196.0],[366.0],[389.0],[276.0],[200.0],[390.0],[317.0],[131.0],[339.0],[267.0],[380.0],[328.0],[310.0],[293.0],[362.0],[269.0],[317.0],[71.0],[45.0],[346.0],[50.0],[154.0],[301.0],[300.0],[235.0]
35,[269.0],[389.0],[193.0],[209.0],[300.0],[273.0],[196.0],[239.0],[193.0],[299.0],[362.0],[317.0],[172.0],[346.0],[172.0],[117.0],[342.0],[378.0],[155.0],[310.0],[13.0],[327.0],[206.0],[209.0],[322.0]
36,[255.0],[392.0],[100.0],[84.0],[297.0],[171.0],[325.0],[275.0],[393.0],[60.0],[273.0],[289.0],[304.0],[301.0],[328.0],[84.0],[196.0],[286.0],[298.0],[350.0],[186.0],[328.0],[263.0],[289.0],[279.0]
37,[304.0],[300.0],[393.0],[309.0],[277.0],[53.0],[268.0],[207.0],[17.0],[46.0],[391.0],[352.0],[312.0],[306.0],[277.0],[267.0],[357.0],[362.0],[392.0],[376.0],[315.0],[397.0],[335.0],[316.0],[324.0]
38,[268.0],[393.0],[392.0],[380.0],[131.0],[318.0],[248.0],[331.0],[277.0],[371.0],[395.0],[172.0],[277.0],[264.0],[209.0],[180.0],[306.0],[117.0],[206.0],[304.0],[211.0],[78.0],[310.0],[327.0],[331.0]
39,[318.0],[254.0],[45.0],[268.0],[266.0],[270.0],[243.0],[293.0],[53.0],[19.0],[298.0],[325.0],[247.0],[198.0],[361.0],[243.0],[245.0],[172.0],[193.0],[300.0],[178.0],[299.0],[36.0],[328.0],[344.0]
40,[361.0],[289.0],[366.0],[304.0],[29.0],[217.0],[71.0],[300.0],[392.0],[204.0],[343.0],[380.0],[380.0],[331.0],[174.0],[306.0],[315.0],[84.0],[308.0],[375.0],[335.0],[335.0],[255.0],[326.0],[147.0]
41,[111.0],[13.0],[364.0],[301.0],[304.0],[287.0],[364.0],[248.0],[84.0],[209.0],[314.0],[200.0],[13.0],[277.0],[315.0],[318.0],[242.0],[389.0],[71.0],[295.0],[320.0],[334.0],[23.0],[394.0],[326.0]
42,[242.0],[342.0],[360.0],[352.0],[243.0],[296.0],[111.0],[259.0],[361.0],[264.0],[111.0],[269.0],[283.0],[344.0],[285.0],[282.0],[155.0],[246.0],[305.0],[395.0],[388.0],[342.0],[320.0],[102.0],[350.0]
43,[29.0],[386.0],[155.0],[335.0],[388.0],[81.0],[252.0],[123.0],[359.0],[243.0],[84.0],[287.0],[281.0],[245.0],[259.0],[327.0],[246.0],[372.0],[111.0],[200.0],[273.0],[314.0],[318.0],[325.0],[304.0]
44,[254.0],[291.0],[297.0],[254.0],[286.0],[263.0],[277.0],[268.0],[316.0],[326.0],[301.0],[343.0],[268.0],[71.0],[56.0],[297.0],[361.0],[307.0],[343.0],[247.0],[370.0],[296.0],[308.0],[19.0],[328.0]
45,[278.0],[235.0],[300.0],[240.0],[155.0],[222.0],[295.0],[50.0],[60.0],[59.0],[23.0],[316.0],[123.0],[395.0],[337.0],[360.0],[276.0],[381.0],[345.0],[362.0],[369.0],[386.0],[357.0],[244.0],[394.0]
46,[365.0],[100.0],[335.0],[395.0],[343.0],[389.0],[395.0],[386.0],[78.0],[325.0],[54.0],[298.0],[376.0],[285.0],[166.0],[335.0],[270.0],[235.0],[293.0],[380.0],[342.0],[283.0],[270.0],[195.0],[59.0]
47,[347.0],[166.0],[119.0],[320.0],[369.0],[219.0],[298.0],[100.0],[291.0],[244.0],[46.0],[254.0],[50.0],[310.0],[165.0],[307.0],[273.0],[396.0],[202.0],[268.0],[357.0],[380.0],[390.0],[382.0],[352.0]
48,[302.0],[45.0],[386.0],[357.0],[172.0],[350.0],[50.0],[383.0],[307.0],[117.0],[59.0],[293.0],[396.0],[363.0],[273.0],[296.0],[266.0],[269.0],[254.0],[274.0],[307.0],[178.0],[306.0],[117.0],[348.0]
49,[28.0],[298.0],[292.0],[316.0],[307.0],[388.0],[380.0],[243.0],[363.0],[102.0],[279.0],[310.0],[395.0],[384.0],[363.0],[345.0],[111.0],[155.0],[306.0],[243.0],[318.0],[357.0],[273.0],[379.0],[301.0]
50,[222.0],[268.0],[171.0],[389.0],[271.0],[335.0],[209.0],[297.0],[59.0],[195.0],[117.0],[218.0],[0.0],[172.0],[307.0],[46.0],[52.0],[320.0],[51.0],[71.0],[255.0],[320.0],[54.0],[246.0],[195.0]
51,[50.0],[165.0],[200.0],[274.0],[207.0],[344.0],[29.0],[289.0],[79.0],[394.0],[342.0],[277.0],[29.0],[383.0],[291.0],[237.0],[84.0],[318.0],[310.0],[111.0],[389.0],[270.0],[181.0],[343.0],[294.0]
52,[24.0],[264.0],[178.0],[270.0],[335.0],[343.0],[272.0],[362.0],[196.0],[343.0],[326.0],[275.0],[387.0],[240.0],[359.0],[395.0],[71.0],[357.0],[379.0],[18.0],[270.0],[316.0],[363.0],[309.0],[325.0]
53,[13.0],[71.0],[342.0],[273.0],[320.0],[310.0],[269.0],[291.0],[244.0],[246.0],[19.0],[362.0],[366.0],[307.0],[189.0],[17.0],[193.0],[317.0],[327.0],[387.0],[324.0],[287.0],[172.0],[317.0],[244.0]
54,[362.0],[111.0],[299.0],[71.0],[357.0],[218.0],[276.0],[361.0],[102.0],[196.0],[299.0],[243.0],[365.0],[13.0],[202.0],[279.0],[367.0],[361.0],[360.0],[366.0],[325.0],[307.0],[33.0],[380.0],[102.0]
55,[296.0],[29.0],[117.0],[50.0],[273.0],[228.0],[391.0],[245.0],[195.0],[332.0],[244.0],[240.0],[389.0],[51.0],[210.0],[299.0],[318.0],[207.0],[297.0],[389.0],[102.0],[329.0],[397.0],[357.0],[247.0]
56,[308.0],[218.0],[371.0],[206.0],[274.0],[151.0],[342.0],[388.0],[325.0],[198.0],[102.0],[235.0],[100.0],[50.0],[123.0],[314.0],[31.0],[325.0],[146.0],[393.0],[244.0],[245.0],[267.0],[276.0],[172.0]
57,[206.0],[50.0],[285.0],[315.0],[209.0],[253.0],[289.0],[316.0],[326.0],[304.0],[195.0],[388.0],[254.0],[33.0],[196.0],[326.0],[206.0],[293.0],[316.0],[13.0],[59.0],[54.0],[243.0],[268.0],[379.0]
58,[298.0],[198.0],[276.0],[318.0],[278.0],[257.0],[23.0],[23.0],[19.0],[352.0],[246.0],[268.0],[386.0],[218.0],[272.0],[59.0],[154.0],[303.0],[219.0],[365.0],[195.0],[175.0],[287.0],[335.0],[216.0]
59,[166.0],[193.0],[316.0],[296.0],[272.0],[154.0],[296.0],[154.0],[117.0],[310.0],[394.0],[33.0],[45.0],[254.0],[111.0],[244.0],[293.0],[347.0],[235.0],[281.0],[326.0],[294.0],[333.0],[304.0],[293.0]
60,[277.0],[23.0],[272.0],[361.0],[367.0],[360.0],[370.0],[254.0],[394.0],[266.0],[196.0],[285.0],[369.0],[15.0],[243.0],[102.0],[172.0],[206.0],[272.0],[370.0],[19.0],[273.0],[139.0],[301.0],[299.0]
61,[160.0],[333.0],[328.0],[200.0],[362.0],[300.0],[335.0],[352.0],[246.0],[278.0],[248.0],[198.0],[297.0],[335.0],[29.0],[246.0],[324.0],[29.0],[113.0],[386.0],[246.0],[301.0],[389.0],[296.0],[316.0]
62,[23.0],[306.0],[202.0],[269.0],[288.0],[297.0],[320.0],[82.0],[332.0],[317.0],[325.0],[324.0],[165.0],[281.0],[334.0],[394.0],[379.0],[301.0],[248.0],[254.0],[394.0],[344.0],[277.0],[196.0],[300.0]
63,[243.0],[362.0],[154.0],[388.0],[342.0],[155.0],[308.0],[269.0],[352.0],[344.0],[203.0],[303.0],[154.0],[297.0],[50.0],[195.0],[303.0],[209.0],[397.0],[166.0],[352.0],[203.0],[264.0],[295.0],[218.0]
64,[209.0],[277.0],[71.0],[279.0],[318.0],[362.0],[273.0],[165.0],[146.0],[387.0],[53.0],[395.0],[298.0],[380.0],[252.0],[19.0],[146.0],[367.0],[222.0],[50.0],[196.0],[131.0],[323.0],[391.0],[240.0]
65,[155.0],[211.0],[255.0],[331.0],[303.0],[78.0],[357.0],[282.0],[18.0],[366.0],[367.0],[189.0],[360.0],[48.0],[129.0],[325.0],[310.0],[331.0],[181.0],[45.0],[376.0],[326.0],[51.0],[318.0],[19.0]
66,[200.0],[315.0],[277.0],[182.0],[269.0],[17.0],[388.0],[393.0],[169.0],[389.0],[0.0],[222.0],[392.0],[268.0],[31.0],[196.0],[359.0],[391.0],[266.0],[172.0],[332.0],[59.0],[275.0],[388.0],[346.0]
67,[367.0],[375.0],[275.0],[317.0],[276.0],[357.0],[279.0],[189.0],[315.0],[13.0],[317.0],[272.0],[347.0],[389.0],[254.0],[349.0],[279.0],[335.0],[50.0],[278.0],[343.0],[244.0],[123.0],[352.0],[242.0]
68,[315.0],[33.0],[307.0],[203.0],[198.0],[255.0],[306.0],[13.0],[50.0],[289.0],[268.0],[339.0],[200.0],[23.0],[167.0],[268.0],[45.0],[255.0],[275.0],[337.0],[344.0],[102.0],[286.0],[347.0],[376.0]
69,[389.0],[203.0],[269.0],[216.0],[182.0],[333.0],[343.0],[277.0],[114.0],[100.0],[71.0],[333.0],[317.0],[236.0],[53.0],[295.0],[235.0],[388.0],[277.0],[296.0],[303.0],[394.0],[305.0],[371.0],[198.0]
