Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[333.0],[19.0],[277.0],[333.0],[52.0],[333.0],[326.0],[306.0],[364.0],[59.0],[300.0],[333.0],[297.0],[51.0],[108.0],[200.0],[209.0],[4.0],[395.0],[19.0],[333.0],[195.0],[28.0],[299.0],[275.0]
1,[395.0],[28.0],[28.0],[18.0],[218.0],[19.0],[297.0],[123.0],[277.0],[328.0],[59.0],[275.0],[180.0],[333.0],[17.0],[244.0],[306.0],[289.0],[364.0],[293.0],[328.0],[379.0],[82.0],[395.0],[23.0]
2,[277.0],[60.0],[209.0],[203.0],[277.0],[160.0],[275.0],[141.0],[28.0],[23.0],[359.0],[359.0],[196.0],[54.0],[211.0],[20.0],[332.0],[28.0],[289.0],[112.0],[71.0],[333.0],[24.0],[123.0],[210.0]
3,[78.0],[306.0],[216.0],[243.0],[310.0],[60.0],[198.0],[277.0],[79.0],[298.0],[131.0],[55.0],[54.0],[277.0],[333.0],[203.0],[300.0],[23.0],[28.0],[4.0],[160.0],[170.0],[300.0],[327.0],[56.0]
4,[389.0],[14.0],[306.0],[263.0],[362.0],[71.0],[218.0],[300.0],[203.0],[277.0],[163.0],[395.0],[160.0],[123.0],[352.0],[211.0],[55.0],[277.0],[211.0],[218.0],[28.0],[364.0],[46.0],[33.0],[18.0]
5,[28.0],[218.0],[95.0],[151.0],[46.0],[298.0],[318.0],[28.0],[160.0],[263.0],[211.0],[165.0],[146.0],[297.0],[185.0],[18.0],[275.0],[264.0],[379.0],[33.0],[277.0],[117.0],[263.0],[277.0],[11.0]
6,[53.0],[352.0],[218.0],[395.0],[28.0],[297.0],[300.0],[298.0],[76.0],[123.0],[45.0],[28.0],[364.0],[298.0],[28.0],[333.0],[367.0],[196.0],[19.0],[275.0],[175.0],[390.0],[137.0],[28.0],[264.0]
7,[379.0],[131.0],[23.0],[210.0],[178.0],[241.0],[22.0],[263.0],[195.0],[56.0],[218.0],[210.0],[178.0],[151.0],[20.0],[360.0],[170.0],[218.0],[333.0],[297.0],[210.0],[387.0],[23.0],[263.0],[368.0]
8,[23.0],[263.0],[206.0],[375.0],[180.0],[211.0],[11.0],[45.0],[375.0],[383.0],[306.0],[178.0],[112.0],[60.0],[164.0],[133.0],[206.0],[74.0],[20.0],[219.0],[131.0],[341.0],[144.0],[178.0],[28.0]
9,[112.0],[22.0],[360.0],[24.0],[383.0],[395.0],[139.0],[180.0],[74.0],[49.0],[78.0],[293.0],[277.0],[261.0],[275.0],[395.0],[123.0],[123.0],[209.0],[195.0],[364.0],[347.0],[237.0],[60.0],[389.0]
10,[210.0],[300.0],[33.0],[367.0],[293.0],[218.0],[211.0],[59.0],[60.0],[13.0],[144.0],[112.0],[367.0],[375.0],[360.0],[122.0],[28.0],[112.0],[154.0],[390.0],[341.0],[4.0],[315.0],[18.0],[333.0]
11,[263.0],[293.0],[123.0],[54.0],[30.0],[206.0],[83.0],[352.0],[27.0],[28.0],[11.0],[364.0],[14.0],[74.0],[144.0],[364.0],[95.0],[300.0],[206.0],[211.0],[352.0],[299.0],[102.0],[307.0],[294.0]
12,[269.0],[17.0],[361.0],[78.0],[11.0],[33.0],[335.0],[361.0],[360.0],[243.0],[28.0],[263.0],[395.0],[300.0],[146.0],[332.0],[360.0],[366.0],[218.0],[78.0],[375.0],[78.0],[364.0],[160.0],[54.0]
13,[360.0],[299.0],[30.0],[298.0],[263.0],[334.0],[306.0],[111.0],[361.0],[362.0],[210.0],[334.0],[307.0],[195.0],[390.0],[315.0],[211.0],[49.0],[360.0],[378.0],[83.0],[71.0],[360.0],[243.0],[165.0]
14,[334.0],[364.0],[19.0],[28.0],[291.0],[30.0],[364.0],[301.0],[249.0],[300.0],[275.0],[34.0],[52.0],[49.0],[306.0],[275.0],[18.0],[81.0],[23.0],[333.0],[25.0],[275.0],[184.0],[52.0],[211.0]
15,[49.0],[123.0],[363.0],[287.0],[209.0],[353.0],[123.0],[78.0],[186.0],[352.0],[319.0],[307.0],[173.0],[306.0],[56.0],[46.0],[195.0],[364.0],[165.0],[23.0],[242.0],[315.0],[211.0],[291.0],[203.0]
16,[160.0],[379.0],[27.0],[307.0],[243.0],[307.0],[0.0],[110.0],[155.0],[363.0],[364.0],[367.0],[165.0],[173.0],[246.0],[144.0],[338.0],[238.0],[196.0],[30.0],[178.0],[98.0],[210.0],[352.0],[263.0]
17,[285.0],[13.0],[394.0],[387.0],[360.0],[275.0],[195.0],[117.0],[391.0],[117.0],[14.0],[211.0],[203.0],[263.0],[33.0],[30.0],[364.0],[85.0],[347.0],[91.0],[81.0],[28.0],[394.0],[17.0],[244.0]
18,[242.0],[11.0],[74.0],[19.0],[196.0],[316.0],[19.0],[334.0],[13.0],[165.0],[97.0],[236.0],[155.0],[242.0],[298.0],[19.0],[165.0],[263.0],[263.0],[298.0],[334.0],[131.0],[287.0],[347.0],[300.0]
19,[375.0],[361.0],[185.0],[242.0],[154.0],[20.0],[28.0],[17.0],[389.0],[11.0],[264.0],[394.0],[394.0],[178.0],[18.0],[209.0],[178.0],[394.0],[113.0],[131.0],[155.0],[271.0],[25.0],[218.0],[170.0]
20,[19.0],[391.0],[54.0],[390.0],[212.0],[28.0],[173.0],[394.0],[394.0],[287.0],[361.0],[300.0],[28.0],[206.0],[274.0],[28.0],[252.0],[189.0],[283.0],[299.0],[347.0],[80.0],[387.0],[13.0],[25.0]
21,[110.0],[264.0],[372.0],[167.0],[53.0],[363.0],[263.0],[203.0],[242.0],[203.0],[315.0],[264.0],[25.0],[218.0],[301.0],[13.0],[333.0],[178.0],[4.0],[151.0],[56.0],[325.0],[306.0],[381.0],[298.0]
22,[90.0],[33.0],[207.0],[83.0],[394.0],[13.0],[23.0],[249.0],[227.0],[242.0],[263.0],[131.0],[237.0],[8.0],[210.0],[151.0],[113.0],[33.0],[340.0],[274.0],[236.0],[291.0],[243.0],[264.0],[254.0]
23,[306.0],[54.0],[104.0],[299.0],[51.0],[263.0],[334.0],[160.0],[33.0],[144.0],[394.0],[33.0],[316.0],[131.0],[209.0],[245.0],[27.0],[17.0],[306.0],[387.0],[264.0],[385.0],[20.0],[54.0],[13.0]
24,[207.0],[211.0],[300.0],[178.0],[389.0],[131.0],[178.0],[389.0],[344.0],[33.0],[391.0],[261.0],[264.0],[264.0],[325.0],[192.0],[394.0],[389.0],[123.0],[165.0],[260.0],[56.0],[218.0],[165.0],[306.0]
25,[352.0],[160.0],[9.0],[196.0],[27.0],[394.0],[131.0],[130.0],[53.0],[25.0],[56.0],[218.0],[218.0],[165.0],[59.0],[11.0],[218.0],[180.0],[139.0],[329.0],[59.0],[243.0],[196.0],[364.0],[55.0]
26,[347.0],[347.0],[210.0],[212.0],[185.0],[203.0],[33.0],[174.0],[132.0],[58.0],[13.0],[160.0],[263.0],[59.0],[329.0],[274.0],[389.0],[52.0],[81.0],[325.0],[300.0],[260.0],[160.0],[11.0],[49.0]
27,[299.0],[185.0],[375.0],[26.0],[1.0],[165.0],[376.0],[50.0],[241.0],[22.0],[387.0],[324.0],[236.0],[254.0],[375.0],[306.0],[263.0],[378.0],[120.0],[237.0],[263.0],[388.0],[389.0],[231.0],[291.0]
28,[165.0],[74.0],[154.0],[218.0],[144.0],[81.0],[17.0],[210.0],[387.0],[210.0],[178.0],[25.0],[131.0],[58.0],[193.0],[253.0],[9.0],[144.0],[229.0],[9.0],[244.0],[263.0],[275.0],[59.0],[299.0]
29,[218.0],[275.0],[271.0],[131.0],[306.0],[11.0],[155.0],[25.0],[352.0],[71.0],[383.0],[388.0],[59.0],[103.0],[300.0],[196.0],[203.0],[306.0],[83.0],[54.0],[123.0],[59.0],[61.0],[210.0],[206.0]
30,[271.0],[209.0],[263.0],[209.0],[210.0],[347.0],[323.0],[260.0],[59.0],[131.0],[55.0],[59.0],[123.0],[210.0],[52.0],[218.0],[56.0],[154.0],[210.0],[272.0],[13.0],[211.0],[178.0],[209.0],[171.0]
31,[300.0],[151.0],[395.0],[389.0],[13.0],[237.0],[352.0],[11.0],[244.0],[244.0],[165.0],[151.0],[22.0],[395.0],[271.0],[237.0],[83.0],[131.0],[375.0],[206.0],[195.0],[165.0],[76.0],[26.0],[22.0]
32,[26.0],[98.0],[345.0],[123.0],[71.0],[155.0],[395.0],[329.0],[357.0],[76.0],[195.0],[22.0],[295.0],[243.0],[195.0],[101.0],[395.0],[352.0],[276.0],[263.0],[4.0],[300.0],[245.0],[295.0],[393.0]
33,[237.0],[325.0],[195.0],[291.0],[344.0],[123.0],[316.0],[264.0],[300.0],[318.0],[174.0],[268.0],[134.0],[389.0],[172.0],[222.0],[229.0],[271.0],[26.0],[289.0],[388.0],[103.0],[44.0],[300.0],[218.0]
34,[209.0],[222.0],[180.0],[284.0],[289.0],[134.0],[285.0],[244.0],[218.0],[379.0],[123.0],[276.0],[300.0],[135.0],[284.0],[334.0],[59.0],[9.0],[222.0],[395.0],[44.0],[209.0],[123.0],[58.0],[276.0]
