Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
0,10.230635166168213,10.35381293296814,7.441734075546265,7.054204702377319,7.262307405471802,6.947861433029175,7.339409589767456,7.270204305648804,7.290541887283325,7.279470205307007,7.182776689529419,7.432295799255371,6.932923078536987,6.6477744579315186,6.551530122756958,7.292316436767578,7.1854071617126465
1,10.176558017730713,10.503964185714722,7.5489091873168945,7.091760873794556,7.52519965171814,7.058343410491943,7.65704083442688,7.569057464599609,7.635343313217163,7.569960117340088,7.55565619468689,7.542879581451416,7.025217771530151,6.90554404258728,6.5350661277771,7.315191268920898,7.500718355178833
2,10.546664476394653,11.734716653823853,7.619193077087402,7.083909511566162,7.6039879322052,6.990554571151733,7.905550241470337,7.64925479888916,7.63018274307251,7.6342527866363525,7.70892071723938,7.924267768859863,7.09383225440979,6.954183101654053,6.668803453445435,7.364264726638794,7.598740100860596
3,10.0846848487854,10.083341836929321,7.2636542320251465,6.948947191238403,7.345837354660034,6.860128402709961,7.504713773727417,7.40754246711731,7.39295506477356,7.406704902648926,7.376964092254639,7.4408087730407715,6.920977592468262,6.744331359863281,6.496580123901367,7.17902946472168,7.377598524093628
4,10.114802122116089,10.479361295700073,7.4021522998809814,6.938803672790527,7.342121362686157,6.821263551712036,7.5089194774627686,7.383954763412476,7.387595176696777,7.429462194442749,7.34127140045166,7.379826307296753,6.812116622924805,6.655024766921997,6.452363967895508,7.254528522491455,7.348877191543579
5,10.308845281600952,10.480465650558472,7.554444789886475,7.052744388580322,7.454577922821045,6.95614218711853,7.613523721694946,7.531710863113403,7.473316192626953,7.454396724700928,7.4266297817230225,7.446598291397095,6.958927869796753,6.722751140594482,6.543732404708862,7.3849382400512695,7.43898606300354
6,10.003891706466675,9.80341100692749,7.198153972625732,6.874156475067139,7.191702604293823,6.795166730880737,7.294827222824097,7.218935966491699,7.179683685302734,7.184952020645142,7.162551641464233,7.218689441680908,6.752183675765991,6.6002702713012695,6.431933164596558,7.150838136672974,7.179047584533691
7,10.140441417694092,10.296303987503052,7.4312543869018555,7.003502607345581,7.382194757461548,6.9295384883880615,7.565009355545044,7.446748971939087,7.438944339752197,7.412289381027222,7.404569864273071,7.402979850769043,6.864466667175293,6.689696311950684,6.538554430007935,7.270711183547974,7.366413831710815
8,10.044675827026367,10.026279211044312,7.240919351577759,6.936116933822632,7.210842847824097,6.815500736236572,7.334717750549316,7.217434644699097,7.2667076587677,7.2516844272613525,7.218243837356567,7.25095009803772,6.796391487121582,6.632242202758789,6.477819204330444,7.179866552352905,7.240405321121216
9,10.008038759231567,10.244065284729004,7.357727766036987,6.902505397796631,7.298877000808716,6.819393634796143,7.4908607006073,7.34727144241333,7.341370105743408,7.320417165756226,7.3241119384765625,7.31338095664978,6.7684173583984375,6.595766067504883,6.449418306350708,7.1642725467681885,7.296452045440674
10,10.164401054382324,10.353469133377075,7.4035868644714355,6.981144189834595,7.353897333145142,6.9048871994018555,7.541482925415039,7.439956426620483,7.410948276519775,7.415018320083618,7.4250946044921875,7.410358428955078,6.86979603767395,6.705663442611694,6.5110602378845215,7.246065139770508,7.400370359420776
11,10.210366487503052,10.636951923370361,7.493182182312012,6.972600698471069,7.450358152389526,6.82830548286438,7.5979297161102295,7.437903642654419,7.4846272468566895,7.466946125030518,7.419082880020142,7.414961099624634,6.9019269943237305,6.780726194381714,6.498903512954712,7.258368730545044,7.492067098617554
12,10.00972294807434,10.229872226715088,7.342952013015747,6.8902504444122314,7.357140779495239,6.80764627456665,7.430394887924194,7.314845323562622,7.353131294250488,7.313756704330444,7.305779218673706,7.317880630493164,6.8066184520721436,6.60891056060791,6.477350950241089,7.197136878967285,7.308495998382568
13,10.076579809188843,10.278756380081177,7.410434007644653,6.950857639312744,7.3566575050354,6.871128559112549,7.542651653289795,7.4016759395599365,7.392109394073486,7.370891094207764,7.368300437927246,7.371312379837036,6.8120951652526855,6.631692886352539,6.496902704238892,7.223413467407227,7.3442702293396
14,10.059248208999634,10.209545373916626,7.352488040924072,6.909278869628906,7.348579406738281,6.814538240432739,7.479135751724243,7.367358446121216,7.38849663734436,7.343306303024292,7.32526707649231,7.368831157684326,6.8198323249816895,6.626546382904053,6.488457202911377,7.182612180709839,7.313701152801514
15,10.013147830963135,10.225512027740479,7.329442977905273,6.913329362869263,7.3304383754730225,6.834719181060791,7.449352502822876,7.327091217041016,7.3583292961120605,7.309314966201782,7.299840688705444,7.326817750930786,6.808072566986084,6.603465795516968,6.491239070892334,7.193267107009888,7.30500054359436
16,10.257829904556274,10.44827938079834,7.5459394454956055,7.008458614349365,7.393634796142578,6.896021366119385,7.566331386566162,7.509242057800293,7.4627766609191895,7.451415300369263,7.403210163116455,7.416768312454224,6.927028179168701,6.684214353561401,6.508146524429321,7.340576171875,7.413168430328369
17,10.094434261322021,10.311787366867065,7.335399150848389,6.921220541000366,7.280145645141602,6.845425128936768,7.496523141860962,7.369063377380371,7.368374586105347,7.351602554321289,7.329265832901001,7.333516597747803,6.789993524551392,6.650285482406616,6.470083951950073,7.1570212841033936,7.302834749221802
18,10.1050705909729,10.34878659248352,7.42757773399353,7.027358293533325,7.501338243484497,6.904371738433838,7.56170654296875,7.496997356414795,7.458643913269043,7.4518420696258545,7.422386884689331,7.536380052566528,7.048461675643921,6.84897518157959,6.498661041259766,7.307359218597412,7.423311233520508
19,10.173310995101929,10.289222240447998,7.382423639297485,6.967195510864258,7.370321035385132,6.871211290359497,7.516919851303101,7.393059730529785,7.421138286590576,7.387943267822266,7.362830400466919,7.390965223312378,6.881213903427124,6.666384220123291,6.503360748291016,7.251927137374878,7.348814487457275
20,10.29134726524353,10.786406517028809,7.749903678894043,7.0483927726745605,7.524882078170776,6.939480543136597,7.716571569442749,7.619019031524658,7.555453300476074,7.520500183105469,7.506322860717773,7.532679319381714,6.952712297439575,6.7032904624938965,6.552403688430786,7.384152412414551,7.497642755508423
