Iteration,Sim_0,Sim_1,Sim_2
0,[34.0],[3.0],[7.0]
1,[20.0],[25.0],[34.0]
2,[68.0],[40.0],[37.0]
3,[52.0],[35.0],[31.0]
4,[7.0],[52.0],[100.0]
5,[43.0],[15.0],[6.0]
6,[11.0],[42.0],[96.0]
7,[76.0],[6.0],[15.0]
8,[44.0],[79.0],[94.0]
9,[55.0],[93.0],[1.0]
10,[50.0],[23.0],[88.0]
11,[6.0],[101.0],[85.0]
12,[49.0],[81.0],[84.0]
13,[15.0],[91.0],[91.0]
14,[22.0],[47.0],[47.0]
15,[75.0],[100.0],[22.0]
16,[66.0],[84.0],[70.0]
17,[14.0],[27.0],[92.0]
18,[8.0],[53.0],[82.0]
19,[64.0],[34.0],[75.0]
20,[82.0],[90.0],[71.0]
21,[57.0],[89.0],[90.0]
22,[41.0],[18.0],[40.0]
23,[21.0],[69.0],[25.0]
24,[78.0],[1.0],[42.0]
25,[72.0],[70.0],[41.0]
26,[81.0],[21.0],[101.0]
27,[95.0],[62.0],[98.0]
28,[99.0],[12.0],[64.0]
29,[26.0],[61.0],[26.0]
30,[19.0],[67.0],[68.0]
31,[60.0],[46.0],[17.0]
32,[16.0],[20.0],[58.0]
33,[56.0],[0.0],[36.0]
34,[4.0],[64.0],[12.0]
35,[29.0],[32.0],[55.0]
36,[63.0],[45.0],[50.0]
37,[96.0],[29.0],[48.0]
38,[53.0],[65.0],[18.0]
39,[33.0],[102.0],[76.0]
40,[18.0],[87.0],[87.0]
41,[23.0],[50.0],[86.0]
42,[45.0],[80.0],[83.0]
43,[10.0],[49.0],[39.0]
44,[73.0],[11.0],[74.0]
45,[59.0],[10.0],[53.0]
46,[30.0],[57.0],[63.0]
47,[70.0],[9.0],[20.0]
48,[2.0],[96.0],[5.0]
49,[1.0],[14.0],[49.0]
50,[100.0],[19.0],[60.0]
51,[84.0],[4.0],[8.0]
52,[0.0],[44.0],[73.0]
53,[101.0],[78.0],[57.0]
54,[83.0],[83.0],[46.0]
55,[90.0],[59.0],[43.0]
56,[61.0],[5.0],[62.0]
57,[77.0],[74.0],[51.0]
58,[71.0],[58.0],[102.0]
59,[28.0],[77.0],[99.0]
60,[86.0],[17.0],[77.0]
61,[42.0],[94.0],[69.0]
62,[12.0],[88.0],[65.0]
63,[93.0],[38.0],[9.0]
64,[74.0],[39.0],[93.0]
65,[88.0],[92.0],[89.0]
