Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[55.0],[59.0],[40.0],[4.0],[101.0],[18.0],[35.0],[34.0],[66.0],[20.0],[42.0],[82.0],[96.0],[53.0],[2.0],[85.0],[102.0],[55.0],[99.0],[19.0],[93.0],[83.0],[34.0],[34.0],[4.0]
1,[35.0],[27.0],[34.0],[58.0],[96.0],[12.0],[50.0],[41.0],[24.0],[58.0],[12.0],[66.0],[51.0],[13.0],[34.0],[1.0],[51.0],[11.0],[19.0],[28.0],[24.0],[95.0],[29.0],[40.0],[10.0]
2,[78.0],[44.0],[41.0],[94.0],[95.0],[69.0],[61.0],[85.0],[5.0],[95.0],[55.0],[59.0],[41.0],[26.0],[1.0],[66.0],[82.0],[14.0],[59.0],[50.0],[2.0],[101.0],[12.0],[41.0],[34.0]
3,[1.0],[62.0],[68.0],[51.0],[20.0],[72.0],[97.0],[59.0],[41.0],[59.0],[75.0],[27.0],[42.0],[17.0],[55.0],[12.0],[7.0],[86.0],[40.0],[18.0],[76.0],[54.0],[45.0],[51.0],[42.0]
4,[41.0],[35.0],[9.0],[95.0],[100.0],[89.0],[4.0],[88.0],[35.0],[89.0],[48.0],[96.0],[52.0],[69.0],[40.0],[51.0],[55.0],[51.0],[34.0],[1.0],[6.0],[70.0],[102.0],[7.0],[87.0]
5,[25.0],[93.0],[55.0],[3.0],[91.0],[24.0],[100.0],[91.0],[25.0],[96.0],[61.0],[95.0],[6.0],[12.0],[7.0],[41.0],[94.0],[23.0],[102.0],[42.0],[98.0],[61.0],[52.0],[93.0],[81.0]
6,[70.0],[24.0],[10.0],[34.0],[98.0],[1.0],[15.0],[4.0],[1.0],[54.0],[87.0],[100.0],[99.0],[34.0],[102.0],[34.0],[66.0],[10.0],[42.0],[75.0],[54.0],[35.0],[32.0],[95.0],[8.0]
7,[22.0],[25.0],[8.0],[22.0],[87.0],[42.0],[31.0],[65.0],[37.0],[69.0],[102.0],[86.0],[39.0],[102.0],[32.0],[40.0],[59.0],[34.0],[70.0],[25.0],[18.0],[25.0],[40.0],[91.0],[86.0]
8,[23.0],[14.0],[17.0],[40.0],[67.0],[55.0],[101.0],[89.0],[22.0],[70.0],[79.0],[18.0],[100.0],[40.0],[51.0],[42.0],[34.0],[94.0],[50.0],[56.0],[31.0],[67.0],[42.0],[42.0],[41.0]
9,[67.0],[91.0],[42.0],[42.0],[41.0],[35.0],[49.0],[27.0],[91.0],[25.0],[35.0],[53.0],[86.0],[55.0],[92.0],[95.0],[95.0],[1.0],[92.0],[70.0],[68.0],[100.0],[10.0],[98.0],[65.0]
10,[85.0],[58.0],[70.0],[6.0],[7.0],[25.0],[65.0],[44.0],[58.0],[55.0],[67.0],[101.0],[61.0],[92.0],[91.0],[55.0],[4.0],[41.0],[84.0],[35.0],[69.0],[86.0],[26.0],[101.0],[97.0]
