Iteration,Sim_0,Sim_1,Sim_2
0,[34.0],[6.0],[6.0]
1,[7.0],[14.0],[7.0]
2,[66.0],[65.0],[93.0]
3,[55.0],[67.0],[91.0]
4,[18.0],[1.0],[34.0]
5,[2.0],[18.0],[55.0]
6,[20.0],[52.0],[92.0]
7,[23.0],[40.0],[15.0]
8,[41.0],[34.0],[86.0]
9,[52.0],[10.0],[100.0]
10,[15.0],[53.0],[26.0]
11,[6.0],[79.0],[75.0]
12,[45.0],[102.0],[37.0]
13,[78.0],[101.0],[89.0]
14,[73.0],[42.0],[40.0]
15,[86.0],[90.0],[51.0]
16,[56.0],[35.0],[76.0]
17,[22.0],[59.0],[8.0]
18,[11.0],[20.0],[1.0]
19,[21.0],[69.0],[48.0]
20,[14.0],[23.0],[42.0]
21,[76.0],[32.0],[68.0]
22,[95.0],[47.0],[53.0]
23,[63.0],[3.0],[47.0]
24,[93.0],[4.0],[82.0]
25,[101.0],[45.0],[64.0]
26,[96.0],[81.0],[17.0]
27,[71.0],[70.0],[60.0]
28,[1.0],[15.0],[22.0]
29,[68.0],[12.0],[101.0]
30,[8.0],[27.0],[84.0]
31,[75.0],[17.0],[96.0]
32,[49.0],[84.0],[41.0]
33,[81.0],[19.0],[12.0]
34,[82.0],[44.0],[9.0]
35,[42.0],[11.0],[69.0]
36,[26.0],[96.0],[5.0]
37,[4.0],[87.0],[58.0]
38,[0.0],[94.0],[18.0]
39,[29.0],[9.0],[102.0]
40,[60.0],[21.0],[70.0]
41,[10.0],[91.0],[31.0]
42,[83.0],[100.0],[57.0]
43,[16.0],[0.0],[63.0]
44,[100.0],[89.0],[73.0]
45,[99.0],[57.0],[98.0]
46,[28.0],[25.0],[77.0]
47,[12.0],[50.0],[20.0]
48,[19.0],[46.0],[50.0]
49,[70.0],[49.0],[25.0]
50,[44.0],[58.0],[46.0]
51,[50.0],[61.0],[36.0]
52,[57.0],[5.0],[43.0]
53,[53.0],[83.0],[49.0]
54,[64.0],[64.0],[71.0]
55,[88.0],[29.0],[85.0]
56,[33.0],[77.0],[83.0]
57,[72.0],[38.0],[74.0]
58,[74.0],[62.0],[90.0]
59,[77.0],[78.0],[39.0]
60,[30.0],[80.0],[62.0]
61,[43.0],[74.0],[87.0]
62,[59.0],[88.0],[99.0]
63,[84.0],[93.0],[94.0]
64,[61.0],[39.0],[65.0]
65,[90.0],[92.0],[88.0]
