Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[65.0],[83.0],[18.0],[53.0],[23.0],[67.0],[35.0],[40.0],[39.0],[59.0],[79.0],[20.0],[32.0],[71.0],[81.0],[16.0],[23.0],[16.0],[21.0],[1.0],[10.0],[78.0],[61.0],[42.0],[61.0]
1,[41.0],[15.0],[1.0],[68.0],[42.0],[98.0],[53.0],[55.0],[4.0],[40.0],[82.0],[42.0],[12.0],[87.0],[7.0],[102.0],[67.0],[8.0],[39.0],[97.0],[61.0],[18.0],[23.0],[11.0],[31.0]
2,[18.0],[49.0],[102.0],[49.0],[13.0],[13.0],[37.0],[82.0],[22.0],[51.0],[99.0],[18.0],[44.0],[59.0],[99.0],[11.0],[58.0],[48.0],[18.0],[101.0],[52.0],[11.0],[86.0],[86.0],[74.0]
3,[2.0],[102.0],[41.0],[37.0],[53.0],[82.0],[76.0],[78.0],[13.0],[78.0],[32.0],[53.0],[66.0],[11.0],[76.0],[48.0],[63.0],[102.0],[37.0],[51.0],[102.0],[90.0],[10.0],[73.0],[15.0]
4,[93.0],[40.0],[14.0],[52.0],[52.0],[5.0],[40.0],[20.0],[101.0],[87.0],[40.0],[59.0],[53.0],[13.0],[31.0],[41.0],[5.0],[47.0],[41.0],[13.0],[41.0],[37.0],[1.0],[67.0],[80.0]
5,[80.0],[67.0],[75.0],[59.0],[82.0],[15.0],[69.0],[18.0],[79.0],[13.0],[11.0],[51.0],[17.0],[48.0],[11.0],[74.0],[44.0],[59.0],[62.0],[37.0],[67.0],[14.0],[0.0],[13.0],[67.0]
6,[19.0],[23.0],[30.0],[40.0],[67.0],[28.0],[14.0],[4.0],[24.0],[15.0],[74.0],[28.0],[75.0],[44.0],[28.0],[93.0],[15.0],[5.0],[81.0],[18.0],[23.0],[75.0],[75.0],[75.0],[82.0]
7,[47.0],[14.0],[81.0],[14.0],[59.0],[40.0],[28.0],[17.0],[18.0],[23.0],[68.0],[44.0],[37.0],[75.0],[75.0],[47.0],[35.0],[67.0],[93.0],[34.0],[75.0],[30.0],[14.0],[27.0],[47.0]
8,[68.0],[99.0],[44.0],[63.0],[75.0],[35.0],[62.0],[67.0],[62.0],[10.0],[39.0],[87.0],[55.0],[86.0],[37.0],[67.0],[95.0],[93.0],[8.0],[65.0],[13.0],[65.0],[52.0],[35.0],[23.0]
9,[21.0],[59.0],[53.0],[21.0],[28.0],[102.0],[11.0],[39.0],[31.0],[35.0],[18.0],[15.0],[41.0],[65.0],[60.0],[68.0],[82.0],[68.0],[30.0],[26.0],[73.0],[68.0],[78.0],[78.0],[4.0]
10,[67.0],[39.0],[65.0],[28.0],[15.0],[54.0],[29.0],[81.0],[93.0],[31.0],[17.0],[67.0],[47.0],[37.0],[35.0],[9.0],[39.0],[9.0],[14.0],[10.0],[53.0],[59.0],[87.0],[51.0],[33.0]
11,[24.0],[35.0],[19.0],[6.0],[102.0],[39.0],[6.0],[63.0],[53.0],[48.0],[92.0],[74.0],[87.0],[29.0],[59.0],[7.0],[26.0],[14.0],[73.0],[14.0],[78.0],[44.0],[17.0],[60.0],[43.0]
12,[14.0],[68.0],[82.0],[65.0],[10.0],[51.0],[4.0],[92.0],[14.0],[39.0],[13.0],[30.0],[14.0],[40.0],[6.0],[14.0],[21.0],[19.0],[67.0],[55.0],[39.0],[102.0],[67.0],[15.0],[39.0]
13,[58.0],[82.0],[68.0],[44.0],[65.0],[26.0],[44.0],[10.0],[47.0],[26.0],[91.0],[35.0],[18.0],[14.0],[34.0],[35.0],[81.0],[65.0],[53.0],[47.0],[7.0],[52.0],[54.0],[7.0],[26.0]
14,[101.0],[45.0],[67.0],[35.0],[45.0],[86.0],[68.0],[72.0],[10.0],[14.0],[14.0],[102.0],[89.0],[17.0],[14.0],[65.0],[48.0],[35.0],[10.0],[67.0],[45.0],[67.0],[44.0],[55.0],[14.0]
15,[69.0],[81.0],[77.0],[55.0],[14.0],[55.0],[92.0],[24.0],[40.0],[81.0],[67.0],[65.0],[68.0],[53.0],[44.0],[96.0],[20.0],[96.0],[24.0],[9.0],[14.0],[81.0],[99.0],[48.0],[53.0]
16,[92.0],[91.0],[91.0],[24.0],[35.0],[53.0],[54.0],[68.0],[69.0],[91.0],[60.0],[55.0],[60.0],[99.0],[53.0],[36.0],[53.0],[87.0],[44.0],[21.0],[35.0],[60.0],[13.0],[99.0],[24.0]
17,[35.0],[64.0],[78.0],[29.0],[77.0],[24.0],[33.0],[22.0],[67.0],[53.0],[59.0],[13.0],[101.0],[4.0],[83.0],[24.0],[24.0],[24.0],[91.0],[93.0],[81.0],[101.0],[59.0],[59.0],[32.0]
18,[26.0],[24.0],[59.0],[12.0],[54.0],[45.0],[91.0],[91.0],[55.0],[24.0],[37.0],[60.0],[52.0],[6.0],[73.0],[59.0],[28.0],[12.0],[31.0],[91.0],[77.0],[13.0],[8.0],[26.0],[91.0]
19,[82.0],[13.0],[54.0],[20.0],[91.0],[34.0],[55.0],[54.0],[68.0],[50.0],[45.0],[86.0],[59.0],[34.0],[26.0],[78.0],[52.0],[4.0],[83.0],[40.0],[54.0],[41.0],[102.0],[53.0],[34.0]
20,[32.0],[54.0],[26.0],[4.0],[24.0],[37.0],[24.0],[34.0],[8.0],[8.0],[54.0],[26.0],[67.0],[19.0],[24.0],[26.0],[34.0],[78.0],[13.0],[81.0],[34.0],[17.0],[6.0],[24.0],[35.0]
21,[36.0],[60.0],[6.0],[92.0],[34.0],[60.0],[13.0],[60.0],[91.0],[4.0],[34.0],[24.0],[6.0],[55.0],[91.0],[34.0],[70.0],[26.0],[26.0],[19.0],[24.0],[63.0],[60.0],[34.0],[60.0]
22,[55.0],[55.0],[55.0],[70.0],[26.0],[14.0],[78.0],[32.0],[32.0],[34.0],[55.0],[34.0],[31.0],[36.0],[55.0],[13.0],[32.0],[60.0],[55.0],[6.0],[26.0],[6.0],[34.0],[45.0],[27.0]
23,[76.0],[9.0],[76.0],[54.0],[20.0],[70.0],[70.0],[13.0],[60.0],[21.0],[9.0],[22.0],[76.0],[76.0],[102.0],[76.0],[55.0],[55.0],[34.0],[32.0],[59.0],[34.0],[70.0],[14.0],[55.0]
24,[27.0],[8.0],[4.0],[81.0],[29.0],[31.0],[34.0],[8.0],[85.0],[19.0],[85.0],[8.0],[8.0],[27.0],[70.0],[4.0],[13.0],[76.0],[47.0],[76.0],[20.0],[20.0],[76.0],[70.0],[8.0]
25,[42.0],[20.0],[31.0],[26.0],[55.0],[8.0],[26.0],[69.0],[27.0],[55.0],[15.0],[54.0],[27.0],[102.0],[54.0],[50.0],[8.0],[27.0],[59.0],[27.0],[29.0],[76.0],[63.0],[32.0],[68.0]
