Iteration,Sim_0,Sim_1,Sim_2
0,[7.0],[3.0],[6.0]
1,[66.0],[14.0],[93.0]
2,[55.0],[67.0],[7.0]
3,[18.0],[65.0],[1.0]
4,[44.0],[25.0],[34.0]
5,[52.0],[18.0],[40.0]
6,[14.0],[40.0],[37.0]
7,[15.0],[52.0],[96.0]
8,[11.0],[79.0],[92.0]
9,[6.0],[15.0],[42.0]
10,[43.0],[101.0],[99.0]
11,[2.0],[1.0],[26.0]
12,[57.0],[91.0],[58.0]
13,[23.0],[42.0],[74.0]
14,[22.0],[23.0],[17.0]
15,[1.0],[102.0],[101.0]
16,[78.0],[84.0],[90.0]
17,[76.0],[34.0],[31.0]
18,[16.0],[87.0],[15.0]
19,[82.0],[19.0],[82.0]
20,[100.0],[90.0],[98.0]
21,[96.0],[89.0],[55.0]
22,[34.0],[29.0],[43.0]
23,[86.0],[81.0],[89.0]
24,[93.0],[6.0],[51.0]
25,[72.0],[100.0],[22.0]
26,[41.0],[10.0],[64.0]
27,[49.0],[58.0],[70.0]
28,[12.0],[44.0],[50.0]
29,[8.0],[88.0],[36.0]
30,[19.0],[49.0],[47.0]
31,[56.0],[17.0],[94.0]
32,[21.0],[69.0],[88.0]
33,[63.0],[27.0],[48.0]
34,[84.0],[83.0],[75.0]
35,[88.0],[21.0],[91.0]
36,[4.0],[11.0],[46.0]
37,[90.0],[78.0],[8.0]
38,[95.0],[62.0],[53.0]
39,[99.0],[77.0],[83.0]
40,[73.0],[47.0],[57.0]
41,[68.0],[96.0],[62.0]
42,[71.0],[94.0],[76.0]
43,[81.0],[93.0],[73.0]
44,[50.0],[45.0],[68.0]
45,[29.0],[46.0],[100.0]
46,[60.0],[38.0],[49.0]
47,[20.0],[5.0],[65.0]
48,[70.0],[35.0],[25.0]
49,[75.0],[70.0],[12.0]
50,[61.0],[74.0],[41.0]
51,[83.0],[0.0],[39.0]
52,[59.0],[50.0],[87.0]
53,[28.0],[32.0],[84.0]
54,[0.0],[92.0],[60.0]
55,[33.0],[61.0],[86.0]
56,[10.0],[57.0],[85.0]
57,[45.0],[4.0],[18.0]
58,[26.0],[53.0],[102.0]
59,[53.0],[9.0],[77.0]
60,[101.0],[59.0],[20.0]
61,[64.0],[80.0],[63.0]
62,[77.0],[20.0],[71.0]
63,[30.0],[12.0],[5.0]
64,[42.0],[39.0],[9.0]
65,[74.0],[64.0],[69.0]
