Iteration,Sim_0,Sim_1,Sim_2
0,[34.0],[65.0],[7.0]
1,[8.0],[3.0],[34.0]
2,[66.0],[14.0],[6.0]
3,[55.0],[91.0],[93.0]
4,[18.0],[67.0],[91.0]
5,[2.0],[35.0],[1.0]
6,[20.0],[52.0],[40.0]
7,[23.0],[34.0],[55.0]
8,[7.0],[15.0],[92.0]
9,[15.0],[1.0],[37.0]
10,[6.0],[101.0],[42.0]
11,[71.0],[40.0],[68.0]
12,[86.0],[10.0],[74.0]
13,[1.0],[79.0],[75.0]
14,[21.0],[42.0],[101.0]
15,[78.0],[18.0],[26.0]
16,[76.0],[84.0],[8.0]
17,[22.0],[23.0],[58.0]
18,[41.0],[102.0],[51.0]
19,[11.0],[20.0],[17.0]
20,[95.0],[70.0],[53.0]
21,[96.0],[87.0],[73.0]
22,[44.0],[44.0],[100.0]
23,[68.0],[32.0],[82.0]
24,[52.0],[6.0],[77.0]
25,[82.0],[11.0],[15.0]
26,[70.0],[59.0],[76.0]
27,[14.0],[27.0],[86.0]
28,[49.0],[100.0],[22.0]
29,[57.0],[69.0],[47.0]
30,[73.0],[53.0],[69.0]
31,[75.0],[47.0],[96.0]
32,[56.0],[81.0],[9.0]
33,[101.0],[4.0],[5.0]
34,[81.0],[88.0],[41.0]
35,[93.0],[96.0],[57.0]
36,[43.0],[21.0],[12.0]
37,[42.0],[45.0],[63.0]
38,[28.0],[19.0],[48.0]
39,[4.0],[90.0],[90.0]
40,[26.0],[57.0],[84.0]
41,[12.0],[0.0],[99.0]
42,[53.0],[17.0],[98.0]
43,[99.0],[12.0],[18.0]
44,[60.0],[83.0],[62.0]
45,[10.0],[50.0],[46.0]
46,[63.0],[9.0],[43.0]
47,[19.0],[49.0],[88.0]
48,[0.0],[93.0],[36.0]
49,[45.0],[25.0],[50.0]
50,[29.0],[58.0],[83.0]
51,[100.0],[5.0],[70.0]
52,[77.0],[46.0],[25.0]
53,[16.0],[61.0],[49.0]
54,[88.0],[62.0],[31.0]
55,[33.0],[29.0],[102.0]
56,[84.0],[38.0],[60.0]
57,[83.0],[64.0],[20.0]
58,[64.0],[77.0],[64.0]
59,[72.0],[78.0],[87.0]
60,[30.0],[80.0],[85.0]
61,[74.0],[74.0],[71.0]
62,[50.0],[39.0],[39.0]
63,[59.0],[94.0],[65.0]
64,[61.0],[92.0],[94.0]
65,[90.0],[89.0],[89.0]
