Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
0,1.890303373336792,2.381549596786499,1.2611889839172363,1.2518291473388672,1.2713396549224854,1.223242998123169,1.2665841579437256,1.272883653640747,1.281191349029541,1.277879238128662,1.2715625762939453,1.2901790142059326,1.2615966796875,1.227851390838623,1.1808586120605469,1.2702720165252686,1.2651824951171875
1,1.7840416431427002,2.144308090209961,1.2187049388885498,1.2335026264190674,1.2090363502502441,1.1951639652252197,1.2046608924865723,1.2068877220153809,1.2144196033477783,1.2079014778137207,1.2007315158843994,1.2077858448028564,1.2179718017578125,1.1760811805725098,1.1622333526611328,1.2337918281555176,1.2079641819000244
2,1.8187575340270996,2.3019585609436035,1.2342216968536377,1.230342149734497,1.2260160446166992,1.1880080699920654,1.2280247211456299,1.2297334671020508,1.2612216472625732,1.2316019535064697,1.22874116897583,1.2631587982177734,1.2208995819091797,1.1843621730804443,1.1805419921875,1.226262092590332,1.242769479751587
3,1.7949988842010498,2.773390769958496,1.2019593715667725,1.2076454162597656,1.2061529159545898,1.1729607582092285,1.2065072059631348,1.209313154220581,1.2089426517486572,1.2091155052185059,1.2064683437347412,1.2098193168640137,1.1973769664764404,1.170391321182251,1.1419148445129395,1.2139356136322021,1.2079284191131592
4,1.7769238948822021,2.197648525238037,1.2253344058990479,1.2216570377349854,1.242173671722412,1.172642469406128,1.2558681964874268,1.229257345199585,1.2329976558685303,1.238072156906128,1.2573139667510986,1.2276721000671387,1.2224256992340088,1.194725513458252,1.1439082622528076,1.22650146484375,1.2494392395019531
5,1.8223974704742432,2.3206703662872314,1.214047908782959,1.2116923332214355,1.2253532409667969,1.1776318550109863,1.2212562561035156,1.2267200946807861,1.2508327960968018,1.222898006439209,1.2349376678466797,1.265352725982666,1.2153089046478271,1.1840651035308838,1.1654009819030762,1.2156262397766113,1.2449381351470947
6,1.7837145328521729,5.99470067024231,1.1972596645355225,1.2024235725402832,1.2009141445159912,1.1665558815002441,1.1998822689056396,1.1996605396270752,1.20131254196167,1.2057712078094482,1.20259690284729,1.2062909603118896,1.1938152313232422,1.1657006740570068,1.3695847988128662,1.2038650512695312,1.200150489807129
7,1.7791826725006104,5.985482454299927,1.1986780166625977,1.2079155445098877,1.199514627456665,1.1685640811920166,1.1987478733062744,1.202782392501831,1.20355224609375,1.2041573524475098,1.2046351432800293,1.205873966217041,1.19339919090271,1.1630101203918457,1.3712754249572754,1.2074315547943115,1.2008757591247559
8,1.787705898284912,2.7491748332977295,1.2025766372680664,1.212207555770874,1.210921049118042,1.1736843585968018,1.2063255310058594,1.2111997604370117,1.2129449844360352,1.2084004878997803,1.207165241241455,1.216613531112671,1.1993472576141357,1.1695771217346191,1.1409029960632324,1.2169806957244873,1.210730791091919
9,1.7834317684173584,2.173551559448242,1.2085022926330566,1.2100746631622314,1.2128350734710693,1.1814074516296387,1.197624683380127,1.1980397701263428,1.2036049365997314,1.1983840465545654,1.208894968032837,1.210374116897583,1.1969146728515625,1.1678886413574219,1.1544363498687744,1.2101449966430664,1.2053205966949463
