Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
0,26.949960708618164,39.082244634628296,38.39803886413574,20.795076847076416,32.05740833282471,20.207855701446533,31.639224767684937,31.412749528884888,31.44438672065735,31.369518756866455,31.568159818649292,31.0820734500885,18.65394687652588,18.013710260391235,17.48089623451233,25.261600732803345,31.44660782814026
1,28.11547040939331,41.09677863121033,39.20868444442749,20.734346389770508,32.09527850151062,20.330502033233643,34.158265829086304,33.88348364830017,33.45166611671448,31.66250228881836,32.477057218551636,33.5469172000885,18.710651636123657,18.421124935150146,17.98911428451538,24.729167222976685,32.381845235824585
2,30.402830362319946,40.47353386878967,38.020901918411255,22.09085988998413,30.47605586051941,21.101835012435913,33.18249440193176,33.497987508773804,33.016722679138184,33.504111528396606,33.59673094749451,33.60873770713806,20.574544191360474,21.963258028030396,18.34620213508606,25.744338989257812,32.49038791656494
3,27.078370571136475,33.45130109786987,36.7339870929718,23.15299105644226,33.07599067687988,22.50759744644165,33.792778730392456,33.65022015571594,32.47007966041565,33.21717047691345,33.47077560424805,31.498262643814087,22.65779733657837,22.821256637573242,19.284153938293457,29.81034803390503,33.560670614242554
4,27.325510025024414,41.69209361076355,42.20399022102356,20.981414079666138,34.9224579334259,20.3537380695343,34.425666093826294,33.64962673187256,33.659337282180786,34.09686779975891,34.33290958404541,33.623408794403076,19.799255847930908,18.493709564208984,17.715829372406006,25.826639652252197,34.46591901779175
5,27.0703341960907,31.828063249588013,30.938946962356567,20.71910524368286,25.47592282295227,20.049602508544922,24.746283054351807,24.650458335876465,24.743556261062622,24.5698139667511,24.98201584815979,24.650800704956055,18.85160541534424,18.35547637939453,17.788454294204712,23.221311807632446,25.30970788002014
6,29.248178243637085,40.042805433273315,39.500014543533325,21.785128593444824,30.076000452041626,21.058258533477783,33.32315182685852,33.21113729476929,33.21981239318848,33.46902275085449,33.4611394405365,33.298418045043945,20.61693811416626,21.18939518928528,18.348976850509644,25.62223219871521,32.808361530303955
7,28.496382474899292,41.410364866256714,42.11031150817871,21.890382528305054,32.396719217300415,20.961582899093628,33.3211145401001,33.35396957397461,33.01002311706543,33.285768270492554,33.40741443634033,33.23760914802551,20.246939182281494,19.762826204299927,17.622952222824097,26.349770545959473,33.49251985549927
8,27.16745662689209,36.11369562149048,29.920424699783325,20.041210412979126,24.982030630111694,20.08769989013672,24.16972041130066,24.477678537368774,24.076263427734375,24.427366018295288,24.16832995414734,24.05732011795044,18.584166765213013,18.26552128791809,17.98889398574829,22.263288736343384,24.185882091522217
9,27.874349355697632,41.559794425964355,42.817036390304565,20.92912483215332,36.787348985672,20.29404091835022,36.045769929885864,35.23548126220703,35.273330211639404,35.82489466667175,36.389044523239136,34.65865516662598,18.74662947654724,18.805503368377686,17.548557996749878,25.68066120147705,36.692530155181885
10,29.08902859687805,34.91153573989868,36.04981541633606,23.049646377563477,31.199320793151855,22.289717197418213,25.49217438697815,25.56295943260193,25.380135536193848,24.97624373435974,26.647664070129395,26.298194646835327,22.433398485183716,21.95491337776184,19.559126615524292,26.822202682495117,29.107344388961792
11,28.146623849868774,41.10064506530762,40.63595271110535,20.57672142982483,32.072608947753906,20.139488458633423,34.2168505191803,34.041977882385254,33.64215326309204,31.821682929992676,32.51092743873596,33.78221869468689,18.586679458618164,18.35929274559021,17.811925888061523,24.6749107837677,32.406601428985596
12,27.588030576705933,41.73861122131348,43.57025504112244,20.919745206832886,34.70266270637512,20.338985204696655,34.04534316062927,33.16441226005554,33.21431589126587,33.79403614997864,34.10177230834961,33.0966911315918,18.683491945266724,18.347387552261353,17.71134877204895,25.874200582504272,34.25132989883423
13,27.987240314483643,40.623265981674194,45.57235765457153,22.37118649482727,34.59089112281799,21.13295006752014,33.907214403152466,33.679577350616455,33.068694829940796,33.57718801498413,34.10158395767212,33.183494567871094,20.301284790039062,19.82587742805481,18.068962574005127,26.238739013671875,34.288535594940186
14,26.910547733306885,33.638636350631714,32.54732060432434,20.185444831848145,26.934308528900146,19.62476944923401,26.836843490600586,26.76929807662964,26.77061700820923,26.783772945404053,26.683651208877563,26.65571904182434,18.376750946044922,17.929230451583862,17.44831609725952,23.157201528549194,27.02643871307373
