Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
0,139,1499,1465,1110,402,445,1189,1008,946,7,1387,432,140,241,733,1498,660,1326,973,1452,124,770,1216,79,1191,1152,1424,796,500,1207,772,227,342,722,562,911,1447,1361,904,974,1353,1068,108,472,1079,1206,843,123,1300,923,379,823,402,745,180,1061,1228,1121,728,163,1104,929,1200,98,137,979,904,1205,831,778,395,986,705,1222,122,1028,603,620,1123,919,1018,843,1280,551,740,1497,1444,542,1009,276,1182,544,1361,1335,1096,495,262,1283,416,587
1,456,829,304,148,1338,838,782,198,1293,1369,59,990,546,1285,1441,434,1093,259,798,447,1081,843,459,1423,364,155,932,927,927,946,910,579,577,402,823,1419,605,1404,730,1476,73,946,1309,476,475,1461,27,190,1202,1187,1458,799,271,43,1491,991,1128,500,350,1469,1461,1073,525,1141,960,763,221,264,1071,1065,1196,386,1077,710,1042,689,485,667,1396,25,472,106,705,705,1398,279,502,1037,1417,118,405,491,984,1370,1187,26,971,465,1047,1269
2,915,1374,471,708,1400,951,275,1202,1135,71,1245,1325,900,865,347,387,1483,962,1165,840,1101,229,49,868,306,596,281,1238,1277,136,29,918,984,1104,1137,850,480,124,554,367,1115,1337,660,939,172,360,253,611,1305,28,803,544,662,692,1480,606,1397,125,999,689,1137,917,155,44,370,1498,1142,1239,725,1041,543,917,1436,1247,1221,686,1072,458,87,658,764,933,757,314,827,615,40,1332,1144,373,216,1014,1480,1465,787,1357,667,1028,927,234
3,659,547,1075,43,912,199,1148,675,1489,900,176,503,637,483,241,62,241,1276,927,202,1018,1462,1453,417,342,954,451,6,1180,208,892,311,1169,286,685,227,1446,1410,366,71,443,951,127,498,1207,1303,1319,1154,1414,862,320,1096,206,391,978,330,384,577,571,263,204,1203,383,168,465,552,138,1480,587,897,845,1353,456,1115,826,225,961,115,1482,338,989,1420,1139,1420,928,1364,490,1268,975,614,217,471,421,356,1224,1099,318,9,749,1135
4,300,1392,1132,78,1321,1279,626,131,618,1355,449,595,1260,1187,1320,727,94,106,587,753,469,942,1030,315,266,590,939,236,1160,1446,809,1175,913,435,71,4,1143,841,345,1274,55,823,850,606,569,1315,912,1415,508,572,855,642,832,366,1295,419,1098,1482,794,425,670,1017,51,765,783,1142,1400,569,607,468,813,2,1488,832,393,1194,941,828,330,814,484,88,93,600,787,629,256,708,97,797,1333,1049,505,22,1134,513,319,1258,17,645
5,1036,54,1135,115,772,895,1371,440,727,546,55,320,1440,250,571,344,1377,958,388,511,889,638,665,1414,162,381,113,208,765,787,375,120,28,107,775,1231,917,1135,535,95,842,109,504,152,200,813,973,20,749,549,1438,747,821,693,1159,393,459,862,417,1155,624,436,33,727,243,992,1055,1333,433,324,1422,791,360,439,1164,703,938,1109,1238,1450,479,1376,97,1094,172,1006,1097,1271,485,248,695,573,887,87,61,1305,1155,997,221,913
6,1142,673,1197,1428,415,224,334,1260,465,1456,1278,1091,688,907,436,575,723,628,1456,610,708,1268,39,224,1464,1082,1372,348,940,952,634,1002,782,1098,720,123,1017,390,1422,1282,626,1082,260,453,184,473,714,1007,129,878,878,976,16,356,748,549,418,601,1276,1454,411,237,934,161,407,1186,1072,398,674,1055,61,514,1173,293,1210,639,83,48,466,604,904,1249,1445,599,1141,1365,1032,617,769,601,1425,1232,721,1019,224,318,685,601,943,738
7,1359,1371,1093,116,381,849,1280,877,1025,1274,919,384,621,1258,577,853,920,1254,1147,700,1262,922,347,1201,834,1436,298,1314,1175,121,1297,751,501,1426,1083,356,875,1341,1209,1157,1292,393,837,1431,744,1046,307,352,144,634,1211,411,648,839,1064,490,473,23,1106,1169,740,845,762,674,375,1428,85,577,1287,278,102,71,1309,812,1328,1026,1257,1384,121,733,491,1208,414,277,167,117,733,1033,1382,669,941,668,1064,233,572,848,605,510,630,264
8,1236,37,1143,541,452,1058,529,282,1128,1221,1409,57,850,928,1149,451,1393,37,227,1443,576,748,1484,892,1354,911,1104,454,255,662,685,899,156,805,1047,1153,659,566,1372,1302,1330,818,179,192,1273,859,661,353,960,933,657,1340,255,362,1359,156,49,737,1466,763,1032,560,1360,121,3,393,1012,15,360,752,195,708,1031,986,831,881,1155,851,1044,1276,502,1033,356,1033,1465,436,1180,17,774,1230,1476,746,696,654,1376,1386,920,1095,85,578
9,240,823,810,696,635,1050,288,1493,594,1136,1221,207,583,503,918,22,361,1114,582,1144,1133,153,237,638,308,710,1373,966,886,178,953,84,642,570,848,145,1021,66,919,1496,1464,456,1308,140,1472,905,1103,343,847,1385,307,658,1212,321,1409,777,278,1282,1125,898,73,1109,737,72,818,1242,1009,377,1099,1337,57,65,1306,1274,500,141,1066,136,1095,28,1382,278,17,1383,736,896,1147,1336,184,453,160,1382,1122,1146,819,335,1441,252,1223,242
10,236,541,123,310,1345,136,338,407,148,613,1092,1387,332,924,56,437,864,161,916,368,206,866,31,453,1043,907,973,944,1341,1347,1001,96,869,452,691,1425,789,609,211,229,1016,360,1223,87,959,985,1146,1444,715,1460,16,403,1320,323,42,1156,432,900,1323,919,1424,207,1247,99,522,924,54,580,466,406,1225,603,1231,1185,662,1048,893,986,1130,826,356,404,1205,763,927,1083,1393,1344,1351,324,1101,327,632,1259,1030,1389,975,1427,667,1198
11,202,968,34,105,581,1489,1239,243,835,916,1192,663,1293,86,501,988,808,917,1088,48,1404,742,950,908,936,18,411,347,143,1381,27,571,494,679,584,343,256,364,502,70,165,709,949,1283,1004,7,51,773,905,528,58,442,1497,1416,282,830,1283,316,534,1164,1142,1176,1320,399,211,1247,1190,163,299,1414,658,1471,837,936,1213,1317,1009,133,1294,610,960,439,1082,835,1317,1340,1344,1047,725,1109,1126,406,1103,1442,1275,618,564,88,156,837
12,932,295,510,40,121,19,139,321,1098,362,1209,1229,1361,151,638,251,509,1049,1065,772,501,74,1064,1206,1378,835,1499,1476,474,192,1123,1197,116,1347,1288,192,968,1446,537,132,7,439,105,1056,1057,1477,631,118,1096,485,277,1396,1280,394,384,201,1265,1491,877,500,998,1412,1079,1418,934,271,119,607,493,143,578,1204,1098,926,421,752,1475,361,860,894,812,619,1291,1216,235,1138,527,898,296,490,1456,1292,406,1216,143,227,909,892,384,1144
13,1447,666,1199,470,1262,368,1140,1104,1213,433,1059,1452,1115,779,348,844,236,791,105,1231,1336,176,742,424,757,42,450,1361,318,338,1452,753,210,671,327,899,952,986,1220,1313,219,174,419,1302,951,821,828,1321,235,57,255,837,1000,146,1415,1161,1277,53,132,941,206,1371,1035,1089,1212,474,998,414,527,1265,391,554,1070,610,885,543,75,1364,1459,16,132,1227,115,559,607,214,1149,1349,575,1146,1342,1368,1029,399,699,713,1184,1334,645,275
14,831,461,16,709,681,248,1068,931,343,288,641,177,1104,1013,382,363,1395,544,1417,969,857,338,595,426,622,122,131,563,1156,699,1172,1443,178,669,1159,418,1273,84,175,109,1350,1146,90,1281,1295,835,1044,1430,1061,1022,1344,1213,82,918,673,859,1414,1441,286,421,867,421,1131,205,1199,1379,452,971,1192,623,1044,1498,472,645,797,1043,942,451,1126,722,885,1078,1048,684,727,1358,1289,1135,117,1441,821,619,975,484,333,906,362,727,1480,1322
