Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
0,5.740295648574829,6.154014587402344,3.9462039470672607,3.921990156173706,3.9233646392822266,3.813436508178711,3.913416624069214,4.003641843795776,3.951145887374878,3.978935956954956,3.9285340309143066,3.93886661529541,3.872596263885498,3.7354772090911865,3.6956851482391357,3.980074405670166,3.9072916507720947
1,5.504695892333984,5.761458158493042,3.8404791355133057,3.7956619262695312,3.8375725746154785,3.668095111846924,3.8310811519622803,3.832792282104492,3.843411684036255,3.8318960666656494,3.8226568698883057,3.8511924743652344,3.737663984298706,3.6526105403900146,3.553705930709839,3.804276704788208,3.8291332721710205
2,5.541570663452148,11.599307298660278,3.8204870223999023,3.760230779647827,3.795682430267334,3.6448168754577637,3.8375914096832275,3.789987802505493,3.788050651550293,3.832819938659668,3.775930404663086,3.7886977195739746,3.71671986579895,3.6297645568847656,3.570436954498291,3.7860124111175537,3.7948272228240967
3,5.800658464431763,8.43984866142273,3.8546106815338135,3.7909746170043945,3.8384573459625244,3.6799416542053223,3.9332499504089355,4.25854229927063,4.091591835021973,4.127837657928467,3.846252679824829,4.09373927116394,3.7377541065216064,3.669666051864624,3.579064130783081,3.8248190879821777,3.836125135421753
4,5.442368984222412,6.236564636230469,3.7747204303741455,3.74281907081604,3.7694478034973145,3.6388542652130127,3.76090145111084,3.7631821632385254,3.7603652477264404,3.7803032398223877,3.7620344161987305,3.7737488746643066,3.6907413005828857,3.6009035110473633,3.5382227897644043,3.766511917114258,3.7584543228149414
5,5.726076126098633,6.1691038608551025,4.04813551902771,3.8936495780944824,3.957329511642456,3.7869808673858643,3.9479057788848877,3.9512665271759033,3.862624406814575,3.951160192489624,3.9051971435546875,3.9680943489074707,3.877741813659668,3.807093381881714,3.648852586746216,3.9620609283447266,3.960791826248169
6,6.03055214881897,8.056808710098267,3.8355484008789062,3.767198324203491,3.833425760269165,3.6595191955566406,3.987399101257324,4.304396629333496,4.222623825073242,4.300567388534546,3.846633195877075,4.23966383934021,3.717287540435791,3.6730546951293945,3.553722620010376,3.804997682571411,3.8339390754699707
7,5.604919910430908,6.1614601612091064,3.9207284450531006,3.870074510574341,3.871572256088257,3.7407491207122803,3.8828485012054443,3.904818296432495,3.8996493816375732,3.882615327835083,3.886472702026367,3.9007160663604736,3.8394336700439453,3.6955909729003906,3.6262669563293457,3.8994407653808594,3.889003276824951
8,5.770873308181763,6.318487882614136,4.04710054397583,3.9781272411346436,4.01122522354126,3.8830642700195312,4.039052963256836,4.020822525024414,4.013934135437012,4.070780277252197,4.015399694442749,4.056664943695068,3.945657253265381,3.8510658740997314,3.809671401977539,4.022778034210205,4.0127387046813965
9,5.550294399261475,6.258460760116577,3.9722628593444824,3.906029462814331,3.9302122592926025,3.8165361881256104,3.9330801963806152,3.9802169799804688,3.9813146591186523,3.996246576309204,3.915208578109741,3.961740016937256,3.91215181350708,3.7432196140289307,3.685817241668701,3.965754747390747,3.9307448863983154
