Simulation,Passive Learning,GSx,GSy,iGS,Uncertainty Sampling,EGAL,EMCM,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
0,10.465959310531616,11.193325519561768,11.431315183639526,12.129420518875122,10.798693656921387,14.43292784690857,10.640233278274536,13.077347993850708,13.08753228187561,12.813408136367798,12.843745470046997,12.867379188537598,12.344476222991943,12.062959909439087,12.00286078453064,17.55418086051941,18.92096519470215
1,9.899494886398315,10.558353662490845,10.896284580230713,11.628666400909424,10.385683298110962,14.568395137786865,10.130678653717041,12.773712396621704,12.552396774291992,12.621356725692749,12.457551002502441,12.482335567474365,12.40362548828125,12.4133460521698,12.427017211914062,54.5387077331543,15.384175539016724
2,10.295231103897095,11.153857707977295,11.532866477966309,11.778417348861694,10.328876256942749,14.796774864196777,10.159780502319336,13.246774196624756,13.220582246780396,13.100963592529297,13.155024528503418,13.277316808700562,13.146485090255737,13.72868537902832,13.658918619155884,18.063260078430176,15.755299091339111
3,9.794303894042969,10.75296688079834,10.876871824264526,11.873924970626831,10.317829370498657,14.569973945617676,10.000949144363403,12.82672667503357,12.738103151321411,12.701243877410889,12.654564619064331,12.879899740219116,12.628259181976318,12.748546361923218,12.625831365585327,52.57257604598999,15.763549089431763
4,10.31148886680603,10.961470365524292,11.28074860572815,11.339319229125977,10.21975827217102,13.18782091140747,10.094048261642456,12.097015619277954,11.949782609939575,11.805973291397095,11.812613487243652,11.938558578491211,11.849339008331299,11.961275100708008,12.475696325302124,16.854573965072632,16.148740530014038
5,9.858617067337036,10.491331815719604,10.817716360092163,11.527385711669922,10.298287630081177,13.923207998275757,10.051947116851807,12.753464937210083,12.544933319091797,12.58224892616272,12.396369457244873,12.461536884307861,12.3708016872406,12.407695770263672,12.420685052871704,55.81568694114685,15.269043207168579
6,9.849960565567017,10.789463758468628,10.931904554367065,11.875930547714233,10.319641351699829,14.56126356124878,10.048902988433838,12.935077667236328,12.752271175384521,12.768357992172241,12.711244344711304,12.90990400314331,12.662334680557251,12.768048524856567,12.66102385520935,52.03425860404968,15.78962516784668
7,9.93568730354309,10.90605616569519,11.045957565307617,12.114788293838501,10.528734683990479,14.597387313842773,10.108815431594849,13.044506788253784,12.732337474822998,12.940088748931885,12.822662830352783,12.95313024520874,12.763266324996948,12.768229961395264,12.725476741790771,50.73847532272339,15.908654928207397
8,9.842511653900146,10.830562353134155,10.951136112213135,11.947190523147583,10.374348640441895,14.568153142929077,10.037638902664185,12.951866388320923,12.737228870391846,12.77412486076355,12.71626091003418,12.932645797729492,12.665961742401123,12.73569130897522,12.661212682723999,51.90728735923767,15.901273488998413
9,10.323868036270142,11.264366626739502,11.724738359451294,13.204963207244873,10.949621677398682,17.187060356140137,10.656824827194214,15.611289501190186,15.392685651779175,15.283837080001831,15.261424779891968,15.359443187713623,15.279381513595581,15.160085678100586,15.266068935394287,21.57777500152588,16.209035634994507
