Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[2.0],[18.0],[149.0],[249.0],[105.0],[4.0],[4.0],[206.0],[35.0],[249.0],[94.0],[199.0],[11.0],[11.0],[105.0],[89.0],[4.0],[35.0],[234.0],[171.0],[9.0],[250.0],[89.0],[227.0],[53.0]
1,[42.0],[239.0],[78.0],[248.0],[197.0],[108.0],[233.0],[17.0],[224.0],[250.0],[222.0],[249.0],[105.0],[205.0],[53.0],[140.0],[94.0],[105.0],[53.0],[105.0],[79.0],[124.0],[135.0],[239.0],[35.0]
2,[205.0],[111.0],[65.0],[22.0],[76.0],[105.0],[105.0],[18.0],[205.0],[107.0],[54.0],[1.0],[16.0],[53.0],[111.0],[205.0],[15.0],[144.0],[105.0],[2.0],[162.0],[205.0],[155.0],[204.0],[125.0]
3,[53.0],[205.0],[28.0],[205.0],[205.0],[144.0],[249.0],[205.0],[8.0],[4.0],[8.0],[53.0],[53.0],[249.0],[249.0],[3.0],[20.0],[78.0],[233.0],[205.0],[233.0],[105.0],[4.0],[205.0],[205.0]
4,[35.0],[58.0],[53.0],[105.0],[53.0],[137.0],[2.0],[204.0],[249.0],[83.0],[205.0],[130.0],[32.0],[95.0],[185.0],[83.0],[58.0],[42.0],[239.0],[199.0],[94.0],[111.0],[78.0],[250.0],[8.0]
5,[248.0],[157.0],[105.0],[204.0],[235.0],[53.0],[205.0],[53.0],[162.0],[104.0],[4.0],[205.0],[125.0],[155.0],[78.0],[125.0],[105.0],[205.0],[250.0],[58.0],[205.0],[108.0],[105.0],[162.0],[39.0]
6,[4.0],[250.0],[250.0],[53.0],[149.0],[205.0],[89.0],[4.0],[105.0],[16.0],[32.0],[104.0],[4.0],[42.0],[205.0],[199.0],[53.0],[249.0],[217.0],[193.0],[58.0],[239.0],[199.0],[8.0],[249.0]
7,[206.0],[128.0],[35.0],[32.0],[32.0],[15.0],[137.0],[108.0],[111.0],[205.0],[53.0],[125.0],[205.0],[21.0],[107.0],[105.0],[32.0],[50.0],[246.0],[32.0],[108.0],[145.0],[148.0],[233.0],[4.0]
8,[217.0],[140.0],[32.0],[224.0],[159.0],[21.0],[248.0],[105.0],[246.0],[105.0],[35.0],[105.0],[120.0],[83.0],[250.0],[35.0],[222.0],[32.0],[210.0],[53.0],[117.0],[83.0],[162.0],[171.0],[105.0]
9,[158.0],[147.0],[11.0],[18.0],[2.0],[117.0],[58.0],[67.0],[220.0],[21.0],[244.0],[83.0],[144.0],[202.0],[160.0],[58.0],[155.0],[53.0],[205.0],[233.0],[97.0],[117.0],[205.0],[249.0],[137.0]
10,[152.0],[56.0],[18.0],[29.0],[95.0],[35.0],[125.0],[42.0],[95.0],[158.0],[69.0],[150.0],[249.0],[250.0],[162.0],[185.0],[185.0],[56.0],[32.0],[20.0],[193.0],[61.0],[125.0],[4.0],[184.0]
11,[8.0],[247.0],[74.0],[54.0],[21.0],[58.0],[77.0],[249.0],[53.0],[106.0],[147.0],[117.0],[202.0],[158.0],[104.0],[104.0],[84.0],[89.0],[83.0],[95.0],[105.0],[118.0],[185.0],[105.0],[163.0]
12,[67.0],[199.0],[144.0],[4.0],[35.0],[6.0],[158.0],[199.0],[65.0],[140.0],[103.0],[9.0],[234.0],[104.0],[143.0],[250.0],[114.0],[199.0],[87.0],[152.0],[8.0],[222.0],[238.0],[27.0],[251.0]
13,[101.0],[11.0],[205.0],[65.0],[162.0],[250.0],[32.0],[224.0],[158.0],[87.0],[185.0],[232.0],[2.0],[204.0],[128.0],[238.0],[35.0],[250.0],[104.0],[222.0],[109.0],[53.0],[204.0],[124.0],[158.0]
14,[105.0],[83.0],[211.0],[50.0],[241.0],[50.0],[109.0],[162.0],[32.0],[53.0],[152.0],[39.0],[58.0],[162.0],[158.0],[2.0],[39.0],[5.0],[162.0],[158.0],[234.0],[94.0],[53.0],[167.0],[230.0]
15,[139.0],[35.0],[76.0],[95.0],[233.0],[32.0],[28.0],[166.0],[58.0],[204.0],[111.0],[56.0],[250.0],[198.0],[87.0],[53.0],[111.0],[202.0],[204.0],[54.0],[156.0],[234.0],[158.0],[2.0],[104.0]
16,[76.0],[105.0],[224.0],[104.0],[108.0],[162.0],[144.0],[251.0],[27.0],[224.0],[67.0],[108.0],[227.0],[32.0],[93.0],[158.0],[133.0],[158.0],[11.0],[224.0],[69.0],[128.0],[42.0],[152.0],[162.0]
17,[20.0],[74.0],[4.0],[76.0],[184.0],[234.0],[230.0],[8.0],[128.0],[234.0],[250.0],[136.0],[81.0],[152.0],[204.0],[137.0],[250.0],[26.0],[99.0],[13.0],[53.0],[249.0],[202.0],[77.0],[18.0]
18,[16.0],[162.0],[21.0],[107.0],[70.0],[18.0],[27.0],[28.0],[250.0],[39.0],[224.0],[4.0],[224.0],[108.0],[67.0],[18.0],[205.0],[2.0],[4.0],[57.0],[35.0],[18.0],[37.0],[53.0],[95.0]
19,[118.0],[227.0],[83.0],[188.0],[158.0],[9.0],[215.0],[71.0],[222.0],[32.0],[118.0],[6.0],[162.0],[8.0],[244.0],[32.0],[161.0],[246.0],[8.0],[4.0],[18.0],[131.0],[130.0],[111.0],[58.0]
20,[244.0],[158.0],[162.0],[158.0],[249.0],[233.0],[71.0],[169.0],[234.0],[150.0],[128.0],[8.0],[157.0],[73.0],[18.0],[234.0],[158.0],[18.0],[76.0],[24.0],[118.0],[58.0],[8.0],[99.0],[65.0]
21,[104.0],[8.0],[150.0],[111.0],[104.0],[199.0],[193.0],[154.0],[18.0],[9.0],[158.0],[193.0],[87.0],[139.0],[83.0],[227.0],[65.0],[83.0],[139.0],[202.0],[54.0],[185.0],[234.0],[87.0],[89.0]
22,[15.0],[126.0],[227.0],[240.0],[64.0],[202.0],[227.0],[99.0],[2.0],[175.0],[165.0],[87.0],[149.0],[67.0],[28.0],[154.0],[112.0],[125.0],[70.0],[175.0],[198.0],[8.0],[83.0],[9.0],[202.0]
23,[31.0],[4.0],[202.0],[233.0],[97.0],[89.0],[130.0],[222.0],[31.0],[218.0],[31.0],[58.0],[65.0],[244.0],[8.0],[214.0],[7.0],[95.0],[124.0],[249.0],[27.0],[4.0],[137.0],[93.0],[70.0]
24,[97.0],[27.0],[100.0],[162.0],[247.0],[197.0],[247.0],[158.0],[104.0],[89.0],[124.0],[213.0],[67.0],[105.0],[4.0],[177.0],[21.0],[137.0],[118.0],[198.0],[59.0],[95.0],[32.0],[50.0],[54.0]
25,[65.0],[39.0],[163.0],[244.0],[202.0],[213.0],[76.0],[246.0],[109.0],[118.0],[70.0],[35.0],[15.0],[18.0],[169.0],[247.0],[227.0],[76.0],[58.0],[155.0],[4.0],[39.0],[249.0],[242.0],[227.0]
26,[32.0],[78.0],[234.0],[214.0],[15.0],[104.0],[145.0],[107.0],[101.0],[58.0],[7.0],[18.0],[247.0],[226.0],[95.0],[39.0],[109.0],[167.0],[18.0],[59.0],[101.0],[206.0],[59.0],[58.0],[6.0]
27,[147.0],[32.0],[61.0],[126.0],[185.0],[246.0],[39.0],[37.0],[145.0],[103.0],[14.0],[95.0],[137.0],[28.0],[56.0],[78.0],[73.0],[12.0],[117.0],[227.0],[95.0],[78.0],[108.0],[54.0],[69.0]
28,[27.0],[89.0],[198.0],[79.0],[122.0],[207.0],[239.0],[15.0],[107.0],[206.0],[101.0],[158.0],[185.0],[101.0],[89.0],[155.0],[169.0],[234.0],[63.0],[109.0],[206.0],[27.0],[246.0],[37.0],[32.0]
29,[246.0],[117.0],[249.0],[175.0],[204.0],[240.0],[157.0],[95.0],[21.0],[78.0],[233.0],[78.0],[158.0],[111.0],[234.0],[54.0],[62.0],[217.0],[206.0],[221.0],[175.0],[62.0],[54.0],[18.0],[246.0]
30,[233.0],[54.0],[158.0],[2.0],[50.0],[158.0],[185.0],[54.0],[118.0],[185.0],[71.0],[27.0],[196.0],[118.0],[32.0],[249.0],[247.0],[157.0],[108.0],[6.0],[158.0],[35.0],[18.0],[158.0],[140.0]
31,[79.0],[6.0],[155.0],[103.0],[109.0],[54.0],[100.0],[234.0],[221.0],[27.0],[61.0],[239.0],[54.0],[150.0],[16.0],[146.0],[202.0],[39.0],[39.0],[82.0],[99.0],[16.0],[197.0],[104.0],[67.0]
32,[165.0],[249.0],[67.0],[196.0],[248.0],[155.0],[15.0],[230.0],[202.0],[61.0],[27.0],[246.0],[12.0],[78.0],[184.0],[152.0],[224.0],[67.0],[225.0],[9.0],[32.0],[32.0],[251.0],[15.0],[234.0]
33,[108.0],[16.0],[16.0],[246.0],[12.0],[196.0],[234.0],[44.0],[185.0],[221.0],[95.0],[140.0],[21.0],[234.0],[54.0],[239.0],[121.0],[227.0],[67.0],[125.0],[235.0],[202.0],[70.0],[117.0],[185.0]
