Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[66.0],[116.0],[220.0],[108.0],[112.0],[234.0],[222.0],[76.0],[215.0],[35.0],[42.0],[76.0],[224.0],[237.0],[11.0],[249.0],[5.0],[215.0],[17.0],[9.0],[20.0],[11.0],[249.0],[219.0],[193.0]
1,[74.0],[250.0],[112.0],[228.0],[9.0],[32.0],[109.0],[8.0],[35.0],[249.0],[179.0],[118.0],[249.0],[249.0],[146.0],[187.0],[32.0],[35.0],[244.0],[211.0],[250.0],[5.0],[15.0],[3.0],[186.0]
2,[47.0],[124.0],[78.0],[191.0],[233.0],[76.0],[8.0],[196.0],[249.0],[206.0],[186.0],[11.0],[128.0],[59.0],[108.0],[146.0],[10.0],[249.0],[239.0],[154.0],[97.0],[108.0],[140.0],[8.0],[38.0]
3,[23.0],[78.0],[108.0],[60.0],[87.0],[117.0],[125.0],[10.0],[41.0],[234.0],[151.0],[108.0],[37.0],[227.0],[244.0],[65.0],[9.0],[17.0],[240.0],[200.0],[89.0],[165.0],[31.0],[98.0],[245.0]
4,[50.0],[153.0],[234.0],[9.0],[125.0],[9.0],[10.0],[88.0],[73.0],[133.0],[34.0],[220.0],[12.0],[84.0],[19.0],[84.0],[108.0],[73.0],[4.0],[125.0],[8.0],[17.0],[3.0],[9.0],[40.0]
5,[233.0],[8.0],[184.0],[151.0],[166.0],[96.0],[200.0],[112.0],[244.0],[230.0],[174.0],[159.0],[8.0],[77.0],[165.0],[218.0],[188.0],[242.0],[9.0],[11.0],[11.0],[146.0],[18.0],[151.0],[84.0]
6,[209.0],[3.0],[178.0],[179.0],[131.0],[118.0],[34.0],[154.0],[43.0],[15.0],[221.0],[74.0],[13.0],[235.0],[62.0],[95.0],[137.0],[104.0],[18.0],[118.0],[146.0],[13.0],[185.0],[18.0],[83.0]
7,[52.0],[9.0],[126.0],[34.0],[18.0],[220.0],[151.0],[67.0],[38.0],[41.0],[177.0],[47.0],[108.0],[100.0],[13.0],[33.0],[79.0],[241.0],[83.0],[184.0],[108.0],[126.0],[11.0],[40.0],[151.0]
8,[210.0],[194.0],[101.0],[186.0],[35.0],[162.0],[177.0],[144.0],[95.0],[87.0],[52.0],[9.0],[21.0],[58.0],[107.0],[34.0],[4.0],[59.0],[20.0],[191.0],[95.0],[125.0],[96.0],[34.0],[130.0]
9,[67.0],[143.0],[142.0],[243.0],[41.0],[21.0],[251.0],[0.0],[13.0],[8.0],[74.0],[216.0],[57.0],[117.0],[151.0],[167.0],[118.0],[21.0],[146.0],[108.0],[19.0],[78.0],[162.0],[11.0],[168.0]
10,[190.0],[89.0],[96.0],[33.0],[246.0],[95.0],[33.0],[222.0],[151.0],[119.0],[208.0],[178.0],[239.0],[114.0],[106.0],[38.0],[12.0],[84.0],[157.0],[18.0],[33.0],[151.0],[118.0],[5.0],[204.0]
11,[22.0],[152.0],[11.0],[193.0],[58.0],[103.0],[95.0],[86.0],[241.0],[9.0],[71.0],[50.0],[95.0],[214.0],[233.0],[36.0],[157.0],[40.0],[80.0],[5.0],[151.0],[179.0],[159.0],[191.0],[105.0]
12,[78.0],[31.0],[118.0],[168.0],[55.0],[151.0],[248.0],[232.0],[202.0],[108.0],[219.0],[26.0],[238.0],[78.0],[222.0],[2.0],[154.0],[41.0],[85.0],[151.0],[38.0],[40.0],[220.0],[95.0],[174.0]
13,[72.0],[176.0],[12.0],[221.0],[15.0],[60.0],[43.0],[108.0],[58.0],[18.0],[76.0],[240.0],[0.0],[126.0],[147.0],[152.0],[11.0],[146.0],[245.0],[34.0],[85.0],[60.0],[101.0],[193.0],[247.0]
14,[182.0],[50.0],[18.0],[97.0],[249.0],[147.0],[107.0],[234.0],[221.0],[124.0],[97.0],[247.0],[59.0],[167.0],[178.0],[50.0],[70.0],[132.0],[159.0],[225.0],[193.0],[21.0],[130.0],[60.0],[219.0]
15,[214.0],[183.0],[70.0],[157.0],[62.0],[246.0],[182.0],[23.0],[40.0],[127.0],[234.0],[160.0],[151.0],[151.0],[220.0],[22.0],[203.0],[154.0],[112.0],[95.0],[34.0],[220.0],[126.0],[186.0],[233.0]
16,[71.0],[144.0],[211.0],[12.0],[250.0],[17.0],[18.0],[152.0],[28.0],[140.0],[232.0],[73.0],[18.0],[38.0],[229.0],[233.0],[125.0],[167.0],[70.0],[179.0],[86.0],[127.0],[21.0],[165.0],[234.0]
17,[230.0],[138.0],[247.0],[131.0],[173.0],[101.0],[202.0],[153.0],[166.0],[11.0],[80.0],[109.0],[234.0],[34.0],[224.0],[217.0],[184.0],[33.0],[6.0],[42.0],[219.0],[95.0],[246.0],[179.0],[79.0]
18,[68.0],[232.0],[157.0],[149.0],[38.0],[35.0],[62.0],[81.0],[206.0],[181.0],[87.0],[126.0],[221.0],[179.0],[250.0],[235.0],[168.0],[58.0],[164.0],[193.0],[6.0],[38.0],[40.0],[41.0],[197.0]
19,[76.0],[108.0],[226.0],[11.0],[108.0],[40.0],[239.0],[24.0],[133.0],[225.0],[38.0],[151.0],[233.0],[40.0],[192.0],[209.0],[246.0],[147.0],[79.0],[251.0],[2.0],[101.0],[151.0],[180.0],[45.0]
20,[45.0],[122.0],[240.0],[146.0],[167.0],[249.0],[147.0],[136.0],[230.0],[5.0],[81.0],[101.0],[164.0],[191.0],[239.0],[250.0],[57.0],[38.0],[199.0],[149.0],[105.0],[191.0],[112.0],[37.0],[27.0]
21,[219.0],[149.0],[6.0],[95.0],[59.0],[191.0],[167.0],[50.0],[127.0],[221.0],[27.0],[234.0],[55.0],[186.0],[59.0],[222.0],[151.0],[78.0],[86.0],[157.0],[30.0],[186.0],[38.0],[85.0],[85.0]
22,[25.0],[2.0],[85.0],[154.0],[147.0],[177.0],[37.0],[29.0],[15.0],[191.0],[86.0],[40.0],[81.0],[243.0],[213.0],[130.0],[41.0],[107.0],[235.0],[249.0],[3.0],[174.0],[149.0],[110.0],[249.0]
23,[155.0],[38.0],[30.0],[96.0],[234.0],[243.0],[179.0],[219.0],[239.0],[149.0],[24.0],[34.0],[86.0],[174.0],[21.0],[198.0],[164.0],[191.0],[78.0],[202.0],[183.0],[221.0],[248.0],[146.0],[42.0]
24,[145.0],[177.0],[75.0],[122.0],[177.0],[167.0],[186.0],[9.0],[233.0],[158.0],[243.0],[174.0],[2.0],[221.0],[65.0],[10.0],[178.0],[179.0],[154.0],[174.0],[153.0],[134.0],[95.0],[97.0],[177.0]
25,[163.0],[7.0],[245.0],[18.0],[243.0],[34.0],[40.0],[145.0],[243.0],[166.0],[115.0],[103.0],[97.0],[233.0],[37.0],[144.0],[96.0],[193.0],[11.0],[101.0],[107.0],[50.0],[60.0],[149.0],[67.0]
26,[32.0],[179.0],[116.0],[220.0],[13.0],[179.0],[224.0],[18.0],[27.0],[151.0],[163.0],[179.0],[152.0],[33.0],[20.0],[119.0],[220.0],[151.0],[193.0],[60.0],[80.0],[228.0],[17.0],[133.0],[229.0]
27,[143.0],[201.0],[212.0],[70.0],[151.0],[250.0],[83.0],[194.0],[182.0],[34.0],[1.0],[221.0],[50.0],[57.0],[55.0],[105.0],[162.0],[186.0],[30.0],[12.0],[77.0],[193.0],[250.0],[228.0],[90.0]
28,[2.0],[209.0],[117.0],[222.0],[180.0],[221.0],[112.0],[122.0],[235.0],[95.0],[10.0],[191.0],[3.0],[234.0],[36.0],[118.0],[159.0],[149.0],[95.0],[85.0],[174.0],[144.0],[191.0],[86.0],[97.0]
29,[194.0],[222.0],[97.0],[125.0],[95.0],[112.0],[84.0],[85.0],[71.0],[193.0],[9.0],[95.0],[48.0],[246.0],[130.0],[9.0],[194.0],[243.0],[221.0],[110.0],[165.0],[202.0],[179.0],[125.0],[86.0]
30,[109.0],[136.0],[162.0],[212.0],[34.0],[4.0],[204.0],[228.0],[176.0],[204.0],[108.0],[35.0],[222.0],[250.0],[83.0],[108.0],[155.0],[221.0],[250.0],[87.0],[87.0],[96.0],[34.0],[226.0],[77.0]
31,[196.0],[0.0],[156.0],[169.0],[107.0],[38.0],[60.0],[3.0],[123.0],[211.0],[193.0],[42.0],[29.0],[239.0],[234.0],[197.0],[202.0],[168.0],[212.0],[212.0],[78.0],[109.0],[174.0],[229.0],[87.0]
32,[201.0],[95.0],[21.0],[230.0],[202.0],[159.0],[77.0],[45.0],[87.0],[2.0],[30.0],[249.0],[133.0],[162.0],[39.0],[97.0],[132.0],[211.0],[5.0],[120.0],[179.0],[184.0],[156.0],[56.0],[70.0]
33,[107.0],[60.0],[40.0],[142.0],[224.0],[37.0],[57.0],[21.0],[81.0],[44.0],[185.0],[177.0],[250.0],[12.0],[245.0],[67.0],[121.0],[36.0],[65.0],[117.0],[211.0],[131.0],[103.0],[221.0],[220.0]
34,[185.0],[180.0],[151.0],[15.0],[83.0],[12.0],[191.0],[224.0],[31.0],[239.0],[40.0],[211.0],[156.0],[112.0],[112.0],[179.0],[148.0],[204.0],[207.0],[124.0],[168.0],[230.0],[193.0],[63.0],[195.0]
35,[31.0],[163.0],[154.0],[105.0],[65.0],[122.0],[38.0],[239.0],[2.0],[178.0],[144.0],[204.0],[153.0],[205.0],[139.0],[151.0],[50.0],[174.0],[211.0],[112.0],[7.0],[34.0],[243.0],[2.0],[108.0]
36,[152.0],[105.0],[221.0],[87.0],[162.0],[193.0],[193.0],[107.0],[3.0],[26.0],[67.0],[12.0],[9.0],[37.0],[40.0],[60.0],[0.0],[233.0],[60.0],[81.0],[130.0],[8.0],[57.0],[105.0],[133.0]
37,[222.0],[88.0],[149.0],[103.0],[37.0],[169.0],[168.0],[242.0],[32.0],[117.0],[2.0],[87.0],[219.0],[193.0],[17.0],[40.0],[101.0],[42.0],[132.0],[247.0],[81.0],[45.0],[147.0],[202.0],[30.0]
38,[81.0],[45.0],[179.0],[10.0],[104.0],[173.0],[118.0],[221.0],[153.0],[153.0],[148.0],[226.0],[147.0],[192.0],[34.0],[191.0],[119.0],[234.0],[77.0],[86.0],[156.0],[18.0],[222.0],[171.0],[162.0]
39,[87.0],[123.0],[60.0],[6.0],[11.0],[204.0],[59.0],[77.0],[155.0],[125.0],[0.0],[18.0],[38.0],[14.0],[211.0],[211.0],[45.0],[65.0],[220.0],[240.0],[238.0],[76.0],[37.0],[73.0],[112.0]
40,[124.0],[81.0],[246.0],[180.0],[6.0],[186.0],[11.0],[215.0],[224.0],[115.0],[152.0],[173.0],[181.0],[177.0],[95.0],[221.0],[223.0],[85.0],[234.0],[94.0],[41.0],[122.0],[70.0],[49.0],[166.0]
41,[97.0],[219.0],[13.0],[229.0],[103.0],[174.0],[5.0],[40.0],[234.0],[97.0],[246.0],[60.0],[44.0],[220.0],[193.0],[174.0],[74.0],[177.0],[229.0],[219.0],[40.0],[6.0],[87.0],[240.0],[185.0]
42,[86.0],[155.0],[229.0],[41.0],[221.0],[8.0],[157.0],[35.0],[55.0],[27.0],[85.0],[21.0],[27.0],[229.0],[164.0],[243.0],[247.0],[250.0],[118.0],[205.0],[191.0],[157.0],[238.0],[181.0],[95.0]
43,[123.0],[24.0],[57.0],[202.0],[192.0],[11.0],[96.0],[193.0],[65.0],[220.0],[230.0],[246.0],[225.0],[225.0],[97.0],[186.0],[176.0],[86.0],[195.0],[186.0],[186.0],[2.0],[197.0],[225.0],[251.0]
44,[183.0],[27.0],[4.0],[177.0],[5.0],[108.0],[128.0],[204.0],[120.0],[118.0],[44.0],[70.0],[49.0],[74.0],[77.0],[99.0],[183.0],[37.0],[105.0],[221.0],[129.0],[222.0],[247.0],[247.0],[246.0]
45,[115.0],[146.0],[248.0],[211.0],[20.0],[18.0],[101.0],[249.0],[107.0],[177.0],[168.0],[157.0],[65.0],[230.0],[162.0],[103.0],[230.0],[166.0],[162.0],[40.0],[177.0],[229.0],[12.0],[44.0],[248.0]
46,[130.0],[145.0],[95.0],[62.0],[204.0],[168.0],[6.0],[41.0],[119.0],[224.0],[88.0],[96.0],[34.0],[133.0],[186.0],[122.0],[158.0],[112.0],[89.0],[107.0],[243.0],[102.0],[169.0],[30.0],[156.0]
47,[105.0],[40.0],[239.0],[38.0],[85.0],[5.0],[120.0],[38.0],[59.0],[112.0],[89.0],[245.0],[1.0],[27.0],[135.0],[11.0],[138.0],[224.0],[84.0],[130.0],[199.0],[185.0],[239.0],[215.0],[37.0]
48,[69.0],[193.0],[37.0],[107.0],[86.0],[203.0],[220.0],[58.0],[236.0],[82.0],[123.0],[197.0],[120.0],[168.0],[104.0],[220.0],[201.0],[77.0],[126.0],[213.0],[122.0],[173.0],[108.0],[35.0],[147.0]
49,[176.0],[30.0],[120.0],[5.0],[109.0],[155.0],[171.0],[191.0],[37.0],[205.0],[146.0],[133.0],[117.0],[175.0],[43.0],[162.0],[22.0],[246.0],[236.0],[62.0],[202.0],[219.0],[177.0],[243.0],[21.0]
50,[65.0],[117.0],[250.0],[40.0],[14.0],[30.0],[247.0],[167.0],[112.0],[55.0],[41.0],[230.0],[112.0],[208.0],[207.0],[178.0],[68.0],[83.0],[166.0],[250.0],[106.0],[30.0],[226.0],[249.0],[62.0]
51,[37.0],[148.0],[38.0],[13.0],[205.0],[119.0],[2.0],[147.0],[162.0],[107.0],[149.0],[150.0],[17.0],[115.0],[188.0],[81.0],[185.0],[133.0],[12.0],[239.0],[221.0],[243.0],[2.0],[204.0],[250.0]
52,[162.0],[18.0],[191.0],[144.0],[133.0],[224.0],[240.0],[95.0],[18.0],[248.0],[60.0],[124.0],[229.0],[8.0],[33.0],[148.0],[110.0],[117.0],[156.0],[38.0],[18.0],[105.0],[5.0],[211.0],[213.0]
53,[5.0],[240.0],[186.0],[106.0],[27.0],[57.0],[73.0],[59.0],[84.0],[250.0],[3.0],[146.0],[103.0],[10.0],[38.0],[240.0],[130.0],[14.0],[37.0],[82.0],[27.0],[156.0],[9.0],[38.0],[4.0]
54,[18.0],[47.0],[34.0],[162.0],[219.0],[120.0],[28.0],[151.0],[20.0],[65.0],[7.0],[147.0],[54.0],[3.0],[167.0],[101.0],[208.0],[230.0],[40.0],[96.0],[84.0],[197.0],[160.0],[28.0],[154.0]
55,[206.0],[22.0],[5.0],[30.0],[229.0],[100.0],[1.0],[211.0],[250.0],[60.0],[145.0],[98.0],[107.0],[88.0],[235.0],[87.0],[86.0],[228.0],[96.0],[227.0],[124.0],[106.0],[167.0],[27.0],[202.0]
56,[234.0],[212.0],[193.0],[239.0],[77.0],[94.0],[181.0],[250.0],[205.0],[37.0],[153.0],[163.0],[85.0],[122.0],[236.0],[153.0],[2.0],[95.0],[116.0],[132.0],[245.0],[211.0],[181.0],[17.0],[36.0]
57,[195.0],[85.0],[243.0],[65.0],[21.0],[64.0],[29.0],[65.0],[177.0],[17.0],[171.0],[188.0],[127.0],[203.0],[159.0],[96.0],[209.0],[81.0],[178.0],[162.0],[239.0],[169.0],[240.0],[62.0],[18.0]
58,[126.0],[199.0],[159.0],[61.0],[36.0],[70.0],[49.0],[243.0],[33.0],[80.0],[225.0],[184.0],[138.0],[118.0],[60.0],[238.0],[30.0],[219.0],[125.0],[177.0],[147.0],[163.0],[225.0],[183.0],[17.0]
59,[133.0],[86.0],[125.0],[224.0],[74.0],[192.0],[225.0],[37.0],[125.0],[83.0],[181.0],[208.0],[45.0],[184.0],[202.0],[193.0],[105.0],[55.0],[167.0],[178.0],[195.0],[224.0],[49.0],[93.0],[14.0]
60,[27.0],[76.0],[168.0],[55.0],[199.0],[83.0],[94.0],[237.0],[97.0],[84.0],[49.0],[85.0],[150.0],[30.0],[31.0],[86.0],[6.0],[27.0],[218.0],[59.0],[17.0],[234.0],[44.0],[224.0],[225.0]
61,[224.0],[160.0],[188.0],[20.0],[154.0],[14.0],[0.0],[104.0],[117.0],[162.0],[26.0],[30.0],[119.0],[157.0],[2.0],[116.0],[229.0],[2.0],[108.0],[70.0],[157.0],[83.0],[1.0],[100.0],[34.0]
62,[239.0],[203.0],[224.0],[83.0],[106.0],[55.0],[246.0],[241.0],[44.0],[229.0],[73.0],[199.0],[183.0],[96.0],[152.0],[219.0],[234.0],[222.0],[87.0],[17.0],[159.0],[55.0],[20.0],[83.0],[60.0]
63,[112.0],[102.0],[59.0],[112.0],[97.0],[238.0],[55.0],[87.0],[160.0],[46.0],[50.0],[154.0],[142.0],[178.0],[27.0],[168.0],[145.0],[98.0],[233.0],[116.0],[162.0],[112.0],[224.0],[59.0],[227.0]
64,[125.0],[200.0],[100.0],[59.0],[30.0],[142.0],[162.0],[220.0],[211.0],[240.0],[240.0],[81.0],[179.0],[119.0],[160.0],[126.0],[29.0],[226.0],[151.0],[228.0],[112.0],[239.0],[107.0],[112.0],[9.0]
65,[248.0],[12.0],[83.0],[192.0],[81.0],[226.0],[124.0],[174.0],[103.0],[21.0],[175.0],[117.0],[186.0],[11.0],[0.0],[12.0],[3.0],[240.0],[13.0],[99.0],[233.0],[65.0],[229.0],[77.0],[118.0]
66,[60.0],[71.0],[17.0],[195.0],[203.0],[200.0],[44.0],[226.0],[69.0],[147.0],[22.0],[27.0],[191.0],[5.0],[163.0],[203.0],[136.0],[199.0],[179.0],[220.0],[229.0],[235.0],[83.0],[250.0],[203.0]
67,[251.0],[230.0],[55.0],[81.0],[200.0],[33.0],[17.0],[5.0],[222.0],[243.0],[46.0],[86.0],[174.0],[101.0],[30.0],[18.0],[115.0],[60.0],[38.0],[199.0],[222.0],[147.0],[59.0],[117.0],[200.0]
68,[250.0],[41.0],[81.0],[74.0],[2.0],[227.0],[184.0],[177.0],[150.0],[105.0],[28.0],[219.0],[193.0],[150.0],[153.0],[70.0],[65.0],[94.0],[191.0],[102.0],[15.0],[37.0],[33.0],[177.0],[2.0]
69,[205.0],[43.0],[86.0],[240.0],[222.0],[229.0],[50.0],[162.0],[46.0],[156.0],[94.0],[5.0],[177.0],[127.0],[101.0],[184.0],[33.0],[30.0],[34.0],[161.0],[65.0],[192.0],[234.0],[104.0],[240.0]
70,[17.0],[65.0],[27.0],[86.0],[153.0],[77.0],[116.0],[83.0],[158.0],[59.0],[203.0],[229.0],[162.0],[153.0],[12.0],[157.0],[34.0],[203.0],[186.0],[80.0],[127.0],[9.0],[100.0],[55.0],[199.0]
71,[20.0],[34.0],[2.0],[219.0],[176.0],[130.0],[178.0],[168.0],[219.0],[103.0],[200.0],[33.0],[98.0],[107.0],[247.0],[89.0],[239.0],[118.0],[174.0],[83.0],[200.0],[205.0],[157.0],[237.0],[94.0]
72,[40.0],[167.0],[222.0],[102.0],[94.0],[43.0],[85.0],[229.0],[12.0],[126.0],[116.0],[2.0],[5.0],[60.0],[183.0],[45.0],[224.0],[200.0],[243.0],[229.0],[152.0],[246.0],[178.0],[241.0],[228.0]
73,[186.0],[147.0],[77.0],[37.0],[240.0],[157.0],[30.0],[195.0],[228.0],[85.0],[228.0],[222.0],[46.0],[194.0],[173.0],[177.0],[192.0],[9.0],[33.0],[195.0],[198.0],[14.0],[134.0],[162.0],[12.0]
74,[14.0],[17.0],[98.0],[250.0],[184.0],[140.0],[70.0],[55.0],[85.0],[12.0],[212.0],[153.0],[14.0],[155.0],[18.0],[159.0],[59.0],[157.0],[246.0],[20.0],[197.0],[118.0],[183.0],[192.0],[102.0]
75,[215.0],[107.0],[94.0],[178.0],[98.0],[2.0],[138.0],[192.0],[147.0],[79.0],[238.0],[232.0],[185.0],[95.0],[194.0],[200.0],[227.0],[18.0],[103.0],[103.0],[21.0],[36.0],[105.0],[153.0],[222.0]
76,[41.0],[191.0],[148.0],[233.0],[148.0],[31.0],[105.0],[233.0],[192.0],[20.0],[18.0],[116.0],[73.0],[211.0],[155.0],[225.0],[100.0],[96.0],[224.0],[234.0],[37.0],[107.0],[119.0],[21.0],[1.0]
77,[193.0],[186.0],[171.0],[14.0],[1.0],[240.0],[209.0],[238.0],[21.0],[77.0],[113.0],[80.0],[60.0],[22.0],[132.0],[30.0],[205.0],[116.0],[99.0],[238.0],[178.0],[195.0],[221.0],[168.0],[171.0]
78,[38.0],[221.0],[26.0],[227.0],[116.0],[197.0],[81.0],[97.0],[9.0],[36.0],[29.0],[83.0],[243.0],[43.0],[185.0],[85.0],[20.0],[11.0],[192.0],[159.0],[9.0],[188.0],[85.0],[65.0],[28.0]
79,[241.0],[228.0],[73.0],[100.0],[232.0],[222.0],[86.0],[206.0],[17.0],[30.0],[137.0],[186.0],[205.0],[120.0],[122.0],[76.0],[78.0],[184.0],[59.0],[77.0],[29.0],[77.0],[30.0],[205.0],[73.0]
80,[35.0],[243.0],[143.0],[174.0],[32.0],[239.0],[219.0],[99.0],[220.0],[144.0],[202.0],[195.0],[33.0],[103.0],[50.0],[245.0],[219.0],[178.0],[100.0],[166.0],[216.0],[44.0],[27.0],[154.0],[181.0]
81,[191.0],[227.0],[225.0],[117.0],[7.0],[143.0],[229.0],[133.0],[229.0],[57.0],[154.0],[4.0],[129.0],[180.0],[219.0],[169.0],[107.0],[159.0],[168.0],[93.0],[4.0],[1.0],[81.0],[147.0],[44.0]
82,[204.0],[202.0],[28.0],[234.0],[160.0],[107.0],[100.0],[166.0],[137.0],[157.0],[199.0],[79.0],[189.0],[188.0],[198.0],[183.0],[37.0],[120.0],[62.0],[30.0],[118.0],[32.0],[129.0],[239.0],[49.0]
83,[174.0],[118.0],[0.0],[184.0],[44.0],[152.0],[165.0],[2.0],[118.0],[86.0],[204.0],[166.0],[226.0],[17.0],[169.0],[147.0],[88.0],[5.0],[161.0],[243.0],[246.0],[250.0],[86.0],[103.0],[175.0]
84,[249.0],[168.0],[169.0],[114.0],[220.0],[116.0],[20.0],[123.0],[36.0],[6.0],[227.0],[102.0],[61.0],[144.0],[1.0],[6.0],[200.0],[6.0],[213.0],[65.0],[13.0],[73.0],[65.0],[81.0],[11.0]
85,[243.0],[113.0],[44.0],[147.0],[157.0],[87.0],[98.0],[125.0],[86.0],[233.0],[233.0],[193.0],[228.0],[18.0],[8.0],[228.0],[80.0],[124.0],[25.0],[14.0],[142.0],[33.0],[36.0],[199.0],[5.0]
86,[15.0],[218.0],[199.0],[21.0],[213.0],[188.0],[27.0],[103.0],[148.0],[70.0],[247.0],[203.0],[125.0],[108.0],[116.0],[155.0],[112.0],[153.0],[22.0],[156.0],[36.0],[57.0],[219.0],[220.0],[157.0]
87,[177.0],[216.0],[153.0],[17.0],[96.0],[3.0],[134.0],[105.0],[77.0],[110.0],[102.0],[200.0],[195.0],[55.0],[45.0],[19.0],[83.0],[103.0],[28.0],[36.0],[96.0],[103.0],[55.0],[142.0],[184.0]
88,[58.0],[174.0],[32.0],[57.0],[101.0],[202.0],[115.0],[173.0],[227.0],[96.0],[138.0],[176.0],[70.0],[83.0],[144.0],[145.0],[250.0],[229.0],[29.0],[169.0],[220.0],[89.0],[125.0],[14.0],[159.0]
89,[29.0],[207.0],[219.0],[39.0],[56.0],[184.0],[232.0],[230.0],[203.0],[226.0],[129.0],[94.0],[192.0],[0.0],[136.0],[13.0],[103.0],[128.0],[158.0],[155.0],[185.0],[145.0],[77.0],[20.0],[96.0]
90,[151.0],[106.0],[9.0],[246.0],[102.0],[98.0],[196.0],[150.0],[30.0],[104.0],[183.0],[169.0],[198.0],[53.0],[109.0],[149.0],[84.0],[169.0],[173.0],[63.0],[236.0],[206.0],[202.0],[222.0],[178.0]
91,[0.0],[133.0],[107.0],[135.0],[33.0],[124.0],[194.0],[118.0],[11.0],[100.0],[114.0],[44.0],[105.0],[9.0],[22.0],[226.0],[77.0],[202.0],[24.0],[98.0],[110.0],[240.0],[214.0],[119.0],[116.0]
92,[247.0],[129.0],[147.0],[226.0],[195.0],[99.0],[119.0],[20.0],[5.0],[238.0],[125.0],[1.0],[227.0],[156.0],[119.0],[142.0],[196.0],[205.0],[155.0],[27.0],[158.0],[29.0],[62.0],[87.0],[152.0]
93,[147.0],[11.0],[175.0],[213.0],[226.0],[29.0],[89.0],[149.0],[94.0],[81.0],[117.0],[112.0],[87.0],[147.0],[3.0],[199.0],[31.0],[142.0],[145.0],[2.0],[53.0],[80.0],[173.0],[42.0],[26.0]
94,[144.0],[157.0],[20.0],[27.0],[128.0],[6.0],[144.0],[142.0],[240.0],[146.0],[184.0],[37.0],[134.0],[21.0],[76.0],[125.0],[116.0],[12.0],[32.0],[222.0],[70.0],[233.0],[14.0],[167.0],[226.0]
95,[142.0],[6.0],[205.0],[104.0],[169.0],[27.0],[201.0],[164.0],[199.0],[196.0],[166.0],[105.0],[77.0],[185.0],[70.0],[27.0],[109.0],[70.0],[46.0],[153.0],[161.0],[59.0],[168.0],[214.0],[29.0]
96,[229.0],[96.0],[146.0],[91.0],[78.0],[0.0],[234.0],[17.0],[200.0],[102.0],[126.0],[214.0],[144.0],[76.0],[96.0],[234.0],[55.0],[126.0],[2.0],[89.0],[154.0],[87.0],[43.0],[233.0],[230.0]
97,[153.0],[128.0],[231.0],[101.0],[178.0],[153.0],[233.0],[15.0],[70.0],[45.0],[214.0],[77.0],[168.0],[116.0],[118.0],[54.0],[89.0],[227.0],[1.0],[128.0],[103.0],[85.0],[211.0],[108.0],[238.0]
98,[24.0],[162.0],[236.0],[126.0],[53.0],[230.0],[164.0],[119.0],[143.0],[89.0],[155.0],[142.0],[214.0],[202.0],[238.0],[171.0],[222.0],[220.0],[153.0],[21.0],[228.0],[247.0],[80.0],[213.0],[232.0]
99,[83.0],[159.0],[177.0],[110.0],[214.0],[219.0],[221.0],[135.0],[157.0],[129.0],[194.0],[6.0],[20.0],[124.0],[143.0],[181.0],[147.0],[213.0],[72.0],[246.0],[138.0],[98.0],[195.0],[227.0],[142.0]
100,[85.0],[184.0],[82.0],[94.0],[72.0],[156.0],[238.0],[183.0],[130.0],[212.0],[198.0],[243.0],[246.0],[67.0],[105.0],[73.0],[21.0],[102.0],[219.0],[167.0],[214.0],[196.0],[84.0],[36.0],[98.0]
101,[77.0],[87.0],[121.0],[36.0],[105.0],[85.0],[142.0],[129.0],[238.0],[184.0],[222.0],[115.0],[43.0],[36.0],[87.0],[247.0],[95.0],[125.0],[76.0],[147.0],[102.0],[245.0],[165.0],[126.0],[93.0]
102,[88.0],[121.0],[235.0],[2.0],[50.0],[199.0],[250.0],[44.0],[247.0],[235.0],[196.0],[167.0],[188.0],[70.0],[85.0],[26.0],[215.0],[89.0],[97.0],[233.0],[235.0],[20.0],[233.0],[118.0],[106.0]
103,[129.0],[112.0],[138.0],[56.0],[93.0],[86.0],[97.0],[155.0],[178.0],[73.0],[45.0],[67.0],[166.0],[105.0],[86.0],[44.0],[38.0],[212.0],[222.0],[6.0],[59.0],[183.0],[192.0],[169.0],[239.0]
104,[166.0],[98.0],[165.0],[153.0],[60.0],[161.0],[176.0],[27.0],[96.0],[10.0],[130.0],[233.0],[167.0],[75.0],[230.0],[175.0],[249.0],[195.0],[98.0],[53.0],[180.0],[124.0],[213.0],[178.0],[20.0]
105,[119.0],[197.0],[206.0],[89.0],[12.0],[105.0],[123.0],[98.0],[204.0],[152.0],[173.0],[125.0],[118.0],[45.0],[226.0],[230.0],[241.0],[61.0],[94.0],[45.0],[94.0],[70.0],[104.0],[70.0],[107.0]
