Simulation,iGS,WiGS (Static w_x=0.25),Passive Learning,"WiGS (MAB-UCB1, c=5.0)",EMCM,WiGS (Static w_x=0.75),WiGS (SAC),Uncertainty Sampling,WiGS (Static w_x=0.5),"WiGS (Time-Decay, Exponential)",EGAL,QBC,GSy,GSx,"WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Linear)"
0,14.17328667640686,14.671040534973145,11.712791442871094,14.926965475082397,11.932841777801514,14.943169116973877,20.318390607833862,12.48359203338623,14.847301483154297,14.963425636291504,17.535669088363647,18.01323390007019,13.34108853340149,12.803887844085693,14.982869148254395,14.954776525497437,14.924070835113525
1,15.070003509521484,15.573479413986206,12.433679819107056,15.388694047927856,12.955988883972168,15.243206024169922,21.35301971435547,13.422733783721924,15.348451852798462,15.208186149597168,19.017006158828735,18.976332664489746,13.854444742202759,13.390984773635864,15.280497074127197,15.36705231666565,15.21451187133789
2,14.007732152938843,15.621897220611572,12.052611112594604,15.618160963058472,11.935400009155273,15.81726622581482,20.282005548477173,12.190656185150146,15.879109859466553,15.77223014831543,18.085615158081055,17.779748678207397,13.283728122711182,13.052089929580688,15.837158679962158,15.804211616516113,15.721773147583008
3,13.536545753479004,14.008602380752563,11.713943481445312,14.820653676986694,12.051241159439087,13.951616764068604,19.915382623672485,12.344943046569824,13.976335287094116,14.052037239074707,16.662981748580933,19.573895931243896,12.874546527862549,12.550286531448364,14.493245601654053,14.546298742294312,14.025439977645874
4,13.703420877456665,14.824089527130127,11.617161512374878,14.938344240188599,11.897747278213501,14.916789531707764,21.19198703765869,12.133297443389893,14.790303945541382,14.895536661148071,17.600366592407227,18.025110006332397,12.806532621383667,12.426743507385254,14.873392581939697,14.910082817077637,14.915359735488892
5,14.98350739479065,15.548210144042969,12.375113725662231,15.342529296875,12.860427856445312,15.205730199813843,21.273574590682983,13.298439025878906,15.300171375274658,15.19074273109436,19.001859426498413,18.93212890625,13.745842456817627,13.311561584472656,15.241743803024292,15.284231901168823,15.180399417877197
6,14.280662536621094,15.995234251022339,11.422174215316772,15.749821424484253,12.067537784576416,15.510735273361206,21.43987250328064,12.260670900344849,16.100806713104248,15.805908441543579,19.13774347305298,17.97711753845215,12.895387649536133,12.436681747436523,15.945543050765991,15.69170594215393,15.932562828063965
7,13.416135787963867,13.976119041442871,11.58823037147522,14.779587030410767,11.953400373458862,13.883002758026123,20.085474252700806,12.180904150009155,13.93021035194397,13.975980043411255,16.64669418334961,19.667020082473755,12.766295671463013,12.418774366378784,14.438546657562256,14.552881956100464,13.991165161132812
8,14.418219089508057,16.11311626434326,11.587533235549927,15.814413785934448,12.233828067779541,15.626757144927979,21.5123348236084,12.606268167495728,16.168133020401,15.897770643234253,18.980483531951904,18.143232822418213,13.02776312828064,12.597397327423096,16.024815559387207,15.811955690383911,16.001463174819946
9,13.249176025390625,13.591157674789429,11.46194052696228,13.603970527648926,11.780069589614868,13.569321155548096,23.843318462371826,12.05185317993164,13.590177774429321,13.644817590713501,15.895731449127197,17.736226320266724,12.649190187454224,12.252448320388794,13.620680570602417,13.587637662887573,13.595521926879883
10,13.829408645629883,15.239222288131714,11.796109437942505,17.43089199066162,11.885853052139282,15.466998100280762,25.533995151519775,12.14528775215149,15.69451379776001,17.476880073547363,17.7789146900177,19.376435041427612,12.878847360610962,12.504287242889404,17.554840564727783,17.330687761306763,17.135469913482666
11,13.321783781051636,14.259460926055908,11.453246831893921,14.30177903175354,11.69423246383667,14.264845848083496,19.034849643707275,12.011589765548706,14.357710123062134,14.298716306686401,16.86718440055847,17.571040153503418,12.54233980178833,12.249515771865845,14.376315593719482,14.205574750900269,14.222518920898438
12,14.05914568901062,14.58090329170227,11.498603582382202,14.744558572769165,12.564378499984741,14.815288305282593,19.575374364852905,12.400557279586792,14.758771896362305,14.811851978302002,17.21041989326477,18.064989805221558,13.119817972183228,12.498389720916748,14.966979265213013,15.064621210098267,14.850842714309692
13,13.699808597564697,14.976087093353271,11.749879121780396,14.83756399154663,11.879195213317871,14.913159132003784,19.490666151046753,12.224452257156372,14.974010705947876,14.817456007003784,18.460041522979736,17.72988986968994,12.800599098205566,12.464848518371582,14.857614994049072,14.956429719924927,14.962769508361816
14,13.453254222869873,14.373027324676514,11.543291330337524,14.25775933265686,11.886167287826538,14.354600667953491,18.830649375915527,12.115376234054565,14.380110740661621,14.335666179656982,16.925095558166504,17.74639081954956,12.70745062828064,12.313562870025635,14.386937379837036,14.23580813407898,14.321440696716309
15,13.668369054794312,15.01011848449707,11.603219270706177,14.840003252029419,11.8731689453125,14.900178909301758,19.514612913131714,12.135613203048706,14.980346202850342,14.815513610839844,18.533902168273926,17.673226594924927,12.754146337509155,12.379686117172241,14.867492914199829,14.938252210617065,14.949160814285278
16,13.908584117889404,15.317580223083496,11.815457582473755,17.499755859375,11.969033241271973,15.518150806427002,24.7666437625885,12.208795309066772,15.716089963912964,17.498300313949585,17.781503915786743,19.44350552558899,12.883397579193115,12.508753776550293,17.61048460006714,17.374211072921753,17.262146949768066
17,13.393020391464233,14.342530727386475,11.468135356903076,14.245418787002563,11.839016199111938,14.348190546035767,18.813800811767578,12.038797616958618,14.332442998886108,14.303208589553833,16.962621927261353,17.620716094970703,12.650568008422852,12.270649194717407,14.362178087234497,14.232663631439209,14.263871192932129
18,13.652981281280518,14.61842393875122,11.451612710952759,14.714089632034302,11.795376062393188,14.675970315933228,19.409130096435547,12.030416488647461,14.57516860961914,14.879090547561646,17.59368395805359,17.69949722290039,12.744434595108032,12.304532051086426,14.679182291030884,14.741652488708496,14.909878730773926
19,13.886677026748657,14.738213062286377,11.645535469055176,14.633776187896729,12.489698886871338,14.805867195129395,18.722675561904907,12.686187744140625,14.77693772315979,14.889319658279419,17.22459387779236,17.655336618423462,13.21610426902771,12.678224086761475,14.99217677116394,14.684519529342651,14.800780057907104
20,13.575117349624634,14.874521732330322,11.564571619033813,14.706741094589233,11.814267635345459,14.781537532806396,19.514116287231445,12.077761173248291,14.850206136703491,14.711166620254517,18.429681301116943,17.67124056816101,12.69918942451477,12.34334397315979,14.704484224319458,14.773677349090576,14.884275436401367
21,13.4874849319458,13.952152013778687,11.511133432388306,14.324744701385498,12.61612844467163,14.39497685432434,19.074771642684937,12.2845458984375,14.411716222763062,14.324925184249878,17.032358169555664,18.18428134918213,12.698932647705078,12.328866243362427,14.447121381759644,14.393421649932861,14.341974258422852
22,13.98374319076538,14.646286249160767,11.758341789245605,15.642374992370605,12.1569185256958,14.820358514785767,20.921380281448364,12.39142370223999,14.685683965682983,15.175959587097168,17.20106029510498,19.350899934768677,13.083199739456177,12.644862174987793,15.528932094573975,15.85191559791565,14.961566686630249
23,13.873849391937256,15.2907075881958,11.811253309249878,17.478641510009766,11.918701887130737,15.526260614395142,24.890575170516968,12.206838846206665,15.721693992614746,17.471237659454346,17.795384168624878,19.400940418243408,12.939964532852173,12.571125030517578,17.595032215118408,17.389946937561035,17.253021478652954
24,13.850248098373413,15.290702819824219,11.80766224861145,17.473759651184082,11.87030029296875,15.491787910461426,25.040534496307373,12.139143228530884,15.713322877883911,17.465904235839844,18.072407007217407,19.40538501739502,12.85115671157837,12.457675457000732,17.561357259750366,17.345089197158813,17.227258443832397
25,13.614138841629028,14.48286509513855,11.477947473526001,14.486258745193481,11.971076726913452,14.439841270446777,18.84236240386963,12.193031549453735,14.425464868545532,14.457780361175537,16.650689363479614,17.723244190216064,12.71182894706726,12.311704635620117,14.423934698104858,14.367391586303711,14.425191402435303
26,14.080350399017334,15.987649202346802,11.424484491348267,15.72847580909729,12.119201421737671,15.47790241241455,21.223649501800537,12.266023635864258,16.06554079055786,15.726396322250366,18.983633041381836,17.868040800094604,12.800522089004517,12.406640768051147,15.879119396209717,15.635708093643188,15.895403146743774
27,14.35807204246521,15.196208238601685,12.148035049438477,15.02871298789978,12.959661483764648,15.113162994384766,20.36068820953369,12.944534063339233,15.563939094543457,15.117128849029541,17.616987228393555,18.441816568374634,13.474240779876709,13.02335500717163,14.993282318115234,14.976662635803223,15.199771165847778
28,13.501017093658447,14.608936071395874,11.51533818244934,14.513882637023926,11.878498792648315,14.531151294708252,19.567854166030884,12.089541912078857,14.539556503295898,14.650322198867798,17.32678508758545,17.680943727493286,12.706138610839844,12.30958366394043,14.54724407196045,14.598516464233398,14.65453553199768
29,13.926890134811401,14.580866813659668,11.651899576187134,15.699859619140625,12.078275680541992,14.741588115692139,20.875282764434814,12.313682794570923,14.637065172195435,15.050095558166504,17.151957273483276,19.289835453033447,13.038578987121582,12.591774702072144,15.476288080215454,15.676344394683838,14.907245635986328
30,13.594415664672852,14.539270162582397,11.453446388244629,15.165043354034424,12.828280925750732,14.786295413970947,20.28186297416687,12.59857702255249,14.549742221832275,15.005340099334717,17.056000471115112,18.986629486083984,12.770146369934082,12.274672031402588,15.007838249206543,15.04765272140503,14.918246269226074
31,14.243124008178711,14.824738264083862,11.793700695037842,15.147870779037476,12.112833738327026,15.068447828292847,20.265543460845947,12.605775833129883,15.003761291503906,15.14737606048584,17.585296630859375,18.15076494216919,13.391254425048828,12.875830173492432,15.14667296409607,15.153131484985352,15.051735639572144
32,13.92448353767395,14.555564403533936,11.476303815841675,14.710002899169922,12.305288314819336,14.786285638809204,19.552928924560547,12.28050708770752,14.741697072982788,14.778242588043213,17.242775678634644,17.87600064277649,12.977076292037964,12.400965929031372,14.940548419952393,15.099396467208862,14.845711469650269
33,13.720412492752075,14.732603311538696,11.582772970199585,14.800188064575195,11.992005825042725,14.795430421829224,19.426485776901245,12.551925659179688,14.736598014831543,14.94845175743103,17.313826084136963,17.901597023010254,12.835719585418701,12.450483560562134,14.793331384658813,14.83014965057373,14.961600303649902
34,14.016167640686035,15.323732852935791,11.865716218948364,17.41189217567444,11.987200260162354,15.509943723678589,24.39419174194336,12.364224910736084,15.742715835571289,17.48386001586914,17.716771602630615,19.454841375350952,13.004455804824829,12.62917971611023,17.608015775680542,17.36808180809021,17.287139415740967
35,13.220331192016602,13.575128316879272,11.500516176223755,13.646692514419556,11.794846534729004,13.58747410774231,18.386797666549683,12.113478183746338,13.583948135375977,13.582616329193115,16.379692554473877,17.595633268356323,12.645761251449585,12.26223611831665,13.606833696365356,13.592503309249878,13.632133960723877
36,13.814433574676514,14.804410696029663,11.645752668380737,14.950563907623291,12.061874389648438,14.922861814498901,20.445053100585938,12.349344968795776,14.799089193344116,14.899923324584961,17.537084817886353,17.999656677246094,12.991741180419922,12.582561492919922,14.871143102645874,14.913529634475708,14.893901586532593
37,13.320542335510254,13.737004041671753,11.633288860321045,13.712459325790405,11.82548975944519,13.721826314926147,18.12346649169922,12.10388731956482,13.711377143859863,13.774078130722046,16.599915027618408,17.72549057006836,12.71054458618164,12.382776021957397,13.805184841156006,13.754762172698975,13.67910122871399
38,14.189141035079956,16.030888319015503,11.53568720817566,15.747918844223022,12.160924673080444,15.544033765792847,21.33885622024536,12.390448331832886,16.114240884780884,15.841296911239624,18.97861361503601,18.009687185287476,12.8915696144104,12.474935054779053,15.945476293563843,15.754036903381348,15.996049642562866
39,14.098706483840942,16.008296012878418,11.430641174316406,15.731865644454956,12.115744590759277,15.502116441726685,21.251378059387207,12.28735065460205,16.08737063407898,15.755213737487793,18.973217010498047,17.912131309509277,12.830145597457886,12.414719581604004,15.895891904830933,15.695631742477417,15.914454460144043
40,13.947397947311401,14.54153823852539,11.545982599258423,14.718285322189331,12.355508804321289,14.806355476379395,19.593131065368652,12.358327150344849,14.773076295852661,14.78342604637146,17.24117922782898,17.97137475013733,13.006986856460571,12.427505016326904,14.94197392463684,15.057477235794067,14.822802066802979
41,14.073091506958008,15.652601718902588,12.124109029769897,15.680889129638672,12.007077693939209,15.846715688705444,20.30077362060547,12.294968843460083,15.923095226287842,15.822561502456665,18.055086851119995,17.935012578964233,13.365402221679688,13.145179510116577,15.875699520111084,15.84724235534668,15.772082567214966
42,13.289718389511108,13.873077154159546,11.40653395652771,14.209920883178711,12.229759216308594,14.303890705108643,19.133105993270874,12.086321592330933,14.241072654724121,14.234880685806274,17.002696990966797,18.020559549331665,12.56395435333252,12.22204875946045,14.312380075454712,14.297952890396118,14.248729467391968
43,13.374733924865723,14.52111554145813,11.552459001541138,14.847313165664673,12.108990669250488,14.470203876495361,20.2531795501709,12.283936977386475,14.388355016708374,14.738457202911377,18.056151866912842,18.556666135787964,12.66913628578186,12.288183689117432,14.82224178314209,14.755174160003662,14.658434391021729
44,13.320139646530151,13.68713092803955,11.581448793411255,13.683869123458862,11.891404628753662,13.70168161392212,18.75012516975403,12.105083703994751,13.697641849517822,13.750719547271729,16.245034217834473,17.7151460647583,12.731342792510986,12.328263759613037,13.687585353851318,13.685731887817383,13.752807855606079
45,13.686020851135254,13.990811824798584,11.516414880752563,14.006657600402832,12.130127191543579,14.081839323043823,18.65656018257141,12.45962929725647,14.083397150039673,14.002881526947021,17.11205506324768,18.001365423202515,13.022527933120728,12.3248131275177,14.00763726234436,14.081664562225342,13.976323127746582
46,14.25092625617981,14.7822847366333,11.83774471282959,15.13062834739685,12.149714946746826,15.042808771133423,20.328481912612915,12.672367334365845,14.972822427749634,15.131235599517822,17.518511295318604,18.23687744140625,13.476627111434937,12.959316730499268,15.116904497146606,15.141515493392944,15.05295991897583
47,13.752195596694946,14.722190141677856,11.560041666030884,14.873590230941772,11.90792202949524,14.824468612670898,19.45081877708435,12.225051641464233,14.748237133026123,14.992963790893555,17.667614698410034,17.80992579460144,12.825575351715088,12.45784854888916,14.816570281982422,14.894659280776978,15.008474826812744
48,13.628045558929443,14.935935258865356,11.598113059997559,14.753357648849487,11.821522951126099,14.866824865341187,19.48982548713684,12.142092227935791,14.911987543106079,14.733865737915039,18.49897575378418,17.587268590927124,12.722924947738647,12.374343633651733,14.812869310379028,14.888890981674194,14.920105218887329
49,13.21975040435791,13.9279944896698,11.359132528305054,13.922678709030151,11.667703628540039,13.976852416992188,18.854648113250732,11.899085760116577,13.942185163497925,13.91921615600586,16.673746347427368,17.551097631454468,12.515346765518188,12.135268688201904,13.9681978225708,13.935667037963867,13.921572923660278
50,14.228550672531128,16.04970383644104,11.546408653259277,15.761983156204224,12.183826446533203,15.54669713973999,21.373287200927734,12.38198471069336,16.129599571228027,15.854933261871338,19.016411781311035,18.01013493537903,12.894284963607788,12.50436806678772,15.966444253921509,15.762752771377563,16.00950574874878
51,13.72912073135376,14.7185800075531,11.574495077133179,14.811448097229004,11.86957597732544,14.820038795471191,19.459550142288208,12.168011665344238,14.720112085342407,14.957164764404297,17.646663665771484,17.788573026657104,12.761953592300415,12.409309387207031,14.785382747650146,14.867943286895752,14.97041916847229
52,13.819416999816895,15.176515579223633,11.721793174743652,17.37775707244873,11.845889329910278,15.425413370132446,26.427149534225464,12.094590902328491,15.601157665252686,17.408339262008667,17.773966073989868,19.330770254135132,12.811216115951538,12.437203884124756,17.437678337097168,17.22233247756958,17.057440996170044
53,13.696032285690308,15.014321088790894,11.645250797271729,14.84251594543457,11.906516075134277,14.92343544960022,19.519855976104736,12.20027208328247,14.977861166000366,14.834096670150757,18.449370861053467,17.81457805633545,12.80064868927002,12.417747974395752,14.879748582839966,14.955971717834473,14.965497493743896
54,13.21312952041626,13.770849227905273,11.414963245391846,14.041037321090698,11.71367359161377,13.778530359268188,20.748486042022705,12.015634059906006,13.839635133743286,13.996864795684814,16.602898597717285,17.72084331512451,12.562164068222046,12.200908660888672,14.101295948028564,14.134104013442993,13.927769184112549
55,13.791947364807129,15.203903913497925,11.721812009811401,17.37326669692993,11.858800888061523,15.422121286392212,26.418471813201904,12.186897277832031,15.603973627090454,17.406167030334473,17.732714414596558,19.31378936767578,12.79590368270874,12.41376781463623,17.436072826385498,17.22106385231018,17.05041217803955
56,13.454268217086792,14.598987817764282,11.500513553619385,14.494563579559326,11.825799226760864,14.519593715667725,20.447667121887207,12.052489757537842,14.55293869972229,14.66301155090332,16.6453754901886,17.556283235549927,12.673085927963257,12.282846450805664,14.562141418457031,14.607447862625122,14.628702640533447
57,14.232362031936646,14.799096822738647,11.737303733825684,15.130900144577026,12.000498056411743,15.069056034088135,20.251386165618896,12.534533977508545,14.982740879058838,15.165931463241577,17.5618999004364,18.073741674423218,13.340725660324097,12.807013511657715,15.162336587905884,15.147154569625854,15.059210538864136
58,14.333502531051636,16.0660560131073,11.53519606590271,15.729671478271484,12.151358842849731,15.525512218475342,21.56749701499939,12.415743827819824,16.108017206192017,15.811312198638916,19.053272247314453,18.037513971328735,12.971746683120728,12.540301322937012,15.920430898666382,15.736473083496094,15.994324207305908
59,14.878425598144531,14.971519708633423,12.423491477966309,14.541183471679688,12.855926513671875,14.870004177093506,19.322200059890747,13.166098356246948,14.905102729797363,14.810377597808838,17.99835991859436,18.08381223678589,13.86785626411438,13.35675859451294,14.423354148864746,14.453912734985352,14.983659982681274
60,13.481793880462646,14.600611686706543,11.49534797668457,14.494727373123169,11.816568851470947,14.53281545639038,20.37932252883911,12.04552173614502,14.545096397399902,14.666505098342896,16.701717376708984,17.643349170684814,12.686476469039917,12.276624202728271,14.568114280700684,14.612127304077148,14.638075113296509
61,14.980486154556274,15.546880722045898,12.385663270950317,15.35445499420166,12.85654067993164,15.200992822647095,21.268835067749023,13.315455675125122,15.313812494277954,15.192562818527222,19.051085948944092,18.942227602005005,13.77402138710022,13.312009334564209,15.233545780181885,15.29140329360962,15.181956768035889
62,13.985913515090942,14.676387310028076,11.75310230255127,15.6416335105896,12.439574241638184,14.882035732269287,21.056790351867676,12.424177646636963,14.731956481933594,15.233616352081299,17.205312728881836,19.298614263534546,13.12700080871582,12.683988571166992,15.561872720718384,15.95032548904419,14.999636888504028
63,13.441635608673096,14.297195196151733,11.553382158279419,14.322824478149414,11.787787199020386,14.26701307296753,18.99257755279541,12.164379596710205,14.342058181762695,14.326210021972656,16.75800609588623,17.73583459854126,12.688786506652832,12.352710485458374,14.372352838516235,14.25130033493042,14.250303983688354
64,13.998548030853271,15.590137720108032,12.022895336151123,15.591123580932617,11.894572257995605,15.828659296035767,20.287108421325684,12.146663427352905,15.869152069091797,15.775627613067627,18.079430103302002,17.762207508087158,13.28651213645935,13.005733251571655,15.812842845916748,15.768157482147217,15.73296332359314
65,13.245970487594604,13.698026657104492,11.536287546157837,13.678099632263184,11.7585608959198,13.654184341430664,18.11238980293274,12.00600004196167,13.619138479232788,13.709017753601074,16.541605234146118,17.640687465667725,12.621918678283691,12.297245979309082,13.735245943069458,13.685310363769531,13.626033782958984
66,14.193645477294922,14.849637985229492,11.949501514434814,15.049241542816162,12.359868288040161,14.790343284606934,18.805023908615112,12.37996244430542,14.822625875473022,14.837735414505005,17.20085120201111,17.59046173095703,13.232467889785767,12.970977067947388,14.854522228240967,14.849692583084106,14.905173301696777
67,14.136937141418457,15.621125936508179,12.095907926559448,15.648361921310425,11.919240713119507,15.819437503814697,20.405998945236206,12.274538278579712,15.888079643249512,15.812674283981323,17.99471640586853,17.884116888046265,13.342970371246338,13.180685043334961,15.866959810256958,15.830136060714722,15.753159761428833
68,13.694209575653076,14.675585746765137,11.557942867279053,14.80900263786316,11.86987829208374,14.811424732208252,19.61028814315796,12.08934736251831,14.669349193572998,14.946433544158936,17.705689907073975,17.844029664993286,12.739410877227783,12.375590085983276,14.78286099433899,14.832695245742798,14.994825839996338
69,13.807630777359009,14.813875913619995,11.646580457687378,14.96527624130249,12.093545913696289,14.947259664535522,20.320669651031494,12.323067903518677,14.830713748931885,14.882391929626465,17.586697340011597,18.19443964958191,12.987014770507812,12.593384504318237,14.850164413452148,14.908050775527954,14.909452438354492
