Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
0,27.165337800979614,44.41198468208313,44.737889766693115,20.714251279830933,34.91389536857605,20.1583833694458,34.74427270889282,34.68423366546631,34.46271061897278,34.769193172454834,34.96179795265198,34.31619477272034,18.521634578704834,18.1162371635437,17.44769287109375,25.91792893409729,34.50243663787842
1,26.617048501968384,34.36593818664551,33.38873267173767,19.900752544403076,25.970672607421875,19.342108249664307,25.69694757461548,25.615432024002075,25.51599621772766,25.555020809173584,25.66211438179016,25.52860450744629,18.098910808563232,18.012577056884766,17.152379035949707,23.00317645072937,25.752954483032227
2,26.908522367477417,32.074145793914795,30.849488258361816,20.101555824279785,25.19575309753418,19.68081545829773,24.945542335510254,25.136804580688477,24.716511964797974,24.941336393356323,24.92389488220215,24.8575222492218,18.34431767463684,17.942603588104248,17.409326791763306,22.88426923751831,24.998729467391968
3,28.534503698349,40.133487939834595,37.5502188205719,21.033325910568237,31.041276454925537,20.34909224510193,33.00202393531799,32.66851496696472,32.7600998878479,33.00680589675903,32.98169755935669,32.340404987335205,20.074618816375732,19.313603401184082,17.68615412712097,25.512224197387695,32.78931164741516
4,28.134670972824097,39.51383113861084,40.14425277709961,20.838054180145264,33.059815406799316,20.010761737823486,32.854798316955566,33.04828667640686,32.60320782661438,33.17473530769348,33.37026262283325,32.84190320968628,18.844141244888306,18.319323301315308,17.46825337409973,24.939614295959473,30.20219898223877
5,30.562601327896118,39.436363697052,34.793766498565674,20.25727105140686,29.834202766418457,20.106859922409058,30.86949110031128,30.880297422409058,30.717467308044434,30.84548830986023,29.060797691345215,30.492507457733154,18.579160690307617,18.38597536087036,17.488638162612915,23.808993339538574,29.331405878067017
6,29.125434398651123,40.045289516448975,39.50740027427673,20.464223384857178,31.558858156204224,19.995609998703003,31.671274662017822,31.300883769989014,31.567320108413696,31.716410160064697,31.3871328830719,31.287740230560303,18.346527576446533,18.0045223236084,17.29546356201172,24.88424825668335,30.90443754196167
7,27.193536520004272,44.39600682258606,46.12334060668945,20.71117877960205,34.361655473709106,20.14998960494995,34.51599073410034,34.61065721511841,34.39876365661621,34.634713649749756,34.622825622558594,34.25977182388306,18.682018756866455,18.224699020385742,17.47923731803894,25.875052213668823,34.059189796447754
8,27.41056180000305,37.70460319519043,33.639928579330444,20.277925729751587,27.846646308898926,19.553508043289185,27.963181257247925,27.727418661117554,27.772520303726196,27.888957023620605,27.955265522003174,27.705331563949585,18.232114553451538,17.844804525375366,17.248449563980103,23.982643127441406,27.908740997314453
9,27.441129207611084,40.66488194465637,42.184314250946045,20.930537223815918,32.347447633743286,20.32388162612915,32.54105997085571,32.31910490989685,32.33955478668213,32.568888664245605,32.65884828567505,31.88740587234497,19.181751012802124,18.56366205215454,17.797531604766846,25.342260360717773,32.505232095718384
10,27.01601767539978,33.329376220703125,33.76614999771118,20.319746255874634,26.18727707862854,19.679593801498413,25.929290533065796,25.94475269317627,25.860148668289185,25.901265621185303,25.900935173034668,25.796833753585815,18.510063886642456,18.55836820602417,17.49852228164673,23.331193208694458,26.030191898345947
11,28.00894594192505,40.22761869430542,38.21069121360779,20.49824857711792,30.83148217201233,19.88230299949646,32.810638427734375,32.64290523529053,32.61376643180847,32.923929929733276,32.79312086105347,32.21227693557739,18.86847162246704,18.7689950466156,17.42058253288269,25.3072407245636,32.74179792404175
12,29.42974090576172,39.36258006095886,37.82480001449585,20.17288851737976,30.54914355278015,19.863207817077637,30.820085763931274,31.177382230758667,30.35485529899597,30.50510549545288,30.02544617652893,30.783595085144043,18.357181310653687,18.121514558792114,17.27454113960266,23.964933395385742,30.176101207733154
13,27.395723342895508,37.7114417552948,42.07357335090637,21.382746934890747,33.5514862537384,20.968563079833984,33.39687442779541,33.113959550857544,31.9618558883667,33.373706340789795,33.58688163757324,31.25186061859131,19.60433578491211,19.47895359992981,18.22511053085327,27.000927686691284,33.26801514625549
14,27.51998996734619,36.65586876869202,32.03071308135986,21.256083488464355,29.819770336151123,19.882237672805786,30.00831389427185,30.03851056098938,29.969181299209595,29.929369688034058,30.02956771850586,28.511415481567383,21.768956899642944,21.045475006103516,17.583425998687744,23.657123804092407,29.877697467803955
15,28.52963137626648,39.72997450828552,39.97390270233154,21.07808756828308,33.03463673591614,20.285303115844727,32.93808126449585,33.242940187454224,32.62875771522522,33.303592681884766,33.518073320388794,32.944042444229126,19.258183240890503,18.640331506729126,17.732519388198853,25.102898359298706,30.314260721206665
16,26.794854879379272,34.51467275619507,33.469748973846436,20.090331315994263,26.03047251701355,19.561010599136353,26.265356302261353,26.26487159729004,26.411383152008057,26.271275997161865,26.140333890914917,26.281005859375,18.416399478912354,17.91451907157898,17.795196056365967,23.325223922729492,26.080562829971313
17,27.485166311264038,33.76044940948486,30.468029499053955,20.17307734489441,24.703069925308228,19.691577196121216,24.76715850830078,24.69410729408264,24.841190576553345,24.68297266960144,24.720736503601074,24.829288005828857,18.374274492263794,17.93315362930298,17.488483667373657,22.544945240020752,24.754785776138306
18,28.859329223632812,39.57142400741577,38.47409796714783,21.049431562423706,33.11502194404602,20.1971595287323,32.933167695999146,33.0855975151062,32.63477563858032,33.16596460342407,33.368781089782715,32.88407278060913,19.144068717956543,18.381537675857544,17.555283308029175,24.982226371765137,30.22006368637085
19,26.68933391571045,33.388381481170654,39.996315002441406,24.140767335891724,30.948143482208252,19.742379426956177,30.945713996887207,29.802374601364136,29.859603881835938,30.942532300949097,30.899377584457397,27.41111445426941,20.04278326034546,20.316270351409912,18.42301082611084,24.028904914855957,31.080164432525635
20,27.15380835533142,37.77718210220337,41.910295724868774,21.229023218154907,33.40864872932434,20.81132459640503,33.08119797706604,32.59422731399536,31.657493352890015,32.91815781593323,33.27678894996643,31.209271669387817,19.311803579330444,19.205689191818237,18.047196626663208,26.821553230285645,33.02583885192871
21,27.156778812408447,33.71113634109497,32.097479820251465,20.372689962387085,26.295313596725464,19.741389513015747,26.037214756011963,26.041938304901123,25.92494297027588,25.967525005340576,26.012486219406128,25.880887746810913,18.624741077423096,18.63860535621643,17.54843544960022,23.380185842514038,26.121015548706055
22,28.323049068450928,40.15720248222351,39.53640604019165,20.874817848205566,30.740412712097168,20.185888528823853,32.96105098724365,32.619054317474365,32.71463322639465,32.93354630470276,32.88687038421631,32.29843473434448,19.533782243728638,19.229081869125366,17.51656937599182,25.441977500915527,32.60849976539612
