Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[113.0],[74.0],[262.0],[630.0],[985.0],[179.0],[74.0],[762.0],[262.0],[478.0],[646.0],[646.0],[869.0],[646.0],[668.0],[708.0],[179.0],[179.0],[646.0],[544.0],[544.0],[614.0],[646.0],[262.0],[74.0]
1,[646.0],[179.0],[668.0],[179.0],[71.0],[544.0],[179.0],[869.0],[646.0],[262.0],[575.0],[478.0],[646.0],[894.0],[179.0],[179.0],[13.0],[646.0],[323.0],[179.0],[79.0],[387.0],[478.0],[668.0],[708.0]
2,[374.0],[382.0],[478.0],[437.0],[471.0],[583.0],[382.0],[421.0],[141.0],[429.0],[661.0],[808.0],[478.0],[761.0],[933.0],[854.0],[583.0],[941.0],[209.0],[79.0],[478.0],[382.0],[397.0],[209.0],[478.0]
3,[800.0],[822.0],[179.0],[583.0],[14.0],[889.0],[822.0],[471.0],[478.0],[668.0],[478.0],[880.0],[967.0],[755.0],[822.0],[525.0],[394.0],[822.0],[76.0],[822.0],[654.0],[624.0],[507.0],[659.0],[629.0]
4,[740.0],[975.0],[975.0],[79.0],[262.0],[624.0],[221.0],[478.0],[424.0],[654.0],[392.0],[575.0],[471.0],[740.0],[436.0],[501.0],[789.0],[471.0],[471.0],[262.0],[262.0],[478.0],[755.0],[478.0],[654.0]
5,[471.0],[262.0],[471.0],[141.0],[606.0],[415.0],[262.0],[583.0],[676.0],[978.0],[262.0],[837.0],[569.0],[250.0],[285.0],[151.0],[262.0],[209.0],[478.0],[429.0],[429.0],[909.0],[471.0],[534.0],[525.0]
6,[571.0],[209.0],[775.0],[684.0],[457.0],[933.0],[282.0],[262.0],[285.0],[266.0],[1.0],[225.0],[262.0],[86.0],[209.0],[614.0],[869.0],[708.0],[487.0],[961.0],[220.0],[171.0],[250.0],[831.0],[624.0]
7,[262.0],[837.0],[480.0],[209.0],[959.0],[209.0],[670.0],[382.0],[977.0],[220.0],[79.0],[79.0],[583.0],[471.0],[262.0],[977.0],[209.0],[561.0],[262.0],[33.0],[575.0],[262.0],[262.0],[977.0],[262.0]
8,[447.0],[323.0],[219.0],[262.0],[901.0],[420.0],[209.0],[209.0],[315.0],[800.0],[544.0],[583.0],[179.0],[262.0],[594.0],[754.0],[933.0],[262.0],[568.0],[737.0],[779.0],[13.0],[627.0],[614.0],[373.0]
9,[464.0],[211.0],[209.0],[420.0],[706.0],[838.0],[323.0],[436.0],[209.0],[471.0],[209.0],[854.0],[209.0],[497.0],[323.0],[262.0],[786.0],[215.0],[243.0],[209.0],[209.0],[372.0],[209.0],[800.0],[399.0]
10,[179.0],[96.0],[894.0],[388.0],[179.0],[308.0],[478.0],[522.0],[564.0],[110.0],[225.0],[262.0],[396.0],[209.0],[609.0],[531.0],[892.0],[793.0],[501.0],[575.0],[203.0],[179.0],[571.0],[571.0],[471.0]
11,[209.0],[352.0],[707.0],[412.0],[382.0],[478.0],[860.0],[622.0],[854.0],[209.0],[482.0],[544.0],[263.0],[847.0],[977.0],[478.0],[646.0],[838.0],[583.0],[323.0],[646.0],[19.0],[808.0],[673.0],[209.0]
12,[869.0],[886.0],[880.0],[478.0],[854.0],[20.0],[977.0],[234.0],[875.0],[842.0],[888.0],[704.0],[786.0],[14.0],[478.0],[314.0],[478.0],[709.0],[564.0],[478.0],[314.0],[209.0],[404.0],[525.0],[220.0]
13,[784.0],[478.0],[909.0],[740.0],[898.0],[566.0],[790.0],[530.0],[142.0],[425.0],[220.0],[209.0],[20.0],[491.0],[578.0],[862.0],[412.0],[478.0],[913.0],[677.0],[635.0],[718.0],[847.0],[954.0],[491.0]
