Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[28.0],[211.0],[492.0],[569.0],[262.0],[668.0],[247.0],[850.0],[30.0],[684.0],[254.0],[844.0],[83.0],[634.0],[559.0],[478.0],[431.0],[857.0],[262.0],[25.0],[787.0],[445.0],[607.0],[179.0],[260.0]
1,[930.0],[304.0],[283.0],[854.0],[977.0],[977.0],[848.0],[858.0],[193.0],[137.0],[617.0],[652.0],[682.0],[831.0],[565.0],[48.0],[725.0],[337.0],[646.0],[197.0],[683.0],[222.0],[430.0],[614.0],[327.0]
2,[292.0],[441.0],[684.0],[282.0],[382.0],[382.0],[69.0],[514.0],[793.0],[913.0],[550.0],[882.0],[595.0],[731.0],[828.0],[528.0],[114.0],[845.0],[975.0],[408.0],[778.0],[452.0],[431.0],[544.0],[529.0]
3,[82.0],[637.0],[746.0],[635.0],[236.0],[79.0],[504.0],[190.0],[478.0],[563.0],[655.0],[231.0],[801.0],[126.0],[426.0],[345.0],[810.0],[183.0],[8.0],[269.0],[172.0],[260.0],[285.0],[442.0],[979.0]
4,[209.0],[726.0],[799.0],[581.0],[79.0],[260.0],[534.0],[389.0],[755.0],[639.0],[232.0],[366.0],[159.0],[306.0],[982.0],[619.0],[699.0],[618.0],[404.0],[761.0],[730.0],[481.0],[757.0],[891.0],[259.0]
5,[179.0],[797.0],[584.0],[633.0],[817.0],[601.0],[136.0],[448.0],[880.0],[146.0],[815.0],[140.0],[661.0],[898.0],[481.0],[599.0],[1.0],[186.0],[738.0],[954.0],[592.0],[731.0],[483.0],[601.0],[145.0]
6,[514.0],[691.0],[940.0],[828.0],[533.0],[205.0],[224.0],[668.0],[514.0],[830.0],[472.0],[264.0],[944.0],[837.0],[517.0],[654.0],[104.0],[133.0],[711.0],[943.0],[18.0],[708.0],[196.0],[847.0],[134.0]
7,[389.0],[984.0],[193.0],[559.0],[13.0],[458.0],[255.0],[575.0],[431.0],[193.0],[179.0],[804.0],[247.0],[832.0],[752.0],[153.0],[14.0],[57.0],[811.0],[397.0],[447.0],[444.0],[761.0],[654.0],[248.0]
8,[961.0],[402.0],[326.0],[94.0],[191.0],[221.0],[882.0],[127.0],[558.0],[677.0],[797.0],[108.0],[316.0],[994.0],[984.0],[236.0],[223.0],[910.0],[654.0],[812.0],[618.0],[752.0],[325.0],[723.0],[156.0]
9,[660.0],[273.0],[984.0],[612.0],[172.0],[728.0],[935.0],[760.0],[548.0],[3.0],[317.0],[585.0],[759.0],[324.0],[32.0],[37.0],[850.0],[77.0],[66.0],[473.0],[460.0],[646.0],[444.0],[759.0],[120.0]
