Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99,Sim_100,Sim_101,Sim_102,Sim_103,Sim_104,Sim_105,Sim_106,Sim_107,Sim_108,Sim_109,Sim_110,Sim_111,Sim_112,Sim_113,Sim_114,Sim_115,Sim_116,Sim_117,Sim_118,Sim_119,Sim_120,Sim_121,Sim_122,Sim_123,Sim_124
0,[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[262.0],[478.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[86.0],[209.0],[209.0],[646.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[646.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[262.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[179.0],[209.0],[262.0],[209.0],[209.0],[209.0],[646.0],[822.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[478.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[262.0]
1,[262.0],[262.0],[262.0],[478.0],[209.0],[654.0],[262.0],[478.0],[478.0],[544.0],[262.0],[262.0],[478.0],[478.0],[113.0],[478.0],[262.0],[262.0],[118.0],[262.0],[478.0],[209.0],[209.0],[478.0],[179.0],[478.0],[262.0],[262.0],[977.0],[262.0],[755.0],[262.0],[262.0],[209.0],[478.0],[762.0],[262.0],[262.0],[262.0],[478.0],[179.0],[209.0],[478.0],[209.0],[209.0],[478.0],[478.0],[478.0],[262.0],[478.0],[262.0],[262.0],[209.0],[478.0],[478.0],[478.0],[209.0],[209.0],[478.0],[478.0],[478.0],[209.0],[478.0],[262.0],[478.0],[478.0],[478.0],[478.0],[478.0],[478.0],[668.0],[478.0],[262.0],[478.0],[478.0],[478.0],[262.0],[478.0],[478.0],[382.0],[110.0],[478.0],[478.0],[478.0],[478.0],[262.0],[478.0],[646.0],[262.0],[262.0],[262.0],[262.0],[262.0],[977.0],[262.0],[478.0],[478.0],[209.0],[179.0],[262.0],[179.0],[478.0],[478.0],[209.0],[209.0],[262.0],[478.0],[262.0],[478.0],[478.0],[262.0],[478.0],[478.0],[209.0],[478.0],[262.0],[478.0],[262.0],[262.0],[478.0],[209.0],[262.0],[478.0],[478.0],[209.0]
2,[478.0],[478.0],[478.0],[262.0],[478.0],[262.0],[646.0],[262.0],[262.0],[209.0],[209.0],[478.0],[262.0],[262.0],[262.0],[179.0],[478.0],[478.0],[262.0],[478.0],[262.0],[478.0],[478.0],[262.0],[262.0],[770.0],[478.0],[478.0],[575.0],[478.0],[262.0],[478.0],[646.0],[478.0],[740.0],[262.0],[478.0],[304.0],[478.0],[262.0],[478.0],[478.0],[262.0],[478.0],[646.0],[141.0],[262.0],[262.0],[478.0],[262.0],[209.0],[478.0],[478.0],[262.0],[179.0],[262.0],[478.0],[262.0],[262.0],[262.0],[179.0],[478.0],[262.0],[478.0],[262.0],[262.0],[262.0],[262.0],[262.0],[262.0],[209.0],[933.0],[478.0],[654.0],[418.0],[211.0],[478.0],[262.0],[262.0],[740.0],[209.0],[262.0],[755.0],[262.0],[262.0],[646.0],[262.0],[209.0],[478.0],[478.0],[646.0],[478.0],[260.0],[471.0],[478.0],[262.0],[755.0],[646.0],[478.0],[478.0],[478.0],[179.0],[262.0],[762.0],[478.0],[646.0],[262.0],[478.0],[646.0],[262.0],[478.0],[755.0],[262.0],[478.0],[262.0],[646.0],[262.0],[646.0],[478.0],[262.0],[478.0],[478.0],[646.0],[262.0],[478.0]
3,[266.0],[234.0],[677.0],[646.0],[646.0],[668.0],[668.0],[220.0],[641.0],[478.0],[122.0],[825.0],[646.0],[474.0],[646.0],[262.0],[583.0],[501.0],[209.0],[646.0],[869.0],[262.0],[755.0],[646.0],[54.0],[326.0],[583.0],[220.0],[708.0],[351.0],[388.0],[220.0],[668.0],[654.0],[74.0],[646.0],[387.0],[354.0],[646.0],[977.0],[262.0],[880.0],[646.0],[614.0],[668.0],[262.0],[91.0],[141.0],[460.0],[220.0],[646.0],[646.0],[113.0],[512.0],[583.0],[74.0],[262.0],[478.0],[854.0],[847.0],[262.0],[646.0],[436.0],[501.0],[436.0],[767.0],[646.0],[646.0],[668.0],[646.0],[179.0],[262.0],[646.0],[262.0],[262.0],[667.0],[248.0],[314.0],[821.0],[821.0],[478.0],[179.0],[583.0],[474.0],[646.0],[668.0],[420.0],[975.0],[928.0],[624.0],[478.0],[646.0],[646.0],[209.0],[928.0],[977.0],[323.0],[668.0],[74.0],[266.0],[262.0],[262.0],[646.0],[544.0],[646.0],[478.0],[646.0],[220.0],[624.0],[583.0],[624.0],[262.0],[646.0],[646.0],[931.0],[478.0],[875.0],[478.0],[179.0],[767.0],[156.0],[360.0],[769.0],[646.0],[646.0]
4,[460.0],[614.0],[646.0],[668.0],[284.0],[220.0],[289.0],[179.0],[156.0],[179.0],[821.0],[709.0],[101.0],[583.0],[668.0],[646.0],[646.0],[654.0],[646.0],[460.0],[847.0],[668.0],[73.0],[668.0],[646.0],[387.0],[299.0],[179.0],[79.0],[284.0],[122.0],[179.0],[620.0],[614.0],[262.0],[536.0],[646.0],[646.0],[583.0],[880.0],[909.0],[420.0],[614.0],[179.0],[780.0],[646.0],[164.0],[248.0],[869.0],[179.0],[256.0],[668.0],[646.0],[646.0],[262.0],[471.0],[668.0],[113.0],[646.0],[20.0],[74.0],[179.0],[869.0],[822.0],[323.0],[220.0],[924.0],[323.0],[869.0],[980.0],[977.0],[141.0],[220.0],[646.0],[646.0],[167.0],[869.0],[769.0],[393.0],[670.0],[933.0],[646.0],[614.0],[374.0],[739.0],[74.0],[179.0],[179.0],[646.0],[646.0],[179.0],[668.0],[499.0],[478.0],[875.0],[79.0],[262.0],[566.0],[262.0],[869.0],[256.0],[646.0],[125.0],[236.0],[668.0],[179.0],[474.0],[179.0],[262.0],[59.0],[646.0],[977.0],[944.0],[125.0],[113.0],[179.0],[179.0],[179.0],[646.0],[460.0],[583.0],[646.0],[262.0],[460.0],[668.0]
5,[583.0],[646.0],[668.0],[417.0],[179.0],[755.0],[426.0],[646.0],[614.0],[646.0],[715.0],[378.0],[668.0],[755.0],[676.0],[639.0],[668.0],[894.0],[668.0],[668.0],[179.0],[74.0],[775.0],[614.0],[668.0],[262.0],[12.0],[646.0],[49.0],[880.0],[996.0],[646.0],[74.0],[234.0],[234.0],[668.0],[897.0],[668.0],[266.0],[583.0],[879.0],[471.0],[285.0],[646.0],[810.0],[668.0],[373.0],[420.0],[646.0],[646.0],[668.0],[74.0],[668.0],[323.0],[646.0],[544.0],[804.0],[399.0],[74.0],[679.0],[933.0],[668.0],[378.0],[646.0],[879.0],[646.0],[266.0],[668.0],[875.0],[17.0],[740.0],[418.0],[179.0],[125.0],[668.0],[262.0],[460.0],[614.0],[646.0],[564.0],[614.0],[668.0],[262.0],[646.0],[961.0],[575.0],[898.0],[762.0],[338.0],[668.0],[125.0],[74.0],[74.0],[880.0],[220.0],[654.0],[933.0],[587.0],[646.0],[614.0],[854.0],[831.0],[880.0],[668.0],[179.0],[668.0],[821.0],[646.0],[668.0],[55.0],[668.0],[575.0],[519.0],[179.0],[296.0],[759.0],[251.0],[668.0],[668.0],[614.0],[646.0],[68.0],[594.0],[220.0],[74.0]
6,[519.0],[89.0],[74.0],[761.0],[113.0],[614.0],[56.0],[668.0],[179.0],[156.0],[334.0],[880.0],[687.0],[561.0],[297.0],[625.0],[228.0],[875.0],[576.0],[74.0],[646.0],[37.0],[110.0],[460.0],[236.0],[646.0],[646.0],[668.0],[533.0],[869.0],[822.0],[668.0],[199.0],[704.0],[252.0],[478.0],[668.0],[74.0],[961.0],[442.0],[646.0],[544.0],[199.0],[668.0],[74.0],[585.0],[646.0],[755.0],[647.0],[451.0],[74.0],[708.0],[74.0],[909.0],[420.0],[646.0],[184.0],[892.0],[933.0],[67.0],[977.0],[74.0],[179.0],[668.0],[646.0],[668.0],[880.0],[491.0],[977.0],[668.0],[285.0],[428.0],[668.0],[220.0],[896.0],[646.0],[234.0],[7.0],[179.0],[79.0],[179.0],[74.0],[74.0],[898.0],[869.0],[502.0],[646.0],[79.0],[922.0],[74.0],[738.0],[382.0],[730.0],[583.0],[179.0],[460.0],[977.0],[830.0],[933.0],[646.0],[641.0],[13.0],[284.0],[79.0],[311.0],[74.0],[838.0],[668.0],[276.0],[698.0],[89.0],[646.0],[179.0],[212.0],[211.0],[688.0],[941.0],[74.0],[74.0],[646.0],[668.0],[281.0],[538.0],[179.0],[924.0]
7,[179.0],[981.0],[933.0],[136.0],[668.0],[977.0],[487.0],[91.0],[646.0],[740.0],[646.0],[869.0],[136.0],[179.0],[478.0],[977.0],[894.0],[646.0],[478.0],[179.0],[668.0],[575.0],[826.0],[401.0],[733.0],[74.0],[668.0],[87.0],[285.0],[583.0],[478.0],[471.0],[922.0],[978.0],[179.0],[558.0],[74.0],[478.0],[668.0],[614.0],[562.0],[106.0],[459.0],[74.0],[42.0],[97.0],[668.0],[220.0],[512.0],[115.0],[544.0],[56.0],[236.0],[880.0],[460.0],[614.0],[74.0],[934.0],[182.0],[207.0],[125.0],[575.0],[624.0],[74.0],[739.0],[933.0],[780.0],[179.0],[436.0],[548.0],[708.0],[253.0],[74.0],[933.0],[687.0],[668.0],[880.0],[646.0],[738.0],[738.0],[830.0],[471.0],[471.0],[179.0],[755.0],[775.0],[668.0],[488.0],[551.0],[544.0],[3.0],[429.0],[478.0],[408.0],[880.0],[614.0],[677.0],[114.0],[608.0],[668.0],[460.0],[815.0],[323.0],[179.0],[800.0],[933.0],[800.0],[74.0],[179.0],[251.0],[816.0],[614.0],[21.0],[668.0],[416.0],[841.0],[646.0],[767.0],[382.0],[394.0],[382.0],[698.0],[388.0],[106.0],[274.0]
8,[646.0],[790.0],[62.0],[74.0],[74.0],[939.0],[74.0],[164.0],[668.0],[177.0],[668.0],[583.0],[74.0],[646.0],[107.0],[505.0],[893.0],[668.0],[904.0],[901.0],[74.0],[147.0],[623.0],[230.0],[478.0],[471.0],[74.0],[257.0],[125.0],[646.0],[767.0],[653.0],[829.0],[520.0],[879.0],[713.0],[544.0],[824.0],[74.0],[755.0],[68.0],[646.0],[607.0],[382.0],[725.0],[74.0],[400.0],[179.0],[700.0],[921.0],[79.0],[842.0],[429.0],[738.0],[471.0],[400.0],[896.0],[610.0],[141.0],[816.0],[113.0],[499.0],[646.0],[575.0],[668.0],[684.0],[581.0],[125.0],[30.0],[642.0],[471.0],[646.0],[20.0],[614.0],[74.0],[977.0],[141.0],[668.0],[609.0],[284.0],[646.0],[418.0],[544.0],[59.0],[909.0],[49.0],[394.0],[252.0],[668.0],[933.0],[418.0],[179.0],[897.0],[197.0],[762.0],[429.0],[631.0],[349.0],[125.0],[873.0],[583.0],[271.0],[428.0],[221.0],[74.0],[638.0],[948.0],[471.0],[664.0],[941.0],[74.0],[880.0],[668.0],[74.0],[177.0],[140.0],[668.0],[913.0],[525.0],[418.0],[37.0],[179.0],[64.0],[622.0],[179.0]
9,[668.0],[588.0],[900.0],[179.0],[544.0],[822.0],[478.0],[373.0],[74.0],[894.0],[59.0],[646.0],[179.0],[668.0],[187.0],[935.0],[638.0],[74.0],[74.0],[292.0],[544.0],[400.0],[854.0],[481.0],[892.0],[392.0],[544.0],[139.0],[392.0],[668.0],[967.0],[643.0],[556.0],[382.0],[594.0],[732.0],[740.0],[292.0],[623.0],[471.0],[585.0],[838.0],[697.0],[429.0],[337.0],[601.0],[221.0],[312.0],[606.0],[149.0],[740.0],[147.0],[544.0],[631.0],[544.0],[635.0],[286.0],[107.0],[451.0],[646.0],[567.0],[491.0],[668.0],[23.0],[321.0],[499.0],[179.0],[875.0],[389.0],[559.0],[894.0],[67.0],[82.0],[282.0],[810.0],[442.0],[220.0],[635.0],[853.0],[654.0],[114.0],[95.0],[880.0],[723.0],[880.0],[526.0],[764.0],[323.0],[198.0],[110.0],[668.0],[544.0],[902.0],[922.0],[646.0],[471.0],[707.0],[839.0],[684.0],[74.0],[0.0],[267.0],[668.0],[220.0],[544.0],[33.0],[668.0],[906.0],[74.0],[980.0],[544.0],[125.0],[304.0],[544.0],[898.0],[668.0],[239.0],[825.0],[487.0],[423.0],[74.0],[668.0],[668.0],[55.0],[293.0]
10,[74.0],[668.0],[599.0],[308.0],[520.0],[872.0],[593.0],[250.0],[544.0],[382.0],[74.0],[668.0],[934.0],[74.0],[450.0],[38.0],[199.0],[117.0],[835.0],[230.0],[37.0],[608.0],[20.0],[74.0],[74.0],[283.0],[49.0],[489.0],[283.0],[74.0],[179.0],[246.0],[762.0],[460.0],[340.0],[986.0],[702.0],[247.0],[503.0],[668.0],[150.0],[522.0],[576.0],[544.0],[586.0],[544.0],[396.0],[646.0],[501.0],[668.0],[329.0],[815.0],[231.0],[739.0],[605.0],[520.0],[544.0],[646.0],[281.0],[97.0],[266.0],[708.0],[540.0],[444.0],[391.0],[508.0],[668.0],[744.0],[849.0],[469.0],[110.0],[838.0],[481.0],[544.0],[811.0],[541.0],[179.0],[979.0],[668.0],[471.0],[725.0],[412.0],[113.0],[327.0],[767.0],[643.0],[737.0],[583.0],[796.0],[787.0],[74.0],[156.0],[471.0],[13.0],[668.0],[544.0],[471.0],[310.0],[271.0],[274.0],[756.0],[847.0],[59.0],[907.0],[110.0],[775.0],[74.0],[130.0],[544.0],[646.0],[471.0],[387.0],[319.0],[740.0],[893.0],[74.0],[74.0],[623.0],[444.0],[668.0],[977.0],[74.0],[74.0],[159.0],[937.0]
11,[544.0],[352.0],[179.0],[258.0],[627.0],[641.0],[554.0],[239.0],[285.0],[471.0],[972.0],[74.0],[491.0],[260.0],[628.0],[607.0],[691.0],[204.0],[12.0],[544.0],[708.0],[709.0],[667.0],[993.0],[290.0],[64.0],[526.0],[841.0],[182.0],[544.0],[491.0],[506.0],[478.0],[933.0],[487.0],[179.0],[179.0],[544.0],[934.0],[113.0],[668.0],[864.0],[566.0],[236.0],[544.0],[999.0],[740.0],[987.0],[985.0],[154.0],[478.0],[37.0],[788.0],[919.0],[388.0],[531.0],[319.0],[668.0],[360.0],[743.0],[903.0],[641.0],[281.0],[981.0],[275.0],[527.0],[816.0],[89.0],[930.0],[856.0],[37.0],[737.0],[487.0],[826.0],[127.0],[742.0],[560.0],[577.0],[691.0],[262.0],[898.0],[838.0],[953.0],[225.0],[460.0],[478.0],[980.0],[285.0],[632.0],[179.0],[544.0],[624.0],[964.0],[544.0],[74.0],[13.0],[428.0],[597.0],[668.0],[715.0],[646.0],[244.0],[145.0],[731.0],[476.0],[223.0],[195.0],[987.0],[471.0],[668.0],[179.0],[975.0],[995.0],[67.0],[552.0],[544.0],[544.0],[893.0],[975.0],[319.0],[933.0],[544.0],[285.0],[959.0],[958.0]
12,[568.0],[694.0],[642.0],[341.0],[969.0],[738.0],[692.0],[74.0],[708.0],[65.0],[364.0],[575.0],[82.0],[544.0],[453.0],[457.0],[445.0],[544.0],[544.0],[675.0],[491.0],[397.0],[646.0],[415.0],[718.0],[179.0],[643.0],[160.0],[869.0],[13.0],[252.0],[507.0],[314.0],[740.0],[646.0],[541.0],[487.0],[852.0],[146.0],[204.0],[816.0],[251.0],[397.0],[740.0],[255.0],[782.0],[800.0],[243.0],[992.0],[464.0],[680.0],[358.0],[642.0],[611.0],[147.0],[630.0],[975.0],[74.0],[544.0],[668.0],[965.0],[910.0],[891.0],[893.0],[580.0],[501.0],[831.0],[867.0],[127.0],[497.0],[713.0],[179.0],[544.0],[624.0],[947.0],[45.0],[866.0],[215.0],[373.0],[671.0],[460.0],[427.0],[118.0],[425.0],[179.0],[399.0],[74.0],[668.0],[995.0],[585.0],[568.0],[79.0],[645.0],[646.0],[544.0],[156.0],[325.0],[573.0],[633.0],[739.0],[89.0],[471.0],[960.0],[977.0],[981.0],[709.0],[915.0],[489.0],[79.0],[544.0],[79.0],[869.0],[768.0],[678.0],[272.0],[575.0],[772.0],[428.0],[670.0],[645.0],[457.0],[975.0],[471.0],[115.0],[544.0]
13,[471.0],[888.0],[687.0],[897.0],[480.0],[575.0],[386.0],[743.0],[526.0],[671.0],[705.0],[751.0],[544.0],[199.0],[494.0],[638.0],[179.0],[525.0],[977.0],[977.0],[709.0],[920.0],[429.0],[71.0],[977.0],[185.0],[581.0],[74.0],[507.0],[854.0],[670.0],[821.0],[179.0],[37.0],[936.0],[808.0],[793.0],[289.0],[544.0],[544.0],[792.0],[388.0],[708.0],[943.0],[575.0],[970.0],[722.0],[602.0],[167.0],[420.0],[299.0],[179.0],[179.0],[804.0],[526.0],[668.0],[627.0],[544.0],[708.0],[74.0],[529.0],[564.0],[74.0],[67.0],[153.0],[167.0],[182.0],[97.0],[125.0],[74.0],[25.0],[668.0],[977.0],[954.0],[544.0],[856.0],[646.0],[515.0],[489.0],[323.0],[125.0],[614.0],[561.0],[460.0],[668.0],[251.0],[755.0],[977.0],[74.0],[33.0],[236.0],[13.0],[492.0],[614.0],[526.0],[605.0],[607.0],[936.0],[46.0],[960.0],[668.0],[544.0],[74.0],[500.0],[345.0],[20.0],[544.0],[569.0],[568.0],[933.0],[288.0],[156.0],[702.0],[124.0],[646.0],[79.0],[471.0],[388.0],[678.0],[887.0],[265.0],[160.0],[972.0],[584.0],[360.0]
14,[781.0],[287.0],[586.0],[111.0],[319.0],[122.0],[948.0],[968.0],[189.0],[31.0],[363.0],[547.0],[351.0],[102.0],[74.0],[880.0],[74.0],[526.0],[471.0],[462.0],[667.0],[327.0],[614.0],[894.0],[470.0],[916.0],[935.0],[507.0],[929.0],[821.0],[473.0],[74.0],[873.0],[310.0],[965.0],[985.0],[659.0],[977.0],[906.0],[179.0],[174.0],[506.0],[819.0],[168.0],[671.0],[98.0],[483.0],[281.0],[33.0],[551.0],[180.0],[673.0],[581.0],[62.0],[100.0],[583.0],[831.0],[37.0],[891.0],[110.0],[291.0],[311.0],[242.0],[236.0],[74.0],[776.0],[510.0],[98.0],[660.0],[179.0],[810.0],[596.0],[936.0],[828.0],[587.0],[821.0],[668.0],[723.0],[119.0],[346.0],[605.0],[755.0],[898.0],[3.0],[883.0],[120.0],[296.0],[125.0],[179.0],[696.0],[525.0],[37.0],[179.0],[179.0],[346.0],[179.0],[614.0],[74.0],[869.0],[179.0],[183.0],[20.0],[281.0],[460.0],[112.0],[473.0],[780.0],[887.0],[236.0],[37.0],[37.0],[436.0],[74.0],[68.0],[668.0],[740.0],[17.0],[236.0],[544.0],[557.0],[703.0],[459.0],[179.0],[661.0],[558.0]
15,[79.0],[959.0],[85.0],[544.0],[1.0],[389.0],[718.0],[290.0],[635.0],[944.0],[308.0],[77.0],[501.0],[996.0],[179.0],[614.0],[755.0],[946.0],[79.0],[240.0],[122.0],[841.0],[351.0],[564.0],[565.0],[790.0],[301.0],[544.0],[561.0],[314.0],[564.0],[544.0],[924.0],[544.0],[491.0],[74.0],[335.0],[633.0],[977.0],[271.0],[755.0],[389.0],[949.0],[93.0],[85.0],[627.0],[276.0],[592.0],[18.0],[762.0],[328.0],[828.0],[389.0],[268.0],[571.0],[180.0],[250.0],[977.0],[242.0],[179.0],[804.0],[739.0],[27.0],[740.0],[192.0],[163.0],[74.0],[74.0],[760.0],[705.0],[58.0],[645.0],[182.0],[755.0],[977.0],[67.0],[391.0],[40.0],[302.0],[220.0],[285.0],[538.0],[646.0],[668.0],[890.0],[649.0],[972.0],[374.0],[762.0],[197.0],[526.0],[708.0],[332.0],[654.0],[429.0],[110.0],[533.0],[478.0],[31.0],[544.0],[592.0],[141.0],[784.0],[945.0],[656.0],[272.0],[977.0],[159.0],[740.0],[991.0],[991.0],[677.0],[544.0],[12.0],[179.0],[227.0],[907.0],[489.0],[964.0],[660.0],[225.0],[327.0],[659.0],[712.0],[977.0]
16,[740.0],[687.0],[69.0],[738.0],[407.0],[514.0],[179.0],[214.0],[733.0],[583.0],[744.0],[828.0],[769.0],[738.0],[136.0],[583.0],[500.0],[759.0],[568.0],[471.0],[961.0],[857.0],[325.0],[889.0],[755.0],[924.0],[462.0],[772.0],[374.0],[924.0],[311.0],[825.0],[544.0],[671.0],[609.0],[716.0],[601.0],[471.0],[793.0],[203.0],[74.0],[822.0],[318.0],[633.0],[147.0],[471.0],[74.0],[668.0],[639.0],[632.0],[323.0],[101.0],[966.0],[842.0],[248.0],[842.0],[179.0],[575.0],[285.0],[789.0],[426.0],[307.0],[288.0],[817.0],[25.0],[481.0],[174.0],[276.0],[514.0],[563.0],[510.0],[74.0],[886.0],[709.0],[179.0],[489.0],[604.0],[576.0],[635.0],[614.0],[991.0],[957.0],[704.0],[74.0],[759.0],[544.0],[145.0],[378.0],[654.0],[818.0],[412.0],[357.0],[762.0],[708.0],[610.0],[336.0],[880.0],[179.0],[282.0],[977.0],[157.0],[961.0],[592.0],[263.0],[984.0],[755.0],[179.0],[325.0],[627.0],[285.0],[110.0],[707.0],[730.0],[906.0],[457.0],[681.0],[755.0],[145.0],[755.0],[179.0],[388.0],[120.0],[236.0],[295.0],[790.0]
17,[592.0],[74.0],[45.0],[261.0],[659.0],[351.0],[586.0],[285.0],[740.0],[987.0],[412.0],[625.0],[722.0],[624.0],[544.0],[654.0],[64.0],[886.0],[285.0],[856.0],[808.0],[866.0],[880.0],[838.0],[544.0],[990.0],[211.0],[977.0],[82.0],[977.0],[538.0],[177.0],[390.0],[79.0],[82.0],[924.0],[286.0],[587.0],[79.0],[526.0],[288.0],[728.0],[977.0],[395.0],[392.0],[565.0],[587.0],[74.0],[638.0],[74.0],[762.0],[420.0],[52.0],[668.0],[525.0],[444.0],[569.0],[442.0],[431.0],[897.0],[309.0],[966.0],[197.0],[723.0],[198.0],[634.0],[247.0],[321.0],[220.0],[823.0],[1.0],[556.0],[740.0],[852.0],[788.0],[925.0],[922.0],[199.0],[723.0],[583.0],[37.0],[683.0],[485.0],[932.0],[530.0],[933.0],[759.0],[578.0],[848.0],[32.0],[382.0],[687.0],[435.0],[7.0],[161.0],[646.0],[113.0],[183.0],[494.0],[42.0],[74.0],[670.0],[604.0],[157.0],[525.0],[961.0],[897.0],[751.0],[480.0],[236.0],[866.0],[73.0],[919.0],[643.0],[526.0],[639.0],[467.0],[14.0],[629.0],[74.0],[540.0],[316.0],[49.0],[668.0],[755.0]
18,[19.0],[544.0],[544.0],[755.0],[977.0],[754.0],[801.0],[575.0],[416.0],[933.0],[981.0],[856.0],[618.0],[977.0],[977.0],[541.0],[705.0],[297.0],[179.0],[575.0],[898.0],[231.0],[677.0],[987.0],[690.0],[197.0],[179.0],[104.0],[538.0],[471.0],[892.0],[474.0],[426.0],[167.0],[351.0],[354.0],[977.0],[933.0],[179.0],[8.0],[612.0],[939.0],[471.0],[663.0],[444.0],[246.0],[170.0],[544.0],[856.0],[353.0],[643.0],[762.0],[333.0],[217.0],[74.0],[199.0],[687.0],[33.0],[975.0],[775.0],[190.0],[524.0],[78.0],[960.0],[743.0],[985.0],[384.0],[542.0],[755.0],[11.0],[362.0],[85.0],[713.0],[79.0],[620.0],[520.0],[74.0],[449.0],[74.0],[822.0],[671.0],[654.0],[668.0],[821.0],[542.0],[179.0],[762.0],[914.0],[544.0],[677.0],[687.0],[586.0],[544.0],[396.0],[702.0],[37.0],[59.0],[614.0],[252.0],[114.0],[544.0],[182.0],[87.0],[961.0],[402.0],[819.0],[755.0],[684.0],[319.0],[42.0],[612.0],[928.0],[755.0],[755.0],[23.0],[204.0],[841.0],[544.0],[373.0],[880.0],[40.0],[755.0],[520.0],[458.0],[195.0]
19,[157.0],[977.0],[977.0],[977.0],[335.0],[731.0],[389.0],[236.0],[894.0],[575.0],[17.0],[425.0],[48.0],[575.0],[471.0],[822.0],[594.0],[575.0],[382.0],[933.0],[479.0],[984.0],[822.0],[64.0],[555.0],[755.0],[883.0],[650.0],[164.0],[179.0],[251.0],[65.0],[121.0],[156.0],[122.0],[755.0],[825.0],[181.0],[740.0],[340.0],[342.0],[469.0],[14.0],[848.0],[478.0],[682.0],[179.0],[575.0],[216.0],[654.0],[654.0],[581.0],[393.0],[686.0],[533.0],[755.0],[977.0],[721.0],[371.0],[635.0],[8.0],[544.0],[526.0],[89.0],[870.0],[544.0],[767.0],[762.0],[79.0],[544.0],[943.0],[935.0],[583.0],[266.0],[471.0],[130.0],[143.0],[835.0],[680.0],[932.0],[842.0],[592.0],[815.0],[65.0],[951.0],[708.0],[693.0],[892.0],[977.0],[840.0],[79.0],[849.0],[590.0],[59.0],[747.0],[755.0],[266.0],[70.0],[487.0],[755.0],[977.0],[639.0],[792.0],[110.0],[630.0],[654.0],[471.0],[544.0],[944.0],[13.0],[915.0],[991.0],[977.0],[894.0],[706.0],[546.0],[654.0],[600.0],[654.0],[800.0],[487.0],[649.0],[482.0],[904.0],[17.0]
20,[348.0],[382.0],[460.0],[637.0],[286.0],[986.0],[307.0],[475.0],[898.0],[978.0],[342.0],[544.0],[584.0],[442.0],[671.0],[284.0],[987.0],[897.0],[221.0],[382.0],[54.0],[954.0],[531.0],[609.0],[11.0],[911.0],[755.0],[642.0],[67.0],[84.0],[646.0],[399.0],[150.0],[285.0],[920.0],[276.0],[491.0],[575.0],[7.0],[925.0],[938.0],[514.0],[121.0],[118.0],[288.0],[28.0],[985.0],[236.0],[498.0],[104.0],[405.0],[654.0],[967.0],[99.0],[965.0],[654.0],[762.0],[838.0],[483.0],[755.0],[471.0],[977.0],[204.0],[440.0],[544.0],[977.0],[460.0],[957.0],[471.0],[284.0],[711.0],[614.0],[755.0],[811.0],[382.0],[471.0],[25.0],[638.0],[433.0],[933.0],[847.0],[105.0],[254.0],[755.0],[477.0],[106.0],[654.0],[552.0],[471.0],[66.0],[976.0],[307.0],[977.0],[65.0],[379.0],[633.0],[488.0],[544.0],[977.0],[235.0],[943.0],[392.0],[791.0],[457.0],[914.0],[141.0],[419.0],[459.0],[875.0],[114.0],[845.0],[488.0],[962.0],[953.0],[293.0],[89.0],[323.0],[316.0],[64.0],[242.0],[459.0],[373.0],[643.0],[128.0],[471.0]
