Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
0,65,84,58,74,43,3,45,78,100,79,87,28,21,24,30,17,83,63,39,78,39,95,0,25,50,100,95,31,45,18,31,16,90,44,8,63,72,75,94,90,90,52,7,36,14,36,81,9,16,23,28,63,65,92,10,60,71,10,83,19,101,97,21,101,3,15,42,37,37,12,13,100,64,45,99,64,28,99,46,5,12,66,99,30,90,52,58,78,39,86,31,71,82,86,67,92,14,4,11,37
1,75,18,28,1,18,40,61,72,96,26,41,90,19,39,79,12,99,21,15,8,6,55,44,16,75,68,79,10,86,12,43,99,99,10,87,56,79,51,37,86,11,93,86,47,18,14,98,80,91,42,0,32,53,27,85,45,10,42,36,24,63,61,56,92,21,48,24,5,81,0,29,90,69,88,12,95,11,83,24,41,90,22,31,65,96,12,78,35,50,34,76,87,32,62,65,0,36,67,12,39
2,77,35,97,12,102,10,42,33,67,33,98,66,32,80,59,46,54,19,2,21,75,31,7,62,33,70,3,33,55,62,20,48,27,96,53,70,15,61,29,40,23,95,62,88,59,99,48,71,77,15,77,76,59,38,0,78,15,90,14,42,3,54,77,18,61,101,35,84,46,28,10,38,85,29,64,65,84,17,38,100,8,81,71,16,0,46,4,97,53,65,2,80,94,50,68,3,88,39,44,68
3,44,61,46,34,47,14,46,62,11,60,52,63,2,3,22,101,62,51,36,94,27,54,48,84,66,91,102,80,3,100,6,52,5,99,49,52,70,86,1,20,91,46,16,32,15,17,13,8,14,30,78,15,11,35,9,102,78,27,1,62,10,79,41,15,76,45,34,0,39,35,70,93,75,46,2,53,18,58,56,76,46,26,24,36,74,3,14,51,94,75,8,15,31,96,36,52,1,37,31,15
4,95,99,31,4,90,58,54,54,89,3,65,73,52,53,55,50,4,90,64,83,62,90,101,86,20,48,21,11,39,74,26,42,40,81,73,99,33,84,52,18,89,48,83,60,61,91,27,33,101,21,34,20,72,84,82,7,47,35,57,88,56,19,79,22,97,52,65,102,65,25,39,32,66,60,59,28,20,20,26,20,87,14,12,69,102,91,29,4,74,50,89,39,47,100,55,38,31,20,77,10
5,93,49,86,45,77,55,94,11,39,95,50,79,75,101,31,3,49,5,23,10,63,101,39,30,73,1,97,43,1,88,35,38,98,25,59,87,59,70,21,65,40,98,26,67,9,44,8,74,89,52,74,70,27,75,77,43,36,36,90,91,41,10,16,78,94,10,93,97,58,7,7,101,49,34,48,72,50,65,37,59,72,39,102,25,34,66,100,42,40,35,68,50,75,92,75,44,22,31,33,62
6,53,65,6,32,71,98,16,16,99,81,55,50,73,37,32,8,10,62,78,0,3,23,8,13,48,58,73,66,69,95,78,25,41,18,83,64,6,50,2,88,35,72,85,54,13,12,0,49,94,102,98,66,91,18,94,24,54,84,71,95,17,57,1,64,91,94,81,77,12,18,89,95,12,0,65,80,25,69,14,84,57,44,97,67,89,62,41,9,90,101,33,86,27,43,10,96,97,63,35,32
7,15,7,29,48,13,16,5,36,17,101,45,13,100,12,72,62,46,20,20,65,45,94,42,52,89,95,92,12,31,60,68,43,34,102,55,61,26,101,23,91,19,31,40,92,27,77,9,21,84,55,100,36,47,69,80,8,59,28,67,10,1,48,94,53,44,100,11,4,91,73,90,68,45,27,55,12,6,52,19,98,53,20,46,43,13,84,13,64,35,87,26,10,13,52,99,36,70,47,45,23
8,76,41,80,24,65,8,33,40,94,2,100,75,77,88,2,87,42,93,69,73,24,45,89,68,45,88,23,24,89,0,71,61,39,6,74,88,82,3,87,17,72,57,34,44,74,30,51,51,29,17,32,16,19,94,30,69,32,60,89,26,7,87,96,16,100,83,4,32,88,15,71,43,6,57,101,45,71,72,102,61,14,38,35,29,5,0,17,5,96,30,57,5,39,7,85,57,64,85,42,31
9,7,3,92,82,74,80,35,0,7,62,102,102,54,38,80,88,63,89,27,37,33,97,72,6,83,11,2,55,102,33,2,97,88,46,31,59,98,56,93,95,42,77,71,40,49,13,30,93,20,45,18,34,44,9,51,96,19,93,22,9,44,51,23,4,57,3,9,87,70,11,4,12,51,84,23,21,76,82,61,44,65,97,54,42,52,37,45,81,31,66,77,34,16,53,5,93,6,96,14,17
