Simulation,Passive Learning,GSx,GSy,iGS,Uncertainty Sampling,EGAL,EMCM,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
0,4.156404256820679,4.265669107437134,4.305188894271851,4.452681541442871,4.222294330596924,4.502068758010864,4.153475046157837,4.412626266479492,4.4299116134643555,4.4299352169036865,4.428565740585327,4.215842962265015,4.476545810699463,4.581384658813477,4.598224401473999,43.01898550987244,6.308749675750732
1,3.9765408039093018,3.9781599044799805,4.092560529708862,4.119514226913452,4.658109903335571,4.821651458740234,4.5592052936553955,4.830135345458984,4.850958347320557,4.804840803146362,4.790821075439453,4.789266586303711,4.802541732788086,4.810624837875366,4.866024732589722,42.05585741996765,7.021683692932129
2,4.163033723831177,4.259730577468872,4.301927328109741,4.438122987747192,4.21556282043457,4.496981143951416,4.168610572814941,4.411389112472534,4.423852443695068,4.428496599197388,4.438403844833374,4.222971200942993,4.478823184967041,4.580362558364868,4.586657762527466,43.13137340545654,6.322736024856567
3,3.525855541229248,3.65425705909729,3.7685203552246094,3.7898378372192383,3.7302029132843018,3.798325300216675,3.619194507598877,3.8091001510620117,3.800446033477783,3.804764747619629,3.8089804649353027,3.7897706031799316,3.8198893070220947,3.814207077026367,3.809962749481201,13.018528461456299,5.540452718734741
4,4.188709020614624,4.308806896209717,4.353809118270874,4.461987495422363,4.246779680252075,4.504771947860718,4.180422306060791,4.436491012573242,4.447708368301392,4.442307233810425,4.4610595703125,4.218140125274658,4.522519826889038,4.626975059509277,4.571471929550171,42.697909355163574,6.358948230743408
5,3.6465508937835693,3.728118419647217,3.839460849761963,3.884896993637085,3.8088905811309814,3.9040398597717285,3.762590169906616,3.9069619178771973,3.9037413597106934,3.912332534790039,3.906909465789795,3.91862154006958,3.907238483428955,3.9120407104492188,3.9427759647369385,30.518508672714233,5.686526536941528
6,3.9993233680725098,3.9984333515167236,4.113996505737305,4.153835296630859,4.698529243469238,4.859952449798584,4.588941812515259,4.860610485076904,4.863884449005127,4.8132264614105225,4.8021886348724365,4.808218955993652,4.810546159744263,4.8117475509643555,4.854807376861572,41.80271315574646,7.058985233306885
7,4.010164499282837,4.012909889221191,4.1151604652404785,4.148431777954102,4.6929309368133545,4.883225679397583,4.599512100219727,4.880229711532593,4.8881354331970215,4.842796325683594,4.821979761123657,4.839602708816528,4.8463263511657715,4.854867696762085,4.8821001052856445,41.632901191711426,7.0773234367370605
8,4.206892251968384,4.318807601928711,4.3251636028289795,4.448676347732544,4.240265369415283,4.4971232414245605,4.182804822921753,4.43049693107605,4.448199987411499,4.433095455169678,4.464664936065674,4.221844911575317,4.519559621810913,4.587052345275879,4.587230682373047,42.8707594871521,6.3294878005981445
9,4.152055740356445,4.25998854637146,4.2799763679504395,4.436958074569702,4.207207441329956,4.498514175415039,4.139958381652832,4.391877889633179,4.395500421524048,4.424633979797363,4.423346519470215,4.203789949417114,4.427971839904785,4.55246114730835,4.566467523574829,43.29707980155945,6.2951178550720215
