Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[981.0],[933.0],[993.0],[336.0],[522.0],[217.0],[837.0],[823.0],[627.0],[417.0],[660.0],[309.0],[488.0],[333.0],[832.0],[955.0],[602.0],[265.0],[905.0],[580.0],[354.0],[553.0],[501.0],[669.0],[390.0]
1,[769.0],[798.0],[807.0],[524.0],[593.0],[702.0],[602.0],[519.0],[75.0],[189.0],[383.0],[684.0],[570.0],[453.0],[309.0],[383.0],[219.0],[985.0],[881.0],[490.0],[986.0],[630.0],[670.0],[129.0],[765.0]
2,[965.0],[695.0],[435.0],[230.0],[324.0],[866.0],[758.0],[354.0],[886.0],[800.0],[746.0],[477.0],[142.0],[208.0],[950.0],[967.0],[84.0],[794.0],[399.0],[612.0],[824.0],[128.0],[215.0],[842.0],[524.0]
3,[677.0],[305.0],[649.0],[601.0],[943.0],[22.0],[903.0],[389.0],[57.0],[866.0],[145.0],[993.0],[365.0],[936.0],[141.0],[534.0],[846.0],[746.0],[746.0],[794.0],[157.0],[279.0],[21.0],[765.0],[895.0]
4,[436.0],[185.0],[798.0],[563.0],[292.0],[526.0],[113.0],[249.0],[995.0],[32.0],[522.0],[384.0],[497.0],[820.0],[70.0],[39.0],[169.0],[807.0],[965.0],[996.0],[292.0],[738.0],[521.0],[682.0],[352.0]
5,[660.0],[433.0],[593.0],[647.0],[758.0],[642.0],[469.0],[919.0],[428.0],[491.0],[3.0],[118.0],[84.0],[602.0],[648.0],[265.0],[889.0],[365.0],[369.0],[157.0],[227.0],[131.0],[126.0],[519.0],[926.0]
6,[805.0],[700.0],[650.0],[290.0],[160.0],[674.0],[715.0],[309.0],[339.0],[666.0],[326.0],[945.0],[950.0],[575.0],[670.0],[126.0],[769.0],[282.0],[704.0],[278.0],[915.0],[327.0],[877.0],[37.0],[152.0]
7,[340.0],[155.0],[521.0],[142.0],[332.0],[265.0],[928.0],[185.0],[919.0],[339.0],[872.0],[914.0],[937.0],[692.0],[308.0],[764.0],[820.0],[805.0],[701.0],[276.0],[673.0],[863.0],[732.0],[135.0],[227.0]
8,[563.0],[226.0],[847.0],[307.0],[920.0],[198.0],[901.0],[362.0],[74.0],[490.0],[74.0],[32.0],[22.0],[227.0],[378.0],[602.0],[741.0],[572.0],[384.0],[211.0],[435.0],[874.0],[125.0],[152.0],[381.0]
9,[324.0],[881.0],[874.0],[227.0],[298.0],[694.0],[278.0],[755.0],[727.0],[273.0],[581.0],[227.0],[155.0],[144.0],[382.0],[906.0],[955.0],[551.0],[433.0],[175.0],[9.0],[84.0],[134.0],[227.0],[874.0]
