Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[276.0],[602.0],[529.0],[42.0],[593.0],[534.0],[715.0],[419.0],[647.0],[37.0],[866.0],[899.0],[614.0],[685.0],[769.0],[211.0],[159.0],[207.0],[307.0],[556.0],[344.0],[481.0],[126.0],[867.0],[207.0]
1,[340.0],[381.0],[558.0],[270.0],[462.0],[58.0],[563.0],[821.0],[738.0],[899.0],[715.0],[328.0],[173.0],[57.0],[193.0],[981.0],[412.0],[715.0],[804.0],[486.0],[529.0],[993.0],[524.0],[673.0],[385.0]
2,[462.0],[804.0],[933.0],[486.0],[336.0],[816.0],[919.0],[822.0],[816.0],[666.0],[595.0],[465.0],[447.0],[725.0],[292.0],[791.0],[791.0],[526.0],[101.0],[988.0],[378.0],[918.0],[804.0],[835.0],[955.0]
3,[298.0],[522.0],[903.0],[142.0],[423.0],[666.0],[409.0],[522.0],[382.0],[421.0],[94.0],[297.0],[298.0],[349.0],[126.0],[666.0],[687.0],[918.0],[180.0],[776.0],[903.0],[60.0],[417.0],[800.0],[214.0]
4,[889.0],[37.0],[176.0],[348.0],[505.0],[412.0],[306.0],[217.0],[464.0],[683.0],[981.0],[593.0],[94.0],[687.0],[728.0],[234.0],[834.0],[773.0],[760.0],[33.0],[176.0],[553.0],[960.0],[38.0],[594.0]
5,[919.0],[695.0],[378.0],[242.0],[874.0],[563.0],[626.0],[627.0],[887.0],[486.0],[84.0],[173.0],[211.0],[330.0],[615.0],[586.0],[682.0],[524.0],[384.0],[148.0],[57.0],[630.0],[529.0],[620.0],[417.0]
6,[436.0],[307.0],[738.0],[608.0],[249.0],[965.0],[738.0],[443.0],[666.0],[32.0],[738.0],[145.0],[673.0],[991.0],[687.0],[385.0],[101.0],[771.0],[848.0],[54.0],[831.0],[529.0],[189.0],[208.0],[804.0]
7,[956.0],[101.0],[831.0],[52.0],[864.0],[409.0],[790.0],[773.0],[496.0],[669.0],[510.0],[384.0],[84.0],[526.0],[312.0],[444.0],[771.0],[602.0],[682.0],[79.0],[185.0],[101.0],[589.0],[832.0],[101.0]
8,[672.0],[682.0],[197.0],[640.0],[981.0],[399.0],[822.0],[771.0],[874.0],[874.0],[615.0],[919.0],[503.0],[193.0],[378.0],[152.0],[524.0],[307.0],[22.0],[71.0],[118.0],[738.0],[903.0],[207.0],[887.0]
9,[307.0],[760.0],[589.0],[230.0],[53.0],[706.0],[861.0],[371.0],[169.0],[60.0],[71.0],[716.0],[301.0],[126.0],[831.0],[326.0],[837.0],[760.0],[658.0],[672.0],[228.0],[773.0],[176.0],[292.0],[832.0]
10,[602.0],[577.0],[173.0],[144.0],[60.0],[462.0],[640.0],[716.0],[910.0],[67.0],[471.0],[664.0],[163.0],[619.0],[328.0],[425.0],[821.0],[804.0],[233.0],[879.0],[771.0],[417.0],[123.0],[903.0],[993.0]
11,[682.0],[180.0],[185.0],[936.0],[392.0],[620.0],[633.0],[123.0],[301.0],[348.0],[384.0],[236.0],[418.0],[292.0],[725.0],[383.0],[193.0],[101.0],[886.0],[684.0],[665.0],[330.0],[831.0],[185.0],[423.0]
12,[760.0],[886.0],[874.0],[867.0],[348.0],[866.0],[182.0],[590.0],[919.0],[858.0],[213.0],[633.0],[349.0],[365.0],[619.0],[919.0],[292.0],[682.0],[381.0],[541.0],[658.0],[687.0],[118.0],[842.0],[602.0]
13,[804.0],[918.0],[348.0],[627.0],[791.0],[161.0],[95.0],[918.0],[776.0],[169.0],[102.0],[659.0],[185.0],[831.0],[526.0],[633.0],[126.0],[577.0],[828.0],[305.0],[884.0],[292.0],[185.0],[519.0],[682.0]
14,[886.0],[955.0],[688.0],[760.0],[811.0],[702.0],[382.0],[816.0],[152.0],[4.0],[371.0],[84.0],[57.0],[24.0],[837.0],[834.0],[526.0],[180.0],[790.0],[862.0],[835.0],[193.0],[443.0],[529.0],[577.0]
15,[577.0],[771.0],[662.0],[22.0],[530.0],[909.0],[187.0],[955.0],[594.0],[165.0],[832.0],[801.0],[365.0],[916.0],[991.0],[728.0],[619.0],[576.0],[301.0],[306.0],[335.0],[725.0],[500.0],[176.0],[760.0]
16,[716.0],[773.0],[644.0],[310.0],[555.0],[499.0],[152.0],[500.0],[250.0],[723.0],[889.0],[526.0],[687.0],[837.0],[330.0],[575.0],[310.0],[522.0],[883.0],[795.0],[743.0],[619.0],[955.0],[118.0],[886.0]
17,[888.0],[354.0],[673.0],[233.0],[444.0],[637.0],[586.0],[486.0],[84.0],[330.0],[666.0],[866.0],[330.0],[371.0],[57.0],[169.0],[22.0],[217.0],[991.0],[645.0],[874.0],[126.0],[771.0],[378.0],[22.0]
18,[500.0],[828.0],[58.0],[658.0],[234.0],[890.0],[502.0],[301.0],[484.0],[292.0],[773.0],[832.0],[250.0],[524.0],[365.0],[240.0],[278.0],[955.0],[519.0],[571.0],[593.0],[837.0],[385.0],[274.0],[828.0]
19,[955.0],[573.0],[94.0],[577.0],[540.0],[958.0],[532.0],[593.0],[640.0],[804.0],[500.0],[330.0],[193.0],[113.0],[540.0],[192.0],[602.0],[886.0],[831.0],[127.0],[909.0],[526.0],[715.0],[831.0],[943.0]
20,[771.0],[500.0],[328.0],[828.0],[684.0],[169.0],[134.0],[586.0],[270.0],[687.0],[993.0],[423.0],[916.0],[821.0],[462.0],[534.0],[760.0],[779.0],[185.0],[924.0],[627.0],[991.0],[462.0],[349.0],[307.0]
21,[627.0],[322.0],[630.0],[886.0],[788.0],[771.0],[384.0],[910.0],[889.0],[185.0],[522.0],[559.0],[201.0],[503.0],[593.0],[84.0],[307.0],[123.0],[666.0],[954.0],[421.0],[57.0],[627.0],[57.0],[180.0]
22,[918.0],[576.0],[993.0],[633.0],[556.0],[760.0],[874.0],[382.0],[158.0],[344.0],[201.0],[907.0],[837.0],[529.0],[208.0],[779.0],[180.0],[500.0],[943.0],[517.0],[955.0],[365.0],[217.0],[687.0],[381.0]
23,[524.0],[371.0],[382.0],[593.0],[858.0],[180.0],[981.0],[748.0],[659.0],[57.0],[524.0],[385.0],[126.0],[981.0],[173.0],[336.0],[804.0],[201.0],[278.0],[219.0],[837.0],[201.0],[819.0],[365.0],[233.0]
24,[217.0],[417.0],[109.0],[981.0],[4.0],[682.0],[301.0],[751.0],[858.0],[349.0],[217.0],[4.0],[524.0],[378.0],[899.0],[858.0],[991.0],[689.0],[385.0],[399.0],[500.0],[524.0],[195.0],[991.0],[741.0]
25,[522.0],[161.0],[182.0],[278.0],[899.0],[602.0],[666.0],[660.0],[4.0],[831.0],[417.0],[869.0],[481.0],[858.0],[185.0],[685.0],[330.0],[371.0],[615.0],[444.0],[524.0],[576.0],[101.0],[399.0],[278.0]
26,[201.0],[866.0],[669.0],[779.0],[510.0],[804.0],[4.0],[813.0],[385.0],[529.0],[576.0],[193.0],[725.0],[274.0],[916.0],[887.0],[57.0],[381.0],[174.0],[780.0],[201.0],[522.0],[918.0],[573.0],[208.0]
27,[417.0],[349.0],[919.0],[38.0],[66.0],[101.0],[107.0],[307.0],[358.0],[274.0],[123.0],[522.0],[619.0],[903.0],[371.0],[590.0],[365.0],[581.0],[84.0],[304.0],[916.0],[217.0],[576.0],[234.0],[864.0]
28,[633.0],[344.0],[521.0],[238.0],[159.0],[658.0],[645.0],[915.0],[228.0],[652.0],[771.0],[481.0],[526.0],[176.0],[955.0],[673.0],[381.0],[738.0],[820.0],[180.0],[821.0],[349.0],[522.0],[193.0],[418.0]
29,[576.0],[292.0],[450.0],[716.0],[163.0],[577.0],[433.0],[886.0],[58.0],[960.0],[419.0],[381.0],[292.0],[630.0],[522.0],[502.0],[152.0],[627.0],[993.0],[217.0],[481.0],[883.0],[201.0],[526.0],[819.0]
30,[593.0],[201.0],[330.0],[909.0],[326.0],[886.0],[84.0],[101.0],[15.0],[176.0],[955.0],[837.0],[821.0],[118.0],[417.0],[780.0],[886.0],[301.0],[529.0],[522.0],[619.0],[371.0],[292.0],[126.0],[556.0]
31,[338.0],[589.0],[728.0],[804.0],[604.0],[233.0],[887.0],[381.0],[348.0],[903.0],[918.0],[821.0],[955.0],[960.0],[576.0],[72.0],[233.0],[367.0],[176.0],[918.0],[193.0],[348.0],[526.0],[773.0],[87.0]
