Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99,Sim_100,Sim_101,Sim_102,Sim_103,Sim_104,Sim_105,Sim_106,Sim_107,Sim_108,Sim_109,Sim_110,Sim_111,Sim_112,Sim_113,Sim_114,Sim_115,Sim_116,Sim_117,Sim_118,Sim_119,Sim_120,Sim_121,Sim_122,Sim_123,Sim_124
0,[142.0],[565.0],[436.0],[142.0],[377.0],[139.0],[236.0],[804.0],[693.0],[580.0],[869.0],[905.0],[953.0],[831.0],[905.0],[142.0],[593.0],[519.0],[411.0],[345.0],[570.0],[888.0],[226.0],[829.0],[435.0],[273.0],[861.0],[323.0],[903.0],[739.0],[824.0],[559.0],[860.0],[273.0],[330.0],[382.0],[377.0],[868.0],[823.0],[685.0],[84.0],[504.0],[340.0],[660.0],[377.0],[190.0],[631.0],[402.0],[248.0],[770.0],[481.0],[142.0],[831.0],[162.0],[264.0],[390.0],[139.0],[665.0],[669.0],[226.0],[433.0],[273.0],[142.0],[676.0],[389.0],[616.0],[129.0],[204.0],[653.0],[330.0],[345.0],[693.0],[463.0],[139.0],[462.0],[453.0],[669.0],[658.0],[739.0],[453.0],[273.0],[237.0],[957.0],[899.0],[273.0],[142.0],[206.0],[823.0],[696.0],[957.0],[390.0],[273.0],[84.0],[453.0],[139.0],[846.0],[84.0],[227.0],[832.0],[696.0],[463.0],[642.0],[905.0],[905.0],[580.0],[632.0],[189.0],[411.0],[463.0],[453.0],[453.0],[70.0],[185.0],[504.0],[580.0],[829.0],[846.0],[804.0],[226.0],[230.0],[642.0],[580.0],[101.0],[319.0],[692.0]
1,[226.0],[553.0],[981.0],[159.0],[725.0],[456.0],[947.0],[539.0],[943.0],[797.0],[340.0],[955.0],[504.0],[993.0],[248.0],[52.0],[814.0],[642.0],[216.0],[691.0],[773.0],[375.0],[906.0],[769.0],[693.0],[204.0],[481.0],[829.0],[769.0],[223.0],[123.0],[226.0],[846.0],[696.0],[383.0],[899.0],[905.0],[244.0],[30.0],[642.0],[957.0],[352.0],[642.0],[24.0],[510.0],[390.0],[481.0],[233.0],[629.0],[443.0],[842.0],[145.0],[57.0],[673.0],[185.0],[477.0],[411.0],[769.0],[462.0],[823.0],[377.0],[567.0],[739.0],[861.0],[453.0],[293.0],[502.0],[753.0],[677.0],[467.0],[104.0],[33.0],[553.0],[390.0],[530.0],[389.0],[453.0],[244.0],[276.0],[593.0],[629.0],[67.0],[373.0],[70.0],[581.0],[830.0],[354.0],[314.0],[794.0],[858.0],[846.0],[647.0],[219.0],[871.0],[905.0],[521.0],[365.0],[829.0],[162.0],[248.0],[445.0],[693.0],[804.0],[101.0],[276.0],[128.0],[589.0],[159.0],[479.0],[521.0],[669.0],[629.0],[619.0],[739.0],[383.0],[965.0],[687.0],[522.0],[932.0],[104.0],[949.0],[479.0],[496.0],[240.0],[676.0]
2,[831.0],[75.0],[660.0],[537.0],[326.0],[330.0],[188.0],[993.0],[138.0],[981.0],[108.0],[276.0],[840.0],[176.0],[236.0],[874.0],[348.0],[741.0],[769.0],[570.0],[682.0],[831.0],[67.0],[365.0],[688.0],[717.0],[602.0],[123.0],[326.0],[599.0],[660.0],[829.0],[594.0],[537.0],[97.0],[352.0],[933.0],[431.0],[866.0],[426.0],[855.0],[913.0],[602.0],[67.0],[531.0],[575.0],[394.0],[776.0],[804.0],[524.0],[411.0],[457.0],[547.0],[352.0],[330.0],[456.0],[347.0],[71.0],[498.0],[798.0],[139.0],[739.0],[573.0],[769.0],[538.0],[377.0],[335.0],[330.0],[481.0],[631.0],[383.0],[955.0],[246.0],[247.0],[452.0],[704.0],[185.0],[305.0],[905.0],[239.0],[496.0],[320.0],[418.0],[84.0],[874.0],[633.0],[883.0],[409.0],[846.0],[84.0],[631.0],[479.0],[804.0],[986.0],[118.0],[955.0],[319.0],[13.0],[35.0],[174.0],[276.0],[166.0],[332.0],[978.0],[502.0],[892.0],[378.0],[532.0],[417.0],[239.0],[590.0],[310.0],[837.0],[842.0],[940.0],[506.0],[273.0],[770.0],[204.0],[800.0],[837.0],[185.0],[884.0],[390.0],[905.0]
3,[738.0],[619.0],[503.0],[348.0],[903.0],[707.0],[380.0],[371.0],[910.0],[111.0],[157.0],[394.0],[21.0],[807.0],[312.0],[524.0],[399.0],[631.0],[338.0],[409.0],[310.0],[245.0],[185.0],[612.0],[649.0],[612.0],[123.0],[139.0],[519.0],[722.0],[816.0],[185.0],[17.0],[599.0],[139.0],[206.0],[142.0],[448.0],[919.0],[960.0],[949.0],[463.0],[375.0],[326.0],[238.0],[711.0],[402.0],[453.0],[467.0],[384.0],[549.0],[715.0],[477.0],[695.0],[524.0],[433.0],[981.0],[650.0],[620.0],[514.0],[227.0],[866.0],[139.0],[633.0],[477.0],[300.0],[499.0],[123.0],[134.0],[739.0],[160.0],[402.0],[428.0],[330.0],[409.0],[693.0],[861.0],[118.0],[953.0],[377.0],[392.0],[804.0],[679.0],[955.0],[345.0],[56.0],[804.0],[71.0],[135.0],[410.0],[173.0],[236.0],[981.0],[942.0],[640.0],[410.0],[790.0],[725.0],[593.0],[874.0],[558.0],[669.0],[126.0],[10.0],[456.0],[496.0],[201.0],[21.0],[879.0],[141.0],[773.0],[804.0],[647.0],[274.0],[798.0],[698.0],[176.0],[208.0],[819.0],[471.0],[131.0],[217.0],[722.0],[794.0],[575.0]
4,[4.0],[419.0],[427.0],[229.0],[506.0],[307.0],[543.0],[576.0],[831.0],[301.0],[170.0],[477.0],[146.0],[593.0],[612.0],[307.0],[158.0],[834.0],[715.0],[281.0],[642.0],[173.0],[142.0],[951.0],[620.0],[590.0],[185.0],[954.0],[378.0],[866.0],[161.0],[693.0],[118.0],[639.0],[106.0],[539.0],[52.0],[866.0],[226.0],[96.0],[118.0],[96.0],[754.0],[70.0],[676.0],[669.0],[3.0],[575.0],[680.0],[684.0],[534.0],[950.0],[240.0],[524.0],[463.0],[242.0],[978.0],[383.0],[486.0],[516.0],[651.0],[9.0],[358.0],[780.0],[526.0],[127.0],[738.0],[529.0],[823.0],[599.0],[913.0],[326.0],[537.0],[201.0],[159.0],[330.0],[534.0],[835.0],[309.0],[685.0],[243.0],[942.0],[288.0],[738.0],[244.0],[574.0],[452.0],[829.0],[612.0],[189.0],[300.0],[185.0],[846.0],[106.0],[866.0],[236.0],[887.0],[427.0],[515.0],[749.0],[749.0],[417.0],[563.0],[354.0],[317.0],[986.0],[500.0],[539.0],[249.0],[238.0],[416.0],[524.0],[481.0],[253.0],[433.0],[227.0],[22.0],[189.0],[866.0],[669.0],[35.0],[866.0],[899.0],[874.0],[949.0]
5,[162.0],[211.0],[382.0],[381.0],[769.0],[593.0],[70.0],[933.0],[666.0],[71.0],[933.0],[204.0],[604.0],[227.0],[673.0],[336.0],[522.0],[502.0],[666.0],[957.0],[22.0],[593.0],[385.0],[903.0],[160.0],[739.0],[526.0],[30.0],[328.0],[520.0],[365.0],[752.0],[60.0],[97.0],[909.0],[170.0],[257.0],[943.0],[330.0],[884.0],[964.0],[739.0],[217.0],[558.0],[581.0],[5.0],[381.0],[630.0],[534.0],[936.0],[631.0],[665.0],[685.0],[1.0],[119.0],[949.0],[529.0],[384.0],[340.0],[652.0],[673.0],[223.0],[138.0],[276.0],[392.0],[997.0],[799.0],[231.0],[453.0],[99.0],[531.0],[183.0],[131.0],[500.0],[928.0],[786.0],[100.0],[245.0],[762.0],[868.0],[330.0],[204.0],[466.0],[326.0],[142.0],[98.0],[185.0],[738.0],[798.0],[813.0],[725.0],[503.0],[330.0],[235.0],[477.0],[804.0],[615.0],[246.0],[505.0],[292.0],[936.0],[383.0],[462.0],[330.0],[612.0],[204.0],[743.0],[13.0],[225.0],[70.0],[666.0],[22.0],[666.0],[642.0],[820.0],[739.0],[302.0],[933.0],[457.0],[933.0],[991.0],[310.0],[41.0],[738.0],[510.0]
6,[746.0],[558.0],[593.0],[864.0],[138.0],[2.0],[981.0],[15.0],[778.0],[278.0],[524.0],[798.0],[739.0],[403.0],[915.0],[773.0],[324.0],[919.0],[145.0],[139.0],[943.0],[490.0],[704.0],[461.0],[477.0],[652.0],[201.0],[456.0],[823.0],[804.0],[832.0],[382.0],[4.0],[590.0],[981.0],[563.0],[238.0],[189.0],[382.0],[640.0],[868.0],[888.0],[932.0],[746.0],[236.0],[152.0],[538.0],[859.0],[821.0],[330.0],[914.0],[389.0],[453.0],[384.0],[154.0],[21.0],[673.0],[330.0],[322.0],[521.0],[201.0],[104.0],[658.0],[113.0],[409.0],[696.0],[631.0],[820.0],[30.0],[755.0],[769.0],[185.0],[903.0],[755.0],[722.0],[152.0],[696.0],[864.0],[70.0],[651.0],[637.0],[563.0],[273.0],[234.0],[933.0],[167.0],[955.0],[664.0],[207.0],[463.0],[614.0],[322.0],[767.0],[495.0],[688.0],[692.0],[94.0],[660.0],[158.0],[462.0],[139.0],[848.0],[746.0],[409.0],[503.0],[35.0],[60.0],[986.0],[278.0],[138.0],[668.0],[486.0],[553.0],[325.0],[437.0],[953.0],[682.0],[501.0],[631.0],[765.0],[238.0],[547.0],[399.0],[889.0],[932.0]
7,[548.0],[755.0],[534.0],[567.0],[155.0],[3.0],[245.0],[687.0],[923.0],[814.0],[445.0],[470.0],[896.0],[134.0],[187.0],[647.0],[981.0],[823.0],[759.0],[305.0],[658.0],[6.0],[773.0],[642.0],[652.0],[330.0],[715.0],[804.0],[176.0],[728.0],[874.0],[953.0],[807.0],[672.0],[556.0],[189.0],[207.0],[965.0],[581.0],[975.0],[510.0],[835.0],[689.0],[986.0],[673.0],[738.0],[595.0],[340.0],[688.0],[875.0],[940.0],[303.0],[689.0],[633.0],[690.0],[486.0],[281.0],[526.0],[872.0],[320.0],[249.0],[330.0],[702.0],[696.0],[84.0],[463.0],[957.0],[481.0],[531.0],[953.0],[904.0],[54.0],[695.0],[816.0],[220.0],[670.0],[155.0],[486.0],[435.0],[811.0],[84.0],[176.0],[773.0],[385.0],[932.0],[73.0],[22.0],[228.0],[176.0],[176.0],[676.0],[410.0],[201.0],[567.0],[965.0],[960.0],[652.0],[632.0],[967.0],[884.0],[375.0],[695.0],[249.0],[739.0],[665.0],[743.0],[9.0],[739.0],[716.0],[158.0],[885.0],[939.0],[993.0],[807.0],[891.0],[129.0],[538.0],[936.0],[960.0],[592.0],[127.0],[381.0],[965.0],[462.0],[773.0]
8,[502.0],[428.0],[685.0],[888.0],[627.0],[901.0],[383.0],[589.0],[823.0],[173.0],[663.0],[300.0],[435.0],[874.0],[729.0],[682.0],[298.0],[666.0],[244.0],[625.0],[126.0],[656.0],[633.0],[152.0],[965.0],[201.0],[916.0],[170.0],[118.0],[526.0],[858.0],[330.0],[520.0],[630.0],[913.0],[633.0],[101.0],[823.0],[210.0],[581.0],[899.0],[694.0],[888.0],[593.0],[791.0],[496.0],[652.0],[457.0],[685.0],[301.0],[140.0],[503.0],[526.0],[829.0],[948.0],[593.0],[98.0],[524.0],[300.0],[351.0],[462.0],[819.0],[612.0],[84.0],[608.0],[755.0],[128.0],[954.0],[127.0],[211.0],[204.0],[250.0],[528.0],[651.0],[524.0],[185.0],[779.0],[456.0],[939.0],[96.0],[822.0],[704.0],[828.0],[444.0],[467.0],[510.0],[990.0],[965.0],[332.0],[618.0],[324.0],[82.0],[889.0],[508.0],[457.0],[953.0],[794.0],[330.0],[486.0],[718.0],[176.0],[499.0],[399.0],[383.0],[496.0],[905.0],[185.0],[981.0],[918.0],[933.0],[529.0],[504.0],[524.0],[879.0],[403.0],[436.0],[5.0],[378.0],[794.0],[60.0],[99.0],[693.0],[581.0],[76.0],[30.0]
9,[170.0],[17.0],[532.0],[960.0],[705.0],[656.0],[901.0],[798.0],[860.0],[411.0],[653.0],[812.0],[152.0],[84.0],[389.0],[227.0],[738.0],[811.0],[39.0],[510.0],[120.0],[161.0],[155.0],[676.0],[889.0],[208.0],[943.0],[602.0],[354.0],[623.0],[875.0],[93.0],[541.0],[705.0],[990.0],[522.0],[692.0],[391.0],[592.0],[278.0],[866.0],[555.0],[606.0],[581.0],[633.0],[832.0],[503.0],[981.0],[157.0],[945.0],[216.0],[739.0],[575.0],[805.0],[816.0],[513.0],[164.0],[481.0],[274.0],[896.0],[289.0],[134.0],[521.0],[28.0],[368.0],[798.0],[614.0],[633.0],[189.0],[72.0],[236.0],[443.0],[842.0],[693.0],[879.0],[602.0],[804.0],[888.0],[158.0],[894.0],[678.0],[619.0],[722.0],[907.0],[518.0],[339.0],[265.0],[310.0],[689.0],[619.0],[190.0],[428.0],[365.0],[771.0],[748.0],[435.0],[593.0],[182.0],[28.0],[871.0],[630.0],[189.0],[428.0],[503.0],[246.0],[477.0],[330.0],[510.0],[299.0],[305.0],[67.0],[739.0],[874.0],[160.0],[135.0],[650.0],[278.0],[903.0],[238.0],[496.0],[570.0],[411.0],[940.0],[955.0],[419.0]
10,[776.0],[52.0],[563.0],[476.0],[861.0],[134.0],[120.0],[226.0],[707.0],[832.0],[965.0],[965.0],[897.0],[384.0],[581.0],[276.0],[808.0],[231.0],[651.0],[8.0],[211.0],[714.0],[371.0],[553.0],[385.0],[304.0],[563.0],[378.0],[919.0],[899.0],[593.0],[842.0],[13.0],[319.0],[17.0],[593.0],[608.0],[276.0],[240.0],[790.0],[965.0],[955.0],[510.0],[866.0],[524.0],[965.0],[490.0],[477.0],[158.0],[715.0],[567.0],[822.0],[84.0],[192.0],[590.0],[176.0],[185.0],[496.0],[47.0],[242.0],[342.0],[496.0],[662.0],[239.0],[503.0],[117.0],[526.0],[152.0],[814.0],[832.0],[623.0],[249.0],[118.0],[53.0],[601.0],[97.0],[433.0],[510.0],[408.0],[158.0],[466.0],[693.0],[793.0],[874.0],[949.0],[498.0],[490.0],[146.0],[790.0],[92.0],[57.0],[715.0],[126.0],[68.0],[169.0],[650.0],[496.0],[899.0],[917.0],[135.0],[197.0],[668.0],[593.0],[950.0],[211.0],[162.0],[700.0],[479.0],[769.0],[712.0],[811.0],[599.0],[534.0],[692.0],[510.0],[601.0],[560.0],[349.0],[716.0],[602.0],[462.0],[183.0],[453.0],[70.0],[185.0]
11,[383.0],[799.0],[866.0],[508.0],[276.0],[888.0],[710.0],[975.0],[842.0],[180.0],[570.0],[831.0],[112.0],[525.0],[556.0],[837.0],[435.0],[641.0],[444.0],[145.0],[312.0],[756.0],[192.0],[278.0],[462.0],[860.0],[993.0],[765.0],[389.0],[672.0],[382.0],[955.0],[383.0],[499.0],[608.0],[669.0],[936.0],[514.0],[601.0],[139.0],[58.0],[593.0],[385.0],[864.0],[385.0],[406.0],[603.0],[986.0],[652.0],[909.0],[65.0],[843.0],[71.0],[846.0],[483.0],[508.0],[947.0],[837.0],[829.0],[563.0],[276.0],[363.0],[120.0],[666.0],[96.0],[231.0],[805.0],[704.0],[938.0],[828.0],[666.0],[93.0],[861.0],[880.0],[811.0],[846.0],[965.0],[146.0],[653.0],[249.0],[650.0],[668.0],[553.0],[126.0],[7.0],[751.0],[278.0],[723.0],[837.0],[408.0],[773.0],[99.0],[410.0],[33.0],[345.0],[348.0],[899.0],[273.0],[97.0],[427.0],[955.0],[820.0],[481.0],[884.0],[741.0],[427.0],[986.0],[955.0],[182.0],[586.0],[688.0],[666.0],[652.0],[666.0],[219.0],[152.0],[71.0],[176.0],[943.0],[278.0],[102.0],[537.0],[137.0],[227.0],[415.0]
12,[653.0],[653.0],[70.0],[739.0],[567.0],[842.0],[615.0],[954.0],[84.0],[346.0],[861.0],[698.0],[949.0],[936.0],[165.0],[811.0],[620.0],[508.0],[97.0],[4.0],[326.0],[604.0],[871.0],[986.0],[963.0],[975.0],[804.0],[312.0],[330.0],[848.0],[641.0],[70.0],[503.0],[456.0],[194.0],[875.0],[237.0],[510.0],[652.0],[88.0],[173.0],[500.0],[965.0],[723.0],[830.0],[553.0],[390.0],[947.0],[866.0],[227.0],[729.0],[57.0],[610.0],[84.0],[792.0],[67.0],[866.0],[97.0],[812.0],[886.0],[814.0],[782.0],[428.0],[524.0],[115.0],[631.0],[390.0],[315.0],[864.0],[886.0],[539.0],[949.0],[608.0],[794.0],[128.0],[284.0],[496.0],[447.0],[96.0],[768.0],[933.0],[365.0],[71.0],[134.0],[352.0],[886.0],[500.0],[504.0],[593.0],[656.0],[938.0],[427.0],[769.0],[602.0],[804.0],[270.0],[510.0],[82.0],[933.0],[127.0],[510.0],[620.0],[837.0],[981.0],[950.0],[504.0],[673.0],[56.0],[959.0],[384.0],[738.0],[226.0],[127.0],[332.0],[340.0],[263.0],[779.0],[185.0],[230.0],[217.0],[22.0],[152.0],[378.0],[349.0],[614.0]
13,[241.0],[238.0],[807.0],[104.0],[642.0],[723.0],[766.0],[575.0],[336.0],[868.0],[259.0],[754.0],[158.0],[521.0],[274.0],[201.0],[899.0],[505.0],[963.0],[236.0],[694.0],[829.0],[852.0],[211.0],[433.0],[462.0],[886.0],[903.0],[842.0],[897.0],[886.0],[38.0],[433.0],[807.0],[84.0],[158.0],[534.0],[592.0],[896.0],[516.0],[556.0],[282.0],[779.0],[729.0],[313.0],[486.0],[135.0],[827.0],[7.0],[637.0],[245.0],[837.0],[144.0],[949.0],[634.0],[243.0],[823.0],[238.0],[765.0],[365.0],[960.0],[227.0],[673.0],[949.0],[496.0],[693.0],[988.0],[78.0],[42.0],[70.0],[153.0],[677.0],[510.0],[435.0],[672.0],[933.0],[428.0],[158.0],[603.0],[86.0],[112.0],[344.0],[831.0],[195.0],[896.0],[145.0],[348.0],[242.0],[773.0],[399.0],[411.0],[531.0],[526.0],[330.0],[665.0],[336.0],[798.0],[925.0],[608.0],[610.0],[682.0],[66.0],[821.0],[581.0],[849.0],[760.0],[319.0],[511.0],[965.0],[118.0],[425.0],[705.0],[869.0],[796.0],[602.0],[656.0],[986.0],[215.0],[428.0],[307.0],[743.0],[886.0],[814.0],[383.0],[993.0]
14,[729.0],[246.0],[276.0],[539.0],[837.0],[570.0],[553.0],[685.0],[625.0],[694.0],[738.0],[614.0],[293.0],[422.0],[250.0],[330.0],[943.0],[95.0],[523.0],[936.0],[837.0],[249.0],[396.0],[651.0],[365.0],[842.0],[738.0],[698.0],[955.0],[173.0],[741.0],[602.0],[899.0],[967.0],[55.0],[965.0],[981.0],[832.0],[693.0],[2.0],[409.0],[953.0],[335.0],[371.0],[861.0],[517.0],[354.0],[647.0],[837.0],[259.0],[852.0],[874.0],[602.0],[538.0],[229.0],[263.0],[615.0],[670.0],[97.0],[905.0],[537.0],[106.0],[813.0],[538.0],[240.0],[823.0],[833.0],[215.0],[665.0],[537.0],[65.0],[529.0],[242.0],[524.0],[905.0],[837.0],[259.0],[794.0],[239.0],[842.0],[231.0],[481.0],[975.0],[858.0],[60.0],[453.0],[392.0],[986.0],[602.0],[142.0],[619.0],[704.0],[563.0],[443.0],[524.0],[851.0],[247.0],[11.0],[603.0],[141.0],[537.0],[593.0],[715.0],[714.0],[996.0],[134.0],[903.0],[861.0],[705.0],[618.0],[674.0],[520.0],[989.0],[524.0],[307.0],[992.0],[581.0],[529.0],[437.0],[886.0],[74.0],[70.0],[868.0],[326.0],[140.0]
15,[70.0],[665.0],[729.0],[658.0],[932.0],[242.0],[224.0],[433.0],[433.0],[330.0],[409.0],[768.0],[888.0],[444.0],[953.0],[691.0],[618.0],[152.0],[276.0],[124.0],[403.0],[684.0],[986.0],[245.0],[658.0],[344.0],[967.0],[486.0],[486.0],[694.0],[682.0],[615.0],[339.0],[954.0],[813.0],[273.0],[432.0],[259.0],[668.0],[396.0],[245.0],[428.0],[589.0],[794.0],[986.0],[632.0],[901.0],[852.0],[525.0],[916.0],[464.0],[155.0],[307.0],[427.0],[507.0],[891.0],[377.0],[84.0],[986.0],[247.0],[812.0],[5.0],[593.0],[851.0],[508.0],[112.0],[190.0],[978.0],[625.0],[198.0],[227.0],[904.0],[986.0],[32.0],[142.0],[976.0],[500.0],[685.0],[936.0],[909.0],[977.0],[874.0],[861.0],[257.0],[904.0],[227.0],[55.0],[978.0],[201.0],[145.0],[381.0],[409.0],[593.0],[513.0],[59.0],[141.0],[985.0],[519.0],[647.0],[602.0],[498.0],[829.0],[916.0],[570.0],[633.0],[608.0],[529.0],[663.0],[422.0],[604.0],[687.0],[525.0],[128.0],[498.0],[439.0],[81.0],[428.0],[21.0],[201.0],[633.0],[81.0],[672.0],[42.0],[862.0],[325.0]
16,[270.0],[84.0],[340.0],[195.0],[53.0],[602.0],[953.0],[864.0],[811.0],[560.0],[228.0],[833.0],[378.0],[590.0],[28.0],[614.0],[682.0],[813.0],[620.0],[224.0],[738.0],[276.0],[886.0],[978.0],[838.0],[524.0],[182.0],[553.0],[94.0],[383.0],[428.0],[652.0],[669.0],[366.0],[837.0],[534.0],[258.0],[181.0],[336.0],[445.0],[693.0],[265.0],[723.0],[3.0],[852.0],[434.0],[618.0],[623.0],[638.0],[821.0],[866.0],[22.0],[658.0],[592.0],[73.0],[668.0],[829.0],[648.0],[334.0],[838.0],[974.0],[653.0],[652.0],[943.0],[965.0],[346.0],[612.0],[637.0],[201.0],[909.0],[629.0],[794.0],[172.0],[733.0],[385.0],[953.0],[17.0],[201.0],[919.0],[389.0],[906.0],[505.0],[333.0],[837.0],[676.0],[456.0],[82.0],[889.0],[185.0],[861.0],[906.0],[520.0],[169.0],[839.0],[558.0],[422.0],[602.0],[155.0],[556.0],[131.0],[943.0],[947.0],[831.0],[829.0],[907.0],[513.0],[831.0],[754.0],[411.0],[687.0],[848.0],[860.0],[152.0],[236.0],[967.0],[82.0],[339.0],[193.0],[188.0],[135.0],[770.0],[17.0],[652.0],[895.0],[496.0]
17,[399.0],[769.0],[633.0],[395.0],[432.0],[955.0],[861.0],[399.0],[631.0],[17.0],[281.0],[393.0],[618.0],[704.0],[901.0],[481.0],[886.0],[293.0],[15.0],[534.0],[981.0],[693.0],[537.0],[765.0],[308.0],[120.0],[837.0],[904.0],[773.0],[284.0],[180.0],[427.0],[590.0],[889.0],[373.0],[409.0],[897.0],[955.0],[463.0],[608.0],[580.0],[456.0],[282.0],[840.0],[950.0],[821.0],[382.0],[210.0],[820.0],[664.0],[433.0],[577.0],[682.0],[44.0],[309.0],[389.0],[204.0],[874.0],[773.0],[309.0],[299.0],[384.0],[422.0],[32.0],[463.0],[949.0],[351.0],[510.0],[128.0],[943.0],[564.0],[806.0],[929.0],[147.0],[549.0],[134.0],[866.0],[729.0],[964.0],[238.0],[382.0],[546.0],[696.0],[687.0],[253.0],[242.0],[794.0],[217.0],[916.0],[204.0],[928.0],[666.0],[193.0],[868.0],[293.0],[104.0],[495.0],[189.0],[532.0],[17.0],[70.0],[389.0],[685.0],[105.0],[555.0],[941.0],[246.0],[217.0],[588.0],[452.0],[754.0],[638.0],[864.0],[257.0],[520.0],[503.0],[243.0],[134.0],[508.0],[837.0],[921.0],[628.0],[263.0],[804.0],[155.0]
18,[188.0],[221.0],[684.0],[368.0],[618.0],[443.0],[706.0],[194.0],[236.0],[871.0],[608.0],[794.0],[510.0],[673.0],[495.0],[687.0],[760.0],[891.0],[502.0],[230.0],[76.0],[531.0],[939.0],[693.0],[722.0],[170.0],[758.0],[759.0],[570.0],[15.0],[125.0],[715.0],[940.0],[790.0],[536.0],[491.0],[902.0],[599.0],[672.0],[52.0],[986.0],[354.0],[261.0],[652.0],[188.0],[498.0],[447.0],[259.0],[765.0],[201.0],[409.0],[943.0],[503.0],[794.0],[600.0],[131.0],[70.0],[274.0],[347.0],[339.0],[345.0],[153.0],[864.0],[632.0],[312.0],[336.0],[667.0],[719.0],[592.0],[510.0],[379.0],[260.0],[739.0],[963.0],[658.0],[204.0],[601.0],[319.0],[422.0],[693.0],[505.0],[685.0],[599.0],[57.0],[427.0],[524.0],[548.0],[339.0],[741.0],[614.0],[966.0],[895.0],[832.0],[679.0],[435.0],[517.0],[886.0],[687.0],[536.0],[955.0],[843.0],[875.0],[172.0],[543.0],[899.0],[101.0],[593.0],[779.0],[340.0],[31.0],[524.0],[160.0],[428.0],[742.0],[84.0],[722.0],[874.0],[670.0],[668.0],[840.0],[170.0],[84.0],[488.0],[428.0],[940.0]
19,[161.0],[185.0],[498.0],[231.0],[498.0],[274.0],[173.0],[185.0],[346.0],[32.0],[673.0],[815.0],[113.0],[886.0],[208.0],[419.0],[804.0],[411.0],[916.0],[866.0],[524.0],[348.0],[322.0],[249.0],[70.0],[435.0],[503.0],[536.0],[410.0],[665.0],[522.0],[500.0],[273.0],[910.0],[851.0],[21.0],[548.0],[437.0],[691.0],[463.0],[498.0],[570.0],[130.0],[743.0],[427.0],[624.0],[146.0],[342.0],[409.0],[816.0],[704.0],[658.0],[804.0],[176.0],[387.0],[743.0],[612.0],[903.0],[36.0],[152.0],[486.0],[155.0],[425.0],[428.0],[828.0],[345.0],[878.0],[423.0],[385.0],[42.0],[32.0],[913.0],[188.0],[100.0],[236.0],[481.0],[537.0],[599.0],[263.0],[612.0],[645.0],[820.0],[339.0],[330.0],[947.0],[665.0],[504.0],[408.0],[60.0],[888.0],[543.0],[571.0],[70.0],[956.0],[819.0],[17.0],[81.0],[435.0],[257.0],[317.0],[949.0],[537.0],[701.0],[312.0],[185.0],[965.0],[176.0],[874.0],[112.0],[32.0],[599.0],[968.0],[4.0],[816.0],[999.0],[517.0],[377.0],[390.0],[505.0],[443.0],[656.0],[505.0],[861.0],[410.0],[830.0]
20,[954.0],[823.0],[903.0],[32.0],[323.0],[298.0],[22.0],[274.0],[962.0],[947.0],[436.0],[861.0],[623.0],[488.0],[462.0],[126.0],[520.0],[866.0],[92.0],[428.0],[70.0],[379.0],[564.0],[981.0],[247.0],[443.0],[899.0],[813.0],[602.0],[532.0],[760.0],[236.0],[64.0],[234.0],[100.0],[529.0],[339.0],[147.0],[536.0],[868.0],[486.0],[668.0],[981.0],[257.0],[496.0],[32.0],[896.0],[618.0],[955.0],[559.0],[895.0],[706.0],[233.0],[584.0],[201.0],[420.0],[627.0],[916.0],[794.0],[26.0],[614.0],[682.0],[953.0],[580.0],[813.0],[152.0],[866.0],[505.0],[382.0],[614.0],[463.0],[924.0],[889.0],[80.0],[138.0],[146.0],[743.0],[749.0],[630.0],[978.0],[651.0],[794.0],[62.0],[967.0],[21.0],[266.0],[381.0],[949.0],[106.0],[829.0],[545.0],[877.0],[158.0],[297.0],[570.0],[647.0],[307.0],[770.0],[259.0],[234.0],[886.0],[612.0],[881.0],[861.0],[330.0],[96.0],[163.0],[612.0],[860.0],[161.0],[128.0],[399.0],[326.0],[562.0],[519.0],[259.0],[875.0],[960.0],[521.0],[619.0],[17.0],[658.0],[567.0],[765.0],[428.0]
