Simulation,Passive Learning,GSx,GSy,iGS,Uncertainty Sampling,EGAL,EMCM,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
0,4.8150999546051025,5.0763163566589355,5.011995077133179,5.180251359939575,5.053484678268433,5.196739912033081,4.975107908248901,5.198014259338379,5.157341241836548,5.178927183151245,5.201457262039185,5.2134246826171875,5.252240896224976,5.319968223571777,5.287310600280762,7.943994760513306,7.674269914627075
1,4.7858312129974365,5.075286865234375,5.024358510971069,5.166718482971191,5.054405212402344,5.188869953155518,4.9789323806762695,5.202308654785156,5.166261911392212,5.1710286140441895,5.1925530433654785,5.209367036819458,5.2403244972229,5.303700685501099,5.278992176055908,7.986557960510254,7.66831111907959
2,3.856066942214966,4.033808708190918,4.149255752563477,4.199560165405273,4.083026170730591,4.221056222915649,3.9748313426971436,4.208142042160034,4.199463367462158,4.1985249519348145,4.208227157592773,4.214778900146484,4.204957008361816,4.2277915477752686,4.230058193206787,6.328054904937744,6.076378345489502
3,4.762925386428833,4.993668794631958,5.025945425033569,5.167333364486694,5.044503211975098,5.1863532066345215,4.975903749465942,5.1978678703308105,5.128932476043701,5.140348672866821,5.175029039382935,5.201874732971191,5.260877847671509,5.33104133605957,5.271207094192505,7.899828672409058,7.608377695083618
4,4.563342094421387,4.67390251159668,4.873391628265381,4.8927037715911865,4.787923812866211,4.941555500030518,4.620765209197998,4.987414121627808,4.898371696472168,4.965433835983276,4.910933256149292,4.886467695236206,4.797254800796509,4.859781742095947,4.91795015335083,7.398474216461182,7.066190242767334
5,3.8662102222442627,4.052607774734497,4.15382719039917,4.201366662979126,4.084470748901367,4.22631311416626,3.9764091968536377,4.203043699264526,4.210447788238525,4.214519500732422,4.2147376537323,4.222999334335327,4.229045867919922,4.2387940883636475,4.241114616394043,6.454192876815796,6.113606214523315
6,4.812377452850342,5.035542726516724,5.034564971923828,5.1829445362091064,5.060282230377197,5.219501972198486,4.980509042739868,5.229450702667236,5.154930591583252,5.173616170883179,5.19842004776001,5.226151466369629,5.261176347732544,5.324228048324585,5.314527750015259,8.017621278762817,7.613658905029297
7,3.873900890350342,4.048656940460205,4.158267259597778,4.205395460128784,4.10084080696106,4.247427225112915,3.974581003189087,4.218877553939819,4.218186378479004,4.220591306686401,4.220646381378174,4.223490476608276,4.2194929122924805,4.254824161529541,4.244051218032837,6.455590009689331,6.104737281799316
8,4.5952606201171875,4.732799530029297,4.918736934661865,4.964386940002441,4.829810619354248,4.977142095565796,4.662322998046875,5.015885591506958,4.9208714962005615,4.9780614376068115,4.9527435302734375,4.872814178466797,4.86022686958313,4.878988981246948,4.954382658004761,7.40174412727356,7.106386423110962
9,3.8643884658813477,4.04860258102417,4.145763874053955,4.192108869552612,4.095402717590332,4.2301201820373535,3.98081111907959,4.207560062408447,4.205150365829468,4.205128192901611,4.210737943649292,4.219855308532715,4.209872007369995,4.238191843032837,4.219435930252075,6.341703176498413,6.079872369766235
10,3.9014666080474854,4.08818244934082,4.188782215118408,4.23210883140564,4.134272813796997,4.2659502029418945,4.00568699836731,4.241335391998291,4.232187032699585,4.2370924949646,4.235835790634155,4.243239164352417,4.235624551773071,4.256519317626953,4.249000549316406,6.294326305389404,6.177308559417725
