Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC)
0,12.278418779373169,12.508012294769287,12.916356801986694,13.121257305145264,13.24692678451538,13.283417463302612,13.330630540847778,13.370524168014526,13.41837191581726,13.490925312042236,13.596004486083984,13.547028064727783,1559.862465620041
1,12.039580345153809,12.372741222381592,12.813365459442139,13.100214004516602,13.336834907531738,13.356094598770142,13.354848384857178,13.393375635147095,13.621475458145142,13.408552169799805,13.396689414978027,13.321873188018799,506.345575094223
2,12.30214238166809,12.511491060256958,12.894631385803223,13.119517803192139,13.308128595352173,13.356834888458252,13.320756196975708,13.337918758392334,13.344419717788696,13.363883256912231,13.449275970458984,13.399145126342773,1479.4271686077118
3,12.12904691696167,12.350846767425537,12.71477746963501,14.078144073486328,13.183421850204468,12.950927972793579,12.959488153457642,12.95093846321106,12.965954780578613,12.949377298355103,12.961449384689331,12.972766637802124,1796.0183312892914
4,11.786850690841675,12.022253513336182,12.415880680084229,12.591882944107056,12.587294816970825,12.588364124298096,12.595668315887451,12.600330114364624,12.601128578186035,12.604730606079102,12.583401918411255,12.604572296142578,1185.0553107261658
5,12.329332113265991,12.492761611938477,12.956923484802246,13.00466012954712,13.127737522125244,13.209203481674194,13.288931131362915,13.358651161193848,13.438660860061646,13.445751428604126,13.51555585861206,13.543923616409302,794.2192487716675
6,12.171019792556763,12.409743309020996,12.795612096786499,12.93342137336731,13.009168863296509,12.995542287826538,13.039438962936401,13.089080810546875,13.104666233062744,13.234652757644653,13.315509557723999,13.262821435928345,1565.051421403885
7,11.986887216567993,12.194774389266968,12.563736915588379,16.034091234207153,12.85064172744751,12.814642906188965,12.816174268722534,12.847010850906372,12.875967979431152,12.906558275222778,13.029627799987793,12.889843225479126,1214.106118440628
8,11.984748125076294,12.203232526779175,13.124273538589478,12.734869718551636,12.836490154266357,12.843629360198975,12.848657369613647,12.838178396224976,12.837326526641846,12.855150699615479,12.85254716873169,12.843492984771729,822.5840086936951
9,12.116787195205688,12.328406810760498,12.843646764755249,12.876875638961792,12.979957818984985,12.981953620910645,13.060456037521362,13.148558616638184,13.273726463317871,13.506938934326172,13.525689601898193,13.496855735778809,1428.5515892505646
10,12.12331485748291,12.35201621055603,12.732158422470093,12.920810461044312,13.045277833938599,13.089492321014404,13.100335359573364,13.137174844741821,13.19429349899292,13.226226568222046,13.287721872329712,13.422029972076416,1557.4144520759583
11,11.906976699829102,12.117220163345337,13.19750165939331,12.632450580596924,16.408935546875,12.751733541488647,12.757988214492798,12.751225471496582,12.74937653541565,12.767701625823975,12.73618745803833,12.744542598724365,437.0866961479187
12,11.922923803329468,12.143523454666138,12.547326564788818,13.007737398147583,12.788635730743408,12.803605318069458,12.800078630447388,12.970231771469116,13.01267123222351,12.804221391677856,12.870398998260498,12.800544500350952,844.5769293308258
13,12.030601024627686,12.516298294067383,12.613039255142212,12.800511598587036,12.875709772109985,12.872153282165527,12.882964849472046,12.87274694442749,12.99783992767334,12.954440355300903,12.948805570602417,12.93265175819397,1657.7212991714478
14,12.323309898376465,12.572224855422974,12.941699981689453,13.09078598022461,13.17712688446045,13.182293176651001,13.322434902191162,13.350563526153564,13.38435411453247,13.427670955657959,13.466152429580688,13.476785898208618,1474.7237422466278
15,12.154548645019531,12.341784477233887,12.676064491271973,12.84798789024353,12.940892696380615,13.015895128250122,13.096437692642212,13.188613176345825,13.274440050125122,13.306005477905273,13.335116624832153,13.395494222640991,797.8761942386627
16,12.32317328453064,12.50884747505188,12.8981032371521,13.913600206375122,13.232269525527954,13.3394615650177,13.38167929649353,13.34978175163269,13.352195024490356,13.378336906433105,13.395357847213745,13.465751647949219,1487.3651700019836
17,11.882123947143555,12.099088430404663,12.44413423538208,12.623647212982178,13.502742528915405,12.708313465118408,12.709844827651978,12.709231615066528,12.807108640670776,12.745013952255249,12.807196378707886,12.835023641586304,1218.2443571090698
18,12.131882905960083,12.349135637283325,12.724335432052612,12.910273551940918,13.051255464553833,13.098261833190918,13.115087509155273,13.169969081878662,13.211536884307861,13.245303869247437,13.336456775665283,13.420515537261963,1555.6469712257385
19,11.891608476638794,12.289016008377075,12.73660397529602,12.620022058486938,12.693607807159424,12.706326484680176,12.7234947681427,12.813774585723877,12.7079598903656,12.74069595336914,12.753965854644775,12.81687617301941,1226.4473283290863
20,12.107072114944458,12.327541589736938,12.70033073425293,12.906295776367188,13.018161296844482,13.093327760696411,13.10593843460083,13.15662932395935,13.204351663589478,13.244150161743164,13.333334684371948,13.395295858383179,1557.0100674629211
21,12.121541738510132,12.355374574661255,12.69716477394104,12.85035252571106,12.941367864608765,12.938985109329224,12.951438188552856,12.95393967628479,12.946017742156982,12.982916355133057,12.967847347259521,12.938302755355835,1790.2537808418274
22,12.144262552261353,12.381827354431152,12.747287034988403,12.902270793914795,12.996712446212769,12.99625277519226,13.001082420349121,13.10232949256897,13.18724536895752,13.294008493423462,13.505041599273682,13.562775373458862,1440.630764245987
23,12.130319356918335,12.347689151763916,12.802232265472412,12.910830736160278,13.072874069213867,13.133055925369263,13.102898120880127,13.12241816520691,13.183542966842651,13.20232105255127,13.302073955535889,13.459385871887207,1614.9000992774963
24,11.896162509918213,12.095513105392456,12.482458114624023,12.609127521514893,12.721329689025879,12.898677825927734,12.727211475372314,12.73469853401184,12.753444194793701,12.803895711898804,12.901569366455078,13.696488857269287,1151.6970763206482
25,11.855458498001099,12.071839809417725,12.445798635482788,12.580299139022827,12.686041593551636,12.671214580535889,12.699979305267334,12.690199851989746,12.68182373046875,12.69751501083374,12.797500371932983,12.69135069847107,803.8442575931549
26,12.029368162155151,12.269756555557251,12.64792776107788,12.806665420532227,14.606593132019043,12.896950960159302,12.89962649345398,12.891079664230347,12.905400037765503,12.90553617477417,12.909935712814331,13.07215428352356,430.47727131843567
27,12.29273009300232,12.52824091911316,12.900055885314941,13.058988094329834,13.172953605651855,13.146883964538574,13.186449766159058,13.213164329528809,13.242380857467651,13.286593914031982,13.31749677658081,13.313292980194092,1628.7471039295197
28,12.148828029632568,13.346237421035767,12.917711973190308,13.214417934417725,13.45625114440918,13.488975048065186,14.29957127571106,13.587549448013306,13.794633865356445,13.571447849273682,13.559194326400757,13.475609302520752,506.4605267047882
29,12.04817819595337,12.404261827468872,12.839104890823364,13.126787185668945,13.325775384902954,13.382117509841919,13.389259815216064,13.384189128875732,13.599473476409912,13.393769025802612,13.365908861160278,13.288991689682007,508.6754171848297
30,12.024665832519531,12.262947797775269,12.847028970718384,12.937552213668823,13.065507411956787,13.098424434661865,13.146774530410767,13.137305498123169,13.112217903137207,13.152437210083008,13.171322107315063,13.246290922164917,1452.3963820934296
31,12.481550455093384,12.746872186660767,13.155753135681152,13.398746728897095,13.514447689056396,13.534629821777344,13.498746395111084,13.524437665939331,13.586436748504639,13.676320791244507,13.73353385925293,13.715647220611572,1436.3528258800507
32,12.097707033157349,12.349780559539795,12.764899492263794,13.011101722717285,13.117701292037964,13.372687578201294,13.178025484085083,13.09393858909607,13.068720817565918,13.167524576187134,13.21481442451477,13.273573160171509,1550.461312532425
33,16.05411410331726,16.480075120925903,16.9643874168396,17.191675662994385,17.4716215133667,17.09538459777832,17.147400379180908,17.006190061569214,16.98197364807129,16.930542945861816,17.187335968017578,17.104047775268555,248.14513564109802
34,12.1783127784729,12.402512788772583,12.753092765808105,12.93075156211853,13.150101900100708,12.987318277359009,13.013204574584961,13.004389762878418,13.020166397094727,12.997556209564209,12.99110460281372,12.986583232879639,989.7294690608978
35,12.287076234817505,12.465446710586548,12.818331241607666,12.971992492675781,13.079561710357666,13.150352954864502,13.234292984008789,13.304331302642822,13.384333372116089,13.394079446792603,13.453874826431274,14.64316701889038,799.0812327861786
36,12.202404737472534,12.437510967254639,12.818435192108154,13.016906499862671,13.13184404373169,13.16182565689087,13.251040935516357,13.233592748641968,13.131857872009277,13.135404825210571,13.192649364471436,13.184486865997314,1604.3510823249817
37,12.171014547348022,12.392558813095093,12.941082000732422,13.141258478164673,13.26603627204895,13.024001121520996,13.102729320526123,13.175089836120605,13.157552480697632,13.474558115005493,13.258325815200806,13.253063678741455,1621.6738455295563
38,12.367634057998657,12.648749828338623,13.035371541976929,13.278817176818848,13.493768453598022,13.430547714233398,13.366690874099731,13.383629322052002,13.356253147125244,13.405059814453125,13.423611164093018,13.458735704421997,1527.381376504898
39,11.914318084716797,12.111442804336548,12.555495738983154,12.800750494003296,12.719320058822632,12.727657079696655,12.75377893447876,12.807709217071533,12.967252731323242,13.130999565124512,12.921666383743286,12.923415184020996,1197.5877702236176
40,12.061574935913086,12.27553129196167,12.946258068084717,12.77738070487976,12.852684259414673,12.882654190063477,12.866818189620972,12.891990900039673,12.99209213256836,13.053125619888306,13.200022459030151,13.427110195159912,1443.4662306308746
41,12.12533974647522,12.490334749221802,12.721802711486816,12.878310203552246,12.947771549224854,12.917877197265625,13.11641812324524,13.009491205215454,13.029071569442749,13.058311462402344,13.193385124206543,13.239994764328003,1571.6496436595917
42,12.216642379760742,12.433037996292114,12.814088582992554,12.97106409072876,13.054863929748535,13.065670728683472,13.109540939331055,13.160606622695923,13.240480184555054,13.306089639663696,15.288565397262573,13.36518907546997,1580.4422795772552
43,12.201003074645996,12.454699039459229,12.884547710418701,15.414912700653076,13.229552745819092,13.186614036560059,13.14110255241394,13.161526918411255,13.274513721466064,13.306045055389404,13.368542671203613,13.437799215316772,1543.8439502716064
44,12.223996877670288,12.462222814559937,13.018643617630005,12.976691722869873,13.067805767059326,13.062709093093872,13.0897958278656,13.083341598510742,13.059285402297974,13.087991952896118,13.121546268463135,13.165765523910522,1658.7166175842285
45,11.996307134628296,12.261564254760742,12.596055507659912,12.6824791431427,12.796637296676636,13.031713962554932,12.82836651802063,12.810912132263184,12.808579921722412,12.8080575466156,12.876886367797852,13.006641864776611,1199.4753799438477
46,12.089305639266968,12.370661497116089,12.69145655632019,12.865078687667847,12.907920360565186,12.96039628982544,12.965795278549194,12.985392808914185,13.010981798171997,13.045332670211792,13.084485530853271,13.119048833847046,1630.7141840457916
47,12.125976085662842,12.355842351913452,12.77711296081543,13.002210140228271,13.13970422744751,13.255576133728027,13.225441932678223,13.163309097290039,13.167053699493408,13.142114877700806,13.165466785430908,13.220096111297607,1535.7322974205017
48,12.184846639633179,12.432492971420288,12.826059341430664,13.039852857589722,13.183983325958252,13.219724178314209,13.241849422454834,13.305848598480225,13.480892419815063,13.397006034851074,13.343676567077637,13.353805541992188,1551.9394323825836
49,12.059836864471436,12.267817735671997,12.65567660331726,12.799916982650757,12.868870735168457,12.885636568069458,13.145479679107666,12.91645860671997,12.955001831054688,13.0196533203125,13.09664511680603,13.129082918167114,1589.3211867809296
50,11.918254137039185,12.171459197998047,12.531435251235962,12.634982824325562,12.710225582122803,12.71225380897522,12.71629786491394,12.717753648757935,12.716784000396729,12.729933500289917,12.734545946121216,12.868487119674683,1207.8746211528778
51,12.109766244888306,12.320481300354004,12.682597637176514,12.859513759613037,12.931238651275635,13.086418390274048,12.924386978149414,12.98769497871399,12.953347206115723,12.955571174621582,13.002667427062988,12.969241857528687,1670.5308918952942
52,12.228924036026001,12.41542363166809,12.78184199333191,12.960087776184082,13.085427045822144,13.200488090515137,13.27392292022705,13.227153301239014,13.264145612716675,13.254051208496094,13.277169942855835,13.332308769226074,1487.3829152584076
53,12.367340326309204,12.62724256515503,13.143251180648804,13.300755977630615,13.452811002731323,13.420698642730713,13.364769220352173,13.345302820205688,13.349327564239502,13.396054744720459,13.420355319976807,13.459853410720825,1523.358785867691
54,12.692165613174438,12.919425964355469,13.285284996032715,13.452441453933716,13.602107763290405,13.692216157913208,13.618404388427734,13.5561203956604,13.561384439468384,13.612943887710571,13.76154351234436,13.790619611740112,1486.7547986507416
55,12.38275694847107,12.649465560913086,13.088088989257812,13.348949909210205,13.464881896972656,13.450623989105225,13.388160705566406,13.35511040687561,13.442116022109985,13.512547016143799,13.566170454025269,13.612207889556885,1548.3138389587402
56,12.072768449783325,12.308937311172485,12.686986207962036,12.937177896499634,13.083056449890137,13.062208414077759,13.068158626556396,13.235972881317139,13.119738817214966,13.245108127593994,13.423847436904907,13.48472285270691,1608.6750481128693
57,12.264403104782104,12.486042499542236,12.851114749908447,13.047125577926636,13.205225944519043,13.318342447280884,13.338470697402954,13.436029434204102,13.347993612289429,13.359990119934082,13.405078411102295,13.437254667282104,1486.4243443012238
58,12.018105745315552,12.387713432312012,12.803337812423706,13.088159561157227,13.318058729171753,13.32284927368164,13.341878890991211,13.366595983505249,13.580819129943848,13.382014036178589,13.365437030792236,13.635591983795166,506.7774872779846
59,12.214076042175293,12.450922012329102,12.777760744094849,13.026540756225586,12.978600263595581,13.166856527328491,13.125656604766846,13.117701530456543,13.243194341659546,13.331740617752075,13.332026958465576,13.264539003372192,1559.9745376110077
60,12.282219171524048,12.474816799163818,12.837826490402222,13.020818948745728,13.186552047729492,13.266938209533691,13.316879510879517,13.330167770385742,13.363292932510376,13.373292446136475,13.393245220184326,13.457109212875366,1469.9964625835419
61,12.189358234405518,12.622927904129028,12.76493763923645,12.920057773590088,13.048047304153442,13.051880598068237,13.07567548751831,13.112236499786377,13.1361665725708,13.21105170249939,13.21652603149414,13.22401762008667,1632.2223672866821
62,12.118868350982666,12.366801977157593,12.7444007396698,12.926971673965454,13.019764184951782,13.062389612197876,13.084707975387573,13.12437891960144,13.161450386047363,13.166290044784546,14.963074445724487,13.133693933486938,1606.6790759563446
63,12.224109649658203,12.478560447692871,12.825085401535034,13.042625904083252,13.096978425979614,13.151647090911865,13.105135679244995,13.130001306533813,13.139732360839844,13.165892601013184,13.303488492965698,13.358384370803833,1507.5763728618622
64,12.197031736373901,12.421442031860352,12.795255661010742,12.947139024734497,13.060922384262085,13.040238380432129,13.052030801773071,13.052788257598877,13.066548109054565,13.145179986953735,13.212228059768677,13.273183107376099,1668.6079494953156
65,12.141079902648926,12.371181011199951,12.753551244735718,14.419840574264526,12.98478102684021,13.293954372406006,12.980571508407593,13.005243062973022,15.044396877288818,13.01312804222107,13.015562057495117,13.051937103271484,1679.3711178302765
66,15.386186599731445,15.874898433685303,16.398245334625244,16.687625646591187,16.953763484954834,16.941030502319336,16.84382724761963,16.43659210205078,16.62948226928711,16.468528747558594,16.47550868988037,16.579193830490112,242.55256724357605
67,11.872687816619873,12.076861143112183,12.4559965133667,12.618885278701782,12.707160949707031,12.7202308177948,12.710073471069336,12.73164176940918,12.821907758712769,12.747198343276978,12.76358675956726,12.73978590965271,433.10157537460327
68,12.167546272277832,12.403829574584961,12.766140222549438,12.926371574401855,12.998397827148438,13.01410961151123,13.005160570144653,13.24472689628601,13.00002932548523,13.0303955078125,13.018886089324951,13.000526666641235,1797.5979599952698
69,12.09335708618164,12.329454183578491,12.691762924194336,12.864557027816772,12.936291217803955,12.949886322021484,12.952879905700684,12.944554328918457,12.952433347702026,12.956734418869019,12.939826726913452,12.933712482452393,986.7391979694366
