Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99,Sim_100,Sim_101,Sim_102,Sim_103,Sim_104,Sim_105,Sim_106,Sim_107,Sim_108,Sim_109,Sim_110,Sim_111,Sim_112,Sim_113,Sim_114,Sim_115,Sim_116,Sim_117,Sim_118,Sim_119,Sim_120,Sim_121,Sim_122,Sim_123,Sim_124
0,[33],[2095],[3450],[565],[1617],[1455],[2020],[1440],[2888],[405],[4760],[4806],[3350],[1982],[1748],[3134],[3433],[1119],[1470],[3166],[4209],[251],[865],[3406],[3537],[3062],[2088],[846],[4573],[2643],[3405],[2998],[3384],[3502],[1521],[3658],[1473],[4009],[2730],[2903],[657],[303],[226],[464],[4747],[1424],[4272],[1460],[4418],[141],[3013],[174],[1131],[1577],[1752],[3596],[4511],[2017],[1311],[1561],[894],[1763],[2717],[4431],[681],[1954],[553],[931],[4263],[4064],[2353],[3786],[2172],[654],[2988],[3398],[192],[862],[4486],[1936],[1725],[4365],[819],[3587],[776],[2758],[1075],[3576],[2818],[2001],[297],[357],[4728],[190],[3522],[3494],[1777],[568],[1687],[723],[2796],[2724],[4077],[1010],[2063],[4113],[3824],[940],[2648],[4485],[516],[428],[2996],[2503],[2500],[3534],[1543],[4849],[642],[2918],[3134],[663],[4529],[1774],[623]
1,[902],[2098],[2849],[2524],[1059],[3145],[1692],[2061],[4081],[2562],[2031],[46],[162],[697],[2542],[2402],[1416],[3846],[140],[2747],[1967],[2402],[1393],[3821],[1621],[2902],[2696],[4539],[4561],[2601],[496],[2219],[1612],[2331],[2808],[2969],[3472],[3942],[860],[1135],[3122],[3197],[2635],[3369],[4378],[1225],[3996],[3008],[4343],[125],[1679],[594],[2148],[3311],[4565],[4177],[4510],[3949],[2878],[3156],[629],[1979],[4022],[2073],[2271],[4110],[3680],[3682],[2503],[3324],[4011],[2243],[528],[4440],[1812],[4125],[2446],[1114],[4265],[3477],[373],[4635],[4156],[2387],[4826],[4174],[4402],[4130],[2230],[126],[3622],[3452],[1681],[758],[3314],[422],[2746],[2576],[4093],[1983],[3273],[1016],[4374],[4403],[2342],[3001],[4412],[4622],[2696],[104],[3254],[4836],[3109],[4404],[1067],[3705],[3978],[4210],[3178],[3588],[415],[4207],[1817],[3892],[906]
2,[263],[1794],[382],[2796],[1539],[3918],[694],[3454],[4529],[3268],[3661],[2581],[2823],[3622],[4633],[4153],[3224],[4249],[1227],[4358],[2694],[1532],[2519],[4492],[2109],[3467],[4015],[2073],[4421],[4338],[4538],[561],[1357],[3605],[215],[2935],[1154],[2601],[2897],[1546],[685],[3293],[3502],[3098],[3998],[4182],[2727],[1848],[4232],[4392],[1605],[189],[104],[2407],[3607],[2322],[855],[1900],[4117],[1851],[3975],[552],[2203],[2427],[3030],[657],[4068],[4560],[921],[4234],[15],[4818],[4563],[3303],[3772],[612],[4245],[3087],[395],[1653],[1790],[1642],[792],[121],[1080],[2145],[1859],[879],[1121],[3864],[4210],[3224],[4379],[2558],[1735],[2767],[1430],[1792],[4378],[2170],[3244],[768],[1498],[4782],[1590],[2305],[2791],[1254],[4649],[866],[1168],[285],[4866],[179],[2754],[3628],[21],[3230],[4885],[3383],[1910],[846],[4032],[2839],[4684]
3,[3908],[4648],[581],[4327],[2989],[4682],[4557],[2611],[4545],[576],[2533],[4219],[1736],[3742],[3500],[1018],[2165],[2796],[4531],[1059],[185],[2126],[2971],[3588],[1038],[3908],[4401],[1678],[2551],[3721],[1094],[4666],[4328],[2094],[3883],[125],[3332],[1371],[215],[3114],[4692],[1918],[4412],[887],[2593],[3130],[102],[746],[1422],[3707],[752],[158],[4180],[801],[1319],[2085],[1304],[310],[1847],[2351],[1041],[1346],[3024],[1719],[2330],[3973],[3227],[2627],[4809],[3055],[1414],[1467],[378],[6],[1481],[1244],[3336],[1655],[3939],[2745],[134],[2103],[2088],[3725],[1473],[2736],[1743],[3536],[4402],[4042],[1059],[1359],[225],[2821],[4459],[2546],[3611],[4806],[543],[1728],[44],[3613],[1815],[4460],[4628],[140],[2698],[2299],[4303],[3284],[4742],[3215],[1528],[1495],[4060],[2793],[3981],[3300],[3687],[2649],[3979],[758],[536],[4701],[2839]
4,[1976],[1198],[791],[1800],[615],[3520],[2010],[4873],[3177],[4053],[3995],[3542],[4053],[488],[2197],[2612],[4297],[3522],[3093],[2505],[1246],[1895],[471],[2647],[2675],[3881],[3652],[167],[1660],[2961],[889],[4364],[1012],[2787],[4615],[1308],[324],[4449],[2203],[2525],[58],[4865],[4066],[4272],[2388],[202],[4753],[2021],[411],[192],[3355],[2250],[2809],[22],[3075],[809],[3112],[4124],[1471],[1094],[4784],[3001],[32],[2990],[499],[1529],[2501],[4749],[3195],[1886],[2035],[779],[2011],[428],[3928],[1224],[4688],[4707],[2195],[3181],[111],[2680],[4056],[2200],[2924],[2121],[1531],[4438],[2495],[270],[1012],[1652],[125],[3086],[164],[2775],[3130],[1543],[4863],[2189],[3610],[476],[3161],[1903],[1957],[3457],[2161],[1469],[2353],[2146],[4293],[1559],[2237],[1394],[1202],[4791],[3487],[3993],[760],[2149],[3165],[4490],[455],[1574],[586]
5,[1166],[4858],[4642],[839],[3624],[4454],[2396],[2740],[3397],[3832],[641],[1957],[4832],[1076],[1184],[3198],[1858],[836],[4538],[1555],[2192],[1763],[3415],[823],[584],[797],[1977],[3502],[2335],[3923],[1909],[1488],[1625],[3483],[518],[1991],[1901],[4409],[4891],[1224],[3350],[4077],[4219],[285],[4703],[2307],[717],[3289],[917],[2588],[1997],[1621],[71],[3741],[1509],[685],[124],[4472],[4021],[1288],[1616],[3563],[2547],[392],[607],[2386],[3864],[3568],[1178],[389],[2548],[1131],[2773],[1045],[194],[3171],[1809],[3457],[265],[4685],[4864],[3731],[4696],[4760],[1781],[1484],[4010],[485],[881],[31],[2499],[3539],[4264],[4513],[1409],[1651],[603],[2908],[907],[526],[4265],[4777],[2958],[3406],[613],[3959],[2244],[3498],[3807],[255],[3248],[377],[4323],[2985],[1620],[2170],[2515],[353],[514],[1776],[2041],[3055],[2528],[4583],[733]
6,[2940],[2667],[1846],[325],[3390],[1723],[1886],[2524],[4553],[4356],[2251],[3488],[1482],[430],[442],[1667],[4195],[4730],[24],[395],[432],[2791],[1639],[1827],[3043],[4827],[4054],[1124],[4160],[2508],[3593],[3110],[1568],[3533],[3874],[1655],[2115],[1521],[2473],[1982],[343],[3736],[323],[2658],[4415],[3172],[3722],[747],[1711],[2309],[1021],[4731],[2522],[2146],[3762],[2416],[115],[1574],[2279],[2851],[3038],[2589],[4260],[1294],[3856],[1771],[2813],[3435],[445],[1875],[4232],[914],[3490],[1516],[4621],[3195],[2836],[1180],[2233],[1610],[3664],[1757],[3161],[316],[250],[4524],[3216],[2195],[2664],[3849],[2195],[3732],[4732],[1530],[1655],[4213],[1435],[2948],[4027],[4849],[504],[99],[4581],[4497],[1572],[3124],[828],[4826],[1599],[455],[2242],[3874],[3943],[1872],[4515],[4641],[2031],[2061],[4343],[1182],[234],[422],[2901],[2351],[4408]
7,[2379],[1869],[4378],[1262],[3274],[2347],[731],[2786],[3321],[2371],[4079],[712],[2885],[3885],[3961],[1112],[3422],[1393],[2347],[920],[800],[4019],[803],[3213],[2658],[3516],[892],[2766],[1674],[1555],[3008],[3582],[4890],[2658],[4846],[2981],[1996],[1263],[4334],[2908],[3196],[3205],[1230],[4029],[1413],[1983],[1683],[1297],[1819],[953],[3471],[1212],[2000],[1627],[3361],[1360],[1588],[88],[220],[3417],[4282],[3732],[54],[4651],[2193],[2432],[2272],[4886],[2650],[2244],[1506],[1865],[626],[984],[2757],[2358],[2196],[3988],[3044],[338],[3367],[9],[2306],[4302],[2355],[3429],[4097],[2356],[895],[3182],[806],[3553],[4528],[757],[1645],[954],[1204],[1539],[3263],[1942],[3445],[4226],[4811],[4312],[2491],[813],[1426],[223],[1750],[1120],[1544],[526],[4770],[1593],[1689],[876],[415],[3577],[4801],[2264],[2010],[4552],[4135],[4277],[3508]
8,[4221],[4001],[3632],[2630],[2715],[2788],[1333],[3830],[996],[3614],[3258],[370],[2901],[551],[4243],[748],[361],[3475],[4006],[2011],[2370],[138],[3211],[2596],[4490],[3816],[1222],[498],[1759],[3629],[3923],[3318],[4639],[1388],[2826],[354],[4491],[1017],[1099],[2862],[1991],[4287],[3617],[4392],[4555],[4751],[3393],[5],[104],[2054],[1380],[836],[2933],[677],[2690],[848],[2186],[1870],[2093],[818],[863],[4539],[4646],[4218],[610],[4243],[3256],[4236],[1424],[3887],[953],[1912],[2461],[4187],[2410],[3775],[372],[2479],[1097],[3335],[2202],[4553],[1238],[2377],[4805],[4250],[1518],[1871],[4652],[999],[1861],[3449],[3231],[748],[1973],[1600],[2806],[1402],[3090],[443],[1425],[160],[1468],[589],[2195],[119],[3894],[3413],[35],[4440],[1664],[64],[339],[3138],[3673],[3499],[976],[4601],[482],[692],[123],[4633],[3632],[3251],[3874]
9,[1994],[95],[3250],[3908],[1233],[1051],[3169],[933],[3483],[4577],[2766],[1190],[174],[1955],[2313],[1963],[910],[3420],[409],[583],[1020],[2528],[462],[858],[4523],[1896],[3140],[1078],[650],[2567],[4248],[4849],[2038],[3505],[1617],[553],[2839],[864],[4603],[1286],[3185],[3325],[2423],[623],[4182],[1049],[2237],[711],[1499],[1529],[429],[3333],[3564],[2746],[4012],[1219],[2606],[186],[3559],[692],[2238],[1638],[1236],[3055],[3820],[845],[2485],[816],[1694],[371],[4376],[3758],[3662],[3425],[3558],[1599],[913],[125],[2278],[4342],[1409],[3994],[2335],[2162],[2465],[585],[1346],[4407],[2355],[1092],[905],[3905],[3975],[4784],[4552],[2831],[2372],[4530],[460],[3751],[4277],[1071],[3239],[665],[459],[1974],[2958],[1085],[980],[1163],[4864],[4443],[3362],[1103],[2251],[1136],[3522],[3031],[2503],[3340],[3670],[4634],[1041],[1112],[4002]
