Iteration,Sim_0,Sim_1,Sim_2
0,[3152.0],[745.0],[745.0]
1,[1526.0],[1217.0],[1217.0]
2,[3735.0],[3152.0],[3152.0]
3,[3050.0],[2668.0],[484.0]
4,[3497.0],[1526.0],[3497.0]
5,[4792.0],[484.0],[1369.0]
6,[1369.0],[4473.0],[1653.0]
7,[2334.0],[1931.0],[1034.0]
8,[1951.0],[3497.0],[2668.0]
9,[1688.0],[3307.0],[4648.0]
10,[2872.0],[1476.0],[4792.0]
11,[4480.0],[3710.0],[2050.0]
12,[484.0],[1663.0],[4503.0]
13,[2668.0],[1865.0],[3737.0]
14,[2417.0],[2162.0],[2334.0]
15,[1663.0],[3050.0],[1663.0]
16,[946.0],[2050.0],[687.0]
17,[659.0],[4648.0],[2417.0]
18,[4597.0],[3619.0],[1590.0]
19,[3868.0],[1900.0],[1016.0]
20,[1476.0],[4582.0],[946.0]
21,[1372.0],[2594.0],[1476.0]
22,[3165.0],[4213.0],[23.0]
23,[3220.0],[1932.0],[1373.0]
24,[2279.0],[873.0],[2092.0]
25,[1417.0],[1214.0],[372.0]
26,[873.0],[878.0],[3773.0]
27,[1423.0],[1339.0],[4597.0]
28,[2162.0],[2419.0],[3619.0]
29,[1590.0],[1653.0],[1417.0]
30,[1551.0],[821.0],[2625.0]
31,[1455.0],[946.0],[1856.0]
32,[1339.0],[2334.0],[1638.0]
33,[1681.0],[325.0],[2594.0]
34,[4039.0],[4470.0],[915.0]
35,[2026.0],[178.0],[2321.0]
36,[1638.0],[2378.0],[1339.0]
37,[3022.0],[659.0],[4813.0]
38,[395.0],[1580.0],[2186.0]
39,[2404.0],[3218.0],[1455.0]
40,[433.0],[4109.0],[2419.0]
41,[2266.0],[4526.0],[2026.0]
42,[2393.0],[4446.0],[877.0]
43,[1789.0],[4837.0],[1214.0]
44,[2609.0],[4591.0],[2164.0]
45,[387.0],[4065.0],[1727.0]
46,[4239.0],[3388.0],[169.0]
47,[4072.0],[14.0],[110.0]
48,[2092.0],[2589.0],[2490.0]
49,[3520.0],[2396.0],[1570.0]
50,[2333.0],[1417.0],[4808.0]
51,[3348.0],[915.0],[4470.0]
52,[913.0],[4107.0],[593.0]
53,[2956.0],[4501.0],[4887.0]
54,[4470.0],[3128.0],[1262.0]
55,[3822.0],[2731.0],[3215.0]
56,[2651.0],[2490.0],[4473.0]
57,[3215.0],[4845.0],[1333.0]
58,[1902.0],[1608.0],[3620.0]
59,[2866.0],[4123.0],[1885.0]
60,[605.0],[4841.0],[1932.0]
61,[1569.0],[1551.0],[948.0]
62,[1389.0],[3043.0],[1560.0]
63,[208.0],[4585.0],[4585.0]
64,[2748.0],[1308.0],[96.0]
65,[559.0],[1457.0],[1240.0]
66,[1136.0],[1657.0],[2404.0]
67,[495.0],[3879.0],[3469.0]
68,[2264.0],[1383.0],[4060.0]
69,[2394.0],[4808.0],[1221.0]
70,[4887.0],[1016.0],[3186.0]
71,[1312.0],[465.0],[4617.0]
72,[1831.0],[4625.0],[3128.0]
73,[506.0],[172.0],[3537.0]
74,[4815.0],[1118.0],[1599.0]
75,[4778.0],[4525.0],[4239.0]
76,[245.0],[1254.0],[1137.0]
77,[502.0],[4497.0],[325.0]
78,[1580.0],[1369.0],[4609.0]
79,[2050.0],[506.0],[4626.0]
80,[1146.0],[2509.0],[604.0]
81,[1302.0],[1598.0],[4625.0]
82,[3420.0],[1294.0],[221.0]
83,[392.0],[4492.0],[4552.0]
84,[1536.0],[4350.0],[1501.0]
85,[1214.0],[1137.0],[2960.0]
86,[526.0],[1124.0],[498.0]
87,[3264.0],[311.0],[444.0]
88,[4182.0],[3726.0],[1719.0]
89,[2412.0],[3264.0],[465.0]
90,[942.0],[1210.0],[1681.0]
91,[178.0],[1681.0],[2394.0]
92,[1960.0],[740.0],[1206.0]
93,[1154.0],[609.0],[2959.0]
94,[2191.0],[2328.0],[2393.0]
95,[3665.0],[2026.0],[1608.0]
96,[4609.0],[687.0],[3647.0]
97,[4626.0],[17.0],[1768.0]
98,[1024.0],[4580.0],[821.0]
99,[590.0],[1385.0],[178.0]
100,[1507.0],[4583.0],[2819.0]
101,[2564.0],[3064.0],[1136.0]
102,[444.0],[1090.0],[4638.0]
103,[1381.0],[1523.0],[2206.0]
104,[3181.0],[227.0],[2509.0]
105,[2422.0],[403.0],[2359.0]
106,[2419.0],[3232.0],[1568.0]
107,[2108.0],[2984.0],[772.0]
108,[1862.0],[444.0],[1603.0]
109,[2348.0],[3694.0],[2630.0]
110,[877.0],[4731.0],[3097.0]
111,[3218.0],[3482.0],[3025.0]
112,[4370.0],[4617.0],[1634.0]
113,[2359.0],[4789.0],[4805.0]
114,[96.0],[1601.0],[1198.0]
115,[2491.0],[4619.0],[4370.0]
116,[3680.0],[3097.0],[2322.0]
117,[253.0],[2674.0],[3231.0]
118,[1568.0],[3714.0],[2242.0]
119,[3478.0],[1895.0],[1554.0]
120,[1781.0],[2120.0],[172.0]
121,[282.0],[4752.0],[3022.0]
122,[2435.0],[1206.0],[4109.0]
123,[452.0],[1221.0],[3688.0]
124,[930.0],[4626.0],[387.0]
