Iteration,Sim_0,Sim_1,Sim_2
0,[1526.0],[745.0],[745.0]
1,[3152.0],[484.0],[484.0]
2,[484.0],[1526.0],[1034.0]
3,[1951.0],[3152.0],[3152.0]
4,[4039.0],[1931.0],[4473.0]
5,[1369.0],[4473.0],[1856.0]
6,[1663.0],[1663.0],[1775.0]
7,[4480.0],[3497.0],[1369.0]
8,[1775.0],[1417.0],[1653.0]
9,[2050.0],[2668.0],[325.0]
10,[1417.0],[2334.0],[2334.0]
11,[2334.0],[2162.0],[1417.0]
12,[2668.0],[2050.0],[4815.0]
13,[2162.0],[1476.0],[2668.0]
14,[3050.0],[3307.0],[372.0]
15,[2127.0],[1217.0],[2050.0]
16,[1551.0],[1932.0],[4648.0]
17,[1638.0],[325.0],[1217.0]
18,[1245.0],[17.0],[3043.0]
19,[1476.0],[3710.0],[2321.0]
20,[4792.0],[207.0],[1024.0]
21,[3220.0],[2441.0],[1476.0]
22,[1575.0],[1024.0],[4626.0]
23,[3735.0],[3619.0],[1575.0]
24,[4473.0],[1865.0],[2371.0]
25,[4626.0],[4582.0],[2186.0]
26,[4591.0],[4591.0],[207.0]
27,[4259.0],[2403.0],[2417.0]
28,[1423.0],[2634.0],[3773.0]
29,[3623.0],[1900.0],[2849.0]
30,[1024.0],[1759.0],[1373.0]
31,[2371.0],[1369.0],[169.0]
32,[659.0],[3902.0],[1455.0]
33,[3097.0],[1551.0],[1932.0]
34,[2849.0],[4845.0],[3620.0]
35,[1372.0],[729.0],[2625.0]
36,[2359.0],[873.0],[729.0]
37,[3265.0],[4648.0],[3619.0]
38,[2422.0],[4815.0],[4123.0]
39,[1932.0],[3049.0],[4887.0]
40,[763.0],[4123.0],[1727.0]
41,[946.0],[2378.0],[4582.0]
42,[4597.0],[4626.0],[821.0]
43,[3520.0],[3677.0],[4567.0]
44,[2417.0],[311.0],[4591.0]
45,[1590.0],[1373.0],[1560.0]
46,[4789.0],[1817.0],[2750.0]
47,[4815.0],[763.0],[3215.0]
48,[3051.0],[821.0],[3879.0]
49,[294.0],[115.0],[433.0]
50,[1681.0],[946.0],[4792.0]
51,[626.0],[3879.0],[913.0]
52,[1027.0],[2872.0],[1590.0]
53,[3288.0],[1681.0],[763.0]
54,[4065.0],[2594.0],[3051.0]
55,[873.0],[2359.0],[1638.0]
56,[1580.0],[1580.0],[766.0]
57,[2872.0],[659.0],[4597.0]
58,[2654.0],[245.0],[946.0]
59,[2279.0],[1126.0],[2164.0]
60,[1926.0],[687.0],[4503.0]
61,[4887.0],[1027.0],[2403.0]
62,[4565.0],[3094.0],[3710.0]
63,[1339.0],[2654.0],[4136.0]
64,[1455.0],[1323.0],[1304.0]
65,[3911.0],[1596.0],[1239.0]
66,[4401.0],[2371.0],[1228.0]
67,[4582.0],[1419.0],[687.0]
68,[395.0],[1250.0],[1027.0]
69,[4316.0],[1560.0],[4886.0]
70,[387.0],[1487.0],[1339.0]
71,[1744.0],[508.0],[1599.0]
72,[2649.0],[4808.0],[3737.0]
73,[759.0],[4263.0],[759.0]
74,[4298.0],[3662.0],[2092.0]
75,[245.0],[4109.0],[659.0]
76,[1789.0],[3417.0],[4263.0]
77,[311.0],[2419.0],[754.0]
78,[3094.0],[4065.0],[594.0]
79,[915.0],[1862.0],[4847.0]
80,[2419.0],[4501.0],[115.0]
81,[2186.0],[3097.0],[2359.0]
82,[1257.0],[2059.0],[4696.0]
83,[2336.0],[1971.0],[1942.0]
84,[4263.0],[2026.0],[4755.0]
85,[3014.0],[1249.0],[870.0]
86,[4063.0],[3520.0],[1350.0]
87,[2036.0],[4173.0],[4609.0]
88,[72.0],[754.0],[1178.0]
89,[1504.0],[4877.0],[3094.0]
90,[754.0],[3052.0],[3417.0]
