Iteration,Sim_0,Sim_1,Sim_2
0,[3152.0],[1217.0],[687.0]
1,[1526.0],[745.0],[745.0]
2,[2668.0],[1526.0],[3152.0]
3,[3735.0],[484.0],[484.0]
4,[1951.0],[3152.0],[4792.0]
5,[4792.0],[2668.0],[1369.0]
6,[3050.0],[1931.0],[3497.0]
7,[1775.0],[4473.0],[2668.0]
8,[946.0],[3497.0],[1653.0]
9,[484.0],[3710.0],[4648.0]
10,[2334.0],[3307.0],[2050.0]
11,[1369.0],[1476.0],[4503.0]
12,[2050.0],[3050.0],[3619.0]
13,[1339.0],[1663.0],[1856.0]
14,[1688.0],[4648.0],[3737.0]
15,[4480.0],[325.0],[221.0]
16,[2417.0],[1865.0],[2334.0]
17,[1663.0],[821.0],[1590.0]
18,[2872.0],[1417.0],[4597.0]
19,[3868.0],[873.0],[4473.0]
20,[1372.0],[2594.0],[372.0]
21,[4039.0],[2162.0],[1016.0]
22,[2279.0],[2050.0],[1417.0]
23,[659.0],[3619.0],[1663.0]
24,[1417.0],[1653.0],[2625.0]
25,[2026.0],[2334.0],[325.0]
26,[1476.0],[1214.0],[946.0]
27,[2162.0],[1932.0],[23.0]
28,[873.0],[1551.0],[1638.0]
29,[1423.0],[4213.0],[1373.0]
30,[1551.0],[1900.0],[1455.0]
31,[1455.0],[659.0],[1476.0]
32,[3165.0],[1839.0],[3773.0]
33,[1638.0],[4582.0],[3754.0]
34,[2092.0],[4591.0],[2417.0]
35,[4597.0],[3218.0],[729.0]
36,[1024.0],[1339.0],[1262.0]
37,[3022.0],[17.0],[915.0]
38,[1590.0],[946.0],[2186.0]
39,[3220.0],[2419.0],[1240.0]
40,[4470.0],[1024.0],[2321.0]
41,[1681.0],[4525.0],[1034.0]
42,[2127.0],[178.0],[877.0]
43,[2394.0],[3879.0],[2092.0]
44,[395.0],[915.0],[169.0]
45,[4626.0],[878.0],[2490.0]
46,[3822.0],[2872.0],[1339.0]
47,[2266.0],[4526.0],[4813.0]
48,[1575.0],[4837.0],[948.0]
49,[2392.0],[4136.0],[2594.0]
50,[1789.0],[478.0],[4626.0]
51,[1245.0],[1580.0],[3537.0]
52,[2393.0],[4446.0],[2419.0]
53,[915.0],[2589.0],[4887.0]
54,[4591.0],[2403.0],[2393.0]
55,[605.0],[3043.0],[1727.0]
56,[387.0],[1657.0],[2359.0]
57,[294.0],[4470.0],[1221.0]
58,[2651.0],[4845.0],[1214.0]
59,[1580.0],[2731.0],[1932.0]
60,[4401.0],[4107.0],[3186.0]
61,[877.0],[3097.0],[593.0]
62,[2609.0],[4501.0],[4609.0]
63,[433.0],[4065.0],[604.0]
64,[3687.0],[4109.0],[3620.0]
65,[4239.0],[14.0],[2164.0]
66,[3094.0],[3388.0],[3232.0]
67,[2404.0],[4123.0],[1024.0]
68,[3218.0],[4625.0],[4808.0]
