Iteration,Sim_0,Sim_1,Sim_2
0,[209.0],[262.0],[262.0]
1,[262.0],[209.0],[74.0]
2,[478.0],[74.0],[113.0]
3,[74.0],[478.0],[471.0]
4,[378.0],[382.0],[272.0]
5,[471.0],[110.0],[396.0]
6,[256.0],[471.0],[220.0]
7,[488.0],[236.0],[378.0]
8,[482.0],[420.0],[442.0]
9,[420.0],[488.0],[460.0]
10,[220.0],[38.0],[252.0]
11,[38.0],[125.0],[167.0]
12,[252.0],[272.0],[306.0]
13,[269.0],[122.0],[428.0]
14,[272.0],[323.0],[79.0]
15,[460.0],[442.0],[248.0]
16,[282.0],[437.0],[156.0]
17,[438.0],[285.0],[444.0]
18,[251.0],[253.0],[258.0]
19,[13.0],[79.0],[236.0]
20,[473.0],[40.0],[223.0]
21,[86.0],[324.0],[196.0]
22,[338.0],[51.0],[125.0]
23,[411.0],[472.0],[195.0]
24,[254.0],[245.0],[147.0]
25,[14.0],[411.0],[285.0]
26,[41.0],[473.0],[186.0]
27,[392.0],[13.0],[202.0]
28,[79.0],[93.0],[106.0]
29,[194.0],[431.0],[374.0]
30,[388.0],[388.0],[54.0]
31,[331.0],[284.0],[323.0]
32,[125.0],[444.0],[86.0]
33,[243.0],[412.0],[266.0]
34,[320.0],[281.0],[200.0]
35,[368.0],[252.0],[234.0]
36,[21.0],[490.0],[13.0]
37,[253.0],[457.0],[338.0]
38,[121.0],[470.0],[397.0]
39,[152.0],[270.0],[431.0]
40,[397.0],[397.0],[443.0]
41,[30.0],[392.0],[293.0]
42,[3.0],[279.0],[239.0]
43,[124.0],[111.0],[44.0]
44,[265.0],[147.0],[400.0]
45,[489.0],[304.0],[461.0]
46,[82.0],[378.0],[187.0]
47,[239.0],[354.0],[95.0]
48,[49.0],[357.0],[109.0]
49,[248.0],[376.0],[296.0]
50,[462.0],[256.0],[391.0]
51,[202.0],[243.0],[174.0]
52,[109.0],[482.0],[479.0]
53,[321.0],[19.0],[414.0]
54,[51.0],[247.0],[31.0]
55,[279.0],[49.0],[456.0]
56,[172.0],[415.0],[87.0]
57,[450.0],[69.0],[439.0]
58,[393.0],[352.0],[490.0]
59,[396.0],[424.0],[58.0]
60,[445.0],[189.0],[142.0]
61,[372.0],[239.0],[288.0]
62,[20.0],[135.0],[211.0]
63,[73.0],[485.0],[34.0]
64,[210.0],[44.0],[112.0]
65,[203.0],[23.0],[261.0]
66,[351.0],[20.0],[166.0]
67,[287.0],[370.0],[426.0]
68,[234.0],[434.0],[283.0]
69,[447.0],[267.0],[111.0]
70,[205.0],[248.0],[254.0]
71,[244.0],[71.0],[49.0]
72,[443.0],[422.0],[97.0]
73,[170.0],[416.0],[191.0]
74,[303.0],[168.0],[139.0]
75,[167.0],[9.0],[315.0]
76,[53.0],[308.0],[417.0]
77,[459.0],[95.0],[399.0]
78,[466.0],[315.0],[421.0]
79,[63.0],[176.0],[6.0]
80,[319.0],[232.0],[35.0]
81,[261.0],[273.0],[367.0]
82,[390.0],[61.0],[72.0]
83,[405.0],[184.0],[130.0]
84,[64.0],[82.0],[388.0]
85,[2.0],[47.0],[108.0]
86,[106.0],[497.0],[473.0]
87,[138.0],[203.0],[269.0]
88,[439.0],[460.0],[243.0]
89,[75.0],[217.0],[408.0]
90,[166.0],[339.0],[379.0]
91,[175.0],[73.0],[406.0]
92,[18.0],[287.0],[182.0]
93,[42.0],[127.0],[232.0]
94,[54.0],[458.0],[154.0]
95,[469.0],[4.0],[342.0]
96,[204.0],[476.0],[341.0]
97,[437.0],[242.0],[319.0]
98,[357.0],[202.0],[75.0]
