Iteration,Sim_0,Sim_1,Sim_2
0,[209.0],[209.0],[113.0]
1,[262.0],[262.0],[262.0]
2,[478.0],[74.0],[74.0]
3,[74.0],[478.0],[220.0]
4,[220.0],[471.0],[125.0]
5,[471.0],[442.0],[471.0]
6,[79.0],[382.0],[378.0]
7,[378.0],[13.0],[374.0]
8,[252.0],[125.0],[460.0]
9,[13.0],[67.0],[234.0]
10,[399.0],[434.0],[442.0]
11,[436.0],[252.0],[323.0]
12,[394.0],[334.0],[79.0]
13,[125.0],[49.0],[252.0]
14,[438.0],[394.0],[167.0]
15,[272.0],[388.0],[285.0]
16,[234.0],[429.0],[431.0]
17,[396.0],[412.0],[106.0]
18,[49.0],[482.0],[429.0]
19,[12.0],[14.0],[162.0]
20,[73.0],[410.0],[236.0]
21,[14.0],[433.0],[396.0]
22,[140.0],[177.0],[248.0]
23,[388.0],[185.0],[13.0]
24,[473.0],[413.0],[31.0]
25,[397.0],[488.0],[44.0]
26,[482.0],[216.0],[86.0]
27,[460.0],[306.0],[156.0]
28,[231.0],[123.0],[95.0]
29,[421.0],[439.0],[195.0]
30,[265.0],[378.0],[189.0]
31,[39.0],[450.0],[223.0]
32,[269.0],[211.0],[363.0]
33,[197.0],[304.0],[499.0]
34,[420.0],[172.0],[59.0]
35,[488.0],[347.0],[27.0]
36,[41.0],[354.0],[9.0]
37,[194.0],[66.0],[334.0]
38,[38.0],[19.0],[38.0]
39,[80.0],[441.0],[421.0]
40,[143.0],[455.0],[173.0]
41,[392.0],[499.0],[489.0]
42,[99.0],[323.0],[453.0]
43,[377.0],[136.0],[386.0]
44,[199.0],[43.0],[147.0]
45,[393.0],[44.0],[456.0]
46,[237.0],[84.0],[142.0]
47,[486.0],[437.0],[121.0]
48,[309.0],[466.0],[362.0]
49,[256.0],[284.0],[439.0]
50,[351.0],[485.0],[397.0]
51,[114.0],[178.0],[464.0]
52,[167.0],[110.0],[261.0]
53,[82.0],[204.0],[461.0]
54,[290.0],[405.0],[398.0]
55,[106.0],[285.0],[72.0]
56,[30.0],[23.0],[275.0]
57,[21.0],[95.0],[319.0]
58,[414.0],[281.0],[111.0]
59,[195.0],[62.0],[186.0]
60,[68.0],[303.0],[108.0]
61,[115.0],[424.0],[187.0]
62,[191.0],[272.0],[183.0]
63,[70.0],[420.0],[341.0]
64,[154.0],[229.0],[109.0]
65,[440.0],[431.0],[306.0]
66,[243.0],[69.0],[286.0]
67,[174.0],[375.0],[304.0]
68,[20.0],[293.0],[266.0]
69,[239.0],[247.0],[254.0]
70,[123.0],[299.0],[354.0]
71,[287.0],[270.0],[428.0]
72,[248.0],[307.0],[56.0]
73,[97.0],[180.0],[356.0]
74,[76.0],[457.0],[112.0]
