Iteration,Sim_0,Sim_1,Sim_2
0,[209.0],[209.0],[262.0]
1,[262.0],[262.0],[113.0]
2,[478.0],[74.0],[125.0]
3,[74.0],[478.0],[220.0]
4,[267.0],[471.0],[74.0]
5,[471.0],[382.0],[471.0]
6,[265.0],[79.0],[156.0]
7,[220.0],[285.0],[167.0]
8,[79.0],[14.0],[429.0]
9,[125.0],[203.0],[323.0]
10,[13.0],[397.0],[252.0]
11,[252.0],[125.0],[130.0]
12,[256.0],[479.0],[394.0]
13,[474.0],[40.0],[378.0]
14,[49.0],[378.0],[442.0]
15,[438.0],[420.0],[460.0]
16,[400.0],[442.0],[431.0]
17,[248.0],[110.0],[374.0]
18,[460.0],[236.0],[234.0]
19,[269.0],[412.0],[306.0]
20,[14.0],[189.0],[254.0]
21,[397.0],[431.0],[236.0]
22,[59.0],[44.0],[189.0]
23,[487.0],[267.0],[202.0]
24,[55.0],[413.0],[44.0]
25,[378.0],[95.0],[444.0]
26,[396.0],[232.0],[13.0]
27,[296.0],[284.0],[106.0]
28,[272.0],[473.0],[338.0]
29,[412.0],[323.0],[95.0]
30,[12.0],[13.0],[253.0]
31,[482.0],[198.0],[235.0]
32,[234.0],[122.0],[392.0]
33,[451.0],[488.0],[271.0]
34,[73.0],[485.0],[211.0]
35,[140.0],[252.0],[223.0]
36,[377.0],[245.0],[142.0]
37,[231.0],[55.0],[303.0]
38,[143.0],[38.0],[248.0]
39,[38.0],[141.0],[138.0]
40,[243.0],[472.0],[196.0]
41,[411.0],[434.0],[466.0]
42,[420.0],[388.0],[31.0]
43,[199.0],[281.0],[148.0]
44,[197.0],[98.0],[438.0]
45,[39.0],[43.0],[86.0]
46,[392.0],[487.0],[34.0]
47,[366.0],[23.0],[489.0]
48,[338.0],[306.0],[187.0]
49,[30.0],[490.0],[9.0]
50,[290.0],[273.0],[250.0]
51,[408.0],[482.0],[267.0]
52,[489.0],[16.0],[147.0]
53,[280.0],[424.0],[421.0]
54,[41.0],[256.0],[266.0]
55,[210.0],[458.0],[397.0]
56,[352.0],[51.0],[183.0]
57,[25.0],[152.0],[439.0]
58,[426.0],[155.0],[308.0]
59,[390.0],[257.0],[79.0]
60,[393.0],[307.0],[258.0]
61,[86.0],[204.0],[151.0]
62,[204.0],[248.0],[319.0]
63,[264.0],[52.0],[124.0]
64,[219.0],[460.0],[315.0]
65,[203.0],[392.0],[72.0]
66,[76.0],[243.0],[54.0]
67,[279.0],[247.0],[122.0]
68,[435.0],[92.0],[261.0]
69,[191.0],[178.0],[210.0]
70,[251.0],[216.0],[400.0]
71,[439.0],[376.0],[109.0]
72,[239.0],[253.0],[111.0]
73,[475.0],[156.0],[172.0]
74,[20.0],[444.0],[362.0]
75,[175.0],[82.0],[70.0]
76,[52.0],[20.0],[285.0]
77,[167.0],[71.0],[399.0]
78,[253.0],[375.0],[81.0]
79,[54.0],[415.0],[461.0]
80,[351.0],[62.0],[385.0]
81,[362.0],[147.0],[304.0]
82,[178.0],[177.0],[165.0]
83,[116.0],[230.0],[426.0]
84,[217.0],[416.0],[42.0]
85,[443.0],[169.0],[97.0]
86,[372.0],[135.0],[108.0]
87,[122.0],[411.0],[61.0]
88,[388.0],[86.0],[104.0]
89,[152.0],[352.0],[174.0]
90,[458.0],[384.0],[101.0]
91,[356.0],[270.0],[453.0]
92,[99.0],[66.0],[0.0]
93,[124.0],[172.0],[173.0]
94,[121.0],[109.0],[186.0]
95,[254.0],[73.0],[288.0]
96,[465.0],[279.0],[269.0]
97,[316.0],[133.0],[275.0]
98,[319.0],[187.0],[313.0]
99,[287.0],[308.0],[283.0]
100,[42.0],[239.0],[195.0]
101,[106.0],[456.0],[149.0]
102,[432.0],[394.0],[112.0]
103,[335.0],[136.0],[5.0]
104,[357.0],[464.0],[396.0]
105,[95.0],[42.0],[21.0]
106,[7.0],[480.0],[268.0]
107,[394.0],[407.0],[417.0]
108,[215.0],[336.0],[105.0]
109,[418.0],[380.0],[305.0]
110,[75.0],[455.0],[388.0]
111,[238.0],[450.0],[78.0]
112,[156.0],[30.0],[380.0]
113,[19.0],[476.0],[322.0]
114,[232.0],[210.0],[197.0]
115,[403.0],[33.0],[49.0]
116,[23.0],[319.0],[320.0]
117,[64.0],[123.0],[16.0]
118,[349.0],[97.0],[188.0]
119,[259.0],[287.0],[408.0]
120,[441.0],[201.0],[367.0]
121,[123.0],[449.0],[449.0]
122,[437.0],[47.0],[139.0]
123,[198.0],[436.0],[233.0]
124,[331.0],[202.0],[6.0]
125,[499.0],[331.0],[490.0]
126,[170.0],[493.0],[169.0]
127,[308.0],[181.0],[247.0]
128,[139.0],[84.0],[300.0]
129,[278.0],[163.0],[363.0]
130,[462.0],[429.0],[481.0]
131,[202.0],[162.0],[458.0]
132,[98.0],[498.0],[432.0]
133,[18.0],[272.0],[473.0]
134,[303.0],[499.0],[135.0]
135,[53.0],[49.0],[357.0]
136,[325.0],[299.0],[423.0]
137,[227.0],[188.0],[29.0]
138,[314.0],[180.0],[59.0]
139,[9.0],[160.0],[334.0]
140,[399.0],[328.0],[35.0]
141,[237.0],[405.0],[27.0]
142,[176.0],[18.0],[132.0]
143,[211.0],[466.0],[418.0]
