Iteration,Sim_0,Sim_1,Sim_2
0,[209.0],[209.0],[113.0]
1,[262.0],[262.0],[262.0]
2,[478.0],[478.0],[220.0]
3,[74.0],[74.0],[74.0]
4,[471.0],[471.0],[125.0]
5,[220.0],[382.0],[378.0]
6,[79.0],[442.0],[471.0]
7,[125.0],[431.0],[374.0]
8,[13.0],[67.0],[234.0]
9,[378.0],[236.0],[252.0]
10,[234.0],[253.0],[442.0]
11,[211.0],[79.0],[323.0]
12,[418.0],[125.0],[431.0]
13,[252.0],[378.0],[236.0]
14,[394.0],[285.0],[79.0]
15,[272.0],[397.0],[460.0]
16,[49.0],[482.0],[285.0]
17,[3.0],[110.0],[394.0]
18,[14.0],[433.0],[326.0]
19,[282.0],[185.0],[13.0]
20,[396.0],[284.0],[167.0]
21,[438.0],[13.0],[106.0]
22,[20.0],[162.0],[272.0]
23,[474.0],[211.0],[44.0]
24,[473.0],[252.0],[95.0]
25,[122.0],[189.0],[399.0]
26,[351.0],[272.0],[223.0]
27,[82.0],[412.0],[248.0]
28,[397.0],[472.0],[59.0]
29,[265.0],[474.0],[306.0]
30,[460.0],[485.0],[334.0]
31,[143.0],[23.0],[142.0]
32,[194.0],[19.0],[439.0]
33,[212.0],[347.0],[31.0]
34,[73.0],[323.0],[261.0]
35,[388.0],[267.0],[173.0]
36,[290.0],[420.0],[386.0]
37,[421.0],[239.0],[187.0]
38,[248.0],[123.0],[109.0]
39,[63.0],[337.0],[172.0]
40,[269.0],[44.0],[202.0]
41,[197.0],[499.0],[311.0]
42,[420.0],[437.0],[479.0]
43,[99.0],[204.0],[443.0]
44,[39.0],[95.0],[421.0]
45,[408.0],[176.0],[170.0]
46,[475.0],[315.0],[72.0]
47,[264.0],[370.0],[390.0]
48,[482.0],[273.0],[134.0]
49,[178.0],[14.0],[196.0]
50,[483.0],[180.0],[211.0]
51,[256.0],[164.0],[86.0]
52,[353.0],[212.0],[456.0]
53,[21.0],[92.0],[362.0]
54,[488.0],[388.0],[444.0]
55,[167.0],[135.0],[392.0]
56,[36.0],[71.0],[147.0]
57,[237.0],[416.0],[464.0]
58,[68.0],[73.0],[398.0]
59,[204.0],[29.0],[111.0]
60,[437.0],[470.0],[397.0]
61,[106.0],[178.0],[304.0]
62,[499.0],[406.0],[319.0]
63,[70.0],[227.0],[296.0]
64,[357.0],[476.0],[354.0]
65,[243.0],[210.0],[356.0]
66,[362.0],[201.0],[47.0]
67,[466.0],[88.0],[97.0]
68,[303.0],[216.0],[108.0]
69,[352.0],[256.0],[490.0]
70,[191.0],[375.0],[189.0]
71,[239.0],[229.0],[273.0]
72,[443.0],[460.0],[254.0]
73,[321.0],[281.0],[342.0]
74,[198.0],[104.0],[341.0]
