Iteration,Sim_0,Sim_1,Sim_2
0,[209.0],[262.0],[209.0]
1,[262.0],[113.0],[262.0]
2,[382.0],[220.0],[478.0]
3,[478.0],[125.0],[74.0]
4,[74.0],[74.0],[49.0]
5,[471.0],[378.0],[471.0]
6,[236.0],[31.0],[130.0]
7,[79.0],[167.0],[254.0]
8,[30.0],[471.0],[220.0]
9,[477.0],[374.0],[125.0]
10,[288.0],[234.0],[378.0]
11,[442.0],[79.0],[234.0]
12,[97.0],[429.0],[420.0]
13,[125.0],[252.0],[13.0]
14,[378.0],[442.0],[433.0]
15,[13.0],[431.0],[252.0]
16,[431.0],[323.0],[256.0]
17,[323.0],[49.0],[488.0]
18,[433.0],[236.0],[38.0]
19,[414.0],[418.0],[438.0]
20,[48.0],[438.0],[185.0]
21,[285.0],[105.0],[460.0]
22,[174.0],[396.0],[79.0]
23,[358.0],[460.0],[95.0]
24,[350.0],[258.0],[197.0]
25,[284.0],[202.0],[410.0]
26,[58.0],[13.0],[222.0]
27,[110.0],[285.0],[269.0]
28,[87.0],[421.0],[338.0]
29,[252.0],[142.0],[272.0]
30,[420.0],[172.0],[44.0]
31,[370.0],[223.0],[303.0]
32,[294.0],[34.0],[215.0]
33,[47.0],[400.0],[321.0]
34,[149.0],[306.0],[157.0]
35,[29.0],[106.0],[161.0]
36,[204.0],[156.0],[275.0]
37,[67.0],[165.0],[259.0]
38,[488.0],[54.0],[167.0]
39,[150.0],[444.0],[251.0]
40,[41.0],[266.0],[14.0]
41,[315.0],[130.0],[482.0]
42,[49.0],[341.0],[391.0]
43,[185.0],[296.0],[400.0]
44,[112.0],[196.0],[294.0]
45,[429.0],[443.0],[120.0]
46,[14.0],[183.0],[55.0]
47,[140.0],[232.0],[7.0]
48,[176.0],[261.0],[397.0]
49,[273.0],[195.0],[296.0]
50,[98.0],[235.0],[151.0]
51,[245.0],[363.0],[427.0]
52,[460.0],[408.0],[393.0]
53,[309.0],[108.0],[489.0]
54,[226.0],[44.0],[327.0]
55,[107.0],[58.0],[248.0]
56,[272.0],[288.0],[396.0]
57,[422.0],[490.0],[316.0]
58,[490.0],[151.0],[436.0]
59,[61.0],[250.0],[204.0]
60,[269.0],[174.0],[487.0]
61,[248.0],[211.0],[258.0]
62,[122.0],[97.0],[198.0]
63,[410.0],[297.0],[308.0]
64,[444.0],[109.0],[229.0]
65,[51.0],[248.0],[239.0]
66,[164.0],[492.0],[424.0]
67,[305.0],[293.0],[51.0]
68,[198.0],[239.0],[2.0]
69,[253.0],[173.0],[106.0]
70,[320.0],[87.0],[9.0]
71,[93.0],[342.0],[466.0]
72,[199.0],[153.0],[156.0]
73,[169.0],[345.0],[208.0]
74,[281.0],[475.0],[388.0]
75,[302.0],[154.0],[210.0]
76,[332.0],[149.0],[36.0]
77,[356.0],[399.0],[453.0]
78,[455.0],[456.0],[483.0]
79,[232.0],[315.0],[124.0]
80,[55.0],[101.0],[231.0]
81,[44.0],[337.0],[105.0]
