Iteration,Sim_0,Sim_1,Sim_2
0,[262.0],[262.0],[209.0]
1,[209.0],[74.0],[262.0]
2,[74.0],[113.0],[478.0]
3,[478.0],[471.0],[74.0]
4,[382.0],[272.0],[378.0]
5,[110.0],[396.0],[471.0]
6,[471.0],[220.0],[256.0]
7,[236.0],[378.0],[482.0]
8,[488.0],[442.0],[488.0]
9,[420.0],[460.0],[420.0]
10,[38.0],[252.0],[220.0]
11,[272.0],[167.0],[460.0]
12,[125.0],[248.0],[38.0]
13,[442.0],[79.0],[252.0]
14,[79.0],[428.0],[418.0]
15,[460.0],[306.0],[254.0]
16,[122.0],[223.0],[438.0]
17,[285.0],[156.0],[13.0]
18,[253.0],[374.0],[338.0]
19,[323.0],[236.0],[269.0]
20,[40.0],[323.0],[79.0]
21,[49.0],[258.0],[210.0]
22,[431.0],[125.0],[251.0]
23,[284.0],[285.0],[397.0]
24,[281.0],[234.0],[248.0]
25,[51.0],[75.0],[204.0]
26,[13.0],[195.0],[14.0]
27,[499.0],[186.0],[51.0]
28,[252.0],[431.0],[55.0]
29,[176.0],[64.0],[125.0]
30,[470.0],[106.0],[296.0]
31,[229.0],[48.0],[226.0]
32,[245.0],[49.0],[239.0]
33,[273.0],[13.0],[229.0]
34,[55.0],[443.0],[234.0]
35,[378.0],[266.0],[49.0]
36,[427.0],[338.0],[316.0]
37,[97.0],[31.0],[308.0]
38,[174.0],[86.0],[36.0]
39,[388.0],[269.0],[388.0]
40,[288.0],[174.0],[396.0]
41,[385.0],[0.0],[446.0]
42,[93.0],[362.0],[483.0]
43,[14.0],[400.0],[27.0]
44,[150.0],[232.0],[231.0]
45,[111.0],[44.0],[303.0]
46,[104.0],[288.0],[393.0]
47,[424.0],[235.0],[120.0]
48,[365.0],[490.0],[161.0]
49,[429.0],[108.0],[68.0]
50,[304.0],[97.0],[70.0]
51,[439.0],[315.0],[327.0]
52,[485.0],[342.0],[53.0]
53,[441.0],[142.0],[44.0]
54,[29.0],[341.0],[58.0]
55,[86.0],[421.0],[200.0]
56,[357.0],[17.0],[167.0]
57,[392.0],[438.0],[294.0]
58,[61.0],[367.0],[275.0]
59,[410.0],[50.0],[400.0]
60,[94.0],[154.0],[445.0]
61,[185.0],[354.0],[358.0]
62,[147.0],[245.0],[106.0]
63,[358.0],[130.0],[50.0]
64,[450.0],[112.0],[318.0]
65,[50.0],[429.0],[174.0]
66,[318.0],[268.0],[366.0]
67,[222.0],[27.0],[156.0]
68,[7.0],[93.0],[151.0]
69,[317.0],[101.0],[466.0]
70,[87.0],[446.0],[265.0]
71,[248.0],[250.0],[222.0]
72,[490.0],[388.0],[427.0]
73,[58.0],[190.0],[2.0]
74,[215.0],[68.0],[436.0]
75,[414.0],[70.0],[405.0]
76,[356.0],[170.0],[328.0]
77,[354.0],[404.0],[97.0]
78,[308.0],[200.0],[424.0]
79,[433.0],[81.0],[144.0]
80,[66.0],[6.0],[297.0]
81,[187.0],[275.0],[157.0]
82,[133.0],[214.0],[118.0]
83,[109.0],[185.0],[150.0]
84,[186.0],[102.0],[258.0]
85,[473.0],[445.0],[127.0]
86,[204.0],[202.0],[195.0]
87,[48.0],[151.0],[421.0]
88,[482.0],[46.0],[440.0]
89,[415.0],[159.0],[259.0]
90,[370.0],[61.0],[410.0]
91,[44.0],[213.0],[392.0]
92,[17.0],[405.0],[185.0]
93,[315.0],[328.0],[30.0]
94,[183.0],[270.0],[426.0]
95,[474.0],[180.0],[363.0]
96,[299.0],[218.0],[321.0]
97,[201.0],[229.0],[325.0]
98,[210.0],[140.0],[242.0]
99,[393.0],[47.0],[453.0]
100,[164.0],[372.0],[279.0]
101,[495.0],[345.0],[433.0]
102,[156.0],[153.0],[35.0]
103,[373.0],[135.0],[215.0]
104,[9.0],[255.0],[198.0]
105,[180.0],[133.0],[86.0]
106,[452.0],[365.0],[112.0]
107,[328.0],[399.0],[139.0]
108,[274.0],[157.0],[64.0]
109,[212.0],[134.0],[372.0]
110,[266.0],[121.0],[487.0]
111,[302.0],[271.0],[403.0]
112,[476.0],[60.0],[227.0]
113,[256.0],[316.0],[450.0]
114,[405.0],[29.0],[59.0]
115,[436.0],[43.0],[261.0]
116,[391.0],[246.0],[152.0]
117,[126.0],[394.0],[182.0]
118,[232.0],[479.0],[423.0]
119,[148.0],[94.0],[264.0]
120,[119.0],[363.0],[335.0]
121,[337.0],[148.0],[407.0]
122,[480.0],[418.0],[202.0]
123,[360.0],[183.0],[286.0]
124,[319.0],[297.0],[439.0]
125,[294.0],[95.0],[19.0]
126,[324.0],[344.0],[131.0]
127,[0.0],[360.0],[52.0]
128,[81.0],[424.0],[1.0]
129,[206.0],[8.0],[109.0]
130,[178.0],[208.0],[54.0]
131,[407.0],[149.0],[9.0]
132,[371.0],[463.0],[122.0]
133,[409.0],[206.0],[373.0]
134,[77.0],[343.0],[245.0]
135,[335.0],[207.0],[253.0]
136,[466.0],[11.0],[123.0]
137,[493.0],[243.0],[461.0]
138,[422.0],[267.0],[94.0]
139,[286.0],[10.0],[255.0]
140,[181.0],[434.0],[218.0]
141,[168.0],[54.0],[474.0]
142,[188.0],[485.0],[60.0]
143,[467.0],[353.0],[291.0]
144,[117.0],[62.0],[448.0]
145,[456.0],[483.0],[457.0]
146,[43.0],[191.0],[299.0]
147,[163.0],[403.0],[83.0]
148,[380.0],[189.0],[246.0]
149,[42.0],[3.0],[370.0]
150,[464.0],[321.0],[496.0]
151,[397.0],[211.0],[129.0]
152,[303.0],[461.0],[357.0]
153,[336.0],[419.0],[266.0]
154,[287.0],[276.0],[7.0]
155,[98.0],[361.0],[180.0]
156,[128.0],[83.0],[232.0]
157,[184.0],[286.0],[499.0]
158,[123.0],[254.0],[208.0]
159,[268.0],[230.0],[190.0]
160,[465.0],[71.0],[437.0]
161,[368.0],[397.0],[268.0]
162,[320.0],[104.0],[314.0]
163,[26.0],[22.0],[206.0]
164,[437.0],[184.0],[141.0]
165,[198.0],[169.0],[199.0]
166,[404.0],[349.0],[409.0]
167,[141.0],[484.0],[176.0]
168,[112.0],[21.0],[124.0]
169,[347.0],[196.0],[367.0]
170,[498.0],[489.0],[473.0]
171,[11.0],[63.0],[282.0]
172,[226.0],[114.0],[489.0]
173,[8.0],[497.0],[411.0]
174,[344.0],[383.0],[362.0]
175,[282.0],[158.0],[432.0]
176,[332.0],[19.0],[413.0]
177,[246.0],[278.0],[386.0]
178,[481.0],[430.0],[399.0]
179,[435.0],[273.0],[33.0]
180,[199.0],[491.0],[10.0]
181,[413.0],[45.0],[77.0]
182,[22.0],[5.0],[63.0]
183,[306.0],[99.0],[132.0]
184,[430.0],[160.0],[290.0]
185,[278.0],[216.0],[459.0]
186,[19.0],[369.0],[178.0]
187,[84.0],[111.0],[349.0]
188,[331.0],[56.0],[309.0]
189,[70.0],[426.0],[395.0]
190,[255.0],[300.0],[244.0]
191,[25.0],[380.0],[219.0]
192,[218.0],[123.0],[344.0]
193,[411.0],[304.0],[224.0]
194,[18.0],[293.0],[114.0]
195,[412.0],[239.0],[497.0]
196,[69.0],[356.0],[23.0]
197,[270.0],[359.0],[332.0]
198,[72.0],[481.0],[391.0]
199,[68.0],[379.0],[73.0]
200,[73.0],[51.0],[435.0]
201,[426.0],[467.0],[43.0]
202,[158.0],[455.0],[462.0]
203,[247.0],[240.0],[22.0]
204,[280.0],[274.0],[207.0]
205,[62.0],[215.0],[353.0]
206,[172.0],[26.0],[414.0]
207,[291.0],[107.0],[267.0]
208,[242.0],[322.0],[16.0]
209,[207.0],[177.0],[278.0]
210,[47.0],[82.0],[130.0]
211,[63.0],[9.0],[80.0]
212,[416.0],[163.0],[465.0]
213,[52.0],[340.0],[203.0]
214,[333.0],[168.0],[355.0]
215,[152.0],[188.0],[76.0]
216,[244.0],[72.0],[212.0]
217,[203.0],[422.0],[451.0]
218,[135.0],[475.0],[39.0]
219,[376.0],[181.0],[351.0]
220,[394.0],[453.0],[20.0]
221,[85.0],[493.0],[82.0]
222,[129.0],[355.0],[155.0]
223,[305.0],[165.0],[3.0]
224,[71.0],[324.0],[24.0]
225,[446.0],[122.0],[468.0]
226,[243.0],[16.0],[383.0]
227,[231.0],[35.0],[88.0]
228,[23.0],[319.0],[228.0]
229,[162.0],[127.0],[390.0]
230,[211.0],[139.0],[331.0]
231,[479.0],[105.0],[45.0]
232,[67.0],[283.0],[237.0]
233,[352.0],[34.0],[143.0]
234,[334.0],[166.0],[377.0]
235,[434.0],[197.0],[163.0]
236,[275.0],[473.0],[336.0]
237,[202.0],[138.0],[359.0]
238,[82.0],[313.0],[171.0]
239,[192.0],[298.0],[18.0]
240,[239.0],[469.0],[380.0]
241,[463.0],[385.0],[394.0]
242,[293.0],[307.0],[138.0]
243,[36.0],[432.0],[115.0]
244,[92.0],[401.0],[188.0]
245,[20.0],[381.0],[121.0]
246,[477.0],[28.0],[75.0]
247,[350.0],[331.0],[96.0]
