Iteration,Sim_0,Sim_1,Sim_2
0,[209.0],[113.0],[209.0]
1,[74.0],[220.0],[74.0]
2,[262.0],[460.0],[262.0]
3,[79.0],[125.0],[478.0]
4,[478.0],[74.0],[438.0]
5,[382.0],[471.0],[471.0]
6,[285.0],[262.0],[482.0]
7,[49.0],[252.0],[412.0]
8,[119.0],[167.0],[13.0]
9,[211.0],[79.0],[79.0]
10,[19.0],[49.0],[38.0]
11,[433.0],[156.0],[252.0]
12,[203.0],[323.0],[204.0]
13,[110.0],[374.0],[488.0]
14,[471.0],[236.0],[86.0]
15,[125.0],[285.0],[125.0]
16,[174.0],[438.0],[460.0]
17,[253.0],[223.0],[393.0]
18,[97.0],[394.0],[197.0]
19,[236.0],[195.0],[420.0]
20,[442.0],[414.0],[210.0]
21,[252.0],[311.0],[308.0]
22,[431.0],[234.0],[234.0]
23,[51.0],[258.0],[194.0]
24,[176.0],[235.0],[14.0]
25,[323.0],[431.0],[321.0]
26,[308.0],[106.0],[239.0]
27,[281.0],[443.0],[296.0]
28,[275.0],[400.0],[269.0]
29,[420.0],[174.0],[248.0]
30,[499.0],[61.0],[388.0]
31,[186.0],[275.0],[7.0]
32,[357.0],[86.0],[220.0]
33,[38.0],[31.0],[258.0]
34,[199.0],[342.0],[396.0]
35,[370.0],[232.0],[198.0]
36,[388.0],[102.0],[170.0]
37,[463.0],[442.0],[175.0]
38,[150.0],[211.0],[338.0]
39,[93.0],[148.0],[73.0]
40,[299.0],[47.0],[35.0]
41,[44.0],[151.0],[461.0]
42,[109.0],[248.0],[167.0]
43,[407.0],[53.0],[55.0]
44,[284.0],[266.0],[215.0]
45,[318.0],[444.0],[51.0]
46,[210.0],[304.0],[219.0]
47,[446.0],[130.0],[27.0]
48,[7.0],[296.0],[410.0]
49,[61.0],[338.0],[231.0]
50,[365.0],[27.0],[229.0]
51,[14.0],[391.0],[140.0]
52,[376.0],[293.0],[275.0]
53,[460.0],[159.0],[36.0]
54,[98.0],[186.0],[481.0]
55,[258.0],[75.0],[237.0]
56,[122.0],[392.0],[141.0]
57,[128.0],[490.0],[439.0]
58,[55.0],[421.0],[445.0]
59,[13.0],[298.0],[413.0]
60,[23.0],[172.0],[474.0]
61,[248.0],[6.0],[172.0]
62,[41.0],[396.0],[195.0]
63,[410.0],[122.0],[44.0]
64,[40.0],[13.0],[446.0]
65,[123.0],[250.0],[327.0]
66,[183.0],[50.0],[399.0]
67,[389.0],[446.0],[24.0]
68,[149.0],[54.0],[405.0]
69,[473.0],[410.0],[301.0]
70,[229.0],[445.0],[392.0]
71,[488.0],[197.0],[468.0]
72,[394.0],[145.0],[443.0]
73,[482.0],[29.0],[2.0]
74,[483.0],[269.0],[418.0]
75,[27.0],[456.0],[272.0]
76,[189.0],[101.0],[351.0]
77,[269.0],[388.0],[489.0]
78,[111.0],[271.0],[469.0]
79,[232.0],[43.0],[487.0]
80,[70.0],[135.0],[452.0]
81,[474.0],[365.0],[400.0]
82,[393.0],[439.0],[435.0]
83,[259.0],[268.0],[182.0]
84,[288.0],[95.0],[49.0]
85,[230.0],[319.0],[466.0]
86,[178.0],[191.0],[156.0]
87,[39.0],[404.0],[97.0]
88,[169.0],[38.0],[75.0]
89,[352.0],[288.0],[122.0]
90,[414.0],[406.0],[106.0]
91,[479.0],[123.0],[433.0]
92,[243.0],[183.0],[450.0]
93,[148.0],[424.0],[1.0]
94,[77.0],[196.0],[368.0]
95,[405.0],[142.0],[363.0]
96,[156.0],[297.0],[30.0]
97,[444.0],[363.0],[205.0]
98,[436.0],[208.0],[297.0]
99,[215.0],[372.0],[483.0]
100,[490.0],[46.0],[473.0]
101,[430.0],[434.0],[259.0]
102,[267.0],[44.0],[390.0]
103,[268.0],[187.0],[68.0]
104,[17.0],[367.0],[436.0]
105,[201.0],[461.0],[153.0]
106,[354.0],[19.0],[178.0]
107,[152.0],[278.0],[357.0]
108,[476.0],[93.0],[355.0]
109,[214.0],[60.0],[131.0]
110,[347.0],[219.0],[123.0]
111,[107.0],[153.0],[94.0]
112,[306.0],[306.0],[161.0]
113,[429.0],[230.0],[427.0]
114,[62.0],[429.0],[150.0]
115,[427.0],[308.0],[59.0]
116,[470.0],[78.0],[421.0]
117,[294.0],[17.0],[242.0]
118,[204.0],[134.0],[60.0]
119,[25.0],[353.0],[268.0]
120,[480.0],[489.0],[411.0]
121,[412.0],[112.0],[282.0]
122,[273.0],[111.0],[18.0]
123,[385.0],[260.0],[243.0]
124,[337.0],[361.0],[403.0]
125,[245.0],[464.0],[245.0]
126,[391.0],[202.0],[19.0]
127,[136.0],[483.0],[130.0]
128,[120.0],[315.0],[139.0]
129,[315.0],[399.0],[414.0]
130,[411.0],[62.0],[253.0]
131,[140.0],[87.0],[303.0]
132,[164.0],[7.0],[366.0]
133,[36.0],[83.0],[291.0]
134,[94.0],[349.0],[238.0]
135,[424.0],[169.0],[424.0]
136,[439.0],[218.0],[370.0]
137,[302.0],[154.0],[256.0]
138,[198.0],[215.0],[23.0]
139,[95.0],[94.0],[196.0]
140,[392.0],[383.0],[337.0]
141,[450.0],[356.0],[373.0]
142,[195.0],[261.0],[397.0]
143,[87.0],[481.0],[76.0]
144,[286.0],[254.0],[299.0]
145,[270.0],[21.0],[318.0]
146,[73.0],[276.0],[261.0]
147,[373.0],[371.0],[316.0]
148,[86.0],[491.0],[267.0]
149,[274.0],[140.0],[77.0]
150,[282.0],[267.0],[39.0]
151,[456.0],[132.0],[475.0]
152,[498.0],[485.0],[83.0]
153,[104.0],[107.0],[264.0]
154,[477.0],[378.0],[180.0]
155,[272.0],[360.0],[115.0]
156,[168.0],[430.0],[109.0]
157,[422.0],[321.0],[98.0]
158,[493.0],[207.0],[63.0]
159,[184.0],[492.0],[391.0]
160,[126.0],[108.0],[185.0]
161,[375.0],[397.0],[218.0]
162,[115.0],[160.0],[441.0]
163,[84.0],[163.0],[309.0]
164,[495.0],[245.0],[462.0]
165,[360.0],[56.0],[290.0]
166,[188.0],[379.0],[33.0]
167,[320.0],[274.0],[383.0]
168,[324.0],[419.0],[490.0]
169,[331.0],[188.0],[349.0]
170,[206.0],[247.0],[202.0]
171,[404.0],[190.0],[80.0]
172,[349.0],[243.0],[208.0]
173,[180.0],[300.0],[21.0]
174,[465.0],[341.0],[426.0]
175,[335.0],[272.0],[372.0]
176,[280.0],[286.0],[151.0]
177,[185.0],[458.0],[99.0]
178,[466.0],[216.0],[244.0]
179,[457.0],[109.0],[325.0]
180,[434.0],[11.0],[378.0]
181,[380.0],[181.0],[199.0]
182,[257.0],[426.0],[25.0]
183,[378.0],[68.0],[251.0]
184,[416.0],[326.0],[458.0]
185,[485.0],[114.0],[124.0]
186,[397.0],[0.0],[114.0]
187,[194.0],[270.0],[286.0]
188,[26.0],[71.0],[155.0]
189,[441.0],[493.0],[53.0]
190,[0.0],[42.0],[386.0]
191,[309.0],[334.0],[188.0]
192,[377.0],[233.0],[499.0]
193,[29.0],[355.0],[203.0]
194,[117.0],[455.0],[152.0]
195,[255.0],[26.0],[246.0]
196,[181.0],[246.0],[440.0]
197,[332.0],[273.0],[314.0]
198,[287.0],[432.0],[9.0]
199,[20.0],[301.0],[448.0]
200,[266.0],[15.0],[230.0]
201,[305.0],[35.0],[127.0]
202,[415.0],[385.0],[265.0]
203,[247.0],[168.0],[266.0]
204,[481.0],[139.0],[211.0]
205,[246.0],[173.0],[319.0]
206,[217.0],[283.0],[227.0]
207,[291.0],[405.0],[217.0]
208,[9.0],[470.0],[453.0]
209,[177.0],[8.0],[118.0]
210,[307.0],[97.0],[224.0]
211,[426.0],[466.0],[190.0]
212,[114.0],[121.0],[335.0]
213,[292.0],[322.0],[359.0]
214,[48.0],[184.0],[409.0]
215,[135.0],[362.0],[362.0]
216,[67.0],[63.0],[432.0]
217,[202.0],[200.0],[498.0]
218,[239.0],[364.0],[377.0]
219,[52.0],[16.0],[358.0]
220,[256.0],[453.0],[423.0]
221,[85.0],[58.0],[163.0]
222,[158.0],[316.0],[95.0]
223,[319.0],[185.0],[20.0]
224,[33.0],[90.0],[497.0]
225,[435.0],[479.0],[41.0]
226,[58.0],[229.0],[451.0]
227,[231.0],[497.0],[176.0]
228,[358.0],[390.0],[154.0]
229,[47.0],[34.0],[459.0]
230,[160.0],[239.0],[112.0]
231,[303.0],[403.0],[58.0]
232,[141.0],[305.0],[143.0]
233,[244.0],[373.0],[472.0]
234,[63.0],[417.0],[132.0]
235,[317.0],[45.0],[129.0]
236,[112.0],[182.0],[15.0]
237,[72.0],[408.0],[200.0]
238,[409.0],[118.0],[332.0]
239,[218.0],[158.0],[137.0]
240,[368.0],[255.0],[116.0]
241,[487.0],[149.0],[126.0]
242,[497.0],[484.0],[174.0]
243,[137.0],[10.0],[457.0]
244,[212.0],[205.0],[407.0]
245,[226.0],[340.0],[437.0]
246,[448.0],[307.0],[353.0]
247,[452.0],[324.0],[465.0]
248,[350.0],[357.0],[171.0]
249,[458.0],[72.0],[331.0]
250,[328.0],[354.0],[169.0]
251,[339.0],[48.0],[336.0]
252,[127.0],[359.0],[103.0]
253,[162.0],[386.0],[82.0]
254,[143.0],[124.0],[120.0]
255,[24.0],[177.0],[367.0]
256,[227.0],[303.0],[274.0]
257,[82.0],[423.0],[43.0]
258,[455.0],[170.0],[10.0]
259,[11.0],[214.0],[352.0]
260,[43.0],[189.0],[226.0]
261,[129.0],[162.0],[484.0]
262,[371.0],[295.0],[328.0]
263,[69.0],[99.0],[70.0]
264,[472.0],[422.0],[32.0]
265,[464.0],[331.0],[255.0]
266,[155.0],[337.0],[496.0]
267,[18.0],[70.0],[254.0]
