Simulation,Passive Learning,GSx,GSy,iGS,Uncertainty Sampling,EGAL,EMCM,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
0,5.469431161880493,5.793941497802734,5.918135404586792,6.092223882675171,5.799179792404175,6.196821689605713,5.642330646514893,6.185241937637329,6.187027215957642,6.186414003372192,6.181315898895264,6.1930601596832275,6.387650966644287,6.219346284866333,6.2411651611328125,8.843231916427612,8.707918167114258
1,5.459409236907959,5.825388669967651,5.916656255722046,6.091050386428833,5.812352418899536,6.2156665325164795,5.652980804443359,6.204875469207764,6.2095677852630615,6.217967748641968,6.206221580505371,6.2416815757751465,6.428473949432373,6.203843355178833,6.2393858432769775,8.878247737884521,8.669711828231812
2,6.818021535873413,7.248141288757324,7.368584156036377,7.436539888381958,7.182077884674072,7.8281943798065186,7.137821197509766,7.762653589248657,7.812057256698608,7.837564945220947,7.806156396865845,7.750947952270508,8.029633522033691,7.572339057922363,7.543216228485107,10.230557680130005,10.097959995269775
3,5.569001913070679,5.942994832992554,6.131415605545044,6.389002084732056,6.480939865112305,7.077505826950073,6.4312357902526855,6.9932239055633545,7.017843008041382,7.03614068031311,6.889117956161499,6.997329235076904,6.85800838470459,6.447286128997803,6.455338001251221,9.198945760726929,9.21168065071106
4,6.305485963821411,6.644546031951904,6.745282173156738,6.950246334075928,6.638442039489746,6.9501633644104,6.529278993606567,6.883540153503418,6.456852674484253,6.481039524078369,6.4805748462677,6.5481672286987305,6.789822578430176,6.4129087924957275,6.2119927406311035,8.883059978485107,8.99188780784607
5,6.402012348175049,6.742870569229126,6.911630868911743,7.567374229431152,7.129117012023926,7.65252947807312,6.87684178352356,7.478163003921509,7.6954569816589355,7.635901927947998,7.697183609008789,7.708743333816528,7.920192241668701,7.721882104873657,7.693064451217651,10.806444644927979,10.572922706604004
6,6.237433910369873,6.918156385421753,6.919603109359741,7.234970331192017,7.135855436325073,7.657299280166626,7.087958812713623,7.556392192840576,7.580935955047607,7.758768796920776,7.785287618637085,7.771255970001221,7.92193865776062,7.806571960449219,7.804400205612183,11.10331106185913,10.871346473693848
7,5.588439702987671,5.9890851974487305,6.175333023071289,6.480996370315552,6.546307563781738,7.142238616943359,6.467745304107666,7.053269863128662,7.025813102722168,7.0449957847595215,6.937850713729858,7.028022527694702,6.847804546356201,6.500385761260986,6.501083135604858,9.39191746711731,9.31778860092163
8,6.286311149597168,6.639690399169922,6.756166934967041,6.970392465591431,6.64362907409668,6.979027032852173,6.531529664993286,6.84276556968689,6.457834959030151,6.49769401550293,6.486818313598633,6.50854229927063,6.775141000747681,6.399924993515015,6.192117691040039,8.85662579536438,8.953415632247925
9,5.628960132598877,6.036152124404907,6.228731393814087,6.523560523986816,6.60955548286438,7.1376566886901855,6.5288896560668945,7.106562852859497,7.122248888015747,7.132179021835327,7.022037744522095,7.089079141616821,6.818821668624878,6.547936677932739,6.541171550750732,9.479585409164429,9.382789134979248
