Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
0,268,404,58,628,539,213,441,279,607,769,390,205,34,915,359,855,829,360,686,161,566,466,300,300,321,805,538,244,959,60,238,42,284,776,799,778,397,800,264,475,476,199,364,232,637,761,697,495,762,427,530,944,843,308,159,132,340,156,509,210,604,954,573,645,20,236,574,418,284,246,213,219,435,259,131,716,902,780,147,981,418,743,46,823,875,822,100,559,963,306,257,97,490,894,481,991,531,72,493,941
1,53,234,361,441,110,101,138,788,7,16,82,151,246,21,628,137,135,49,648,941,97,688,60,883,652,176,889,803,572,276,564,60,636,544,539,130,492,899,209,248,783,97,389,523,194,114,265,458,425,675,674,119,104,44,299,163,130,434,259,974,402,434,16,947,719,70,350,620,873,795,344,765,328,545,677,966,593,465,103,302,553,751,211,580,562,342,585,757,491,800,758,769,548,564,253,556,867,439,615,788
2,110,641,802,524,672,224,363,967,744,816,613,110,984,283,52,494,958,312,585,426,107,706,542,635,89,335,150,490,49,904,592,633,597,940,691,835,293,789,316,994,875,253,663,554,537,783,288,566,178,605,170,859,441,617,983,626,35,899,274,374,433,611,63,611,975,509,622,35,307,927,890,903,628,283,923,617,653,510,462,498,309,438,721,915,686,83,318,106,528,764,811,689,14,689,993,337,169,133,297,235
3,330,950,203,160,752,268,89,778,869,883,65,186,985,161,397,772,540,720,394,243,793,412,451,255,670,379,491,498,818,846,450,320,147,973,873,834,272,307,896,291,81,186,286,876,630,459,423,464,213,26,672,782,846,732,39,12,713,571,991,997,731,596,117,688,502,68,902,127,511,517,691,471,144,250,508,620,83,220,202,690,744,223,346,156,189,443,717,653,446,766,218,570,243,147,941,924,239,835,726,902
4,83,910,938,245,414,699,838,526,642,847,831,494,475,591,478,550,376,137,809,680,60,874,974,918,798,545,235,191,851,182,31,163,319,788,676,371,47,172,513,80,494,897,805,518,698,932,910,904,882,587,478,623,859,443,687,76,551,527,774,394,971,444,535,974,576,16,983,828,669,653,120,350,754,997,142,809,958,438,192,253,449,549,75,842,782,623,606,601,365,212,27,628,300,440,361,611,277,526,977,956
5,8,309,186,609,685,59,923,103,603,10,955,397,245,726,651,462,948,631,895,416,256,125,946,475,342,171,643,196,746,76,121,370,322,781,110,572,390,72,313,773,381,110,739,401,723,361,147,911,407,786,57,961,186,828,315,641,684,461,778,949,106,449,443,834,156,238,64,531,132,154,389,252,890,419,945,138,884,708,373,379,306,526,44,283,699,717,822,222,299,671,187,961,531,292,410,819,160,339,411,161
6,974,519,226,716,585,341,23,255,32,566,576,155,656,953,873,201,304,486,276,343,59,296,210,95,860,519,764,766,283,979,211,839,127,272,900,26,917,231,534,309,741,736,161,207,103,597,659,519,435,967,714,844,625,138,753,827,800,698,288,422,303,354,92,33,851,259,751,695,435,140,483,707,86,586,726,557,937,817,885,112,331,364,266,955,475,832,557,253,326,279,777,308,80,150,686,669,73,8,249,333
7,847,638,293,428,621,867,608,193,935,118,458,272,498,137,279,312,930,275,569,954,113,121,933,894,653,830,465,28,568,304,351,126,194,65,768,499,177,94,829,560,9,123,514,189,214,524,797,226,151,934,702,837,668,248,882,772,642,762,878,209,828,15,80,565,739,43,90,829,694,561,487,75,966,217,12,148,720,416,937,478,930,127,862,676,681,579,919,259,153,205,159,155,845,425,496,147,529,455,906,888
8,398,159,642,652,635,732,79,233,861,433,724,797,163,101,238,290,73,933,446,322,299,2,909,176,382,507,210,70,653,809,454,802,592,586,826,419,810,485,319,482,870,621,130,697,15,354,966,981,316,652,505,198,567,206,399,442,343,138,478,753,650,261,248,360,454,302,221,337,490,755,373,191,584,943,738,361,34,325,24,819,922,180,573,847,510,116,234,661,992,662,896,106,302,686,145,851,62,423,169,679
9,78,570,164,263,134,272,125,888,853,428,462,31,436,977,535,189,880,395,911,561,955,194,412,606,409,152,519,788,377,126,302,780,62,937,5,105,127,529,7,748,322,117,351,420,683,286,177,536,580,719,257,177,673,432,844,674,983,717,441,873,160,670,705,187,844,986,564,232,971,939,692,786,701,374,646,366,343,969,835,807,597,296,225,605,58,706,241,773,522,525,763,671,297,218,570,76,761,402,614,197
