Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
0,18.203815937042236,19.16096782684326,16.93277883529663,13.131213665008545,14.341814994812012,12.718502283096313,14.290102005004883,14.26894760131836,14.362660884857178,14.320264101028442,14.37865662574768,14.34839916229248,12.251309633255005,11.997345685958862,11.897859811782837,13.818252563476562,14.348557710647583
1,18.643784523010254,20.605509757995605,19.95466184616089,15.26604175567627,19.326667070388794,13.835679769515991,18.432257413864136,17.759692192077637,16.914127111434937,17.43533444404602,17.03403949737549,15.13130235671997,15.097185850143433,13.926683187484741,14.60257601737976,15.494331121444702,16.117180347442627
2,17.911386728286743,19.44383931159973,16.87743878364563,13.12024998664856,14.567761421203613,12.63619089126587,14.44202995300293,14.056807279586792,14.258741617202759,13.715540647506714,14.040826082229614,13.868095636367798,12.641788959503174,12.058676958084106,11.635147094726562,13.463604211807251,13.82312822341919
3,18.38325333595276,20.773600101470947,18.1443030834198,13.480387926101685,15.247617959976196,12.989752769470215,15.22865891456604,15.295676231384277,15.733776569366455,15.288198471069336,15.23009204864502,15.238414525985718,12.886308193206787,11.97724986076355,12.226442813873291,14.416505336761475,15.31268572807312
4,17.685222387313843,18.926975965499878,16.98060917854309,12.758017539978027,13.980871677398682,12.339730739593506,13.844140768051147,13.969893217086792,14.031403064727783,13.935287237167358,13.98452377319336,14.050016403198242,12.132277011871338,11.818137645721436,11.575757026672363,13.450048446655273,13.982506036758423
5,19.11351251602173,20.983954429626465,17.85650086402893,13.105383157730103,15.470899105072021,12.65098786354065,15.912793397903442,15.96959638595581,15.99267864227295,15.851378679275513,16.049741506576538,15.756285429000854,12.721910238265991,12.41453218460083,11.737351655960083,14.071551084518433,15.499517440795898
6,17.685328245162964,19.68150019645691,17.502887964248657,12.946961879730225,15.158178567886353,12.419512510299683,15.06880784034729,14.985501289367676,14.96101999282837,15.016319513320923,15.04660177230835,14.813677072525024,12.164656400680542,12.030183792114258,11.584871053695679,13.85449481010437,15.16982913017273
7,18.263622760772705,20.768314838409424,18.106502056121826,13.418410539627075,15.288554906845093,12.968956470489502,15.242889881134033,15.31690788269043,15.775340795516968,15.364617824554443,15.244130373001099,15.246726274490356,12.864824533462524,11.921472549438477,12.243996143341064,14.428303480148315,15.352290391921997
8,18.26023507118225,20.15422296524048,16.946656942367554,12.774793148040771,14.752557516098022,12.397372245788574,14.885074615478516,14.898733854293823,14.944962501525879,14.897271633148193,14.871199607849121,14.865159273147583,12.274728059768677,11.934936761856079,11.60650897026062,13.621352195739746,14.833195686340332
9,18.542850732803345,19.72081995010376,18.10185956954956,13.386178016662598,14.797053337097168,12.917343378067017,14.745850324630737,14.801833868026733,14.77299690246582,14.643203020095825,14.754599571228027,14.615816831588745,12.568493604660034,12.506014585494995,12.01832127571106,14.20083737373352,14.792596101760864
