Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[300.0],[118.0],[389.0],[340.0],[153.0],[511.0],[511.0],[322.0],[283.0],[287.0],[475.0],[113.0],[160.0],[386.0],[63.0],[461.0],[514.0],[484.0],[300.0],[172.0],[300.0],[153.0],[345.0],[444.0],[521.0]
1,[407.0],[236.0],[320.0],[255.0],[470.0],[55.0],[486.0],[345.0],[287.0],[70.0],[524.0],[70.0],[37.0],[214.0],[514.0],[128.0],[53.0],[283.0],[132.0],[386.0],[406.0],[144.0],[300.0],[300.0],[406.0]
2,[102.0],[152.0],[392.0],[514.0],[160.0],[514.0],[350.0],[172.0],[323.0],[354.0],[134.0],[60.0],[300.0],[369.0],[92.0],[389.0],[359.0],[461.0],[273.0],[2.0],[511.0],[293.0],[146.0],[20.0],[28.0]
3,[391.0],[406.0],[37.0],[37.0],[302.0],[26.0],[514.0],[97.0],[524.0],[487.0],[406.0],[283.0],[406.0],[287.0],[455.0],[67.0],[538.0],[407.0],[514.0],[53.0],[356.0],[283.0],[514.0],[89.0],[454.0]
4,[128.0],[107.0],[475.0],[105.0],[528.0],[350.0],[430.0],[300.0],[161.0],[92.0],[455.0],[180.0],[512.0],[107.0],[283.0],[37.0],[283.0],[469.0],[102.0],[63.0],[489.0],[407.0],[538.0],[160.0],[273.0]
5,[63.0],[320.0],[281.0],[152.0],[179.0],[477.0],[305.0],[407.0],[443.0],[455.0],[102.0],[350.0],[71.0],[86.0],[525.0],[390.0],[63.0],[168.0],[107.0],[108.0],[144.0],[266.0],[465.0],[356.0],[26.0]
6,[448.0],[404.0],[302.0],[356.0],[223.0],[487.0],[71.0],[471.0],[123.0],[102.0],[514.0],[487.0],[391.0],[522.0],[451.0],[442.0],[356.0],[63.0],[408.0],[418.0],[321.0],[167.0],[82.0],[144.0],[89.0]
7,[140.0],[76.0],[541.0],[484.0],[60.0],[512.0],[487.0],[87.0],[461.0],[58.0],[484.0],[127.0],[108.0],[149.0],[144.0],[392.0],[107.0],[392.0],[26.0],[89.0],[331.0],[220.0],[504.0],[82.0],[487.0]
8,[486.0],[487.0],[48.0],[97.0],[391.0],[54.0],[512.0],[454.0],[420.0],[214.0],[392.0],[296.0],[144.0],[162.0],[356.0],[477.0],[484.0],[176.0],[144.0],[487.0],[134.0],[389.0],[152.0],[532.0],[132.0]
9,[358.0],[250.0],[35.0],[180.0],[87.0],[139.0],[176.0],[213.0],[144.0],[292.0],[302.0],[107.0],[350.0],[288.0],[512.0],[107.0],[486.0],[60.0],[134.0],[131.0],[392.0],[37.0],[489.0],[64.0],[455.0]
