Iteration,Sim_0,Sim_1,Sim_2
0,[350.0],[62.0],[150.0]
1,[150.0],[405.0],[73.0]
2,[75.0],[242.0],[75.0]
3,[195.0],[476.0],[159.0]
4,[502.0],[230.0],[524.0]
5,[524.0],[73.0],[21.0]
6,[239.0],[222.0],[195.0]
7,[248.0],[331.0],[359.0]
8,[468.0],[439.0],[396.0]
9,[413.0],[214.0],[118.0]
10,[408.0],[379.0],[427.0]
11,[344.0],[195.0],[439.0]
12,[496.0],[258.0],[128.0]
13,[485.0],[217.0],[41.0]
14,[499.0],[118.0],[408.0]
15,[322.0],[200.0],[258.0]
16,[506.0],[427.0],[62.0]
17,[45.0],[69.0],[242.0]
18,[70.0],[215.0],[130.0]
19,[230.0],[531.0],[224.0]
20,[79.0],[359.0],[64.0]
21,[406.0],[409.0],[182.0]
22,[486.0],[403.0],[306.0]
23,[166.0],[35.0],[219.0]
24,[417.0],[519.0],[403.0]
25,[130.0],[413.0],[193.0]
26,[404.0],[70.0],[143.0]
27,[368.0],[368.0],[82.0]
28,[212.0],[209.0],[198.0]
29,[472.0],[64.0],[31.0]
30,[35.0],[376.0],[533.0]
31,[329.0],[515.0],[147.0]
32,[367.0],[484.0],[353.0]
33,[118.0],[224.0],[410.0]
34,[426.0],[397.0],[239.0]
35,[444.0],[354.0],[379.0]
36,[531.0],[501.0],[432.0]
37,[400.0],[25.0],[404.0]
38,[513.0],[280.0],[351.0]
39,[83.0],[486.0],[158.0]
40,[533.0],[58.0],[532.0]
41,[313.0],[82.0],[477.0]
42,[217.0],[0.0],[202.0]
43,[8.0],[288.0],[263.0]
44,[395.0],[31.0],[16.0]
45,[181.0],[125.0],[134.0]
46,[382.0],[492.0],[355.0]
47,[36.0],[95.0],[382.0]
48,[483.0],[238.0],[174.0]
49,[427.0],[219.0],[153.0]
50,[20.0],[344.0],[217.0]
51,[392.0],[305.0],[234.0]
52,[482.0],[36.0],[36.0]
53,[354.0],[477.0],[90.0]
54,[428.0],[532.0],[58.0]
55,[439.0],[482.0],[220.0]
56,[134.0],[198.0],[344.0]
57,[379.0],[494.0],[191.0]
58,[357.0],[181.0],[380.0]
59,[288.0],[444.0],[332.0]
60,[112.0],[213.0],[178.0]
61,[347.0],[193.0],[502.0]
62,[125.0],[468.0],[0.0]
63,[39.0],[457.0],[365.0]
64,[290.0],[243.0],[273.0]
65,[293.0],[321.0],[262.0]
66,[123.0],[438.0],[144.0]
67,[273.0],[506.0],[34.0]
68,[279.0],[423.0],[406.0]
69,[93.0],[68.0],[165.0]
70,[327.0],[248.0],[76.0]
71,[95.0],[395.0],[519.0]
72,[332.0],[392.0],[210.0]
73,[519.0],[20.0],[444.0]
74,[532.0],[363.0],[530.0]
75,[159.0],[161.0],[189.0]
76,[259.0],[276.0],[157.0]
77,[191.0],[48.0],[204.0]
78,[182.0],[178.0],[318.0]
79,[319.0],[16.0],[95.0]
80,[153.0],[158.0],[129.0]
81,[13.0],[168.0],[107.0]
82,[15.0],[129.0],[346.0]
83,[193.0],[443.0],[229.0]
84,[423.0],[202.0],[496.0]
85,[225.0],[273.0],[348.0]
86,[359.0],[480.0],[290.0]
87,[530.0],[166.0],[482.0]
88,[145.0],[93.0],[434.0]
89,[262.0],[180.0],[414.0]
90,[425.0],[428.0],[389.0]
91,[226.0],[157.0],[45.0]
92,[516.0],[406.0],[470.0]
93,[11.0],[179.0],[454.0]
94,[68.0],[400.0],[527.0]
95,[275.0],[260.0],[260.0]
96,[321.0],[231.0],[69.0]
97,[202.0],[237.0],[78.0]
98,[200.0],[182.0],[289.0]
99,[276.0],[104.0],[190.0]
100,[115.0],[347.0],[163.0]
101,[157.0],[441.0],[313.0]
102,[149.0],[5.0],[506.0]
103,[477.0],[420.0],[468.0]
104,[76.0],[111.0],[148.0]
105,[167.0],[143.0],[438.0]
106,[201.0],[44.0],[481.0]
107,[21.0],[349.0],[70.0]
108,[161.0],[23.0],[271.0]
109,[420.0],[163.0],[499.0]
110,[158.0],[11.0],[8.0]
111,[266.0],[83.0],[246.0]
112,[32.0],[148.0],[96.0]
113,[188.0],[6.0],[142.0]
114,[369.0],[226.0],[138.0]
115,[56.0],[164.0],[61.0]
116,[361.0],[275.0],[494.0]
117,[437.0],[147.0],[437.0]
118,[152.0],[425.0],[407.0]
119,[484.0],[89.0],[402.0]
120,[101.0],[2.0],[48.0]
121,[137.0],[426.0],[272.0]
122,[48.0],[191.0],[114.0]
123,[478.0],[149.0],[63.0]
124,[43.0],[418.0],[251.0]
125,[492.0],[101.0],[6.0]
126,[203.0],[212.0],[104.0]
127,[97.0],[415.0],[192.0]
128,[198.0],[357.0],[423.0]
129,[243.0],[308.0],[528.0]
130,[331.0],[382.0],[478.0]
131,[87.0],[205.0],[17.0]
132,[280.0],[113.0],[385.0]
133,[307.0],[319.0],[135.0]
134,[33.0],[271.0],[392.0]
135,[114.0],[467.0],[420.0]
136,[465.0],[318.0],[206.0]
137,[253.0],[269.0],[363.0]
138,[271.0],[285.0],[121.0]
139,[454.0],[291.0],[307.0]
140,[453.0],[144.0],[501.0]
141,[51.0],[326.0],[451.0]
142,[474.0],[170.0],[523.0]
143,[240.0],[262.0],[51.0]
