Simulation,iGS,WiGS (Static w_x=0.25),Passive Learning,"WiGS (MAB-UCB1, c=5.0)",EMCM,WiGS (Static w_x=0.75),WiGS (SAC),Uncertainty Sampling,WiGS (Static w_x=0.5),"WiGS (Time-Decay, Exponential)",EGAL,QBC,GSy,GSx,"WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Linear)"
0,4.937131643295288,4.965078115463257,4.564058542251587,5.111018180847168,4.6580283641815186,4.953779697418213,7.116843938827515,4.785116910934448,4.96483850479126,4.979670286178589,5.012789726257324,7.055195331573486,4.865072727203369,4.743500709533691,4.966691493988037,4.971253871917725,4.948968172073364
1,4.9640281200408936,4.993219614028931,4.594538450241089,5.0251641273498535,4.6921226978302,4.973710775375366,7.162305593490601,4.8408567905426025,4.992377519607544,5.008719444274902,5.032657623291016,7.112996339797974,4.887417793273926,4.770369529724121,4.993913173675537,5.116365909576416,4.993279933929443
2,5.66657567024231,5.544100284576416,5.1248602867126465,5.632490158081055,5.337794542312622,5.570625066757202,8.214626550674438,5.379581928253174,5.49979305267334,5.569908380508423,5.694093227386475,7.793179273605347,5.4804229736328125,5.142342567443848,5.53398323059082,5.844168424606323,5.631221532821655
3,5.140470504760742,5.138207674026489,4.808291912078857,5.162322282791138,4.804749011993408,5.037359714508057,7.2882914543151855,4.9905314445495605,5.036531448364258,5.082392692565918,5.148189306259155,7.231024503707886,5.002103805541992,4.872894763946533,5.143700122833252,5.147542953491211,5.004212856292725
4,4.933467626571655,4.963561296463013,4.5701799392700195,5.03093957901001,4.67464804649353,4.960733652114868,7.201472997665405,4.795531988143921,4.964960098266602,4.969546318054199,5.004853248596191,7.07604193687439,4.866550445556641,4.742577791213989,4.971180200576782,5.1023900508880615,4.98912787437439
5,5.24793553352356,5.206742286682129,4.716233730316162,5.175500869750977,4.9213621616363525,5.0365705490112305,7.148940086364746,4.983280420303345,4.952745676040649,5.154407262802124,5.172814607620239,7.225743293762207,5.034486293792725,4.74882698059082,5.102532148361206,5.1606221199035645,5.145119667053223
6,5.117614507675171,5.1165807247161865,4.782733201980591,5.1110382080078125,4.77308988571167,5.031225919723511,7.238610029220581,4.979084014892578,5.0284459590911865,5.060765981674194,5.126195669174194,7.207838296890259,4.978654623031616,4.847158193588257,5.123638391494751,5.11517071723938,4.987080097198486
7,4.985170841217041,4.983178377151489,4.586848497390747,5.028604030609131,4.697721242904663,4.993878126144409,7.324289798736572,4.8223888874053955,5.004864692687988,5.006322860717773,5.135840177536011,7.1383562088012695,4.901684522628784,4.749033451080322,4.972092390060425,5.114002704620361,5.014965057373047
8,5.04369592666626,5.045653343200684,4.684279680252075,5.16948676109314,4.806832313537598,5.025494813919067,7.2001729011535645,4.8729918003082275,5.03183650970459,5.0456743240356445,5.045732021331787,7.1976964473724365,5.033494234085083,4.832538843154907,5.018841981887817,5.166948080062866,5.071763038635254
9,5.687831401824951,5.549978017807007,5.144178152084351,5.674892902374268,5.3943235874176025,5.630383729934692,8.226976156234741,5.445318222045898,5.557982921600342,5.616149663925171,5.7601189613342285,7.876767158508301,5.60086464881897,5.2281858921051025,5.621676206588745,5.884655952453613,5.684646844863892
