Simulation,Passive Learning,GSx,GSy,iGS,Uncertainty Sampling,EGAL,EMCM,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
0,10.371115684509277,11.344218730926514,11.591221809387207,12.501184463500977,11.009234189987183,14.19499135017395,10.942395210266113,13.38089656829834,13.417789459228516,13.36043667793274,13.335516691207886,13.395528316497803,13.27686095237732,13.365793704986572,13.219830751419067,17.687949180603027,16.266720056533813
1,10.802889108657837,11.771528720855713,12.376506090164185,13.422709465026855,11.521177291870117,15.229633569717407,11.642147541046143,15.056661605834961,15.498439073562622,15.589354991912842,15.801490783691406,15.63603687286377,14.391896963119507,14.397229671478271,14.69220519065857,19.20211172103882,17.503548622131348
2,11.42565631866455,11.804560899734497,12.17526912689209,13.416402578353882,11.75348949432373,15.386313438415527,12.537100791931152,15.26292085647583,15.338771104812622,15.306617021560669,14.134882688522339,14.253254890441895,14.464800834655762,14.241470098495483,14.421549081802368,18.20821523666382,16.364956378936768
3,10.417627573013306,11.39423155784607,11.699926376342773,12.625622510910034,11.049748659133911,14.170752763748169,10.96143388748169,13.438876628875732,13.453665494918823,13.355392694473267,13.349910020828247,13.392823934555054,13.304965019226074,13.374813079833984,13.206012725830078,17.741833925247192,16.447028398513794
4,11.068661451339722,11.970413208007812,11.479641675949097,12.189888715744019,11.049147605895996,13.247663974761963,10.883260250091553,12.49609112739563,12.449113368988037,12.46537470817566,12.52065920829773,12.466442584991455,12.47773814201355,12.499540328979492,12.471465826034546,16.542158603668213,16.416549682617188
5,10.661608457565308,11.486829042434692,12.14737582206726,13.238066673278809,11.474884271621704,14.340865135192871,11.69762372970581,14.480114221572876,14.316280364990234,14.99544620513916,15.3109712600708,15.34201693534851,14.477786540985107,14.1755530834198,14.420606851577759,19.404932260513306,18.26845145225525
6,10.374723196029663,11.253015279769897,11.437959432601929,12.439599752426147,10.95472764968872,13.629427433013916,11.122000455856323,12.817937135696411,12.931224584579468,12.90342926979065,12.91507887840271,12.887696743011475,12.944629669189453,12.99025011062622,12.795565128326416,17.216392517089844,16.335551738739014
7,11.559102535247803,12.866734981536865,13.16010570526123,14.358377456665039,12.242164373397827,16.346285104751587,12.30079460144043,15.774831056594849,15.567641735076904,15.582541465759277,15.900963068008423,16.125290632247925,15.737853765487671,15.437699317932129,15.276065111160278,20.518296718597412,17.655009984970093
8,11.169792175292969,12.094306230545044,11.897537231445312,13.055688381195068,11.4586501121521,13.793389081954956,11.634016752243042,13.44705843925476,13.491805076599121,13.469419479370117,13.516072988510132,13.477619171142578,13.517998933792114,13.397540092468262,13.676541328430176,17.25147294998169,16.3950355052948
9,10.718526363372803,11.688306093215942,12.271313667297363,13.338425636291504,11.427062273025513,15.256687641143799,11.558899402618408,14.935258626937866,15.363728523254395,15.457631826400757,15.646318435668945,15.495673656463623,14.419870376586914,14.307365417480469,14.627703428268433,19.350592613220215,17.430492401123047
10,10.720321893692017,11.704825162887573,12.199554443359375,13.322102785110474,11.413534879684448,15.14941120147705,11.5516517162323,14.8145272731781,15.162736415863037,15.398595333099365,15.502083539962769,15.575845003128052,14.425386905670166,14.212572813034058,14.402952194213867,19.705692291259766,17.446483850479126
11,10.783054113388062,11.769002914428711,12.338005542755127,13.40625548362732,11.47993516921997,15.263268232345581,11.55978536605835,15.089802503585815,15.554272651672363,15.65633773803711,15.85270357131958,15.655582427978516,14.447222232818604,14.508777618408203,14.799033880233765,19.305073261260986,17.420247077941895
