Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
0,79,92,66,83,44,15,30,84,25,64,90,101,45,39,45,14,86,60,50,58,3,100,101,78,36,75,97,99,21,8,71,31,16,92,31,16,86,95,5,58,23,42,72,81,9,100,87,39,10,90,7,65,74,78,95,90,64,46,4,100,31,24,99,37,94,28,3,78,63,28,14,90,12,11,52,36,63,30,39,63,13,43,52,45,28,19,82,0,65,17,83,21,18,99,37,67,10,71,12,37
1,26,27,22,99,10,48,79,18,16,69,99,92,61,6,88,36,34,45,75,28,40,90,63,72,47,51,61,31,19,87,87,43,99,0,76,91,62,55,41,78,42,24,79,98,80,96,41,15,85,86,86,75,1,8,79,96,95,24,67,68,10,39,12,5,37,90,21,35,32,0,18,11,0,12,93,14,21,65,50,56,29,18,12,86,11,24,32,44,53,12,36,56,12,83,39,65,42,10,90,81
2,33,38,81,54,96,101,59,35,62,85,27,18,42,75,29,88,65,78,33,97,10,38,3,33,88,61,54,71,32,53,80,20,48,3,2,77,50,31,100,4,15,35,15,48,71,67,98,2,0,40,62,77,12,21,3,0,65,38,39,70,33,80,64,84,29,66,61,97,76,77,59,23,28,44,95,99,19,16,53,70,10,102,46,55,84,42,94,7,59,46,14,77,62,17,68,68,90,15,8,46
3,60,35,26,62,99,45,22,61,84,75,5,15,46,27,46,1,75,102,66,46,14,93,10,62,32,86,79,24,2,49,15,6,52,52,8,14,96,54,76,14,30,34,70,13,8,11,52,36,9,20,16,44,34,94,102,74,53,56,37,91,80,3,2,0,1,63,76,51,15,78,15,91,35,31,46,17,51,36,94,52,70,47,3,3,18,62,31,48,11,101,1,41,100,58,15,36,27,78,46,39
4,3,84,14,4,81,52,55,99,86,66,40,22,54,62,60,31,50,7,20,31,58,32,56,54,60,84,19,12,52,73,39,26,42,38,89,101,100,90,20,29,21,65,33,27,33,89,65,64,82,18,83,95,4,83,21,102,28,26,20,48,11,53,59,102,52,73,97,4,20,34,61,89,25,77,48,91,90,69,74,99,39,90,91,39,20,88,47,101,72,50,57,79,74,20,10,55,35,47,87,65
5,95,75,39,49,25,10,31,49,30,49,98,78,94,63,34,22,35,43,73,86,55,101,41,11,67,70,10,102,75,59,50,35,38,44,68,89,92,101,59,100,52,93,59,8,74,39,50,23,77,65,26,93,45,10,97,34,72,37,31,1,43,101,48,97,21,79,94,42,70,74,9,40,7,33,98,44,5,25,40,87,7,77,66,1,50,91,75,39,27,3,90,16,88,65,62,75,36,36,72,58
6,81,18,44,10,18,94,32,65,13,12,41,64,16,3,0,97,101,24,48,6,98,95,17,16,54,50,57,97,73,83,86,78,25,96,33,94,43,23,84,41,102,81,6,0,49,99,55,78,94,88,85,53,32,0,73,89,80,14,63,58,66,37,65,77,2,50,91,9,66,98,13,35,18,35,72,12,62,67,90,64,89,71,62,69,25,95,27,8,91,8,71,1,95,69,32,10,84,54,57,12
7,101,69,20,46,102,100,72,7,52,45,34,53,5,45,27,70,87,8,89,29,16,68,1,36,92,101,48,46,100,55,10,68,43,36,26,84,52,94,98,13,55,11,26,9,21,17,45,20,80,91,40,15,48,65,92,13,12,19,47,95,12,12,55,4,23,13,44,64,36,100,27,19,73,45,31,77,20,43,35,61,90,13,84,31,6,10,13,42,47,62,67,94,60,52,23,99,28,59,53,91
8,2,94,38,42,6,83,2,41,68,6,39,16,33,24,57,64,30,69,45,80,8,43,7,40,44,3,87,35,77,74,5,71,61,57,57,29,7,45,61,17,17,4,82,51,51,94,100,69,30,17,34,76,24,73,23,5,45,102,85,88,24,88,101,32,87,75,100,5,16,32,74,72,15,42,57,30,93,29,96,88,71,65,0,89,71,26,39,89,19,87,89,96,0,72,31,85,60,32,14,88
9,62,9,97,63,46,3,80,3,6,51,88,4,35,33,84,6,66,96,83,92,80,12,44,0,40,56,51,54,54,31,34,2,97,93,77,20,53,97,44,45,45,9,98,30,93,7,102,27,51,95,71,7,82,37,2,52,21,61,96,11,55,38,23,87,93,102,57,81,34,18,49,42,11,14,77,13,89,42,31,59,4,74,37,102,76,9,16,72,44,88,22,23,33,82,17,5,93,19,65,70
10,73,12,10,2,42,33,27,46,9,25,45,8,91,58,95,55,91,23,64,34,38,3,84,73,87,26,45,33,46,19,22,5,55,101,75,82,71,22,63,57,68,3,36,33,52,20,96,75,74,14,22,80,71,45,38,49,29,70,49,72,90,56,102,25,74,81,72,15,8,58,60,61,82,83,85,31,95,78,11,26,75,92,90,28,1,79,99,97,12,63,55,72,91,15,47,17,37,44,15,87
11,6,58,41,13,92,42,60,17,17,90,14,36,101,79,78,37,59,51,67,95,19,78,39,8,33,85,69,91,66,71,56,22,71,58,1,4,38,35,72,30,32,89,18,38,77,97,59,95,18,42,75,30,33,30,71,22,7,91,34,37,57,9,52,26,86,23,56,23,93,30,85,60,4,61,33,75,18,80,37,33,34,89,33,8,16,1,74,14,79,85,23,84,40,101,85,24,52,39,68,36
12,61,88,74,25,93,49,93,53,7,39,18,60,69,37,58,9,17,64,0,70,56,20,68,29,34,23,65,37,26,12,66,101,101,9,25,69,65,91,74,76,90,71,49,80,48,87,23,94,37,28,20,27,76,17,68,48,26,78,7,81,22,22,69,61,82,1,96,86,10,16,48,9,79,67,68,59,29,31,28,82,48,23,99,50,64,6,100,57,84,42,98,85,59,40,75,8,94,57,35,21
13,54,48,19,24,28,102,75,2,56,91,93,3,32,83,28,44,51,12,57,64,93,29,31,93,17,89,42,55,58,65,31,70,34,50,62,100,67,9,60,27,77,19,5,95,85,36,80,83,58,2,9,62,13,53,65,76,79,0,75,40,87,49,68,80,20,82,11,3,31,102,63,51,1,57,74,4,78,86,100,8,69,2,102,44,79,93,21,92,23,67,84,52,52,79,71,66,21,31,85,83
14,66,63,21,37,58,98,18,23,64,76,95,40,102,52,15,90,16,87,53,48,22,56,100,89,72,65,100,61,25,50,74,4,70,72,80,28,8,89,35,9,83,88,69,18,97,2,51,102,68,36,101,8,55,58,89,67,69,17,82,56,14,20,82,10,60,88,64,50,48,4,83,98,98,73,97,48,11,93,4,58,62,4,21,23,5,56,90,23,24,35,96,0,99,1,27,46,16,24,61,9
15,99,22,0,101,23,75,19,12,97,31,8,99,86,101,70,33,58,3,79,91,50,54,45,28,15,80,47,29,98,56,52,94,26,87,79,71,16,7,48,40,65,62,12,99,79,5,72,24,39,29,28,73,81,11,91,3,94,32,43,102,34,55,73,28,71,20,63,10,85,31,8,6,17,18,64,70,69,77,62,43,20,60,14,61,75,71,79,83,28,22,3,59,65,42,28,49,69,37,95,99
16,97,61,72,31,98,46,58,100,23,54,84,0,23,51,11,40,21,32,23,68,67,40,57,64,10,98,16,72,16,37,19,33,64,1,84,53,10,69,4,28,48,54,54,40,24,62,8,96,67,93,95,16,91,9,63,2,74,82,22,22,64,90,40,71,14,67,33,83,51,68,90,15,87,66,78,20,35,27,73,22,49,83,25,15,9,85,77,67,74,53,59,60,22,26,0,62,73,100,32,67
