Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
0,17.891714096069336,18.646191358566284,16.949875354766846,12.860199451446533,14.032092332839966,12.560065269470215,14.051985740661621,13.972206354141235,13.970767259597778,13.957470417022705,13.927639961242676,14.0329430103302,12.33872389793396,12.022497177124023,11.729172706604004,13.634536743164062,13.984341621398926
1,20.422589778900146,21.359748601913452,19.111165285110474,14.134498834609985,16.033971786499023,13.987860202789307,15.75590443611145,15.778009414672852,15.867026329040527,15.583012580871582,16.209401607513428,15.758395910263062,14.063403129577637,14.102519750595093,12.972260475158691,15.166755199432373,16.222087383270264
2,19.593589305877686,21.817469120025635,17.99001383781433,14.254875183105469,15.014892578125,13.850942850112915,15.298027038574219,15.652503967285156,15.727321147918701,15.779305458068848,15.038140296936035,16.01488995552063,13.166405439376831,12.437419176101685,12.877463102340698,15.171785354614258,14.943731546401978
3,18.640311241149902,21.59081220626831,18.99393939971924,13.296130657196045,16.02252459526062,13.044879913330078,16.088652849197388,16.101482629776,16.11953377723694,16.00180149078369,16.051624059677124,15.893323183059692,12.676183462142944,12.432326793670654,11.980266094207764,14.480741500854492,16.02018427848816
4,18.27196741104126,19.905149221420288,18.065128803253174,13.630529403686523,15.00673770904541,12.781983852386475,14.840492963790894,14.610520362854004,14.43041706085205,14.70819091796875,14.919672966003418,14.501773595809937,13.054155111312866,12.767675638198853,12.182944536209106,14.352151870727539,14.978991031646729
5,17.97159743309021,22.009215354919434,20.394761323928833,13.369144916534424,17.166218757629395,12.941232204437256,17.083956003189087,16.94115948677063,16.918084621429443,16.786231994628906,17.069114446640015,16.854763507843018,12.408693313598633,12.223485231399536,11.99569821357727,14.920485973358154,17.02432656288147
6,18.003032207489014,19.5842227935791,16.94528317451477,13.076921463012695,14.22514033317566,12.755938291549683,14.056151151657104,14.273675918579102,14.300049304962158,14.1793532371521,13.887299537658691,14.34087324142456,12.669946432113647,12.275469779968262,11.914102554321289,13.885578155517578,14.011085748672485
7,18.052895307540894,17.917989492416382,18.80734348297119,13.47187328338623,16.26032590866089,13.894480228424072,16.2048819065094,14.998075485229492,14.317685604095459,15.993213415145874,16.200713396072388,13.8513765335083,14.0023353099823,13.714890956878662,12.699000120162964,15.374080419540405,16.297281503677368
8,18.225332021713257,24.853268146514893,18.184528350830078,13.051735401153564,14.962948560714722,12.631168365478516,15.08967399597168,15.183490753173828,15.134541988372803,15.003576517105103,14.950134992599487,15.18918228149414,12.478893518447876,12.133068084716797,11.965963125228882,14.030762672424316,15.168279886245728
9,18.07696008682251,19.47328281402588,18.268633604049683,13.11076545715332,15.549422025680542,12.900014162063599,15.657753467559814,15.470340013504028,15.32699203491211,15.466658353805542,15.56483268737793,14.697093725204468,12.409321069717407,12.597259998321533,11.794973611831665,14.47558331489563,15.752880096435547
10,18.6958327293396,21.2950758934021,18.73517370223999,13.327181100845337,15.789983749389648,12.9185209274292,15.7796151638031,16.247958183288574,16.134987354278564,16.174790620803833,16.050543785095215,16.189765691757202,12.617005825042725,12.46252727508545,11.977739572525024,14.206873893737793,15.8344247341156
11,17.995197534561157,19.912867784500122,17.39206838607788,13.208000659942627,14.805363893508911,12.558105230331421,14.657767295837402,14.449343204498291,14.325348615646362,14.596025466918945,14.710050344467163,14.250986099243164,12.671045303344727,12.390417337417603,11.995986461639404,13.963329076766968,14.730481624603271
12,17.785402059555054,18.838184118270874,17.32989239692688,12.99354863166809,14.140475988388062,12.565701484680176,14.062547445297241,14.13329267501831,14.162388324737549,14.052879810333252,14.115413427352905,14.13635802268982,12.137320518493652,11.827286720275879,11.792994976043701,13.701115131378174,13.996821641921997
13,17.576623678207397,23.904279947280884,16.110438108444214,12.658653974533081,13.501896619796753,12.2625572681427,13.618771314620972,13.685576915740967,13.619367837905884,13.793325901031494,13.491344690322876,13.603243350982666,12.37950873374939,11.724493026733398,11.592221021652222,13.259230375289917,13.522241592407227
14,17.819901943206787,19.17147970199585,16.73405408859253,12.813699007034302,13.952229261398315,12.32901120185852,13.929487705230713,14.033363580703735,14.057336568832397,14.055481672286987,14.027987241744995,13.92044997215271,12.247444868087769,11.971280574798584,11.62112808227539,13.402867317199707,13.98693060874939
15,18.15268635749817,22.022727727890015,20.20249652862549,13.461294889450073,17.191632747650146,13.071800231933594,17.132697820663452,16.98902702331543,16.983635902404785,16.854723930358887,17.089423179626465,16.896469593048096,12.617154836654663,12.393970727920532,12.119912385940552,15.086883783340454,17.09056305885315
16,18.83046054840088,20.850055932998657,17.370774507522583,12.712738513946533,14.952306985855103,12.616141319274902,16.112503051757812,16.024959802627563,15.966993808746338,15.920411586761475,14.740107536315918,15.880424976348877,12.370046377182007,12.389265060424805,11.759339809417725,13.841824293136597,15.779902935028076
17,19.598764419555664,21.835708141326904,18.09120488166809,14.315573930740356,15.049222230911255,13.90055513381958,15.311129093170166,15.683869123458862,15.761062145233154,15.823224306106567,15.071833372116089,16.02416443824768,13.275564908981323,12.584559679031372,12.957420349121094,15.199276685714722,14.967197179794312
18,19.494873046875,21.861497402191162,17.984273672103882,14.154841423034668,14.921759128570557,13.727420568466187,15.133661270141602,15.556101083755493,15.577708959579468,15.624963521957397,14.896911859512329,15.783575534820557,13.081259965896606,12.354058504104614,12.782639503479004,15.042683362960815,14.84596586227417
19,18.080451011657715,21.934035062789917,20.10196089744568,13.498056411743164,17.189096212387085,13.110417366027832,17.13293147087097,16.96060848236084,16.94435691833496,16.817959308624268,17.07698392868042,16.900014638900757,12.638048887252808,12.3495774269104,12.171563625335693,15.110544681549072,17.088769674301147
20,17.951196908950806,18.36813235282898,16.83972406387329,12.8494291305542,13.831283330917358,12.436395645141602,13.864923000335693,13.89374828338623,13.88794469833374,13.87564992904663,13.82879090309143,13.865829706192017,12.21780514717102,11.968548059463501,11.722112894058228,13.566686868667603,13.885804653167725
21,17.880193948745728,18.80812120437622,16.946449279785156,13.036012172698975,14.162274360656738,12.625846147537231,14.113873958587646,14.208539247512817,14.178881168365479,14.145914077758789,14.141552686691284,14.148765325546265,12.193369388580322,11.848453044891357,11.904091835021973,13.783464908599854,14.071415662765503
22,18.49573516845703,21.505078077316284,18.86219620704651,13.27308964729309,16.038714170455933,12.919701099395752,16.03767681121826,16.08377957344055,16.06644058227539,16.00357484817505,16.068984508514404,15.839625835418701,12.625096082687378,12.42660117149353,11.874400615692139,14.434311628341675,15.967386484146118
23,19.472371339797974,21.114269495010376,18.72323513031006,13.68947434425354,15.708418846130371,13.3373122215271,15.526974439620972,15.404602289199829,15.592726707458496,15.321606636047363,16.11111569404602,15.543034076690674,13.378009557723999,13.306400060653687,12.755049705505371,14.688522577285767,15.923355340957642
24,18.440520763397217,20.511862754821777,16.917780876159668,13.09290599822998,14.36278748512268,12.598679304122925,14.782260656356812,14.855523824691772,14.833209753036499,14.464506149291992,14.482286214828491,14.765012264251709,12.35896372795105,12.11891770362854,11.768011093139648,13.871262311935425,14.413450956344604
25,18.644578218460083,21.417120695114136,18.8856258392334,13.424794673919678,16.127209424972534,13.006088018417358,16.08249592781067,16.1527578830719,16.094183683395386,16.093827962875366,16.14079713821411,15.886149883270264,12.766446113586426,12.50151252746582,11.987607479095459,14.524543523788452,16.05820870399475
26,18.410420656204224,19.75280451774597,18.53796696662903,13.602014303207397,15.794566631317139,13.267037153244019,15.864738464355469,15.645076036453247,15.706650495529175,15.714058637619019,15.795763731002808,14.902808427810669,12.72274661064148,13.09276294708252,12.058973789215088,14.70266342163086,15.962520837783813
27,17.81336998939514,18.405574083328247,16.976078033447266,12.883358240127563,14.083176612854004,12.603208065032959,13.958417892456055,13.870317697525024,13.79529857635498,13.881478309631348,14.161855459213257,13.760083198547363,12.343109607696533,12.078051805496216,11.67910885810852,13.623621940612793,14.063727855682373
28,17.96724820137024,18.600229740142822,16.96549916267395,12.933732748031616,14.344558000564575,12.494786977767944,14.002606868743896,14.053923606872559,13.993527173995972,14.03263783454895,14.022228717803955,14.029128074645996,12.267521381378174,12.03561019897461,11.746243953704834,13.572286605834961,13.954326868057251
