Simulation,Passive Learning,GSx,GSy,iGS,Uncertainty Sampling,EGAL,EMCM,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
0,5.14608907699585,5.406491279602051,5.5678629875183105,5.68921971321106,5.545606374740601,5.877883672714233,5.412351608276367,5.753125905990601,5.715230703353882,5.580045223236084,5.5690131187438965,5.560622453689575,5.59377646446228,5.756775617599487,5.590554237365723,8.024231433868408,8.183838844299316
1,5.965281248092651,6.0377442836761475,6.187509059906006,6.3199193477630615,6.046900987625122,6.564614772796631,5.9312474727630615,6.369721174240112,6.441090822219849,6.455972671508789,6.405652046203613,6.325525999069214,6.348238229751587,6.494939565658569,6.453794479370117,9.7029869556427,9.01027226448059
2,5.115887880325317,5.36139702796936,5.510549306869507,5.609878301620483,5.49592399597168,5.725452661514282,5.329526901245117,5.7185328006744385,5.661592721939087,5.5922417640686035,5.566946506500244,5.566786050796509,5.597688436508179,5.750247955322266,5.5546793937683105,7.86272120475769,8.201265096664429
3,5.811977386474609,5.9413580894470215,6.097339868545532,6.130681991577148,5.531416177749634,5.934896230697632,5.339388132095337,5.725790500640869,5.691247224807739,5.755948781967163,5.974569797515869,6.179115056991577,6.286197185516357,6.376967668533325,6.588690996170044,9.137552261352539,8.988067865371704
4,6.040982961654663,6.206126928329468,6.360721826553345,6.51997447013855,6.397177457809448,6.953113555908203,6.380616188049316,6.83855414390564,6.901560068130493,6.879575729370117,6.864802837371826,6.821067810058594,6.824329853057861,7.017982721328735,6.918408393859863,9.823881387710571,9.816583395004272
5,5.987083196640015,6.2348792552948,6.4553282260894775,6.597726106643677,6.38408088684082,6.665559530258179,6.162428140640259,6.585340738296509,6.681764125823975,6.68791389465332,6.644193172454834,6.395265340805054,6.18960165977478,6.228085517883301,6.78052830696106,9.972393035888672,9.787145137786865
6,4.940598249435425,5.159487009048462,5.313378810882568,5.404789447784424,5.258258104324341,5.487234592437744,5.136962890625,5.429513931274414,5.427168369293213,5.429460287094116,5.432786464691162,5.4310548305511475,5.424853563308716,5.544081926345825,5.4531190395355225,7.584940671920776,7.815284013748169
7,4.916232585906982,5.134117126464844,5.282500505447388,5.399204254150391,5.2121570110321045,5.511270999908447,5.0974719524383545,5.438538551330566,5.426264762878418,5.421281337738037,5.429138422012329,5.42499566078186,5.42425274848938,5.560082912445068,5.449736833572388,7.9049766063690186,7.745814085006714
8,6.143927812576294,6.431363821029663,6.641764163970947,6.752946138381958,6.570189476013184,6.86202073097229,6.3571860790252686,6.877573251724243,6.991787910461426,6.854681015014648,6.7822184562683105,6.288531064987183,6.211928606033325,6.4435319900512695,6.803298711776733,9.84385871887207,9.786391735076904
9,5.832538843154907,6.120227336883545,6.302701711654663,6.423885345458984,6.202230453491211,6.597490072250366,6.023939847946167,6.4815099239349365,6.59371280670166,6.539605617523193,6.466228485107422,6.425166606903076,6.402757883071899,6.581956148147583,6.584657907485962,9.645317554473877,9.076694965362549
10,5.184250116348267,5.477861642837524,5.596108913421631,5.745556116104126,5.576009273529053,6.007467269897461,5.475020170211792,5.786052703857422,5.762706995010376,5.643571376800537,5.561505556106567,5.60044527053833,5.598484516143799,5.784028768539429,5.639394998550415,8.247814416885376,8.177769422531128
11,5.851599216461182,6.136842966079712,6.30357813835144,6.436197519302368,6.220823764801025,6.622737884521484,6.067156076431274,6.439913034439087,6.562437534332275,6.535862922668457,6.483147144317627,6.411944150924683,6.445845603942871,6.606382608413696,6.562328577041626,9.489769697189331,9.142589807510376
12,5.833098649978638,5.971461534500122,6.134053468704224,6.117379188537598,5.564738512039185,5.954777717590332,5.375231742858887,5.746311187744141,5.73528265953064,5.802803993225098,6.033991813659668,6.20217227935791,6.309901237487793,6.616410493850708,6.475315570831299,9.116135120391846,9.091729402542114
13,4.9360737800598145,5.146888971328735,5.295008659362793,5.370714902877808,5.218581438064575,5.48514723777771,5.074892044067383,5.426666975021362,5.436155080795288,5.433698654174805,5.432411193847656,5.423761606216431,5.429991960525513,5.585006475448608,5.465263366699219,7.8573877811431885,7.766865015029907
14,5.710204362869263,6.001206636428833,6.104220628738403,6.036733627319336,5.799983501434326,6.170984268188477,5.6965484619140625,6.048109531402588,6.392277479171753,6.540286540985107,6.528115510940552,6.5241310596466064,6.492800235748291,6.5340611934661865,6.717844724655151,9.173450708389282,8.700453519821167
15,5.806577920913696,6.082496881484985,6.257779359817505,6.374254941940308,6.144309043884277,6.574345350265503,5.99518895149231,6.415309429168701,6.517545461654663,6.50076961517334,6.430408000946045,6.379842042922974,6.375476360321045,6.544640779495239,6.506538391113281,9.51215648651123,9.079134464263916
16,6.083258390426636,6.300950050354004,6.516314268112183,6.6740851402282715,6.441013336181641,6.7526750564575195,6.261818885803223,6.744733572006226,6.811559200286865,6.800121784210205,6.857279300689697,6.826603651046753,6.879136323928833,6.974411964416504,6.819453954696655,10.115460634231567,9.858278274536133
17,6.078348159790039,6.389797210693359,6.627677917480469,6.7671120166778564,6.457386016845703,6.892412185668945,6.291488885879517,6.840237379074097,6.8351335525512695,6.874457120895386,6.887417554855347,6.885923385620117,6.852920055389404,7.000980615615845,6.943338871002197,10.182188034057617,9.78833818435669
18,5.201684474945068,5.463962554931641,5.598124980926514,5.747582674026489,5.573852300643921,6.023696422576904,5.467325925827026,5.765801191329956,5.754087448120117,5.62952995300293,5.559652805328369,5.590922117233276,5.594817399978638,5.637830018997192,5.734187602996826,8.375581741333008,8.181482315063477
19,5.82136082649231,5.964227914810181,6.132138013839722,6.100811004638672,5.576210260391235,5.929985046386719,5.3804943561553955,5.759527921676636,5.731569766998291,5.818122625350952,6.043590068817139,6.226154327392578,6.3027966022491455,6.6062633991241455,6.474696397781372,9.157259464263916,9.081867456436157
20,6.0011961460113525,6.27276086807251,6.4344470500946045,6.530155897140503,6.350480318069458,6.667585849761963,6.151994705200195,6.422719955444336,6.051201343536377,6.642007350921631,6.976307392120361,6.98529577255249,7.010894060134888,7.180661916732788,7.040377616882324,10.069701194763184,10.096958875656128
21,4.942545413970947,5.182631731033325,5.3370747566223145,5.459092378616333,5.2546916007995605,5.60732626914978,5.1495280265808105,5.52571177482605,5.518758296966553,5.525031566619873,5.512155294418335,5.513114929199219,5.497694730758667,5.633620500564575,5.522789716720581,8.062109231948853,7.854805946350098
22,4.953715801239014,5.17133641242981,5.316756248474121,5.4425437450408936,5.238267183303833,5.625952482223511,5.151656627655029,5.529500246047974,5.507554769515991,5.514493465423584,5.523979902267456,5.513223648071289,5.5194151401519775,5.669385194778442,5.55249547958374,8.179266452789307,7.887959957122803
23,5.525069236755371,5.86908221244812,6.039259910583496,6.171944856643677,5.817582130432129,6.045627117156982,5.558405876159668,6.019155263900757,5.945113658905029,5.963608980178833,6.370028018951416,6.424349784851074,6.41207480430603,6.583409070968628,6.441652774810791,9.25859522819519,9.147374629974365
24,4.962204694747925,5.189730167388916,5.336287021636963,5.4534924030303955,5.265007019042969,5.585473299026489,5.1457812786102295,5.499371767044067,5.5075953006744385,5.505120515823364,5.514325141906738,5.5098044872283936,5.511638641357422,5.65454363822937,5.519009590148926,8.046465873718262,7.853508234024048
25,4.936827659606934,5.172952651977539,5.316738128662109,5.426670074462891,5.252118825912476,5.543825149536133,5.124759912490845,5.4522387981414795,5.45763087272644,5.470107555389404,5.467288255691528,5.4564313888549805,5.461699962615967,5.466822624206543,5.614897012710571,7.907013654708862,7.891961574554443
26,5.760187864303589,6.029327154159546,6.189838409423828,6.32384181022644,6.077988624572754,6.518084287643433,5.942413091659546,6.3510050773620605,6.429403066635132,6.423280715942383,6.36757755279541,6.308993577957153,6.310490608215332,6.458032131195068,6.403160572052002,9.410644292831421,9.011141061782837
27,4.938300609588623,5.2025110721588135,5.340962886810303,5.470943450927734,5.274133682250977,5.638538122177124,5.155606269836426,5.52637791633606,5.527677774429321,5.53598165512085,5.530829429626465,5.530138254165649,5.5350117683410645,5.67717981338501,5.557565212249756,8.185722589492798,7.908309698104858
28,5.832834720611572,5.973790407180786,6.130096673965454,6.1332924365997314,5.5478904247283936,5.928232669830322,5.363239049911499,5.735189914703369,5.697835683822632,5.757523059844971,5.967034578323364,6.144427537918091,6.2610650062561035,6.551056623458862,6.441938638687134,8.96593713760376,9.049296140670776
29,4.937988042831421,5.143698692321777,5.299532651901245,5.401116132736206,5.240742444992065,5.471912860870361,5.115661144256592,5.4189910888671875,5.4052934646606445,5.4168689250946045,5.4161217212677,5.401621341705322,5.404942035675049,5.535590410232544,5.436638116836548,7.608311891555786,7.805285453796387
30,4.930431365966797,5.166363954544067,5.329304933547974,5.415075778961182,5.231637954711914,5.522538423538208,5.111982345581055,5.440984725952148,5.442614555358887,5.4492576122283936,5.455517053604126,5.453586101531982,5.442566871643066,5.571556806564331,5.459044456481934,7.81041407585144,7.81944465637207
31,4.9253089427948,5.154157876968384,5.312320232391357,5.427391290664673,5.225476264953613,5.565300226211548,5.115525722503662,5.474801778793335,5.463559150695801,5.478078842163086,5.482371091842651,5.473160266876221,5.46186637878418,5.61629056930542,5.497549057006836,7.970648527145386,7.79626989364624
32,4.974435329437256,5.138269901275635,5.283953428268433,5.351295709609985,5.194129467010498,5.4576051235198975,5.061017274856567,5.411491870880127,5.413609027862549,5.40955924987793,5.39443039894104,5.388115167617798,5.3904407024383545,5.5669474601745605,5.437981367111206,7.771482706069946,7.734716892242432
33,6.017141819000244,6.19391942024231,6.349985361099243,6.521657466888428,6.4049646854400635,6.927787780761719,6.355659246444702,6.821804523468018,6.884228706359863,6.890548229217529,6.8674938678741455,6.820537805557251,6.823957681655884,7.022549152374268,6.898318767547607,9.867488384246826,9.819822788238525
