Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[59.0],[16.0],[39.0],[65.0],[32.0],[21.0],[10.0],[79.0],[1.0],[18.0],[16.0],[35.0],[71.0],[61.0],[67.0],[23.0],[81.0],[78.0],[23.0],[42.0],[20.0],[83.0],[40.0],[61.0],[53.0]
1,[40.0],[102.0],[4.0],[41.0],[12.0],[39.0],[61.0],[82.0],[97.0],[1.0],[8.0],[53.0],[87.0],[31.0],[98.0],[42.0],[7.0],[18.0],[67.0],[11.0],[42.0],[15.0],[55.0],[23.0],[68.0]
2,[51.0],[11.0],[22.0],[18.0],[44.0],[18.0],[52.0],[99.0],[101.0],[102.0],[48.0],[37.0],[59.0],[74.0],[13.0],[13.0],[99.0],[11.0],[58.0],[86.0],[18.0],[49.0],[82.0],[86.0],[49.0]
3,[78.0],[48.0],[13.0],[2.0],[66.0],[37.0],[102.0],[32.0],[51.0],[41.0],[102.0],[76.0],[11.0],[15.0],[82.0],[53.0],[76.0],[90.0],[63.0],[73.0],[53.0],[102.0],[78.0],[10.0],[37.0]
4,[87.0],[41.0],[101.0],[93.0],[53.0],[41.0],[41.0],[40.0],[13.0],[14.0],[47.0],[40.0],[13.0],[80.0],[5.0],[52.0],[31.0],[37.0],[5.0],[67.0],[59.0],[40.0],[20.0],[1.0],[52.0]
5,[13.0],[74.0],[79.0],[80.0],[17.0],[62.0],[67.0],[11.0],[37.0],[75.0],[59.0],[69.0],[48.0],[67.0],[15.0],[82.0],[11.0],[14.0],[44.0],[13.0],[51.0],[67.0],[18.0],[0.0],[59.0]
6,[15.0],[93.0],[24.0],[19.0],[75.0],[81.0],[23.0],[74.0],[18.0],[30.0],[5.0],[14.0],[44.0],[82.0],[28.0],[67.0],[28.0],[75.0],[15.0],[75.0],[28.0],[23.0],[4.0],[75.0],[40.0]
7,[23.0],[47.0],[18.0],[47.0],[37.0],[93.0],[75.0],[68.0],[34.0],[81.0],[67.0],[28.0],[75.0],[47.0],[40.0],[59.0],[75.0],[30.0],[35.0],[27.0],[44.0],[14.0],[17.0],[14.0],[14.0]
8,[10.0],[67.0],[62.0],[68.0],[55.0],[8.0],[13.0],[39.0],[65.0],[44.0],[93.0],[62.0],[86.0],[23.0],[35.0],[75.0],[37.0],[65.0],[95.0],[35.0],[87.0],[99.0],[67.0],[52.0],[63.0]
9,[35.0],[68.0],[31.0],[21.0],[41.0],[30.0],[73.0],[18.0],[26.0],[53.0],[68.0],[11.0],[65.0],[4.0],[102.0],[28.0],[60.0],[68.0],[82.0],[78.0],[15.0],[59.0],[39.0],[78.0],[21.0]
10,[31.0],[9.0],[93.0],[67.0],[47.0],[14.0],[53.0],[17.0],[10.0],[65.0],[9.0],[29.0],[37.0],[33.0],[54.0],[15.0],[35.0],[59.0],[39.0],[51.0],[67.0],[39.0],[81.0],[87.0],[28.0]
11,[48.0],[7.0],[53.0],[24.0],[87.0],[73.0],[78.0],[92.0],[14.0],[19.0],[14.0],[6.0],[29.0],[43.0],[39.0],[102.0],[59.0],[44.0],[26.0],[60.0],[74.0],[35.0],[63.0],[17.0],[6.0]
12,[39.0],[14.0],[14.0],[14.0],[14.0],[67.0],[39.0],[13.0],[55.0],[82.0],[19.0],[4.0],[40.0],[39.0],[51.0],[10.0],[6.0],[102.0],[21.0],[15.0],[30.0],[68.0],[92.0],[67.0],[65.0]
13,[26.0],[35.0],[47.0],[58.0],[18.0],[53.0],[7.0],[91.0],[47.0],[68.0],[65.0],[44.0],[14.0],[26.0],[26.0],[65.0],[34.0],[52.0],[81.0],[7.0],[35.0],[82.0],[10.0],[54.0],[44.0]
14,[14.0],[65.0],[10.0],[101.0],[89.0],[10.0],[45.0],[14.0],[67.0],[67.0],[35.0],[68.0],[17.0],[14.0],[86.0],[45.0],[14.0],[67.0],[48.0],[55.0],[102.0],[45.0],[72.0],[44.0],[35.0]
15,[81.0],[96.0],[40.0],[69.0],[68.0],[24.0],[14.0],[67.0],[9.0],[77.0],[96.0],[92.0],[53.0],[53.0],[55.0],[14.0],[44.0],[81.0],[20.0],[48.0],[65.0],[81.0],[24.0],[99.0],[55.0]
16,[91.0],[36.0],[69.0],[92.0],[60.0],[44.0],[35.0],[60.0],[21.0],[91.0],[87.0],[54.0],[99.0],[24.0],[53.0],[35.0],[53.0],[60.0],[53.0],[99.0],[55.0],[91.0],[68.0],[13.0],[24.0]
17,[53.0],[24.0],[67.0],[35.0],[101.0],[91.0],[81.0],[59.0],[93.0],[78.0],[24.0],[33.0],[4.0],[32.0],[24.0],[77.0],[83.0],[101.0],[24.0],[59.0],[13.0],[64.0],[22.0],[59.0],[29.0]
18,[24.0],[59.0],[55.0],[26.0],[52.0],[31.0],[77.0],[37.0],[91.0],[59.0],[12.0],[91.0],[6.0],[91.0],[45.0],[54.0],[73.0],[13.0],[28.0],[26.0],[60.0],[24.0],[91.0],[8.0],[12.0]
19,[50.0],[78.0],[68.0],[82.0],[59.0],[83.0],[54.0],[45.0],[40.0],[54.0],[4.0],[55.0],[34.0],[34.0],[34.0],[91.0],[26.0],[41.0],[52.0],[53.0],[86.0],[13.0],[54.0],[102.0],[20.0]
20,[8.0],[26.0],[8.0],[32.0],[67.0],[13.0],[34.0],[54.0],[81.0],[26.0],[78.0],[24.0],[19.0],[35.0],[37.0],[24.0],[24.0],[17.0],[34.0],[24.0],[26.0],[54.0],[34.0],[6.0],[4.0]
21,[4.0],[34.0],[91.0],[36.0],[6.0],[26.0],[24.0],[34.0],[19.0],[6.0],[26.0],[13.0],[55.0],[60.0],[60.0],[34.0],[91.0],[63.0],[70.0],[34.0],[24.0],[60.0],[60.0],[60.0],[92.0]
22,[34.0],[13.0],[32.0],[55.0],[31.0],[55.0],[26.0],[55.0],[6.0],[55.0],[60.0],[78.0],[36.0],[27.0],[14.0],[26.0],[55.0],[6.0],[32.0],[45.0],[34.0],[55.0],[32.0],[34.0],[70.0]
23,[21.0],[76.0],[60.0],[76.0],[76.0],[34.0],[59.0],[9.0],[32.0],[76.0],[55.0],[70.0],[76.0],[55.0],[70.0],[20.0],[102.0],[34.0],[55.0],[14.0],[22.0],[9.0],[13.0],[70.0],[54.0]
24,[19.0],[4.0],[85.0],[27.0],[8.0],[47.0],[20.0],[85.0],[76.0],[4.0],[76.0],[34.0],[27.0],[8.0],[31.0],[29.0],[70.0],[20.0],[13.0],[70.0],[8.0],[8.0],[8.0],[76.0],[81.0]
25,[55.0],[50.0],[27.0],[42.0],[27.0],[59.0],[29.0],[15.0],[27.0],[31.0],[27.0],[26.0],[102.0],[68.0],[8.0],[55.0],[54.0],[76.0],[8.0],[32.0],[54.0],[20.0],[69.0],[63.0],[26.0]
26,[27.0],[27.0],[15.0],[8.0],[4.0],[101.0],[55.0],[70.0],[82.0],[8.0],[33.0],[67.0],[56.0],[9.0],[30.0],[76.0],[67.0],[31.0],[101.0],[76.0],[76.0],[51.0],[14.0],[55.0],[76.0]
