Iteration,Sim_0,Sim_1,Sim_2
0,[22.0],[49.0],[65.0]
1,[48.0],[100.0],[1.0]
2,[98.0],[7.0],[78.0]
3,[68.0],[66.0],[6.0]
4,[96.0],[55.0],[102.0]
5,[92.0],[41.0],[52.0]
6,[55.0],[18.0],[19.0]
7,[93.0],[83.0],[18.0]
8,[6.0],[10.0],[61.0]
9,[8.0],[19.0],[32.0]
10,[74.0],[11.0],[59.0]
11,[86.0],[68.0],[38.0]
12,[63.0],[71.0],[67.0]
13,[51.0],[44.0],[91.0]
14,[5.0],[30.0],[14.0]
15,[76.0],[42.0],[46.0]
16,[101.0],[34.0],[35.0]
17,[26.0],[57.0],[29.0]
18,[90.0],[70.0],[94.0]
19,[85.0],[56.0],[101.0]
20,[50.0],[23.0],[5.0]
21,[73.0],[75.0],[50.0]
22,[42.0],[77.0],[9.0]
23,[64.0],[76.0],[74.0]
24,[37.0],[16.0],[34.0]
25,[89.0],[53.0],[15.0]
26,[70.0],[14.0],[42.0]
27,[1.0],[61.0],[53.0]
28,[18.0],[50.0],[49.0]
29,[83.0],[21.0],[89.0]
30,[102.0],[73.0],[44.0]
31,[82.0],[12.0],[90.0]
32,[87.0],[84.0],[39.0]
33,[7.0],[101.0],[0.0]
34,[100.0],[82.0],[21.0]
35,[17.0],[6.0],[100.0]
36,[40.0],[2.0],[4.0]
37,[47.0],[59.0],[20.0]
38,[15.0],[4.0],[84.0]
39,[53.0],[20.0],[80.0]
40,[9.0],[99.0],[3.0]
41,[41.0],[86.0],[81.0]
42,[12.0],[0.0],[79.0]
43,[91.0],[33.0],[64.0]
44,[84.0],[64.0],[87.0]
45,[25.0],[96.0],[11.0]
46,[34.0],[26.0],[23.0]
47,[43.0],[81.0],[47.0]
48,[75.0],[1.0],[45.0]
49,[71.0],[15.0],[27.0]
50,[69.0],[74.0],[57.0]
51,[60.0],[28.0],[12.0]
52,[20.0],[78.0],[10.0]
53,[31.0],[90.0],[69.0]
54,[49.0],[43.0],[70.0]
55,[62.0],[45.0],[25.0]
56,[36.0],[52.0],[92.0]
57,[99.0],[63.0],[96.0]
58,[58.0],[8.0],[40.0]
59,[46.0],[22.0],[58.0]
60,[57.0],[72.0],[17.0]
61,[77.0],[29.0],[77.0]
62,[65.0],[60.0],[83.0]
63,[39.0],[95.0],[62.0]
64,[88.0],[88.0],[88.0]
65,[94.0],[93.0],[93.0]
