Iteration,Sim_0,Sim_1,Sim_2
0,[6.0],[7.0],[3.0]
1,[93.0],[66.0],[14.0]
2,[22.0],[34.0],[67.0]
3,[34.0],[44.0],[49.0]
4,[7.0],[49.0],[65.0]
5,[26.0],[55.0],[1.0]
6,[25.0],[68.0],[53.0]
7,[92.0],[63.0],[59.0]
8,[75.0],[14.0],[34.0]
9,[86.0],[41.0],[10.0]
10,[55.0],[52.0],[79.0]
11,[40.0],[11.0],[15.0]
12,[76.0],[101.0],[21.0]
13,[53.0],[21.0],[20.0]
14,[47.0],[76.0],[69.0]
15,[96.0],[20.0],[102.0]
16,[68.0],[16.0],[18.0]
17,[8.0],[33.0],[35.0]
18,[41.0],[18.0],[40.0]
19,[60.0],[86.0],[4.0]
20,[51.0],[8.0],[91.0]
21,[100.0],[61.0],[93.0]
22,[48.0],[6.0],[101.0]
23,[12.0],[96.0],[12.0]
24,[58.0],[12.0],[61.0]
25,[5.0],[26.0],[0.0]
26,[15.0],[84.0],[44.0]
27,[9.0],[42.0],[70.0]
28,[87.0],[53.0],[81.0]
29,[64.0],[75.0],[38.0]
30,[69.0],[99.0],[29.0]
31,[18.0],[45.0],[11.0]
32,[17.0],[64.0],[5.0]
33,[102.0],[15.0],[45.0]
34,[101.0],[4.0],[17.0]
35,[50.0],[82.0],[6.0]
36,[70.0],[71.0],[50.0]
37,[63.0],[50.0],[47.0]
38,[77.0],[10.0],[52.0]
39,[89.0],[70.0],[19.0]
40,[31.0],[19.0],[89.0]
41,[73.0],[77.0],[32.0]
42,[85.0],[56.0],[96.0]
43,[46.0],[30.0],[25.0]
44,[49.0],[60.0],[57.0]
45,[43.0],[73.0],[77.0]
46,[20.0],[2.0],[42.0]
47,[62.0],[57.0],[23.0]
48,[42.0],[43.0],[58.0]
49,[71.0],[23.0],[64.0]
50,[83.0],[59.0],[83.0]
51,[82.0],[29.0],[9.0]
52,[36.0],[1.0],[78.0]
53,[1.0],[72.0],[74.0]
54,[37.0],[78.0],[80.0]
55,[74.0],[74.0],[84.0]
56,[91.0],[90.0],[90.0]
57,[57.0],[95.0],[87.0]
58,[90.0],[83.0],[62.0]
59,[84.0],[81.0],[39.0]
60,[39.0],[100.0],[100.0]
61,[98.0],[22.0],[46.0]
62,[65.0],[0.0],[27.0]
63,[99.0],[28.0],[92.0]
64,[88.0],[88.0],[88.0]
65,[94.0],[93.0],[94.0]
