Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=2.0)",WiGS (SAC),QBC,Uncertainty Sampling,EGAL,EMCM
0,2.5851969718933105,2.6202199459075928,2.698132276535034,2.6965630054473877,2.7487659454345703,2.7057313919067383,2.7061362266540527,2.702486038208008,2.707304000854492,560.4675834178925,4.0251476764678955,2.630082368850708,2.702592611312866,2.6289560794830322
1,2.674834728240967,2.7222347259521484,2.806589126586914,2.8104474544525146,2.8141541481018066,2.808245897293091,2.8010153770446777,2.980053663253784,2.7453746795654297,665.9924423694611,4.154658317565918,2.8614821434020996,4.458193302154541,2.682507276535034
2,2.632847309112549,2.7136542797088623,2.7737503051757812,2.7871885299682617,2.772301197052002,4.986315965652466,3.0890862941741943,3.275728940963745,2.7197866439819336,600.7022368907928,4.002023696899414,2.669506788253784,2.764077663421631,2.662472724914551
3,2.559483528137207,2.5939176082611084,5.568389892578125,3.0061662197113037,2.8091602325439453,2.8094422817230225,3.0111608505249023,2.7984232902526855,2.793612480163574,668.9035120010376,4.0725462436676025,2.7453572750091553,2.7913007736206055,2.6865172386169434
4,2.5635414123535156,2.6083550453186035,2.7031610012054443,2.732245683670044,2.7416152954101562,2.732915163040161,2.7289507389068604,2.7266907691955566,2.718616247177124,567.4219090938568,3.9726696014404297,2.6143805980682373,2.6785213947296143,2.605384111404419
5,2.6661388874053955,2.712200164794922,2.7915146350860596,2.794327974319458,2.806344747543335,2.790597438812256,2.77647066116333,2.754803419113159,2.7430453300476074,668.1694037914276,4.1265950202941895,2.684889078140259,3.0134730339050293,2.6630802154541016
6,2.6066958904266357,2.6596906185150146,2.7444725036621094,4.7385900020599365,3.0035696029663086,2.799191951751709,2.784132719039917,3.0021681785583496,2.75480580329895,664.7306716442108,4.042048931121826,2.6885311603546143,2.753741502761841,2.6618824005126953
7,2.5316407680511475,2.556354284286499,2.634794235229492,2.638129472732544,8.610527992248535,2.6511197090148926,2.6516966819763184,2.6516823768615723,2.6503782272338867,75.40439295768738,3.9214422702789307,2.5635249614715576,2.634395122528076,2.562177896499634
8,2.696855068206787,2.7393076419830322,2.820326566696167,2.8324344158172607,2.754075288772583,3.679572343826294,3.0790553092956543,3.2770538330078125,2.965684413909912,608.7016379833221,4.119699478149414,2.6918818950653076,2.7535338401794434,2.6215338706970215
9,2.6654770374298096,2.723832607269287,2.8035995960235596,2.820854663848877,2.794248342514038,4.8453452587127686,3.0820446014404297,3.2744481563568115,2.7448065280914307,604.2710280418396,4.098272085189819,2.716822385787964,3.0535829067230225,2.6625072956085205
10,2.633589744567871,2.7116918563842773,2.7993624210357666,2.8028321266174316,2.8102238178253174,5.65637993812561,3.0839099884033203,3.2753536701202393,2.7382724285125732,609.1890244483948,4.096272706985474,2.665753126144409,2.8294458389282227,2.6091458797454834
11,2.611262559890747,2.643270969390869,2.7554023265838623,2.78650164604187,2.790400743484497,2.7675156593322754,2.760789155960083,2.7582955360412598,2.7539100646972656,568.1337642669678,4.041383266448975,2.647765636444092,2.7086312770843506,2.638472557067871
12,2.66513991355896,2.718109369277954,2.796846389770508,2.8086133003234863,2.777770757675171,4.571590900421143,3.0835177898406982,3.274644136428833,2.742170572280884,604.7021231651306,4.105655193328857,2.70137882232666,2.7439000606536865,2.65643572807312
13,2.6526432037353516,2.7031588554382324,2.8552119731903076,2.7924938201904297,2.7478551864624023,4.215163469314575,3.0839593410491943,3.2762343883514404,2.7243828773498535,604.2832412719727,4.031089782714844,2.6780779361724854,2.716442823410034,2.6265265941619873
14,2.64741849899292,2.6958038806915283,2.7632036209106445,2.750546455383301,2.7249257564544678,2.6999166011810303,2.6933319568634033,2.6948609352111816,2.6908164024353027,663.1445524692535,4.04109001159668,2.638242483139038,2.6940577030181885,2.626486301422119
15,2.6131670475006104,2.695157051086426,2.783806800842285,2.795361280441284,2.79352068901062,5.847626209259033,3.0811827182769775,3.274080753326416,2.7319979667663574,609.151704788208,4.065685033798218,2.6500399112701416,2.914228677749634,2.5885813236236572
16,2.599909543991089,2.6569790840148926,2.7516086101531982,2.7587106227874756,2.76478910446167,2.750704288482666,2.7405900955200195,5.8894429206848145,3.066051721572876,584.3403544425964,4.0604987144470215,2.6707005500793457,3.1406819820404053,2.650085687637329
17,2.5871033668518066,2.6519484519958496,2.755356550216675,2.7782204151153564,2.7851858139038086,2.7756099700927734,2.7581963539123535,2.7533488273620605,5.779121398925781,572.1923789978027,4.018332481384277,2.8413798809051514,5.133157730102539,2.654404878616333
18,2.6613998413085938,2.6985995769500732,2.7811925411224365,2.7856106758117676,2.79154896736145,2.779863119125366,2.7664732933044434,2.745283365249634,2.730541944503784,667.4314692020416,4.1206374168396,2.6885945796966553,3.6289241313934326,2.6647322177886963
19,2.79244327545166,2.5880208015441895,2.6636762619018555,2.6682803630828857,2.675802230834961,2.8846747875213623,2.673410415649414,2.67150616645813,3.5290908813476562,562.8358237743378,3.9639170169830322,2.6048836708068848,2.6635029315948486,2.593919277191162
20,2.5026612281799316,2.530048131942749,2.609609842300415,2.6115095615386963,2.6204047203063965,2.8282134532928467,2.623739242553711,2.6203250885009766,2.624368906021118,42.66339564323425,3.8920986652374268,2.5443804264068604,2.607262134552002,2.545513153076172
21,2.6228885650634766,2.682711124420166,2.77427339553833,2.766104221343994,2.763218402862549,2.75952410697937,2.753767490386963,2.746114730834961,5.752375841140747,574.1902229785919,4.0551230907440186,5.860157251358032,2.742457866668701,2.6519157886505127
22,2.5748634338378906,2.6196813583374023,6.072003364562988,2.727044105529785,2.739760398864746,2.7126452922821045,2.688140392303467,2.6591827869415283,2.6511735916137695,667.1738224029541,4.059330224990845,2.6181368827819824,2.669241428375244,2.579862356185913
23,2.5881147384643555,2.688619613647461,2.778923273086548,2.7883963584899902,2.7947192192077637,2.709167957305908,3.618350028991699,3.0786635875701904,3.2801597118377686,603.3618037700653,4.010259389877319,2.6672613620758057,2.7689125537872314,2.6668765544891357
24,2.6276345252990723,2.66510272026062,2.695596933364868,2.6942009925842285,2.6945178508758545,2.6835367679595947,2.6531424522399902,3.42974853515625,3.057330369949341,576.7301006317139,5.7066490650177,2.5987610816955566,2.890857696533203,2.5860636234283447
25,2.6621246337890625,2.7122838497161865,2.7875945568084717,2.788379192352295,2.8005456924438477,2.786208152770996,2.7774157524108887,2.753671884536743,2.7416906356811523,667.303966999054,4.131585121154785,2.6967525482177734,3.6742804050445557,2.6661860942840576
26,2.5881688594818115,2.8411707878112793,2.7189383506774902,2.7344346046447754,2.7649013996124268,2.7622623443603516,2.7726407051086426,2.7494750022888184,2.7539074420928955,564.3000009059906,4.014664888381958,2.630622148513794,2.705378293991089,2.636396646499634
